ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId
LightHead_DressT3,@LightHead_DressT3_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@LightHead_DressT3_Description,,EquippableHead+Armor+Light,Apparel,ArmorLight,SlotHead,,1,,300,400,3,LightHead_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT3,PerkBucket_CraftedPerkBucketRollT3,CraftingGemSlotChanceT3,,,,20,1,1,1,UI_Armor,m_femininelightt3_head,f_femininelightt3_head,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT3,,,,,,,,,,,500,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightHead_DressT4,@LightHead_DressT4_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@LightHead_DressT4_Description,,EquippableHead+Armor+Light,Apparel,ArmorLight,SlotHead,,1,,400,500,4,LightHead_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT4,PerkBucket_CraftedPerkBucketRollT4Bucket3,CraftingGemSlotChanceT4,PerkBucket_CraftedPerkBucketRollT4Bucket4,,,40,1,1,1,UI_Armor,m_femlightt4_head,f_femlightt4_head,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,2,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT4,,,,,,,,,,,625,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightHead_DressT5,@LightHead_DressT5_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@LightHead_DressT5_Description,,EquippableHead+Armor+Light,Apparel,ArmorLight,SlotHead,,1,,500,600,5,LightHead_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT5,PerkBucket_CraftedPerkBucketRollT5Bucket3,CraftingGemSlotChanceT5,PerkBucket_CraftedPerkBucketRollT5Bucket4,PerkBucket_CraftedPerkBucketRollT5Bucket5,,,1,1,1,UI_Armor,m_femininelightt5_head,f_femininelightt5_head,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT5,,,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightChest_DressT2,@LightChest_DressT2_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@LightChest_DressT2_Description,,EquippableChest+Armor+Light,Apparel,ArmorLight,SlotChest,,1,,200,300,2,LightChest_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT2,PerkBucket_CraftedPerkBucketRollT2,CraftingGemSlotChanceT2,,,,5,1,1,1,UI_Armor,m_basicdress_chest,f_basicdress_chest,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageCraftedClothArmorLarge,SalvageLarge_ClothT2,,,,,,,,,,,375,0.12,0,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightChest_DressT3,@LightChest_DressT3_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@LightChest_DressT3_Description,,EquippableChest+Armor+Light,Apparel,ArmorLight,SlotChest,,1,,300,400,3,LightChest_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT3,PerkBucket_CraftedPerkBucketRollT3,CraftingGemSlotChanceT3,,,,20,1,1,1,UI_Armor,m_femininelightt3_chest,f_femininelightt3_chest,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedClothArmorLarge,SalvageLarge_ClothT3,,,,,,,,,,,500,0.12,0,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightChest_DressT4,@LightChest_DressT4_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@LightChest_DressT4_Description,,EquippableChest+Armor+Light,Apparel,ArmorLight,SlotChest,,1,,400,500,4,LightChest_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT4,PerkBucket_CraftedPerkBucketRollT4Bucket3,CraftingGemSlotChanceT4,PerkBucket_CraftedPerkBucketRollT4Bucket4,,,40,1,1,1,UI_Armor,m_femlightt4_chest,f_femlightt4_chest,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,2,[LTID]MasterSalvageCraftedClothArmorLarge,SalvageLarge_ClothT4,,,,,,,,,,,625,0.12,0,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightChest_DressT5,@LightChest_DressT5_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@LightChest_DressT5_Description,,EquippableChest+Armor+Light,Apparel,ArmorLight,SlotChest,,1,,500,600,5,LightChest_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT5,PerkBucket_CraftedPerkBucketRollT5Bucket3,CraftingGemSlotChanceT5,PerkBucket_CraftedPerkBucketRollT5Bucket4,PerkBucket_CraftedPerkBucketRollT5Bucket5,,,1,1,1,UI_Armor,m_femininelightt5_chest,f_femininelightt5_chest,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedClothArmorLarge,SalvageLarge_ClothT5,,,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightHands_DressT2,@LightHands_DressT2_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@LightHands_DressT2_Description,,EquippableHands+Armor+Light,Apparel,ArmorLight,SlotHands,,1,,200,300,2,LightHands_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT2,PerkBucket_CraftedPerkBucketRollT2,CraftingGemSlotChanceT2,,,,5,1,1,1,UI_Armor,m_basicdress_hands,f_basicdress_hands,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT2,,,,,,,,,,,375,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightHands_DressT3,@LightHands_DressT3_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@LightHands_DressT3_Description,,EquippableHands+Armor+Light,Apparel,ArmorLight,SlotHands,,1,,300,400,3,LightHands_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT3,PerkBucket_CraftedPerkBucketRollT3,CraftingGemSlotChanceT3,,,,20,1,1,1,UI_Armor,m_femininelightt3_gloves,f_femininelightt3_gloves,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT3,,,,,,,,,,,500,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightHands_DressT4,@LightHands_DressT4_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@LightHands_DressT4_Description,,EquippableHands+Armor+Light,Apparel,ArmorLight,SlotHands,,1,,400,500,4,LightHands_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT4,PerkBucket_CraftedPerkBucketRollT4Bucket3,CraftingGemSlotChanceT4,PerkBucket_CraftedPerkBucketRollT4Bucket4,,,40,1,1,1,UI_Armor,m_femlightt4_gloves,f_femlightt4_gloves,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,2,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT4,,,,,,,,,,,625,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightHands_DressT5,@LightHands_DressT5_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@LightHands_DressT5_Description,,EquippableHands+Armor+Light,Apparel,ArmorLight,SlotHands,,1,,500,600,5,LightHands_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT5,PerkBucket_CraftedPerkBucketRollT5Bucket3,CraftingGemSlotChanceT5,PerkBucket_CraftedPerkBucketRollT5Bucket4,PerkBucket_CraftedPerkBucketRollT5Bucket5,,,1,1,1,UI_Armor,m_femininelightt5_gloves,f_femininelightt5_gloves,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT5,,,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightLegs_DressT2,@LightLegs_DressT2_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@LightLegs_DressT2_Description,,EquippableLegs+Armor+Light,Apparel,ArmorLight,SlotLegs,,1,,200,300,2,LightLegs_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT2,PerkBucket_CraftedPerkBucketRollT2,CraftingGemSlotChanceT2,,,,5,1,1,1,UI_Armor,m_basicdress_legs,f_basicdress_legs,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageCraftedClothArmorMedium,SalvageLarge_ClothT2,,,,,,,,,,,375,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightLegs_DressT3,@LightLegs_DressT3_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@LightLegs_DressT3_Description,,EquippableLegs+Armor+Light,Apparel,ArmorLight,SlotLegs,,1,,300,400,3,LightLegs_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT3,PerkBucket_CraftedPerkBucketRollT3,CraftingGemSlotChanceT3,,,,20,1,1,1,UI_Armor,m_femininelightt3_legs,f_femininelightt3_legs,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedClothArmorMedium,SalvageLarge_ClothT3,,,,,,,,,,,500,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightLegs_DressT4,@LightLegs_DressT4_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@LightLegs_DressT4_Description,,EquippableLegs+Armor+Light,Apparel,ArmorLight,SlotLegs,,1,,400,500,4,LightLegs_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT4,PerkBucket_CraftedPerkBucketRollT4Bucket3,CraftingGemSlotChanceT4,PerkBucket_CraftedPerkBucketRollT4Bucket4,,,40,1,1,1,UI_Armor,m_femlightt4_legs,f_femlightt4_legs,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,2,[LTID]MasterSalvageCraftedClothArmorMedium,SalvageLarge_ClothT4,,,,,,,,,,,625,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightLegs_DressT5,@LightLegs_DressT5_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@LightLegs_DressT5_Description,,EquippableLegs+Armor+Light,Apparel,ArmorLight,SlotLegs,,1,,500,600,5,LightLegs_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT5,PerkBucket_CraftedPerkBucketRollT5Bucket3,CraftingGemSlotChanceT5,PerkBucket_CraftedPerkBucketRollT5Bucket4,PerkBucket_CraftedPerkBucketRollT5Bucket5,,,1,1,1,UI_Armor,m_femininelightt5_legs,f_femininelightt5_legs,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedClothArmorMedium,SalvageLarge_ClothT5,,,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightFeet_DressT2,@LightFeet_DressT2_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@LightFeet_DressT2_Description,,EquippableFeet+Armor+Light,Apparel,ArmorLight,SlotFeet,,1,,200,300,2,LightFeet_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT2,PerkBucket_CraftedPerkBucketRollT2,CraftingGemSlotChanceT2,,,,5,1,1,1,UI_Armor,m_basicdress_feet,f_basicdress_feet,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT2,,,,,,,,,,,375,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightFeet_DressT3,@LightFeet_DressT3_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@LightFeet_DressT3_Description,,EquippableFeet+Armor+Light,Apparel,ArmorLight,SlotFeet,,1,,300,400,3,LightFeet_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT3,PerkBucket_CraftedPerkBucketRollT3,CraftingGemSlotChanceT3,,,,20,1,1,1,UI_Armor,m_femininelightt3_feet,f_femininelightt3_feet,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT3,,,,,,,,,,,500,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightFeet_DressT4,@LightFeet_DressT4_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@LightFeet_DressT4_Description,,EquippableFeet+Armor+Light,Apparel,ArmorLight,SlotFeet,,1,,400,500,4,LightFeet_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT4,PerkBucket_CraftedPerkBucketRollT4Bucket3,CraftingGemSlotChanceT4,PerkBucket_CraftedPerkBucketRollT4Bucket4,,,40,1,1,1,UI_Armor,m_femlightt4_feet,f_femlightt4_feet,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,2,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT4,,,,,,,,,,,625,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightFeet_DressT5,@LightFeet_DressT5_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@LightFeet_DressT5_Description,,EquippableFeet+Armor+Light,Apparel,ArmorLight,SlotFeet,,1,,500,600,5,LightFeet_Balanced,,,,,1,1,,,,,,CraftingAttributeBucketT5,PerkBucket_CraftedPerkBucketRollT5Bucket3,CraftingGemSlotChanceT5,PerkBucket_CraftedPerkBucketRollT5Bucket4,PerkBucket_CraftedPerkBucketRollT5Bucket5,,,1,1,1,UI_Armor,m_femininelightt5_feet,f_femininelightt5_feet,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedClothArmorSmall,SalvageSmall_ClothT5,,,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
1hLongswordCraftedDungeon1T3,@1hLongswordCraftedDungeon1T3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongswordCraftedDungeon1T3_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,,300,400,3,SwordT3,,1,,,1,1,PerkID_Stat_OneHandFighter,,,,,,PerkBucket_AmrineBucket,CraftingGemSlotChanceT3,,,,,1,1,1,UI_Weapon,,,1hSwordGraverobberT3,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedMetalWeaponSmall,SalvageSmall_MetalT3,,,,,,,,,,,2000,0.12,0,42,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hLongswordCraftedDungeon2T3,@1hLongswordCraftedDungeon2T3_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongswordCraftedDungeon2T3_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,,300,400,3,SwordT3,,1,,,1,1,PerkID_Stat_OneHandFighter,,,,,,PerkBucket_ObeliskBucket,CraftingGemSlotChanceT3,,,,,1,1,1,UI_Weapon,,,1hlongswordShatteredObelisk,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedMetalWeaponSmall,SalvageSmall_MetalT3,,,,,,,,,,,2000,0.12,0,48,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hLongswordCraftedDungeon4T4,@1hLongswordCraftedDungeon4T4_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongswordCraftedDungeon4T4_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,,400,500,4,SwordT4,,1,,,1,1,PerkID_Stat_OneHandFighter,,,,,,PerkBucket_TheDepthsBucket,CraftingGemSlotChanceT4,PerkBucket_TheDepthsBucketChanceT4Bucket4,,,,1,1,1,UI_Weapon,,,1hSwordNagaCorruptedT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,2,[LTID]MasterSalvageCraftedMetalWeaponSmall,SalvageSmall_MetalT4,,,,,,,,,,,2500,0.12,0,48,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hLongswordCraftedDungeon5T4,@1hLongswordCraftedDungeon5T4_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongswordCraftedDungeon5T4_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,,400,500,4,SwordT4,,1,,,1,1,PerkID_Stat_OneHandFighter,,,,,,PerkBucket_DynastyShipyardBucket,CraftingGemSlotChanceT4,PerkBucket_DynastyShipyardBucketChanceT4Bucket4,,,,1,1,1,UI_Weapon,,,1hStraightSwordDynasty_VR,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,2,[LTID]MasterSalvageCraftedMetalWeaponSmall,SalvageSmall_MetalT4,,,,,,,,,,,2500,0.12,0,48,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hLongswordCraftedDungeon6T5,@1hLongswordCraftedDungeon6T5_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongswordCraftedDungeon6T5_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,,500,600,5,SwordT5,,1,,,1,1,PerkID_Stat_OneHandFighter,,,,,,PerkBucket_LazarusBucket,CraftingGemSlotChanceT5,PerkBucket_LazarusBucketChanceT5Bucket4,PerkBucket_LazarusBucketChanceT5Bucket5,,,1,1,1,UI_Weapon,,,1hSwordNagaAncientGuardianT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedMetalWeaponSmall,SalvageSmall_MetalT5,,,,,,,,,,,3000,0.12,0,48,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hLongswordCraftedDungeon7T5,@1hLongswordCraftedDungeon7T5_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongswordCraftedDungeon7T5_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,,500,600,5,SwordT5,,1,,,1,1,PerkID_Stat_OneHandFighter,,,,,,PerkBucket_GenesisBucket,CraftingGemSlotChanceT5,PerkBucket_GenesisBucketChanceT5Bucket4,PerkBucket_GenesisBucketChanceT5Bucket5,,,1,1,1,UI_Weapon,,,1hSwordSylvanT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedMetalWeaponSmall,SalvageSmall_MetalT5,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hLongswordCraftedDungeon8T5,@1hLongswordCraftedDungeon8T5_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongswordCraftedDungeon8T5_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,,500,600,5,SwordT5,,1,,,1,1,PerkID_Stat_OneHandFighter,,,,,,PerkBucket_MyrkgardBucket,CraftingGemSlotChanceT5,PerkBucket_MyrkgardBucketChanceT5Bucket4,PerkBucket_MyrkgardBucketChanceT5Bucket5,,,1,1,1,UI_Weapon,,,1hSwordArchosT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedMetalWeaponSmall,SalvageSmall_MetalT5,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hLongswordCraftedDungeon9T5,@1hLongswordCraftedDungeon9T5_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongswordCraftedDungeon9T5_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,,500,600,5,SwordT5,,1,,,1,1,PerkID_Stat_OneHandFighter,,,,,,PerkBucket_MyrkgardBucket,CraftingGemSlotChanceT5,PerkBucket_MyrkgardBucketChanceT5Bucket4,PerkBucket_MyrkgardBucketChanceT5Bucket5,,,1,1,1,UI_Weapon,,,1hSwordIsabellaT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedMetalWeaponSmall,SalvageSmall_MetalT5,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hLongswordCraftedDungeon10T5,@1hLongswordCraftedDungeon10T5_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongswordCraftedDungeon10T5_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,,500,600,5,SwordT5,,1,,,1,1,PerkID_Stat_OneHandFighter,,,,,,PerkBucket_GlobalBucketChanceT5,CraftingGemSlotChanceT5,PerkBucket_GlobalBucketChanceT5,PerkBucket_GlobalBucketChanceT5,,,1,1,1,UI_Weapon,,,1hSwordUnholyDepthsFireT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedMetalWeaponSmall,SalvageSmall_MetalT5,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hLongswordCraftedDungeon11T5,@1hLongswordCraftedDungeon11T5_MasterName,Weapon,@ui_itemtypedescription_sword,@1hLongswordCraftedDungeon11T5_Description,,Weapon+EquippableMainHand+Sword+Melee,,,,1,,,500,600,5,SwordT5,,1,,,1,1,PerkID_Stat_OneHandFighter,,,,,,PerkBucket_BarnaclesBucket,CraftingGemSlotChanceT5,PerkBucket_BarnaclesBucketChanceT5Bucket4,PerkBucket_BarnaclesBucketChanceT5Bucket5,,,1,1,1,UI_Weapon,,,1hSwordNagaWitheredT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageCraftedMetalWeaponSmall,SalvageSmall_MetalT5,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hThrowingAxeCraftedDungeon1T3,@1hThrowingAxeCraftedDungeon1T3_MasterName,Weapon,@ui_itemtypedescription_hatchet,@1hThrowingAxeCraftedDungeon1T3_Description,,Weapon+EquippableMainHand+Hatchet+Melee,,,,1,,,300,400,3,HatchetT3,,1,,,1,1,PerkID_Stat_TwoHandFighter,,,,,,PerkBucket_AmrineBucket,CraftingGemSlotChanceT3,,,,,1,1,1,UI_Weapon,,,1hHatchetGraverobberT3,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedMetalEngineerSmall,SalvageSmall_MetalT3,,,,,,,,,,,2000,0.12,0,42,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,1H_Axe,,,,,,,
1hThrowingAxeCraftedDungeon2T3,@1hThrowingAxeCraftedDungeon2T3_MasterName,Weapon,@ui_itemtypedescription_hatchet,@1hThrowingAxeCraftedDungeon2T3_Description,,Weapon+EquippableMainHand+Hatchet+Melee,,,,1,,,300,400,3,HatchetT3,,1,,,1,1,PerkID_Stat_TwoHandFighter,,,,,,PerkBucket_ObeliskBucket,CraftingGemSlotChanceT3,,,,,1,1,1,UI_Weapon,,,1hthrowingaxeShatteredObelisk,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,1,[LTID]MasterSalvageCraftedMetalEngineerSmall,SalvageSmall_MetalT3,,,,,,,,,,,2000,0.12,0,48,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,1H_Axe,,,,,,,
