ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId
RingINTFOCT5,@RingINTFOCT5_MasterName,Armor,,,,EquippableRing+Jewelry,,,,,,,500,600,5,RingINTFOCT5,,,,,1,0,PerkID_Stat_ArmorMage,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkID_Stat_ArmorMage,,,,,,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/RingINTFOCT5.png,lyshineui/images/icons/items_hires/RingINTFOCT5.png,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageJewelry,SalvageSmall_MetalT5,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringCONT2,@EarringCONT2_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,200,300,2,EarringCONT2,,,,,1,0,PerkID_Stat_ArmorSentry,,PerkBucket_CraftingPerkBucketChanceT2,,,PerkID_Stat_ArmorSentry,,,,,,,PerkBucket_CraftingPerkBucketChanceT2,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringCONT2.png,lyshineui/images/icons/items_hires/EarringCONT2.png,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT2,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringCONT3,@EarringCONT3_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,300,400,3,EarringCONT3,,,,,1,0,PerkID_Stat_ArmorSentry,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,PerkID_Stat_ArmorSentry,,,,,,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringCONT3.png,lyshineui/images/icons/items_hires/EarringCONT3.png,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT3,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringCONT4,@EarringCONT4_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,400,500,4,EarringCONT4,,,,,1,0,PerkID_Stat_ArmorSentry,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkID_Stat_ArmorSentry,,,,,,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringCONT4.png,lyshineui/images/icons/items_hires/EarringCONT4.png,,1,0,,,,,,,,,1,1,1,2,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT4,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringCONT5,@EarringCONT5_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,500,600,5,EarringCONT5,,,,,1,0,PerkID_Stat_ArmorSentry,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkID_Stat_ArmorSentry,,,,,,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringCONT5.png,lyshineui/images/icons/items_hires/EarringCONT5.png,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageJewelry,SalvageLarge_MetalT5,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringSTRT2,@EarringSTRT2_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,200,300,2,EarringSTRT2,,,,,1,0,PerkID_Stat_ArmorSoldier,,PerkBucket_CraftingPerkBucketChanceT2,,,PerkID_Stat_ArmorSoldier,,,,,,,PerkBucket_CraftingPerkBucketChanceT2,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringSTRT2.png,lyshineui/images/icons/items_hires/EarringSTRT2.png,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT2,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringSTRT3,@EarringSTRT3_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,300,400,3,EarringSTRT3,,,,,1,0,PerkID_Stat_ArmorSoldier,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,PerkID_Stat_ArmorSoldier,,,,,,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringSTRT3.png,lyshineui/images/icons/items_hires/EarringSTRT3.png,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT3,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringSTRT4,@EarringSTRT4_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,400,500,4,EarringSTRT4,,,,,1,0,PerkID_Stat_ArmorSoldier,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkID_Stat_ArmorSoldier,,,,,,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringSTRT4.png,lyshineui/images/icons/items_hires/EarringSTRT4.png,,1,0,,,,,,,,,1,1,1,2,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT4,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringSTRT5,@EarringSTRT5_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,500,600,5,EarringSTRT5,,,,,1,0,PerkID_Stat_ArmorSoldier,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkID_Stat_ArmorSoldier,,,,,,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringSTRT5.png,lyshineui/images/icons/items_hires/EarringSTRT5.png,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageJewelry,SalvageLarge_MetalT5,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringDEXT2,@EarringDEXT2_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,200,300,2,EarringDEXT2,,,,,1,0,PerkID_Stat_ArmorRanger,,PerkBucket_CraftingPerkBucketChanceT2,,,PerkID_Stat_ArmorRanger,,,,,,,PerkBucket_CraftingPerkBucketChanceT2,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringDEXT2.png,lyshineui/images/icons/items_hires/EarringDEXT2.png,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT2,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringDEXT3,@EarringDEXT3_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,300,400,3,EarringDEXT3,,,,,1,0,PerkID_Stat_ArmorRanger,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,PerkID_Stat_ArmorRanger,,,,,,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringDEXT3.png,lyshineui/images/icons/items_hires/EarringDEXT3.png,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT3,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringDEXT4,@EarringDEXT4_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,400,500,4,EarringDEXT4,,,,,1,0,PerkID_Stat_ArmorRanger,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkID_Stat_ArmorRanger,,,,,,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringDEXT4.png,lyshineui/images/icons/items_hires/EarringDEXT4.png,,1,0,,,,,,,,,1,1,1,2,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT4,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringDEXT5,@EarringDEXT5_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,500,600,5,EarringDEXT5,,,,,1,0,PerkID_Stat_ArmorRanger,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkID_Stat_ArmorRanger,,,,,,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringDEXT5.png,lyshineui/images/icons/items_hires/EarringDEXT5.png,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageJewelry,SalvageLarge_MetalT5,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringINTT2,@EarringINTT2_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,200,300,2,EarringINTT2,,,,,1,0,PerkID_Stat_ArmorScholar,,PerkBucket_CraftingPerkBucketChanceT2,,,PerkID_Stat_ArmorScholar,,,,,,,PerkBucket_CraftingPerkBucketChanceT2,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringINTT2.png,lyshineui/images/icons/items_hires/EarringINTT2.png,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT2,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringINTT3,@EarringINTT3_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,300,400,3,EarringINTT3,,,,,1,0,PerkID_Stat_ArmorScholar,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,PerkID_Stat_ArmorScholar,,,,,,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringINTT3.png,lyshineui/images/icons/items_hires/EarringINTT3.png,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT3,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringINTT4,@EarringINTT4_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,400,500,4,EarringINTT4,,,,,1,0,PerkID_Stat_ArmorScholar,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkID_Stat_ArmorScholar,,,,,,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringINTT4.png,lyshineui/images/icons/items_hires/EarringINTT4.png,,1,0,,,,,,,,,1,1,1,2,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT4,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringINTT5,@EarringINTT5_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,500,600,5,EarringINTT5,,,,,1,0,PerkID_Stat_ArmorScholar,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkID_Stat_ArmorScholar,,,,,,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringINTT5.png,lyshineui/images/icons/items_hires/EarringINTT5.png,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageJewelry,SalvageLarge_MetalT5,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringFOCT2,@EarringFOCT2_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,200,300,2,EarringFOCT2,,,,,1,0,PerkID_Stat_ArmorSage,,PerkBucket_CraftingPerkBucketChanceT2,,,PerkID_Stat_ArmorSage,,,,,,,PerkBucket_CraftingPerkBucketChanceT2,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringFOCT2.png,lyshineui/images/icons/items_hires/EarringFOCT2.png,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT2,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringFOCT3,@EarringFOCT3_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,300,400,3,EarringFOCT3,,,,,1,0,PerkID_Stat_ArmorSage,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,PerkID_Stat_ArmorSage,,,,,,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringFOCT3.png,lyshineui/images/icons/items_hires/EarringFOCT3.png,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT3,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringFOCT4,@EarringFOCT4_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,400,500,4,EarringFOCT4,,,,,1,0,PerkID_Stat_ArmorSage,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkID_Stat_ArmorSage,,,,,,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringFOCT4.png,lyshineui/images/icons/items_hires/EarringFOCT4.png,,1,0,,,,,,,,,1,1,1,2,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT4,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringFOCT5,@EarringFOCT5_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,500,600,5,EarringFOCT5,,,,,1,0,PerkID_Stat_ArmorSage,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkID_Stat_ArmorSage,,,,,,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringFOCT5.png,lyshineui/images/icons/items_hires/EarringFOCT5.png,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageJewelry,SalvageLarge_MetalT5,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringFOCCONT2,@EarringFOCCONT2_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,200,300,2,EarringFOCCONT2,,,,,1,0,PerkID_Stat_ArmorCleric,,PerkBucket_CraftingPerkBucketChanceT2,,,PerkID_Stat_ArmorCleric,,,,,,,PerkBucket_CraftingPerkBucketChanceT2,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringFOCCONT2.png,lyshineui/images/icons/items_hires/EarringFOCCONT2.png,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT2,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringFOCCONT3,@EarringFOCCONT3_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,300,400,3,EarringFOCCONT3,,,,,1,0,PerkID_Stat_ArmorCleric,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,PerkID_Stat_ArmorCleric,,,,,,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringFOCCONT3.png,lyshineui/images/icons/items_hires/EarringFOCCONT3.png,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT3,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringFOCCONT4,@EarringFOCCONT4_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,400,500,4,EarringFOCCONT4,,,,,1,0,PerkID_Stat_ArmorCleric,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkID_Stat_ArmorCleric,,,,,,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringFOCCONT4.png,lyshineui/images/icons/items_hires/EarringFOCCONT4.png,,1,0,,,,,,,,,1,1,1,2,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT4,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringFOCCONT5,@EarringFOCCONT5_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,500,600,5,EarringFOCCONT5,,,,,1,0,PerkID_Stat_ArmorCleric,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkID_Stat_ArmorCleric,,,,,,,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,PerkBucket_CraftingPerkBucketChanceT5,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringFOCCONT5.png,lyshineui/images/icons/items_hires/EarringFOCCONT5.png,,1,0,,,,,,,,,1,1,1,4,[LTID]MasterSalvageJewelry,SalvageLarge_MetalT5,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringSTRCONT2,@EarringSTRCONT2_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,200,300,2,EarringSTRCONT2,,,,,1,0,PerkID_Stat_ArmorBarbarian,,PerkBucket_CraftingPerkBucketChanceT2,,,PerkID_Stat_ArmorBarbarian,,,,,,,PerkBucket_CraftingPerkBucketChanceT2,,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringSTRCONT2.png,lyshineui/images/icons/items_hires/EarringSTRCONT2.png,,1,0,,,,,,,,,1,1,1,0.5,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT2,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringSTRCONT3,@EarringSTRCONT3_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,300,400,3,EarringSTRCONT3,,,,,1,0,PerkID_Stat_ArmorBarbarian,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,PerkID_Stat_ArmorBarbarian,,,,,,,PerkBucket_CraftingPerkBucketChanceT3,PerkBucket_CraftingPerkBucketChanceT3,,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringSTRCONT3.png,lyshineui/images/icons/items_hires/EarringSTRCONT3.png,,1,0,,,,,,,,,1,1,1,1,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT3,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
EarringSTRCONT4,@EarringSTRCONT4_MasterName,Armor,,,,EquippableToken+Jewelry,,,,,,,400,500,4,EarringSTRCONT4,,,,,1,0,PerkID_Stat_ArmorBarbarian,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkID_Stat_ArmorBarbarian,,,,,,,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,PerkBucket_CraftingPerkBucketChanceT4,,,,1,1,1,UI_Armor,,,,,,0,0,,,lyshineui/images/icons/items/Armor/EarringSTRCONT4.png,lyshineui/images/icons/items_hires/EarringSTRCONT4.png,,1,0,,,,,,,,,1,1,1,2,[LTID]MasterSalvageJewelry,SalvageLarge_MetalPreciousT4,,,,,,,,,,,,,,100,0.12,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,
