ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,IconCaptureGroup,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Rapier_Floral,@Skin_Rapier_Floral_MasterName,Weapon,,@Skin_Rapier_Floral_Description,EquippableMainHand+Rapier+Melee,,,,,,,,,,Skin_Rapier,,,,,,,,,,,,,,,,,,,,,Rapier,UI_Weapon,,,1hRapierFloralT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldR_Floral,@Skin_ShieldR_Floral_MasterName,Weapon,,@Skin_ShieldR_Floral_Description,EquippableOffHand+Shield,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,RoundShield,UI_Weapon,,,1hRoundShieldFloralT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_IceGaunt_Floral,@Skin_IceGaunt_Floral_MasterName,Weapon,,@Skin_IceGaunt_Floral_Description,EquippableMainHand+IceMagic+Magic,,,,,,,,,,Skin_IceGauntlet,,,,,,,,,,,,,,,,,,,,,Gauntlet,UI_Weapon,,,2hIceGauntletFloralT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Lifestaff_Floral,@Skin_Lifestaff_Floral_MasterName,Weapon,,@Skin_Lifestaff_Floral_Description,EquippableMainHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,StaffLife,UI_Weapon,,,2hLifeStaffFloralT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Musket_Floral,@Skin_Musket_Floral_MasterName,Weapon,,@Skin_Musket_Floral_Description,EquippableTwoHand+Musket+Ranged,,,,,,,,,,Skin_Musket,,,,,,,,,,,,,,,,,,,,,Musket,UI_Weapon,,,2hMusketFloralT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Blunderbuss_Floral,@Skin_Blunderbuss_Floral_MasterName,Weapon,,@Skin_Blunderbuss_Floral_Description,EquippableTwoHand+Blunderbuss+Ranged,,,,,,,,,,Skin_Blunderbuss,,,,,,,,,,,,,,,,,,,,,Blunderbuss,UI_Weapon,,,2hBlunderbussFloralT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_PrimeEyes,@Skin_Head_PrimeEyes_MasterName,Armor,,@Skin_Head_PrimeEyes_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_isabellaTwitch_head,f_isabellaTwitch_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Adobe,@Skin_Chest_Adobe_MasterName,Armor,,@Skin_Chest_Adobe_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_CrimsonPlague_chest,f_CrimsonPlague_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Adobe,@Skin_Head_Adobe_MasterName,Armor,,@Skin_Head_Adobe_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CrimsonPlague_head,f_CrimsonPlague_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Adobe,@Skin_Legs_Adobe_MasterName,Armor,,@Skin_Legs_Adobe_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CrimsonPlague_legs,f_CrimsonPlague_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Adobe,@Skin_Feet_Adobe_MasterName,Armor,,@Skin_Feet_Adobe_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CrimsonPlague_feet,f_CrimsonPlague_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Adobe,@Skin_Hands_Adobe_MasterName,Armor,,@Skin_Hands_Adobe_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CrimsonPlague_gloves,f_CrimsonPlague_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Longsword_CrimsonEdge,@Skin_Longsword_CrimsonEdge_MasterName,Weapon,,@Skin_Longsword_CrimsonEdge_Description,EquippableMainHand+Sword+Melee,,,,,,,,,,Skin_Longsword,,,,,,,,,,,,,,,,,,,,,Longsword,UI_Weapon,,,1hSwordCrimsonEdgeT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_FateFortuneTellerL,@Skin_Chest_FateFortuneTellerL_MasterName,Armor,,@Skin_Chest_FateFortuneTellerL_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_FateFortuneTellerL_chest,f_FateFortuneTellerL_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_FateFortuneTellerL,@Skin_Head_FateFortuneTellerL_MasterName,Armor,,@Skin_Head_FateFortuneTellerL_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HeadHat,,m_FateFortuneTellerL_head,f_FateFortuneTellerL_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_FateFortuneTellerL,@Skin_Legs_FateFortuneTellerL_MasterName,Armor,,@Skin_Legs_FateFortuneTellerL_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FateFortuneTellerL_legs,f_FateFortuneTellerL_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_FateFortuneTellerL,@Skin_Feet_FateFortuneTellerL_MasterName,Armor,,@Skin_Feet_FateFortuneTellerL_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FateFortuneTellerL_feet,f_FateFortuneTellerL_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_FateFortuneTellerL,@Skin_Hands_FateFortuneTellerL_MasterName,Armor,,@Skin_Hands_FateFortuneTellerL_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FateFortuneTellerL_gloves,f_FateFortuneTellerL_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldT_FateFortune,@Skin_ShieldT_FateFortune_MasterName,Weapon,,@Skin_ShieldT_FateFortune_Description,EquippableOffHand+Shield,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,TowerShield,UI_Weapon,,,1hTowerShieldFateFortuneT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Spear_FateFortune,@Skin_Spear_FateFortune_MasterName,Weapon,,@Skin_Spear_FateFortune_Description,EquippableTwoHand+Spear+Melee,,,,,,,,,,Skin_Spear,,,,,,,,,,,,,,,,,,,,,Spear,UI_Weapon,,,2hSpearFateFortuneT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hatchet_FateFortune,@Skin_Hatchet_FateFortune_MasterName,Weapon,,@Skin_Hatchet_FateFortune_Description,EquippableMainHand+Hatchet+Melee,,,,,,,,,,Skin_Hatchet,,,,,,,,,,,,,,,,,,,,,ThrowingAxe,UI_Weapon,,,1hHatchetFateFortuneT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Lifestaff_FateFortune,@Skin_Lifestaff_FateFortune_MasterName,Weapon,,@Skin_Lifestaff_FateFortune_Description,EquippableMainHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,StaffLife,UI_Weapon,,,2hLifeStaffFateFortuneT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Blunderbuss_FateFortune,@Skin_Blunderbuss_FateFortune_MasterName,Weapon,,@Skin_Blunderbuss_FateFortune_Description,Weapon+EquippableTwoHand+Musket+Ranged,,,,,,,,,,Skin_Blunderbuss,,,,,,,,,,,,,,,,,,,,,Blunderbuss,UI_Weapon,,,2hBlunderbussFateFortuneT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_VoidGauntlet_FateFortune,@Skin_VoidGauntlet_FateFortune_MasterName,Weapon,,@Skin_VoidGauntlet_FateFortune_Description,EquippableMainHand+VoidGauntlet+Magic,,,,,,,,,,Skin_VoidGauntlet,,,,,,,,,,,,,,,,,,,,,Gauntlet,UI_Weapon,,,2hVoidGauntletFateFortuneT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_FateFortune_AzothScepter,@Skin_FateFortune_AzothScepter_Name,Weapon,,@Skin_FateFortune_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,,,,,,,Skin_AzothStaff,,,,,,,,,,,,,,,,,,,,,AzothStaff,UI_Tools,,,2hAzothScepterFateFortuneT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_FateFortune_FishingPole,@Skin_FateFortune_FishingPole_Name,Weapon,,@Skin_FateFortune_FishingPole_Description,EquippableTool+FishingPole,,,,,,,,,,Skin_FishingPole,,,,,,,,,,,,,,,,,,,,,FishingPole,UI_Tools,,,2hFishingPoleFateFortuneT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_FateFortune_LoggingAxe,@Skin_FateFortune_LoggingAxe_Name,Weapon,,@Skin_FateFortune_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,,,,,,,Skin_LoggingAxe,,,,,,,,,,,,,,,,,,,,,2hLoggingAxe,UI_Tools,,,2hLoggingAxeFateFortuneT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_FateFortune_Pickaxe,@Skin_FateFortune_Pickaxe_Name,Weapon,,@Skin_FateFortune_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,,,,,,,Skin_Pick,,,,,,,,,,,,,,,,,,,,,2hPickAxe,UI_Tools,,,1hPickaxeFateFortuneT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_FateFortune_Sickle,@Skin_FateFortune_Sickle_Name,Weapon,,@Skin_FateFortune_Sickle_Description,EquippableTool+Axe+Sickle,,,,,,,,,,Skin_Sickle,,,,,,,,,,,,,,,,,,,,,Sickle,UI_Tools,,,1hSickleFateFortuneT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_FateFortune_SkinningKnife,@Skin_FateFortune_SkinningKnife_Name,Weapon,,@Skin_FateFortune_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,,,,,,,Skin_SkinningKnife,,,,,,,,,,,,,,,,,,,,,SkinningKnife,UI_Tools,,,1hSkinningKnifeFateFortuneT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_FateFortuneSteampunkH,@Skin_Chest_FateFortuneSteampunkH_MasterName,Armor,,@Skin_Chest_FateFortuneSteampunkH_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_FateFortuneSteampunkH_chest,f_FateFortuneSteampunkH_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_FateFortuneSteampunkH,@Skin_Head_FateFortuneSteampunkH_MasterName,Armor,,@Skin_Head_FateFortuneSteampunkH_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FateFortuneSteampunkH_head,f_FateFortuneSteampunkH_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_FateFortuneSteampunkH,@Skin_Legs_FateFortuneSteampunkH_MasterName,Armor,,@Skin_Legs_FateFortuneSteampunkH_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FateFortuneSteampunkH_legs,f_FateFortuneSteampunkH_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_FateFortuneSteampunkH,@Skin_Feet_FateFortuneSteampunkH_MasterName,Armor,,@Skin_Feet_FateFortuneSteampunkH_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FateFortuneSteampunkH_feet,f_FateFortuneSteampunkH_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_FateFortuneSteampunkH,@Skin_Hands_FateFortuneSteampunkH_MasterName,Armor,,@Skin_Hands_FateFortuneSteampunkH_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_FateFortuneSteampunkH_gloves,f_FateFortuneSteampunkH_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_FanaticSaintL,@Skin_Chest_FanaticSaintL_MasterName,Armor,,@Skin_Chest_FanaticSaintL_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_fanaticSaintPrimeLT5_Chest,f_fanaticSaintPrimeLT5_Chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_FanaticSaintL,@Skin_Head_FanaticSaintL_MasterName,Armor,,@Skin_Head_FanaticSaintL_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeLT5_head,f_fanaticSaintPrimeLT5_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_FanaticSaintL,@Skin_Legs_FanaticSaintL_MasterName,Armor,,@Skin_Legs_FanaticSaintL_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeLT5_legs,f_fanaticSaintPrimeLT5_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_FanaticSaintL,@Skin_Feet_FanaticSaintL_MasterName,Armor,,@Skin_Feet_FanaticSaintL_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeLT5_feet,f_fanaticSaintPrimeLT5_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_FanaticSaintL,@Skin_Hands_FanaticSaintL_MasterName,Armor,,@Skin_Hands_FanaticSaintL_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeLT5_hands,f_fanaticSaintPrimeLT5_hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_WarHammer_ClassicRPG,@Skin_WarHammer_ClassicRPG_MasterName,Weapon,,@Skin_WarHammer_ClassicRPG_Description,EquippableTwoHand+2HHammer+Melee,,,,,,,,,,Skin_WarHammer,,,,,,,,,,,,,,,,,,,,,WarHammer,UI_Weapon,,,2hWarhammerClassicRPGT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Bow_ClassicRPG,@Skin_Bow_ClassicRPG_MasterName,Weapon,,@Skin_Bow_ClassicRPG_Description,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,Bow,UI_Weapon,,,2hBowClassicRPGT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Firestaff_ClassicRPG,@Skin_Firestaff_ClassicRPG_MasterName,Weapon,,@Skin_Firestaff_ClassicRPG_Description,EquippableMainHand+FireStaff+Magic,,,,,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,,,,,,StaffFire,UI_Weapon,,,2hFireStaffClassicRPGT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_GreatAxe_ClassicRPG,@Skin_GreatAxe_ClassicRPG_MasterName,Weapon,,@Skin_GreatAxe_ClassicRPG_Description,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,GreatAxe,UI_Weapon,,,2hGreatAxeClassicRPGT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldK_ClassicRPG,@Skin_ShieldK_ClassicRPG_MasterName,Weapon,,@Skin_ShieldK_ClassicRPG_Description,EquippableOffHand+Shield+Kite,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,KiteShield,UI_Weapon,,,1hKiteShieldClassicRPGT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Longsword_ClassicRPG,@Skin_Longsword_ClassicRPG_MasterName,Weapon,,@Skin_Longsword_ClassicRPG_Description,EquippableMainHand+Sword+Melee,,,,,,,,,,Skin_Longsword,,,,,,,,,,,,,,,,,,,,,Longsword,UI_Weapon,,,1hSwordClassicRPGT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_RPGBarbarian,@Skin_Chest_RPGBarbarian_MasterName,Armor,,@Skin_Chest_RPGBarbarian_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGBarbarianM_chest,f_RPGBarbarianM_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_RPGBarbarian,@Skin_Head_RPGBarbarian_MasterName,Armor,,@Skin_Head_RPGBarbarian_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGBarbarianM_head,f_RPGBarbarianM_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_RPGBarbarian,@Skin_Legs_RPGBarbarian_MasterName,Armor,,@Skin_Legs_RPGBarbarian_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGBarbarianM_legs,f_RPGBarbarianM_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_RPGBarbarian,@Skin_Feet_RPGBarbarian_MasterName,Armor,,@Skin_Feet_RPGBarbarian_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGBarbarianM_feet,f_RPGBarbarianM_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_RPGBarbarian,@Skin_Hands_RPGBarbarian_MasterName,Armor,,@Skin_Hands_RPGBarbarian_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGBarbarianM_gloves,f_RPGBarbarianM_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_RPGKnight,@Skin_Chest_RPGKnight_MasterName,Armor,,@Skin_Chest_RPGKnight_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_RPGKnightH_chest,f_RPGKnightH_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_RPGKnight,@Skin_Head_RPGKnight_MasterName,Armor,,@Skin_Head_RPGKnight_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGKnightH_head,f_RPGKnightH_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_RPGKnight,@Skin_Legs_RPGKnight_MasterName,Armor,,@Skin_Legs_RPGKnight_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGKnightH_legs,f_RPGKnightH_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_RPGKnight,@Skin_Feet_RPGKnight_MasterName,Armor,,@Skin_Feet_RPGKnight_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGKnightH_feet,f_RPGKnightH_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_RPGKnight,@Skin_Hands_RPGKnight_MasterName,Armor,,@Skin_Hands_RPGKnight_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGKnightH_gloves,f_RPGKnightH_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_RPGRanger,@Skin_Chest_RPGRanger_MasterName,Armor,,@Skin_Chest_RPGRanger_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestExtraLong,,m_RPGRangerL_chest,f_RPGRangerL_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_RPGRanger,@Skin_Head_RPGRanger_MasterName,Armor,,@Skin_Head_RPGRanger_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGRangerL_head,f_RPGRangerL_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_RPGRanger,@Skin_Legs_RPGRanger_MasterName,Armor,,@Skin_Legs_RPGRanger_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGRangerL_legs,f_RPGRangerL_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_RPGRanger,@Skin_Feet_RPGRanger_MasterName,Armor,,@Skin_Feet_RPGRanger_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGRangerL_feet,f_RPGRangerL_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_RPGRanger,@Skin_Hands_RPGRanger_MasterName,Armor,,@Skin_Hands_RPGRanger_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_RPGRangerL_gloves,f_RPGRangerL_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_FanaticSaintH,@Skin_Chest_FanaticSaintH_MasterName,Armor,,@Skin_Chest_FanaticSaintH_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_fanaticSaintPrimeHT5_chest,f_fanaticSaintPrimeHT5_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_FanaticSaintH,@Skin_Head_FanaticSaintH_MasterName,Armor,,@Skin_Head_FanaticSaintH_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeHT5_head,f_fanaticSaintPrimeHT5_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_FanaticSaintH,@Skin_Legs_FanaticSaintH_MasterName,Armor,,@Skin_Legs_FanaticSaintH_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeHT5_legs,f_fanaticSaintPrimeHT5_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_FanaticSaintH,@Skin_Feet_FanaticSaintH_MasterName,Armor,,@Skin_Feet_FanaticSaintH_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeHT5_feet,f_fanaticSaintPrimeHT5_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_FanaticSaintH,@Skin_Hands_FanaticSaintH_MasterName,Armor,,@Skin_Hands_FanaticSaintH_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeHT5_hands,f_fanaticSaintPrimeHT5_hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_GreatAxe_SilentDeath,@Skin_GreatAxe_SilentDeath_MasterName,Weapon,,@Skin_GreatAxe_SilentDeath_Description,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,GreatAxe,UI_Weapon,,,2hGreatAxeSilentDeathT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
