ConversionID,ItemID,EntitlementId,AchievementId,Perk1,Perk2,Perk3,Perk4,Bought,Sold,ItemQty,DisplayOrder,CategoricalProgressionId,RankCheckCategoricalProgressionId,RequiredCategoricalProgressionRank,BuyCategoricalProgressionCost,BuyCurrencyCost,BuyProgression2Id,BuyProgression2Cost,BuyProgression3Id,BuyProgression3Cost,BuyCurrencyItemName,BuyCurrencyItemCost,BuyCooldownSeconds,SellCategoricalProgressionCost,SellCurrencyCost,SellAzothCost,InContracts
C_2hBow_CovenantRank2_v2,2hBow_CovenantRank2_v2,,,,,,,1,0,1,4,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_1hThrowingAxe_CovenantRank2_v2,1hThrowingAxe_CovenantRank2_v2,,,,,,,1,0,1,5,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_2hFireStaff_CovenantRank2_v2,2hFireStaff_CovenantRank2_v2,,,,,,,1,0,1,6,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_2hLifeStaff_CovenantRank2_v2,2hLifeStaff_CovenantRank2_v2,,,,,,,1,0,1,7,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_1hRShield_CovenantRank2_v2,1hRShield_CovenantRank2_v2,,,,,,,1,0,1,8,CovenantTokens,Covenant,1,250,2000,,,,,,,,0,0,,false
C_1hKShield_CovenantRank2_v2,1hKShield_CovenantRank2_v2,,,,,,,1,0,1,9,CovenantTokens,Covenant,1,250,2000,,,,,,,,0,0,,false
C_2hSpear_CovenantRank2_v2,2hSpear_CovenantRank2_v2,,,,,,,1,0,1,10,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_2hGreataxe_CovenantRank2_v2,2hGreataxe_CovenantRank2_v2,,,,,,,1,0,1,11,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_1hRapier_CovenantRank2_v2,1hRapier_CovenantRank2_v2,,,,,,,1,0,1,12,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_1hGauntletIce_CovenantRank2_v2,1hGauntletIce_CovenantRank2_v2,,,,,,,1,0,1,13,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_1hGauntletVoid_CovenantRank2_v2,1hGauntletVoid_CovenantRank2_v2,,,,,,,1,0,1,14,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_2hBlunderbuss_CovenantRank2_v2,2hBlunderbuss_CovenantRank2_v2,,,,,,,1,0,1,15,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_2hGreatSword_CovenantRank2_v2,2hGreatSword_CovenantRank2_v2,,,,,,,1,0,1,16,CovenantTokens,Covenant,1,1250,6000,,,,,,,,0,0,,false
C_1hFlail_CovenantRank2_v2,1hFlail_CovenantRank2_v2,,,,,,,1,0,1,17,CovenantTokens,Covenant,1,1000,4000,,,,,,,,0,0,,false
C_HeavyHead_CovenantRank2_v2,HeavyHead_CovenantRank2_v2,,,,,,,1,0,1,18,CovenantTokens,Covenant,1,750,1000,,,,,,,,0,0,,false
C_HeavyChest_CovenantRank2_v2,HeavyChest_CovenantRank2_v2,,,,,,,1,0,1,19,CovenantTokens,Covenant,1,1125,3000,,,,,,,,0,0,,false
C_HeavyHands_CovenantRank2_v2,HeavyHands_CovenantRank2_v2,,,,,,,1,0,1,20,CovenantTokens,Covenant,1,550,1000,,,,,,,,0,0,,false
C_HeavyLegs_CovenantRank2_v2,HeavyLegs_CovenantRank2_v2,,,,,,,1,0,1,21,CovenantTokens,Covenant,1,900,2000,,,,,,,,0,0,,false
C_HeavyFeet_CovenantRank2_v2,HeavyFeet_CovenantRank2_v2,,,,,,,1,0,1,22,CovenantTokens,Covenant,1,375,1000,,,,,,,,0,0,,false
C_LightHead_CovenantRank2_v2,LightHead_CovenantRank2_v2,,,,,,,1,0,1,23,CovenantTokens,Covenant,1,750,1000,,,,,,,,0,0,,false
C_LightChest_CovenantRank2_v2,LightChest_CovenantRank2_v2,,,,,,,1,0,1,24,CovenantTokens,Covenant,1,1125,3000,,,,,,,,0,0,,false
C_LightHands_CovenantRank2_v2,LightHands_CovenantRank2_v2,,,,,,,1,0,1,25,CovenantTokens,Covenant,1,550,1000,,,,,,,,0,0,,false
C_LightLegs_CovenantRank2_v2,LightLegs_CovenantRank2_v2,,,,,,,1,0,1,26,CovenantTokens,Covenant,1,900,2000,,,,,,,,0,0,,false
C_LightFeet_CovenantRank2_v2,LightFeet_CovenantRank2_v2,,,,,,,1,0,1,27,CovenantTokens,Covenant,1,375,1000,,,,,,,,0,0,,false
C_MediumHead_CovenantRank2_v2,MediumHead_CovenantRank2_v2,,,,,,,1,0,1,28,CovenantTokens,Covenant,1,750,1000,,,,,,,,0,0,,false
C_MediumChest_CovenantRank2_v2,MediumChest_CovenantRank2_v2,,,,,,,1,0,1,29,CovenantTokens,Covenant,1,1125,3000,,,,,,,,0,0,,false
C_MediumHands_CovenantRank2_v2,MediumHands_CovenantRank2_v2,,,,,,,1,0,1,30,CovenantTokens,Covenant,1,550,1000,,,,,,,,0,0,,false
C_MediumLegs_CovenantRank2_v2,MediumLegs_CovenantRank2_v2,,,,,,,1,0,1,31,CovenantTokens,Covenant,1,900,2000,,,,,,,,0,0,,false
C_MediumFeet_CovenantRank2_v2,MediumFeet_CovenantRank2_v2,,,,,,,1,0,1,32,CovenantTokens,Covenant,1,375,1000,,,,,,,,0,0,,false
C_HoldingRuneT3,HoldingRuneT3,,,,,,,1,0,1,33,CovenantTokens,Covenant,1,3000,50000,,,,,,,,0,0,,false
C_ReagentConverterT5,ReagentConverterT5,,,,,,,1,0,1,34,CovenantTokens,Covenant,1,100,0,,,,,,,,0,0,,false
C_MajorMastery_LoggingXP,MajorMastery_LoggingXP,,,,,,,1,0,1,35,CovenantTokens,Covenant,1,2000,5000,,,,,,,86400,0,0,,false
C_MajorMastery_HarvestingXP,MajorMastery_HarvestingXP,,,,,,,1,0,1,36,CovenantTokens,Covenant,1,2000,5000,,,,,,,86400,0,0,,false
C_MajorMastery_MiningXP,MajorMastery_MiningXP,,,,,,,1,0,1,37,CovenantTokens,Covenant,1,2000,5000,,,,,,,86400,0,0,,false
C_MajorMastery_SkinningXP,MajorMastery_SkinningXP,,,,,,,1,0,1,38,CovenantTokens,Covenant,1,2000,5000,,,,,,,86400,0,0,,false
C_MajorMastery_FishingXP,MajorMastery_FishingXP,,,,,,,1,0,1,39,CovenantTokens,Covenant,1,2000,5000,,,,,,,86400,0,0,,false
C_1hLongsword_CovenantRank3_v2,1hLongsword_CovenantRank3_v2,,,,,,,1,0,1,1,CovenantTokens,Covenant,2,2500,8000,,,,,,,,0,0,,false
C_2hWarhammer_CovenantRank3_v2,2hWarhammer_CovenantRank3_v2,,,,,,,1,0,1,2,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_2hMusket_CovenantRank3_v2,2hMusket_CovenantRank3_v2,,,,,,,1,0,1,3,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_2hBow_CovenantRank3_v2,2hBow_CovenantRank3_v2,,,,,,,1,0,1,4,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_1hThrowingAxe_CovenantRank3_v2,1hThrowingAxe_CovenantRank3_v2,,,,,,,1,0,1,5,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_2hFireStaff_CovenantRank3_v2,2hFireStaff_CovenantRank3_v2,,,,,,,1,0,1,6,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_2hLifeStaff_CovenantRank3_v2,2hLifeStaff_CovenantRank3_v2,,,,,,,1,0,1,7,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_1hRShield_CovenantRank3_v2,1hRShield_CovenantRank3_v2,,,,,,,1,0,1,8,CovenantTokens,Covenant,2,1250,4000,,,,,,,,0,0,,false
C_1hKShield_CovenantRank3_v2,1hKShield_CovenantRank3_v2,,,,,,,1,0,1,9,CovenantTokens,Covenant,2,1250,4000,,,,,,,,0,0,,false
C_1hTShield_CovenantRank3_v2,1hTShield_CovenantRank3_v2,,,,,,,1,0,1,10,CovenantTokens,Covenant,2,1250,4000,,,,,,,,0,0,,false
C_2hSpear_CovenantRank3_v2,2hSpear_CovenantRank3_v2,,,,,,,1,0,1,11,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_2hGreataxe_CovenantRank3_v2,2hGreataxe_CovenantRank3_v2,,,,,,,1,0,1,12,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_1hRapier_CovenantRank3_v2,1hRapier_CovenantRank3_v2,,,,,,,1,0,1,13,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_1hGauntletIce_CovenantRank3_v2,1hGauntletIce_CovenantRank3_v2,,,,,,,1,0,1,14,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_1hGauntletVoid_CovenantRank3_v2,1hGauntletVoid_CovenantRank3_v2,,,,,,,1,0,1,15,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_2hBlunderbuss_CovenantRank3_v2,2hBlunderbuss_CovenantRank3_v2,,,,,,,1,0,1,16,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_2hGreatSword_CovenantRank3_v2,2hGreatSword_CovenantRank3_v2,,,,,,,1,0,1,17,CovenantTokens,Covenant,2,3750,12000,,,,,,,,0,0,,false
C_1hFlail_CovenantRank3_v2,1hFlail_CovenantRank3_v2,,,,,,,1,0,1,18,CovenantTokens,Covenant,2,2500,8000,,,,,,,,0,0,,false
C_HeavyHead_CovenantRank3_v2,HeavyHead_CovenantRank3_v2,,,,,,,1,0,1,19,CovenantTokens,Covenant,2,4000,2000,,,,,,,,0,0,,false
C_HeavyChest_CovenantRank3_v2,HeavyChest_CovenantRank3_v2,,,,,,,1,0,1,20,CovenantTokens,Covenant,2,6000,6000,,,,,,,,0,0,,false
C_HeavyHands_CovenantRank3_v2,HeavyHands_CovenantRank3_v2,,,,,,,1,0,1,21,CovenantTokens,Covenant,2,3000,2000,,,,,,,,0,0,,false
C_HeavyLegs_CovenantRank3_v2,HeavyLegs_CovenantRank3_v2,,,,,,,1,0,1,22,CovenantTokens,Covenant,2,5000,4000,,,,,,,,0,0,,false
C_HeavyFeet_CovenantRank3_v2,HeavyFeet_CovenantRank3_v2,,,,,,,1,0,1,23,CovenantTokens,Covenant,2,2000,2000,,,,,,,,0,0,,false
C_LightHead_CovenantRank3_v2,LightHead_CovenantRank3_v2,,,,,,,1,0,1,24,CovenantTokens,Covenant,2,4000,2000,,,,,,,,0,0,,false
C_LightChest_CovenantRank3_v2,LightChest_CovenantRank3_v2,,,,,,,1,0,1,25,CovenantTokens,Covenant,2,6000,6000,,,,,,,,0,0,,false
C_LightHands_CovenantRank3_v2,LightHands_CovenantRank3_v2,,,,,,,1,0,1,26,CovenantTokens,Covenant,2,3000,2000,,,,,,,,0,0,,false
C_LightLegs_CovenantRank3_v2,LightLegs_CovenantRank3_v2,,,,,,,1,0,1,27,CovenantTokens,Covenant,2,5000,4000,,,,,,,,0,0,,false
C_LightFeet_CovenantRank3_v2,LightFeet_CovenantRank3_v2,,,,,,,1,0,1,28,CovenantTokens,Covenant,2,2000,2000,,,,,,,,0,0,,false
C_MediumHead_CovenantRank3_v2,MediumHead_CovenantRank3_v2,,,,,,,1,0,1,29,CovenantTokens,Covenant,2,4000,2000,,,,,,,,0,0,,false
C_MediumChest_CovenantRank3_v2,MediumChest_CovenantRank3_v2,,,,,,,1,0,1,30,CovenantTokens,Covenant,2,6000,6000,,,,,,,,0,0,,false
C_MediumHands_CovenantRank3_v2,MediumHands_CovenantRank3_v2,,,,,,,1,0,1,31,CovenantTokens,Covenant,2,3000,2000,,,,,,,,0,0,,false
C_MediumLegs_CovenantRank3_v2,MediumLegs_CovenantRank3_v2,,,,,,,1,0,1,32,CovenantTokens,Covenant,2,5000,4000,,,,,,,,0,0,,false
C_MediumFeet_CovenantRank3_v2,MediumFeet_CovenantRank3_v2,,,,,,,1,0,1,33,CovenantTokens,Covenant,2,2000,2000,,,,,,,,0,0,,false
C_HoldingRuneT4,HoldingRuneT4,,,,,,,1,0,1,34,CovenantTokens,Covenant,2,5000,100000,,,,,,,,0,0,,false
C_FactionChisel3,FactionChisel3,,,,,,,1,0,1,35,CovenantTokens,Covenant,2,2000,15000,,,,,,,,0,0,,false
C_DyeB139,DyeB139,,,,,,,1,0,1,36,CovenantTokens,Covenant,2,300,1000,,,,,,,,0,0,,false
C_GemSocketPinsT1,GemSocketPinsT1,,,,,,,1,0,1,37,CovenantTokens,Covenant,2,300,10000,,,,,,,,0,0,,false
C_GreaterMastery_LoggingXP,GreaterMastery_LoggingXP,,,,,,,1,0,1,38,CovenantTokens,Covenant,2,4000,10000,,,,,,,86400,0,0,,false
C_GreaterMastery_HarvestingXP,GreaterMastery_HarvestingXP,,,,,,,1,0,1,39,CovenantTokens,Covenant,2,4000,10000,,,,,,,86400,0,0,,false
C_GreaterMastery_MiningXP,GreaterMastery_MiningXP,,,,,,,1,0,1,40,CovenantTokens,Covenant,2,4000,10000,,,,,,,86400,0,0,,false
C_GreaterMastery_SkinningXP,GreaterMastery_SkinningXP,,,,,,,1,0,1,41,CovenantTokens,Covenant,2,4000,10000,,,,,,,86400,0,0,,false
C_GreaterMastery_FishingXP,GreaterMastery_FishingXP,,,,,,,1,0,1,42,CovenantTokens,Covenant,2,4000,10000,,,,,,,86400,0,0,,false
C_1hLongsword_CovenantRank4_v2,1hLongsword_CovenantRank4_v2,,,,,,,1,0,1,1,CovenantTokens,Covenant,3,7500,16000,,,,,,,,0,0,,false
C_2hWarhammer_CovenantRank4_v2,2hWarhammer_CovenantRank4_v2,,,,,,,1,0,1,2,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_2hGreatSword_CovenantRank4_v2,2hGreatSword_CovenantRank4_v2,,,,,,,1,0,1,3,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_2hBlunderbuss_CovenantRank4_v2,2hBlunderbuss_CovenantRank4_v2,,,,,,,1,0,1,4,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_2hMusket_CovenantRank4_v2,2hMusket_CovenantRank4_v2,,,,,,,1,0,1,5,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_2hBow_CovenantRank4_v2,2hBow_CovenantRank4_v2,,,,,,,1,0,1,6,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_1hThrowingAxe_CovenantRank4_v2,1hThrowingAxe_CovenantRank4_v2,,,,,,,1,0,1,7,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_2hFireStaff_CovenantRank4_v2,2hFireStaff_CovenantRank4_v2,,,,,,,1,0,1,8,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_2hLifeStaff_CovenantRank4_v2,2hLifeStaff_CovenantRank4_v2,,,,,,,1,0,1,9,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_1hRShield_CovenantRank4_v2,1hRShield_CovenantRank4_v2,,,,,,,1,0,1,10,CovenantTokens,Covenant,3,2500,8000,,,,,,,,0,0,,false
C_1hKShield_CovenantRank4_v2,1hKShield_CovenantRank4_v2,,,,,,,1,0,1,11,CovenantTokens,Covenant,3,2500,8000,,,,,,,,0,0,,false
C_1hTShield_CovenantRank4_v2,1hTShield_CovenantRank4_v2,,,,,,,1,0,1,12,CovenantTokens,Covenant,3,2500,8000,,,,,,,,0,0,,false
C_2hSpear_CovenantRank4_v2,2hSpear_CovenantRank4_v2,,,,,,,1,0,1,13,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_2hGreataxe_CovenantRank4_v2,2hGreataxe_CovenantRank4_v2,,,,,,,1,0,1,14,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_1hRapier_CovenantRank4_v2,1hRapier_CovenantRank4_v2,,,,,,,1,0,1,15,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_1hGauntletIce_CovenantRank4_v2,1hGauntletIce_CovenantRank4_v2,,,,,,,1,0,1,16,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_1hGauntletVoid_CovenantRank4_v2,1hGauntletVoid_CovenantRank4_v2,,,,,,,1,0,1,17,CovenantTokens,Covenant,3,10000,24000,,,,,,,,0,0,,false
C_1hFlail_CovenantRank4_v2,1hFlail_CovenantRank4_v2,,,,,,,1,0,1,18,CovenantTokens,Covenant,3,7500,16000,,,,,,,,0,0,,false
C_HeavyHead_CovenantRank4_v2,HeavyHead_CovenantRank4_v2,,,,,,,1,0,1,19,CovenantTokens,Covenant,3,8000,4000,,,,,,,,0,0,,false
C_HeavyChest_CovenantRank4_v2,HeavyChest_CovenantRank4_v2,,,,,,,1,0,1,20,CovenantTokens,Covenant,3,12000,12000,,,,,,,,0,0,,false
C_HeavyHands_CovenantRank4_v2,HeavyHands_CovenantRank4_v2,,,,,,,1,0,1,21,CovenantTokens,Covenant,3,6000,4000,,,,,,,,0,0,,false
C_HeavyLegs_CovenantRank4_v2,HeavyLegs_CovenantRank4_v2,,,,,,,1,0,1,22,CovenantTokens,Covenant,3,10000,8000,,,,,,,,0,0,,false
C_HeavyFeet_CovenantRank4_v2,HeavyFeet_CovenantRank4_v2,,,,,,,1,0,1,23,CovenantTokens,Covenant,3,4000,4000,,,,,,,,0,0,,false
C_LightHead_CovenantRank4_v2,LightHead_CovenantRank4_v2,,,,,,,1,0,1,24,CovenantTokens,Covenant,3,8000,4000,,,,,,,,0,0,,false
C_LightChest_CovenantRank4_v2,LightChest_CovenantRank4_v2,,,,,,,1,0,1,25,CovenantTokens,Covenant,3,12000,12000,,,,,,,,0,0,,false
C_LightHands_CovenantRank4_v2,LightHands_CovenantRank4_v2,,,,,,,1,0,1,26,CovenantTokens,Covenant,3,6000,4000,,,,,,,,0,0,,false
C_LightLegs_CovenantRank4_v2,LightLegs_CovenantRank4_v2,,,,,,,1,0,1,27,CovenantTokens,Covenant,3,10000,8000,,,,,,,,0,0,,false
C_LightFeet_CovenantRank4_v2,LightFeet_CovenantRank4_v2,,,,,,,1,0,1,28,CovenantTokens,Covenant,3,4000,4000,,,,,,,,0,0,,false
C_MediumHead_CovenantRank4_v2,MediumHead_CovenantRank4_v2,,,,,,,1,0,1,29,CovenantTokens,Covenant,3,8000,4000,,,,,,,,0,0,,false
C_MediumChest_CovenantRank4_v2,MediumChest_CovenantRank4_v2,,,,,,,1,0,1,30,CovenantTokens,Covenant,3,12000,12000,,,,,,,,0,0,,false
C_MediumHands_CovenantRank4_v2,MediumHands_CovenantRank4_v2,,,,,,,1,0,1,31,CovenantTokens,Covenant,3,6000,4000,,,,,,,,0,0,,false
C_MediumLegs_CovenantRank4_v2,MediumLegs_CovenantRank4_v2,,,,,,,1,0,1,32,CovenantTokens,Covenant,3,10000,8000,,,,,,,,0,0,,false
C_MediumFeet_CovenantRank4_v2,MediumFeet_CovenantRank4_v2,,,,,,,1,0,1,33,CovenantTokens,Covenant,3,4000,4000,,,,,,,,0,0,,false
C_HoldingRuneT5,HoldingRuneT5,,,,,,,1,0,1,34,CovenantTokens,Covenant,3,7000,150000,,,,,,,,0,0,,false
C_BannerFragmentT1,BannerFragmentT1,,,,,,,1,0,1,35,CovenantTokens,Covenant,3,5000,100000,,,,,,,,0,0,,false
C_1hLongsword_CovenantRank5_v2,1hLongsword_CovenantRank5_v2,,,,,,,1,0,1,1,CovenantTokens,Covenant,4,20000,32000,,,,,,,,0,0,,false
C_2hWarhammer_CovenantRank5_v2,2hWarhammer_CovenantRank5_v2,,,,,,,1,0,1,2,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_2hGreatSword_CovenantRank5_v2,2hGreatSword_CovenantRank5_v2,,,,,,,1,0,1,3,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_2hBlunderbuss_CovenantRank5_v2,2hBlunderbuss_CovenantRank5_v2,,,,,,,1,0,1,4,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_2hMusket_CovenantRank5_v2,2hMusket_CovenantRank5_v2,,,,,,,1,0,1,5,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_2hBow_CovenantRank5_v2,2hBow_CovenantRank5_v2,,,,,,,1,0,1,6,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_1hThrowingAxe_CovenantRank5_v2,1hThrowingAxe_CovenantRank5_v2,,,,,,,1,0,1,7,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_2hFireStaff_CovenantRank5_v2,2hFireStaff_CovenantRank5_v2,,,,,,,1,0,1,8,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_2hLifeStaff_CovenantRank5_v2,2hLifeStaff_CovenantRank5_v2,,,,,,,1,0,1,9,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_1hRShield_CovenantRank5_v2,1hRShield_CovenantRank5_v2,,,,,,,1,0,1,10,CovenantTokens,Covenant,4,5000,16000,,,,,,,,0,0,,false
C_1hKShield_CovenantRank5_v2,1hKShield_CovenantRank5_v2,,,,,,,1,0,1,11,CovenantTokens,Covenant,4,5000,16000,,,,,,,,0,0,,false
C_1hTShield_CovenantRank5_v2,1hTShield_CovenantRank5_v2,,,,,,,1,0,1,12,CovenantTokens,Covenant,4,5000,16000,,,,,,,,0,0,,false
C_2hSpear_CovenantRank5_v2,2hSpear_CovenantRank5_v2,,,,,,,1,0,1,13,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_2hGreataxe_CovenantRank5_v2,2hGreataxe_CovenantRank5_v2,,,,,,,1,0,1,14,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_1hRapier_CovenantRank5_v2,1hRapier_CovenantRank5_v2,,,,,,,1,0,1,15,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_1hGauntletIce_CovenantRank5_v2,1hGauntletIce_CovenantRank5_v2,,,,,,,1,0,1,16,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_1hGauntletVoid_CovenantRank5_v2,1hGauntletVoid_CovenantRank5_v2,,,,,,,1,0,1,17,CovenantTokens,Covenant,4,25000,48000,,,,,,,,0,0,,false
C_1hFlail_CovenantRank5_v2,1hFlail_CovenantRank5_v2,,,,,,,1,0,1,18,CovenantTokens,Covenant,4,20000,32000,,,,,,,,0,0,,false
C_HeavyHead_CovenantRank5_v2,HeavyHead_CovenantRank5_v2,,,,,,,1,0,1,19,CovenantTokens,Covenant,4,10000,8000,,,,,,,,0,0,,false
C_HeavyChest_CovenantRank5_v2,HeavyChest_CovenantRank5_v2,,,,,,,1,0,1,20,CovenantTokens,Covenant,4,15000,24000,,,,,,,,0,0,,false
C_HeavyHands_CovenantRank5_v2,HeavyHands_CovenantRank5_v2,,,,,,,1,0,1,21,CovenantTokens,Covenant,4,7500,8000,,,,,,,,0,0,,false
C_HeavyLegs_CovenantRank5_v2,HeavyLegs_CovenantRank5_v2,,,,,,,1,0,1,22,CovenantTokens,Covenant,4,12500,16000,,,,,,,,0,0,,false
C_HeavyFeet_CovenantRank5_v2,HeavyFeet_CovenantRank5_v2,,,,,,,1,0,1,23,CovenantTokens,Covenant,4,6000,8000,,,,,,,,0,0,,false
C_LightHead_CovenantRank5_v2,LightHead_CovenantRank5_v2,,,,,,,1,0,1,24,CovenantTokens,Covenant,4,10000,8000,,,,,,,,0,0,,false
C_LightChest_CovenantRank5_v2,LightChest_CovenantRank5_v2,,,,,,,1,0,1,25,CovenantTokens,Covenant,4,15000,24000,,,,,,,,0,0,,false
C_LightHands_CovenantRank5_v2,LightHands_CovenantRank5_v2,,,,,,,1,0,1,26,CovenantTokens,Covenant,4,7500,8000,,,,,,,,0,0,,false
C_LightLegs_CovenantRank5_v2,LightLegs_CovenantRank5_v2,,,,,,,1,0,1,27,CovenantTokens,Covenant,4,12500,16000,,,,,,,,0,0,,false
C_LightFeet_CovenantRank5_v2,LightFeet_CovenantRank5_v2,,,,,,,1,0,1,28,CovenantTokens,Covenant,4,6000,8000,,,,,,,,0,0,,false
C_MediumHead_CovenantRank5_v2,MediumHead_CovenantRank5_v2,,,,,,,1,0,1,29,CovenantTokens,Covenant,4,10000,8000,,,,,,,,0,0,,false
C_MediumChest_CovenantRank5_v2,MediumChest_CovenantRank5_v2,,,,,,,1,0,1,30,CovenantTokens,Covenant,4,15000,24000,,,,,,,,0,0,,false
C_MediumHands_CovenantRank5_v2,MediumHands_CovenantRank5_v2,,,,,,,1,0,1,31,CovenantTokens,Covenant,4,7500,8000,,,,,,,,0,0,,false
C_MediumLegs_CovenantRank5_v2,MediumLegs_CovenantRank5_v2,,,,,,,1,0,1,32,CovenantTokens,Covenant,4,12500,16000,,,,,,,,0,0,,false
C_MediumFeet_CovenantRank5_v2,MediumFeet_CovenantRank5_v2,,,,,,,1,0,1,33,CovenantTokens,Covenant,4,6000,8000,,,,,,,,0,0,,false
C_GypsumOrb1,GypsumOrb,,,,,,,1,0,1,34,CovenantTokens,Covenant,4,7000,0,,,,,,,82800,0,0,,false
C_GypsumOrb2,GypsumOrb,,,,,,,1,0,1,35,CovenantTokens,Covenant,4,7000,0,,,,,,,82800,0,0,,false
C_WritofAdventure,WritofAdventure,,,,,,,1,0,1,36,CovenantTokens,Covenant,4,20000,48000,,,,,,,82800,0,0,,false
C_ShardOfPrideT1,ShardOfPrideT1,,,,,,,1,0,1,37,CovenantTokens,Covenant,4,25000,1500000,,,,,,,82800,0,0,,false
C_Skin_Head_CovenantInquisitorT5_Box,Skin_Head_CovenantInquisitorT5_Box,,,,,,,1,0,1,38,CovenantTokens,Covenant,4,50000,750000,,,,,,,,0,0,,false
C_Skin_Chest_CovenantInquisitorT5_Box,Skin_Chest_CovenantInquisitorT5_Box,,,,,,,1,0,1,39,CovenantTokens,Covenant,4,50000,750000,,,,,,,,0,0,,false
C_Skin_Hands_CovenantInquisitorT5_Box,Skin_Hands_CovenantInquisitorT5_Box,,,,,,,1,0,1,40,CovenantTokens,Covenant,4,50000,500000,,,,,,,,0,0,,false
C_Skin_Legs_CovenantInquisitorT5_Box,Skin_Legs_CovenantInquisitorT5_Box,,,,,,,1,0,1,41,CovenantTokens,Covenant,4,50000,500000,,,,,,,,0,0,,false
C_Skin_Feet_CovenantInquisitorT5_Box,Skin_Feet_CovenantInquisitorT5_Box,,,,,,,1,0,1,42,CovenantTokens,Covenant,4,50000,500000,,,,,,,,0,0,,false
C_UberTrophy_Combat_Component,UberTrophy_Combat_Component,,,,,,,1,0,1,43,CovenantTokens,Covenant,4,100000,4500000,,,,,,,,0,0,,false
C_UberTrophy_Crafting_Component,UberTrophy_Crafting_Component,,,,,,,1,0,1,44,CovenantTokens,Covenant,4,100000,4500000,,,,,,,,0,0,,false
C_UberTrophy_Gathering_Component,UberTrophy_Gathering_Component,,,,,,,1,0,1,45,CovenantTokens,Covenant,4,100000,4500000,,,,,,,,0,0,,false
C_GrandMastery_LoggingXP,GrandMastery_LoggingXP,,,,,,,1,0,1,46,CovenantTokens,Covenant,4,8000,30000,,,,,,,86400,0,0,,false
C_GrandMastery_HarvestingXP,GrandMastery_HarvestingXP,,,,,,,1,0,1,47,CovenantTokens,Covenant,4,8000,30000,,,,,,,86400,0,0,,false
C_GrandMastery_MiningXP,GrandMastery_MiningXP,,,,,,,1,0,1,48,CovenantTokens,Covenant,4,8000,30000,,,,,,,86400,0,0,,false
