BlueprintID,Name,DisplayClass,AttachmentCategories,UseReducedBuildModeUI,IsDeployable,IsSiegeWeapon,TradeskillLevel,WarPoints,HP,FuelCost,FuelResource,ResourceCost,DeteriorationTick,DeteriorationPercent,AlwaysDeteriorate,StructureHeightTag,StructureSize,CreationGameEventID,ContributionGameEventID,CompletionNotificationId,BuildingTime,StructureCost_Ingredient1,StructureCost_Ingredient2,StructureCost_Ingredient3,StructureCost_Ingredient4,StructureCost_Qty1,StructureCost_Qty2,StructureCost_Qty3,StructureCost_Qty4,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFMagic,DEFFire,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSMagic,ABSFire,ABSLightning,ABSCorruption,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAMagic,BLAFire,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNMagic,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGMagic,DMGFire,DMGLightning,DMGCorruption,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,DisableMantle,DisableStepUp,DisableVaulting,PrivilegeID,PlacementGroundCastFilter
FenceIronWood,@FenceIronWood_MasterName,,,0,0,0,4,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
FenceIronWoodCorner,@FenceIronWoodCorner_MasterName,,,0,0,0,4,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
FenceIronWoodGate,@FenceIronWoodGate_MasterName,,,0,0,0,4,10,400,300,,0,86400,0.21,false,Low,Medium,,,,10,WoodT1,,,,2,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,
WindMillT2,@WindMillT2_MasterName,,,0,0,0,2,10,2500,1875,,0,86400,0.21,false,Low,Large,BuildingFinish2,BuidingContribute2,,10,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AzureWellT1,@AzureWellT1_MasterName,,,0,0,0,0,1000,360000,0,,0,86400,0.21,false,Low,Small,BuildingFinish1,BuidingContribute1,,10,TimberT2,BlockT2,AnimusT3,,150,150,1,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CraterLight1,@CraterLight1_MasterName,,,0,0,0,0,1000,349,0,,0,86400,1,true,Low,Small,BuildingFinish1,BuidingContribute1,,10,AlchemyEarthT2,,,,1000,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CraterLight2,@CraterLight2_MasterName,,,0,0,0,0,1000,360000,0,,0,86400,0.21,false,Low,Small,BuildingFinish1,BuidingContribute1,,10,WoodT4,,,,1000,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CraterLight3,@CraterLight2_MasterName,,,0,0,0,0,1000,360000,0,,0,86400,0.21,false,Low,Small,BuildingFinish1,BuidingContribute1,,10,WoodT4,,,,50,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CraterSwitch1,@CraterSwitch1_MasterName,,,0,0,0,0,1000,360000,0,,0,86400,0.21,false,Low,Small,BuildingFinish1,BuidingContribute1,,10,CraterKey1,,,,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CraterSwitch2,@CraterSwitch2_MasterName,,,0,0,0,0,1000,360000,0,,0,86400,0.21,false,Low,Small,BuildingFinish1,BuidingContribute1,,10,CraterKey2,,,,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CraterBossDoor1,@CraterBossDoor1_MasterName,,,0,0,0,0,1000,360000,0,,0,86400,0.21,false,Low,Small,BuildingFinish1,BuidingContribute1,,10,CraterBossKey1,CraterBossKey2,,,1,1,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightPostT1,@LightPostT1_MasterName,,,0,1,0,0,10,600,100,,0,86400,0.21,false,Low,Medium,,,,10,BranchT1,FiberT1,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightPostT2,@LightPostT2_MasterName,,,0,1,0,1,10,800,100,,0,86400,0.21,false,Low,Medium,,,,10,BranchT1,FiberT1,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightPostT3,@LightPostT3_MasterName,,,0,1,0,2,10,1000,100,,0,86400,0.21,false,Low,Medium,,,,10,BranchT1,FiberT1,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeedAzaleaT1,@PlantAzaleaT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedAzaleaT1,CompostT2,,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedHempT1,@PlantHempT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedHempT1,CompostT2,,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedWheatT1,@PlantWheatT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedWheatT1,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedHerbT1,@PlantHerbT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedHerbT1,CompostT2,,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedCarrotT1,@PlantCarrotT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedCarrotT1,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedCornT1,@PlantCornT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedCornT1,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedMandrakeT1,@PlantMandrakeT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedMandrakeT1,CompostT2,,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedMorningGloryT1,@PlantMorningGloryT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedMorningGloryT1,CompostT2,,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedPumpkinT1,@PlantPumpkinT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedPumpkinT1,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedSquashT1,@PlantSquashT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedSquashT1,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedStrawberryT1,@PlantStrawberryT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedStrawberryT1,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedSunflowerT1,@PlantSunflowerT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedTurkeyT1,@PlantTurkeyT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,SeedTurkeyT1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedPigT1,@PlantPigT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,SeedPigT1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedAngelFungusT1,@PlantAngelFungusT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedAngelFungusT1,CompostT2,,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedAsterPlantT1,@PlantAsterPlantT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedAsterPlantT1,CompostT2,,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedLotusPlantT1,@PlantLotusPlantT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedLotusPlantT1,CompostT2,,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedPuffBallFungusT1,@PlantPuffBallFungusT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedPuffBallFungusT1,CompostT2,,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedBlueBerryT1,@PlantBlueBerryT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedBlueBerryT1,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedCranBerryT1,@PlantCranBerryT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedCranBerryT1,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedSquirtBerryT1,@PlantSquirtBerryT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
SeedBarleyT1,@PlantBarleyT1_MasterName,,Farm,1,0,0,0,,1,0,,0,86400,0.21,false,Low,Small,,BuidingContribute2,,2,WaterT1,SeedBarleyT1,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farm_PlantSeed,
PowderKegT2,@PowderKegT2_MasterName,,,1,1,0,0,,7000,0,,0,86400,1,true,Low,Small,,,,,TimberT2,GunpowderT2,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlayerGroundCheck
CommandTentT5,TEST COMMAND TENT,,,1,1,0,0,,25000,0,,0,4800,1,false,Low,Small,,,,,TimberT2,GunpowderT2,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MunitionsPileT5,TEST MUNITIONS PILE,,,1,1,0,0,,25000,0,,0,4800,1,false,Low,Small,,,,,TimberT2,GunpowderT2,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CauldronT5,TEST ALCHEMY CAULDRON,,,1,1,0,0,,25000,0,,0,4800,1,false,Low,Small,,,,,TimberT2,GunpowderT2,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeployableFeastT5,TEST FEAST,,,1,1,0,0,,25000,0,,0,4800,1,false,Low,Small,,,,,TimberT2,GunpowderT2,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepairStationT5,TEST REPAIR STATION,,,1,1,0,0,,25000,0,,0,4800,1,false,Low,Small,,,,,TimberT2,GunpowderT2,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CampT1,@CampT1_MasterName,,,1,0,0,0,,300,0,,0,0,0,false,Low,Small,MakeCamp,,Place_Camp,,WoodT1,FlintT1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,
CampT2,@CampT2_MasterName,,,1,0,0,0,,300,0,,0,0,0,false,Low,Small,MakeCamp,,Place_Camp,,WoodT1,FlintT1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,
CampT3,@CampT3_MasterName,,,1,0,0,0,,300,0,,0,0,0,false,Low,Small,MakeCamp,,Place_Camp,,WoodT1,FlintT1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,
CampT4,@CampT4_MasterName,,,1,0,0,0,,300,0,,0,0,0,false,Low,Small,MakeCamp,,Place_Camp,,WoodT1,FlintT1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,
CampT5,@CampT5_MasterName,,,1,0,0,0,,300,0,,0,0,0,false,Low,Small,MakeCamp,,Place_Camp,,WoodT1,FlintT1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,
CampSkin_Winter01_A,@CampSkin_Winter01_A_MasterName,,,1,0,0,0,,300,0,,0,0,0,false,Low,Small,MakeCamp,,Place_Camp,,WoodT1,FlintT1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,
CampSkin_Winter02_A,@CampSkin_Winter02_A_MasterName,,,1,0,0,0,,300,0,,0,0,0,false,Low,Small,MakeCamp,,Place_Camp,,WoodT1,FlintT1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,
CampSkin_Winter03_A,@CampSkin_Winter03_A_MasterName,,,1,0,0,0,,300,0,,0,0,0,false,Low,Small,MakeCamp,,Place_Camp,,WoodT1,FlintT1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,
CampSkin_Floral01_A,@CampSkin_Floral01_A_MasterName,,,1,0,0,0,,300,0,,0,0,0,false,Low,Small,MakeCamp,,Place_Camp,,WoodT1,FlintT1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,
CampSkin_Love01_A,@CampSkin_Love01_A_MasterName,,,1,0,0,0,,300,0,,0,0,0,false,Low,Small,MakeCamp,,Place_Camp,,WoodT1,FlintT1,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,
Graveyard,@Graveyard_MasterName,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dev,@Dev_MasterName,,,0,1,0,0,,200,0,,0,60,0.21,false,Low,Small,,,,,BranchT1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuinTest,@RuinTest_MasterName,,,0,0,0,0,,100,500,,0,60,0.21,false,Low,Large,,,,,BranchT1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrapFire,@TrapFire_MasterName,,,1,1,1,0,,100,0,,0,86400,1,false,Low,Small,,,,,TimberT2,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlayerGroundCheck
TrapDecoy,@TrapDecoy_MasterName,,,1,1,1,0,,40000,0,,0,86400,1,false,Low,Small,,,,,TimberT2,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretBallistaT1,@TurretBallistaT1_MasterName,,,1,1,1,0,,40000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,20,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretBallistaT2,@TurretBallistaT2_MasterName,,,1,1,1,0,,50000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,60,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretBallistaT3,@TurretBallistaT3_MasterName,,,1,1,1,0,,60000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,120,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretRepeaterT1,@TurretRepeaterT1_MasterName,,,1,1,1,0,,40000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,20,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretRepeaterT2,@TurretRepeaterT2_MasterName,,,1,1,1,0,,50000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,60,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretRepeaterT3,@TurretRepeaterT3_MasterName,,,1,1,1,0,,60000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,120,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DropperFireBarrelT1,@DropperFireT1_MasterName,,,1,1,1,0,,40000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,20,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DropperFireBarrelT2,@DropperFireT2_MasterName,,,1,1,1,0,,50000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,60,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DropperFireBarrelT3,@DropperFireT3_MasterName,,,1,1,1,0,,60000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,120,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretExplosiveT1,@TurretExplosiveT1_MasterName,,,1,1,1,0,,40000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,20,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretExplosiveT2,@TurretExplosiveT2_MasterName,,,1,1,1,0,,50000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,60,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretExplosiveT3,@TurretExplosiveT3_MasterName,,,1,1,1,0,,60000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,120,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SupportHornOfResilienceT1,@SupportHornResilienceT1_MasterName,,,1,1,1,0,,40000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,20,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SupportHornOfResilienceT2,@SupportHornResilienceT2_MasterName,,,1,1,1,0,,50000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,60,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SupportHornOfResilienceT3,@SupportHornResilienceT3_MasterName,,,1,1,1,0,,60000,0,,0,86400,1,false,Low,Small,,,,10,SiegeSupply,,,,120,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlatformBase,Siege Platform,,,1,1,1,0,,10000,0,,0,86400,1,false,Low,Small,,,,,TimberT2,,,,100,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlatformCannonT1,@PlatformCannonT1_MasterName,,,1,1,1,0,,32000,0,,0,0,0,false,Low,Small,,,,5,SiegeSupply,,,,50,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlatformCannonT2,@PlatformCannonT2_MasterName,,,1,0,1,0,,40000,0,,0,0,0,false,Low,Small,,,,5,SiegeSupply,,,,100,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlatformCannonT3,@PlatformCannonT3_MasterName,,,1,0,1,0,,50000,0,,0,0,0,false,Low,Small,,,,5,SiegeSupply,,,,200,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlatformFireLauncherT1,@PlatformFireLauncherT1_MasterName,,,1,1,1,0,,32000,0,,0,86400,0,false,Low,Small,,,,5,SiegeSupply,,,,50,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlatformFireLauncherT2,@PlatformFireLauncherT2_MasterName,,,1,0,1,0,,40000,0,,0,86400,0,false,Low,Small,,,,5,SiegeSupply,,,,100,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlatformFireLauncherT3,@PlatformFireLauncherT3_MasterName,,,1,0,1,0,,50000,0,,0,86400,0,false,Low,Small,,,,5,SiegeSupply,,,,200,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlatformRepeaterT1,@PlatformRepeaterT1_MasterName,,,1,1,1,0,,32000,0,,0,86400,0,false,Low,Small,,,,5,SiegeSupply,,,,50,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
