MetaAchievementId,ReadyForSteam,SteamApiName,Type,Predecessor MetaAchievementIds,ProgressId,ProgressIdParent,UIDisplayCategory,Title,Description,Hidden Text,Notification Verbosity,Tier,Icon,Entitlement Id,AchievePoints,Total,VitalsCategories,Categorical Progression,LorePagesTopicIds,TradeskillType,ItemClass,TrueFalse,QuestGroupTag,GameEventType,TerritoryId,IsPvp,InGroup,FactionType,MissionGoalType,GameModeId,GameModeResult,AttributeType,AchievementsID,AchievementCategory
TerritoryStanding_Everfall4,true,META_TS_EVERFALL,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_everfall_title4,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\TerritoryStanding_Everfall1.png,,0,300,,4,,,,,,,,,,,,,,,,
TerritoryStanding_FirstLight1,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_firstlight_title1,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\TerritoryStanding_FirstLight1.png,,0,5,,9,,,,,,,,,,,,,,,,
TerritoryStanding_FirstLight2,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_firstlight_title2,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\TerritoryStanding_FirstLight1.png,,0,20,,9,,,,,,,,,,,,,,,,
TerritoryStanding_FirstLight3,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_firstlight_title3,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\TerritoryStanding_FirstLight1.png,,0,150,,9,,,,,,,,,,,,,,,,
TerritoryStanding_FirstLight4,true,META_TS_FIRSTLIGHT,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_firstlight_title4,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\TerritoryStanding_FirstLight1.png,,0,300,,9,,,,,,,,,,,,,,,,
TerritoryStanding_MonarchsBluff1,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_monarch_title1,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\TerritoryStanding_MonarchsBluff1.png,,0,5,,12,,,,,,,,,,,,,,,,
TerritoryStanding_MonarchsBluff2,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_monarch_title2,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\TerritoryStanding_MonarchsBluff1.png,,0,20,,12,,,,,,,,,,,,,,,,
TerritoryStanding_MonarchsBluff3,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_monarch_title3,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\TerritoryStanding_MonarchsBluff1.png,,0,150,,12,,,,,,,,,,,,,,,,
TerritoryStanding_MonarchsBluff4,true,META_TS_MONARCH,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_monarch_title4,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\TerritoryStanding_MonarchsBluff1.png,,0,300,,12,,,,,,,,,,,,,,,,
TerritoryStanding_Mourningdale1,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_mourningdale_title1,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\TerritoryStanding_Mourningdale1.png,,0,5,,11,,,,,,,,,,,,,,,,
TerritoryStanding_Mourningdale2,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_mourningdale_title2,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\TerritoryStanding_Mourningdale1.png,,0,20,,11,,,,,,,,,,,,,,,,
TerritoryStanding_Mourningdale3,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_mourningdale_title3,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\TerritoryStanding_Mourningdale1.png,,0,150,,11,,,,,,,,,,,,,,,,
TerritoryStanding_Mourningdale4,true,META_TS_MOURNINGDALE,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_mourningdale_title4,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\TerritoryStanding_Mourningdale1.png,,0,300,,11,,,,,,,,,,,,,,,,
TerritoryStanding_Reekwater1,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_reekwater_title1,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\TerritoryStanding_Reekwater1.png,,0,5,,5,,,,,,,,,,,,,,,,
TerritoryStanding_Reekwater2,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_reekwater_title2,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\TerritoryStanding_Reekwater1.png,,0,20,,5,,,,,,,,,,,,,,,,
TerritoryStanding_Reekwater3,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_reekwater_title3,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\TerritoryStanding_Reekwater1.png,,0,150,,5,,,,,,,,,,,,,,,,
TerritoryStanding_Reekwater4,true,META_TS_REEKWATER,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_reekwater_title4,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\TerritoryStanding_Reekwater1.png,,0,300,,5,,,,,,,,,,,,,,,,
TerritoryStanding_RestlessShore1,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_restless_title1,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\TerritoryStanding_RestlessShore1.png,,0,5,,15,,,,,,,,,,,,,,,,
TerritoryStanding_RestlessShore2,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_restless_title2,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\TerritoryStanding_RestlessShore1.png,,0,20,,15,,,,,,,,,,,,,,,,
TerritoryStanding_RestlessShore3,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_restless_title3,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\TerritoryStanding_RestlessShore1.png,,0,150,,15,,,,,,,,,,,,,,,,
TerritoryStanding_RestlessShore4,true,META_TS_RESTLESS,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_restless_title4,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\TerritoryStanding_RestlessShore1.png,,0,300,,15,,,,,,,,,,,,,,,,
TerritoryStanding_WeaversFen1,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_weavers_title1,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\TerritoryStanding_WeaversFen1.png,,0,5,,13,,,,,,,,,,,,,,,,
TerritoryStanding_WeaversFen2,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_weavers_title2,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\TerritoryStanding_WeaversFen1.png,,0,20,,13,,,,,,,,,,,,,,,,
TerritoryStanding_WeaversFen3,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_weavers_title3,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\TerritoryStanding_WeaversFen1.png,,0,150,,13,,,,,,,,,,,,,,,,
TerritoryStanding_WeaversFen4,true,META_TS_WEAVER,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_weavers_title4,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\TerritoryStanding_WeaversFen1.png,,0,300,,13,,,,,,,,,,,,,,,,
TerritoryStanding_Windsward1,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_windsward_title1,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\TerritoryStanding_Windsward1.png,,0,5,,6,,,,,,,,,,,,,,,,
TerritoryStanding_Windsward2,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_windsward_title2,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\TerritoryStanding_Windsward1.png,,0,20,,6,,,,,,,,,,,,,,,,
TerritoryStanding_Windsward3,,,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_windsward_title3,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\TerritoryStanding_Windsward1.png,,0,150,,6,,,,,,,,,,,,,,,,
TerritoryStanding_Windsward4,true,META_TS_WINDSWARD,CategoricalProgression,,,,Territory_Standing,@ui_metachievement_territorystanding_windsward_title4,@ui_metachievement_territorystanding_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\TerritoryStanding_Windsward1.png,,0,300,,6,,,,,,,,,,,,,,,,
FactionRank_Covenant1,true,META_FACRANK_COVENENT1,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_covenant_title1,@ui_metachievement_factionrank_joined_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\FactionRank_Covenant1.png,,0,1,,Covenant,,,,,,,,,,Covenant,,,,,,
FactionRank_Covenant2,,,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_covenant_title2,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\FactionRank_Covenant1.png,,0,2,,Covenant,,,,,,,,,,Covenant,,,,,,
FactionRank_Covenant3,,,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_covenant_title3,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\FactionRank_Covenant1.png,,0,3,,Covenant,,,,,,,,,,Covenant,,,,,,
FactionRank_Covenant4,,,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_covenant_title4,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\FactionRank_Covenant1.png,,0,4,,Covenant,,,,,,,,,,Covenant,,,,,,
FactionRank_Covenant5,true,META_FACRANK_COVENENT5,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_covenant_title5,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\FactionRank_Covenant1.png,,0,5,,Covenant,,,,,,,,,,Covenant,,,,,,
FactionRank_Marauder1,true,META_FACRANK_MARAUDER1,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_marauder_title1,@ui_metachievement_factionrank_joined_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\FactionRank_Marauder1.png,,0,1,,Marauder,,,,,,,,,,Marauder,,,,,,
FactionRank_Marauder2,,,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_marauder_title2,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\FactionRank_Marauder1.png,,0,2,,Marauder,,,,,,,,,,Marauder,,,,,,
FactionRank_Marauder3,,,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_marauder_title3,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\FactionRank_Marauder1.png,,0,3,,Marauder,,,,,,,,,,Marauder,,,,,,
FactionRank_Marauder4,,,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_marauder_title4,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\FactionRank_Marauder1.png,,0,4,,Marauder,,,,,,,,,,Marauder,,,,,,
FactionRank_Marauder5,true,META_FACRANK_MARAUDER5,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_marauder_title5,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\FactionRank_Marauder1.png,,0,5,,Marauder,,,,,,,,,,Marauder,,,,,,
FactionRank_Syndicate1,true,META_FACRANK_SYNDICATE1,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_syndicate_title1,@ui_metachievement_factionrank_joined_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\FactionRank_Syndicate1.png,,0,1,,Syndicate,,,,,,,,,,Syndicate,,,,,,
FactionRank_Syndicate2,,,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_syndicate_title2,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\FactionRank_Syndicate1.png,,0,2,,Syndicate,,,,,,,,,,Syndicate,,,,,,
FactionRank_Syndicate3,,,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_syndicate_title3,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\FactionRank_Syndicate1.png,,0,3,,Syndicate,,,,,,,,,,Syndicate,,,,,,
FactionRank_Syndicate4,,,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_syndicate_title4,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\FactionRank_Syndicate1.png,,0,4,,Syndicate,,,,,,,,,,Syndicate,,,,,,
FactionRank_Syndicate5,true,META_FACRANK_SYNDICATE5,CategoricalProgression,,,,Faction_Ranking,@ui_metachievement_factionrank_syndicate_title5,@ui_metachievement_factionrank_advance_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\FactionRank_Syndicate1.png,,0,5,,Syndicate,,,,,,,,,,Syndicate,,,,,,
WeaponMastery_Hammer1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_hammer_title1,@ui_metachievement_weaponmastery_hammer_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_Hammer1.png,,0,4,,WarHammerAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Hammer2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_hammer_title2,@ui_metachievement_weaponmastery_hammer_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_Hammer1.png,,0,9,,WarHammerAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Hammer3,true,META_MASTERY_HAMMER3,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_hammer_title3,@ui_metachievement_weaponmastery_hammer_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\WeaponMastery_Hammer1.png,,0,19,,WarHammerAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Bows1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_bows_title1,@ui_metachievement_weaponmastery_bows_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_Bow1.png,,0,4,,BowAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Bows2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_bows_title2,@ui_metachievement_weaponmastery_bows_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_Bow1.png,,0,9,,BowAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Bows3,true,META_MASTERY_BOW3,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_bows_title3,@ui_metachievement_weaponmastery_bows_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\WeaponMastery_Bow1.png,,0,19,,BowAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_FireStaff1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_firestaff_title1,@ui_metachievement_weaponmastery_firestaff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_FireStuff1.png,,0,4,,FireMagicAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_FireStaff2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_firestaff_title2,@ui_metachievement_weaponmastery_firestaff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_FireStuff1.png,,0,9,,FireMagicAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_FireStaff3,true,META_MASTERY_FIRESTAFF3,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_firestaff_title3,@ui_metachievement_weaponmastery_firestaff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\WeaponMastery_FireStuff1.png,,0,19,,FireMagicAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_GreatAxe1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_greataxe_title1,@ui_metachievement_weaponmastery_greataxe_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_GreatAxe1.png,,0,4,,GreatAxeAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_GreatAxe2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_greataxe_title2,@ui_metachievement_weaponmastery_greataxe_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_GreatAxe1.png,,0,9,,GreatAxeAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_GreatAxe3,true,META_MASTERY_GREATAXE3,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_greataxe_title3,@ui_metachievement_weaponmastery_greataxe_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\WeaponMastery_GreatAxe1.png,,0,19,,GreatAxeAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Hatchet1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_hatchet_title1,@ui_metachievement_weaponmastery_hatchet_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_Hatchet1.png,,0,4,,HatchetAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Hatchet2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_hatchet_title2,@ui_metachievement_weaponmastery_hatchet_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_Hatchet1.png,,0,9,,HatchetAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Hatchet3,true,META_MASTERY_HATCHET3,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_hatchet_title3,@ui_metachievement_weaponmastery_hatchet_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\WeaponMastery_Hatchet1.png,,0,19,,HatchetAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_IceGauntlet1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_icegauntlet_title1,@ui_metachievement_weaponmastery_icegauntlet_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_IceGuantlet1.png,,0,4,,IceMagicAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_IceGauntlet2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_icegauntlet_title2,@ui_metachievement_weaponmastery_icegauntlet_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_IceGuantlet1.png,,0,9,,IceMagicAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_IceGauntlet3,true,META_MASTERY_ICEGAUNTLET3,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_icegauntlet_title3,@ui_metachievement_weaponmastery_icegauntlet_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\WeaponMastery_IceGuantlet1.png,,0,19,,IceMagicAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_LifeStaff1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_lifestaff_title1,@ui_metachievement_weaponmastery_lifestaff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_LifeStaff1.png,,0,4,,LifeMagicAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_LifeStaff2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_lifestaff_title2,@ui_metachievement_weaponmastery_lifestaff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_LifeStaff1.png,,0,9,,LifeMagicAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_LifeStaff3,true,META_MASTERY_LIFESTAFF3,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_lifestaff_title3,@ui_metachievement_weaponmastery_lifestaff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\WeaponMastery_LifeStaff1.png,,0,19,,LifeMagicAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Musket1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_musket_title1,@ui_metachievement_weaponmastery_musket_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_Musket1.png,,0,4,,MusketAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Musket2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_musket_title2,@ui_metachievement_weaponmastery_musket_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_Musket1.png,,0,9,,MusketAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Musket3,true,META_MASTERY_MUSKET3,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_musket_title3,@ui_metachievement_weaponmastery_musket_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\WeaponMastery_Musket1.png,,0,19,,MusketAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Rapier1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_rapier_title1,@ui_metachievement_weaponmastery_rapier_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_Rapier1.png,,0,4,,RapierAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Rapier2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_rapier_title2,@ui_metachievement_weaponmastery_rapier_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_Rapier1.png,,0,9,,RapierAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Rapier3,true,META_MASTERY_RAPIER3,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_rapier_title3,@ui_metachievement_weaponmastery_rapier_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\WeaponMastery_Rapier1.png,,0,19,,RapierAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Spear1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_spear_title1,@ui_metachievement_weaponmastery_spear_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_Spear1.png,,0,4,,SpearAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Spear2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_spear_title2,@ui_metachievement_weaponmastery_spear_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_Spear1.png,,0,9,,SpearAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Spear3,true,META_MASTERY_SPEAR3,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_spear_title3,@ui_metachievement_weaponmastery_spear_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\WeaponMastery_Spear1.png,,0,19,,SpearAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Sword1,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_sword_title1,@ui_metachievement_weaponmastery_sword_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\WeaponMastery_Sword1.png,,0,4,,SwordAbilityTable,,,,,,,,,,,,,,,,
WeaponMastery_Sword2,,,CategoricalProgression,,,,Weapon_Mastery,@ui_metachievement_weaponmastery_sword_title2,@ui_metachievement_weaponmastery_sword_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\WeaponMastery_Sword1.png,,0,9,,SwordAbilityTable,,,,,,,,,,,,,,,,
