BuffBucketId,TableType,MaxRoll,Buff1,BuffType1,BuffPotency1,Buff2,BuffType2,BuffPotency2,Buff3,BuffType3,BuffPotency3,Buff4,BuffType4,BuffPotency4,Buff5,BuffType5,BuffPotency5,Buff6,BuffType6,BuffPotency6
Mutation_Eternal_DungeonMinus_Tier1,AND,,Mut_Voi_Damage_Buff,StatusEffect,1,Mut_Voi_Resist_1_Buff,StatusEffect,1,Mutation_Eternal_DungeonMinus_Tier1_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Eternal_DungeonMinus_Tier1_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Eternal_DungeonMinus_Tier1_Death,AND,,Mut_Voi_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Eternal_DungeonMinus_Tier1_Death_Probs,,100,80,,,,,,,,,,,,,,,,,
Mutation_Eternal_Dungeon_Tier1,AND,,Mut_Voi_Resist_1_Buff,StatusEffect,1,Mut_Voi_Damage_Buff,StatusEffect,1,Mut_Voi_Leech_1_Buff,StatusEffect,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Eternal_Dungeon_Tier1_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier1,AND,,Mut_Voi_Resist_1_Buff,StatusEffect,1,Mut_Voi_Damage_Buff,StatusEffect,1,Mut_Voi_Leech_1_Buff,StatusEffect,1,Mut_Voi_Stacks_1_Buff,StatusEffect,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Eternal_DungeonPlus_Tier1_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Eternal_DungeonMinus_Tier2,AND,,Mut_Voi_Damage_Buff,StatusEffect,1,Mut_Voi_Resist_1_Buff,StatusEffect,1,Mutation_Eternal_DungeonMinus_Tier2_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Eternal_DungeonMinus_Tier2_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Eternal_DungeonMinus_Tier2_Death,AND,,Mut_Voi_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Eternal_DungeonMinus_Tier2_Death_Probs,,100,60,,,,,,,,,,,,,,,,,
Mutation_Eternal_Dungeon_Tier2,AND,,Mut_Voi_Resist_1_Buff,StatusEffect,1,Mut_Voi_Damage_Buff,StatusEffect,1,Mut_Voi_Leech_1_Buff,StatusEffect,1,Promotion1,Promotion,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Eternal_Dungeon_Tier2_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Eternal_DungeonPlus_Tier2,AND,,Mut_Voi_Resist_2_Buff,StatusEffect,1,Mut_Voi_Damage_Buff,StatusEffect,1,Mutation_Eternal_DungeonPlus_Tier2_Promo,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Eternal_DungeonPlus_Tier2_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier2_Promo,OR,,Mutation_Eternal_DungeonPlus_Tier2_Promo1,BuffBucket,1,Mutation_Eternal_DungeonPlus_Tier2_Promo2,BuffBucket,1,,,,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier2_Promo_Probs,,100,0,,,50,,,,,,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier2_Promo1,AND,,Mut_Voi_Leech_2_Buff,StatusEffect,1,Mut_Voi_Stacks_2_Buff,StatusEffect,1,Promotion2,Promotion,1,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier2_Promo1_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier2_Promo2,AND,,Mut_Voi_Stacks_2_Buff,StatusEffect,1,Promotion2,Promotion,1,Promotion3,Promotion,1,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier2_Promo2_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Eternal_DungeonMinus_Tier3,AND,,Mut_Voi_Damage_Buff,StatusEffect,1,Mut_Voi_Resist_1_Buff,StatusEffect,1,Mutation_Eternal_DungeonMinus_Tier3_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Eternal_DungeonMinus_Tier3_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Eternal_DungeonMinus_Tier3_Death,AND,,Mut_Voi_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Eternal_DungeonMinus_Tier3_Death_Probs,,100,40,,,,,,,,,,,,,,,,,
Mutation_Eternal_Dungeon_Tier3,AND,,Mut_Voi_Resist_2_Buff,StatusEffect,1,Mut_Voi_Damage_Buff,StatusEffect,1,Mut_Voi_Leech_1_Buff,StatusEffect,1,Promotion1,Promotion,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Eternal_Dungeon_Tier3_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Eternal_DungeonPlus_Tier3,AND,,Mut_Voi_Resist_2_Buff,StatusEffect,1,Mut_Voi_Damage_Buff,StatusEffect,1,Mutation_Eternal_DungeonPlus_Tier3_Promo,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Eternal_DungeonPlus_Tier3_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier3_Promo,OR,,Mutation_Eternal_DungeonPlus_Tier3_Promo1,BuffBucket,1,Mutation_Eternal_DungeonPlus_Tier3_Promo2,BuffBucket,1,,,,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier3_Promo_Probs,,100,0,,,50,,,,,,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier3_Promo1,AND,,Mut_Voi_Leech_2_Buff,StatusEffect,1,Mut_Voi_Stacks_2_Buff,StatusEffect,1,Promotion2,Promotion,1,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier3_Promo1_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier3_Promo2,AND,,Mut_Voi_Stacks_2_Buff,StatusEffect,1,Promotion2,Promotion,1,Promotion3,Promotion,1,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier3_Promo2_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Eternal_DungeonMinus_Tier4,AND,,Mut_Voi_Damage_Buff,StatusEffect,1,Mut_Voi_Resist_1_Buff,StatusEffect,1,Mutation_Eternal_DungeonMinus_Tier4_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Eternal_DungeonMinus_Tier4_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Eternal_DungeonMinus_Tier4_Death,AND,,Mut_Voi_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Eternal_DungeonMinus_Tier4_Death_Probs,,100,20,,,,,,,,,,,,,,,,,
Mutation_Eternal_Dungeon_Tier4,AND,,Mut_Voi_Resist_2_Buff,StatusEffect,1,Mut_Voi_Damage_Buff,StatusEffect,1,Mut_Voi_Leech_1_Buff,StatusEffect,1,Promotion1,Promotion,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Eternal_Dungeon_Tier4_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Eternal_DungeonPlus_Tier4,AND,,Mut_Voi_Resist_2_Buff,StatusEffect,1,Mut_Voi_Damage_Buff,StatusEffect,1,Mutation_Eternal_DungeonPlus_Tier4_Promo,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Eternal_DungeonPlus_Tier4_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier4_Promo,OR,,Mutation_Eternal_DungeonPlus_Tier4_Promo1,BuffBucket,1,Mutation_Eternal_DungeonPlus_Tier4_Promo2,BuffBucket,1,,,,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier4_Promo_Probs,,100,0,,,50,,,,,,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier4_Promo1,AND,,Mut_Voi_Leech_2_Buff,StatusEffect,1,Mut_Voi_Stacks_2_Buff,StatusEffect,1,Promotion2,Promotion,1,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier4_Promo1_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier4_Promo2,AND,,Mut_Voi_Stacks_2_Buff,StatusEffect,1,Promotion2,Promotion,1,Promotion3,Promotion,1,,,,,,,,,
Mutation_Eternal_DungeonPlus_Tier4_Promo2_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Elemental Mutators - Overgrown,,,,,,,,,,,,,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier1,AND,,Mut_Nat_Damage_Buff,StatusEffect,1,Mut_Nat_Resist_1_Buff,StatusEffect,1,Mutation_Overgrown_DungeonMinus_Tier1_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Overgrown_DungeonMinus_Tier1_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier1_Death,AND,,Mut_Nat_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier1_Death_Probs,,100,80,,,,,,,,,,,,,,,,,
Mutation_Overgrown_Dungeon_Tier1,AND,,Mut_Nat_Resist_1_Buff,StatusEffect,1,Mut_Nat_Damage_Buff,StatusEffect,1,Mut_Nat_Thorns_1_Buff,StatusEffect,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Overgrown_Dungeon_Tier1_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier1,AND,,Mut_Nat_Resist_1_Buff,StatusEffect,1,Mut_Nat_Damage_Buff,StatusEffect,1,Mut_Nat_Thorns_1_Buff,StatusEffect,1,Mut_Nat_Pools_1_Buff,StatusEffect,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Overgrown_DungeonPlus_Tier1_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Overgrown_DungeonMinus_Tier2,AND,,Mut_Nat_Damage_Buff,StatusEffect,1,Mut_Nat_Resist_1_Buff,StatusEffect,1,Mutation_Overgrown_DungeonMinus_Tier2_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Overgrown_DungeonMinus_Tier2_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier2_Death,AND,,Mut_Nat_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier2_Death_Probs,,100,60,,,,,,,,,,,,,,,,,
Mutation_Overgrown_Dungeon_Tier2,AND,,Mut_Nat_Resist_1_Buff,StatusEffect,1,Mut_Nat_Damage_Buff,StatusEffect,1,Mut_Nat_Thorns_1_Buff,StatusEffect,1,Promotion1,Promotion,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Overgrown_Dungeon_Tier2_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Overgrown_DungeonPlus_Tier2,AND,,Mut_Nat_Resist_2_Buff,StatusEffect,1,Mut_Nat_Damage_Buff,StatusEffect,1,Mutation_Overgrown_DungeonPlus_Tier2_Promo,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Overgrown_DungeonPlus_Tier2_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier2_Promo,OR,,Mutation_Overgrown_DungeonPlus_Tier2_Promo1,BuffBucket,1,Mutation_Overgrown_DungeonPlus_Tier2_Promo2,BuffBucket,1,,,,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier2_Promo_Probs,,100,0,,,50,,,,,,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier2_Promo1,AND,,Mut_Nat_Thorns_2_Buff,StatusEffect,1,Mut_Nat_Pools_2_Buff,StatusEffect,1,Promotion2,Promotion,1,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier2_Promo1_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier2_Promo2,AND,,Mut_Nat_Pools_2_Buff,StatusEffect,1,Promotion2,Promotion,1,Promotion3,Promotion,1,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier2_Promo2_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier3,AND,,Mut_Nat_Damage_Buff,StatusEffect,1,Mut_Nat_Resist_1_Buff,StatusEffect,1,Mutation_Overgrown_DungeonMinus_Tier3_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Overgrown_DungeonMinus_Tier3_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier3_Death,AND,,Mut_Nat_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier3_Death_Probs,,100,40,,,,,,,,,,,,,,,,,
Mutation_Overgrown_Dungeon_Tier3,AND,,Mut_Nat_Resist_2_Buff,StatusEffect,1,Mut_Nat_Damage_Buff,StatusEffect,1,Mut_Nat_Thorns_1_Buff,StatusEffect,1,Promotion1,Promotion,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Overgrown_Dungeon_Tier3_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Overgrown_DungeonPlus_Tier3,AND,,Mut_Nat_Resist_2_Buff,StatusEffect,1,Mut_Nat_Damage_Buff,StatusEffect,1,Mutation_Overgrown_DungeonPlus_Tier3_Promo,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Overgrown_DungeonPlus_Tier3_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier3_Promo,OR,,Mutation_Overgrown_DungeonPlus_Tier3_Promo1,BuffBucket,1,Mutation_Overgrown_DungeonPlus_Tier3_Promo2,BuffBucket,1,,,,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier3_Promo_Probs,,100,0,,,50,,,,,,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier3_Promo1,AND,,Mut_Nat_Thorns_2_Buff,StatusEffect,1,Mut_Nat_Pools_2_Buff,StatusEffect,1,Promotion2,Promotion,1,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier3_Promo1_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier3_Promo2,AND,,Mut_Nat_Pools_2_Buff,StatusEffect,1,Promotion2,Promotion,1,Promotion3,Promotion,1,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier3_Promo2_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier4,AND,,Mut_Nat_Damage_Buff,StatusEffect,1,Mut_Nat_Resist_1_Buff,StatusEffect,1,Mutation_Overgrown_DungeonMinus_Tier4_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Overgrown_DungeonMinus_Tier4_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier4_Death,AND,,Mut_Nat_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Overgrown_DungeonMinus_Tier4_Death_Probs,,100,20,,,,,,,,,,,,,,,,,
Mutation_Overgrown_Dungeon_Tier4,AND,,Mut_Nat_Resist_2_Buff,StatusEffect,1,Mut_Nat_Damage_Buff,StatusEffect,1,Mut_Nat_Thorns_1_Buff,StatusEffect,1,Promotion1,Promotion,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Overgrown_Dungeon_Tier4_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Overgrown_DungeonPlus_Tier4,AND,,Mut_Nat_Resist_2_Buff,StatusEffect,1,Mut_Nat_Damage_Buff,StatusEffect,1,Mutation_Overgrown_DungeonPlus_Tier4_Promo,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Overgrown_DungeonPlus_Tier4_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier4_Promo,OR,,Mutation_Overgrown_DungeonPlus_Tier4_Promo1,BuffBucket,1,Mutation_Overgrown_DungeonPlus_Tier4_Promo2,BuffBucket,1,,,,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier4_Promo_Probs,,100,0,,,50,,,,,,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier4_Promo1,AND,,Mut_Nat_Thorns_2_Buff,StatusEffect,1,Mut_Nat_Pools_2_Buff,StatusEffect,1,Promotion2,Promotion,1,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier4_Promo1_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier4_Promo2,AND,,Mut_Nat_Pools_2_Buff,StatusEffect,1,Promotion2,Promotion,1,Promotion3,Promotion,1,,,,,,,,,
Mutation_Overgrown_DungeonPlus_Tier4_Promo2_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Elemental Mutators - Icebound,,,,,,,,,,,,,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier1,AND,,Mut_Ice_Damage_Buff,StatusEffect,1,Mut_Ice_Resist_1_Buff,StatusEffect,1,Mutation_Icebound_DungeonMinus_Tier1_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Icebound_DungeonMinus_Tier1_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier1_Death,AND,,Mut_Ice_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier1_Death_Probs,,100,80,,,,,,,,,,,,,,,,,
Mutation_Icebound_Dungeon_Tier1,AND,,Mut_Ice_Resist_1_Buff,StatusEffect,1,Mut_Ice_Damage_Buff,StatusEffect,1,Mut_Ice_Slow_1_Buff,StatusEffect,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Icebound_Dungeon_Tier1_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier1,AND,,Mut_Ice_Resist_1_Buff,StatusEffect,1,Mut_Ice_Damage_Buff,StatusEffect,1,Mut_Ice_Slow_1_Buff,StatusEffect,1,Mut_Ice_SlowDamage_1_Buff,StatusEffect,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Icebound_DungeonPlus_Tier1_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Icebound_DungeonMinus_Tier2,AND,,Mut_Ice_Damage_Buff,StatusEffect,1,Mut_Ice_Resist_1_Buff,StatusEffect,1,Mutation_Icebound_DungeonMinus_Tier2_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Icebound_DungeonMinus_Tier2_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier2_Death,AND,,Mut_Ice_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier2_Death_Probs,,100,60,,,,,,,,,,,,,,,,,
Mutation_Icebound_Dungeon_Tier2,AND,,Mut_Ice_Resist_1_Buff,StatusEffect,1,Mut_Ice_Damage_Buff,StatusEffect,1,Mut_Ice_Slow_1_Buff,StatusEffect,1,Promotion1,Promotion,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Icebound_Dungeon_Tier2_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Icebound_DungeonPlus_Tier2,AND,,Mut_Ice_Resist_2_Buff,StatusEffect,1,Mut_Ice_Damage_Buff,StatusEffect,1,Mutation_Icebound_DungeonPlus_Tier2_Promo,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Icebound_DungeonPlus_Tier2_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier2_Promo,OR,,Mutation_Icebound_DungeonPlus_Tier2_Promo1,BuffBucket,1,Mutation_Icebound_DungeonPlus_Tier2_Promo2,BuffBucket,1,,,,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier2_Promo_Probs,,100,0,,,50,,,,,,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier2_Promo1,AND,,Mut_Ice_Slow_2_Buff,StatusEffect,1,Mut_Ice_SlowDamage_2_Buff,StatusEffect,1,Promotion2,Promotion,1,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier2_Promo1_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier2_Promo2,AND,,Mut_Ice_SlowDamage_2_Buff,StatusEffect,1,Promotion2,Promotion,1,Promotion3,Promotion,1,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier2_Promo2_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier3,AND,,Mut_Ice_Damage_Buff,StatusEffect,1,Mut_Ice_Resist_1_Buff,StatusEffect,1,Mutation_Icebound_DungeonMinus_Tier3_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Icebound_DungeonMinus_Tier3_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier3_Death,AND,,Mut_Ice_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier3_Death_Probs,,100,40,,,,,,,,,,,,,,,,,
Mutation_Icebound_Dungeon_Tier3,AND,,Mut_Ice_Resist_2_Buff,StatusEffect,1,Mut_Ice_Damage_Buff,StatusEffect,1,Mut_Ice_Slow_1_Buff,StatusEffect,1,Promotion1,Promotion,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Icebound_Dungeon_Tier3_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Icebound_DungeonPlus_Tier3,AND,,Mut_Ice_Resist_2_Buff,StatusEffect,1,Mut_Ice_Damage_Buff,StatusEffect,1,Mutation_Icebound_DungeonPlus_Tier3_Promo,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Icebound_DungeonPlus_Tier3_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier3_Promo,OR,,Mutation_Icebound_DungeonPlus_Tier3_Promo1,BuffBucket,1,Mutation_Icebound_DungeonPlus_Tier3_Promo2,BuffBucket,1,,,,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier3_Promo_Probs,,100,0,,,50,,,,,,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier3_Promo1,AND,,Mut_Ice_Slow_2_Buff,StatusEffect,1,Mut_Ice_SlowDamage_2_Buff,StatusEffect,1,Promotion2,Promotion,1,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier3_Promo1_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier3_Promo2,AND,,Mut_Ice_SlowDamage_2_Buff,StatusEffect,1,Promotion2,Promotion,1,Promotion3,Promotion,1,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier3_Promo2_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier4,AND,,Mut_Ice_Damage_Buff,StatusEffect,1,Mut_Ice_Resist_1_Buff,StatusEffect,1,Mutation_Icebound_DungeonMinus_Tier4_Death,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Icebound_DungeonMinus_Tier4_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier4_Death,AND,,Mut_Ice_Death_Buff,StatusEffect,1,,,,,,,,,,,,,,,
Mutation_Icebound_DungeonMinus_Tier4_Death_Probs,,100,20,,,,,,,,,,,,,,,,,
Mutation_Icebound_Dungeon_Tier4,AND,,Mut_Ice_Resist_2_Buff,StatusEffect,1,Mut_Ice_Damage_Buff,StatusEffect,1,Mut_Ice_Slow_1_Buff,StatusEffect,1,Promotion1,Promotion,1,PromSoloEltBuff,BuffBucket,1,,,
Mutation_Icebound_Dungeon_Tier4_Probs,,0,0,,,0,,,0,,,0,,,0,,,,,
Mutation_Icebound_DungeonPlus_Tier4,AND,,Mut_Ice_Resist_2_Buff,StatusEffect,1,Mut_Ice_Damage_Buff,StatusEffect,1,Mutation_Icebound_DungeonPlus_Tier4_Promo,BuffBucket,1,PromSoloEltBuff,BuffBucket,1,,,,,,
Mutation_Icebound_DungeonPlus_Tier4_Probs,,0,0,,,0,,,0,,,0,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier4_Promo,OR,,Mutation_Icebound_DungeonPlus_Tier4_Promo1,BuffBucket,1,Mutation_Icebound_DungeonPlus_Tier4_Promo2,BuffBucket,1,,,,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier4_Promo_Probs,,100,0,,,50,,,,,,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier4_Promo1,AND,,Mut_Ice_Slow_2_Buff,StatusEffect,1,Mut_Ice_SlowDamage_2_Buff,StatusEffect,1,Promotion2,Promotion,1,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier4_Promo1_Probs,,0,0,,,0,,,0,,,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier4_Promo2,AND,,Mut_Ice_SlowDamage_2_Buff,StatusEffect,1,Promotion2,Promotion,1,Promotion3,Promotion,1,,,,,,,,,
Mutation_Icebound_DungeonPlus_Tier4_Promo2_Probs,,0,0,,,0,,,0,,,,,,,,,,,
FieryBuffT1,AND,,AI_FireDamage_Buff,StatusEffect,1,,,,,,,,,,,,,,,
FieryBuffT1_Probs,,0,0,,,,,,,,,,,,,,,,,
FieryBuffT2,AND,,AI_FireDamage_Buff,StatusEffect,1,AI_Burn_OnHit,Ability,1,,,,,,,,,,,,
FieryBuffT2_Probs,,0,0,,,0,,,,,,,,,,,,,,
FieryBuffT3,AND,,AI_FireDamage_Buff,StatusEffect,1,AI_Burn_OnHit,Ability,1,AI_SelfDestruct_OnDeath,Ability,1,,,,,,,,,
FieryBuffT3_Probs,,0,0,,,0,,,0,,,,,,,,,,,
TestRandomStatusEffect,OR,,Poison,StatusEffect,1,Disease,StatusEffect,1,,,,,,,,,,,,
TestRandomStatusEffect_Probs,,100,0,,,50,,,,,,,,,,,,,,
TestRandomAbility,OR,,GlobalHeadshotDamagePerk1,Ability,1,GlobalCritDamagePerk1,Ability,1,,,,,,,,,,,,
TestRandomAbility_Probs,,100,0,,,50,,,,,,,,,,,,,,
TestRandomBuffCombo,AND,,RandomStatusEffect,BuffBucket,1,RandomAbility,BuffBucket,1,,,,,,,,,,,,
TestRandomBuffCombo_Probs,,0,0,,,0,,,,,,,,,,,,,,
