SpellID,StatusEffects,StatusEffectDurations,Revive,Siphon,AttachToOwner,StickWhenAttached,StoreOffsetWhenStuckToGDE,DoNotSyncToJointOnClient,UseDirectTargetAsAttachOwner,SpawnSecondaryOnElapsed,SpawnSecondaryOnCollision,EndOnCasterDeath,IgnoreTargetIfAtDeathsDoor,IgnoreTargetIfDead,UseCameraTargetLock,TrackNumInVolume,ClearOnExit,ClearOnEnd,ManaCost,UseStatusEffectDuration,Duration,DurationScaling,Height,Length,Radius,InnerRadius,RadiusScaling,MaxRadiusScaling,CastDistance,CastHeight,CastRadius,ConeAngle,ConeWidth,ChannelTime,ChainDelayDuration,MaxChainNum,UseChainCasterPaperdoll,SpawnBeamCasterJoint,NumToSpawn,NumToSpawnBeforeFail,SpawnRate,SpawnAngle,EvenlyDistributeMeteorSpawns,SecondarySpellProjectileLaunchAngles,SecondaryProjectileLaunchMinZSpeeds,SecondaryProjectileLaunchMaxZSpeeds,SecondaryProjectileLaunchZOffset,IgnoreRotationForSecondaryProjectileLaunchZSpd,ScaleWithCharacterBoundingBox,ScaleWithDynamicScale,TargetTypes,SpellTypes,CastingTypes,HitAiTarget,OverrideTargetForAiThreat,ShapeTypes,DamageType,CheckObstructions,IgnoreOverheadCollision,IgnoreStructures,IgnoreSelf,IsUnaffiliated,WeaponSlotOverride,RangedAttackProfile,RangedAttackName,FireJointName,ProjPosOffsetX,ProjPosOffsetY,ProjPosOffsetZ,ProjRotOffsetX,ProjRotOffsetY,ProjRotOffsetZ,CharRelPosOffsetX,CharRelPosOffsetY,CharRelPosOffsetZ,CharRelRotOffsetX,CharRelRotOffsetY,CharRelRotOffsetZ,AOECharRelPosOffsetX,AOECharRelPosOffsetY,AOECharRelPosOffsetZ,AOECharRelRotOffsetX,AOECharRelRotOffsetY,AOECharRelRotOffsetZ,ProjRaycastOrientation,BaseDamage,DamageTable,DamageTableRow,AbilityId,TargetAbilityCondition,BeamEffect,IndicatorVFX,SpellPrefabPath,SecondaryPrefabPath,SecondarySpellID,TertiaryPrefabPath,TertiarySpellID
AI_Thorpe_MistShockwave_Projectile_Lesser,,,,,,,,,,,,true,true,true,,,,,,false,1,,,,0.2,,,,80,10,,,,0,,,,,,,,,,,,,,,,,,Ability,Projectile,,,,,false,true,true,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,,HercyneTyphonDamageTable,Grasping_Thorns_Impact,,,,,Characters/Spellslices/Lostthorpe/AI_IoN_Lost_Thorpe_ShockwaveProjectile_Lesser,,,,
AI_Thorpe_MistShockwave_Projectile_Fading,,,,,,,,,,,,true,true,true,,,,,,false,1,,,,0.2,,,,80,10,,,,0,,,,,,,,,,,,,,,,,,Ability,Projectile,,,,,false,true,true,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,HercyneTyphonDamageTable,Grasping_Thorns_Impact,,,,,Characters/Spellslices/Lostthorpe/AI_IoN_Lost_Thorpe_ShockwaveProjectile_Fading,,,,
AI_Thorpe_MistShockwave_Projectile_Barrage1,,,,,,,,,,,,true,true,true,,,,,,false,1,,,,0.2,,,,80,10,,,,0,,,,,,,,,,,,,,,,,,Ability,Projectile,,,,,false,true,true,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,HercyneTyphonDamageTable,Grasping_Thorns_Impact,,,,,Characters/Spellslices/Lostthorpe/AI_IoN_Lost_Thorpe_ShockwaveProjectile_Barrage1,,,,
AI_Thorpe_MistShockwave_Projectile_Barrage2,,,,,,,,,,,,true,true,true,,,,,,false,1,,,,0.2,,,,80,10,,,,0,,,,,,,,,,,,,,,,,,Ability,Projectile,,,,,false,true,true,,,,,,,,,-1,,,,,,,,,,,,,,,,,,HercyneTyphonDamageTable,Grasping_Thorns_Impact,,,,,Characters/Spellslices/Lostthorpe/AI_IoN_Lost_Thorpe_ShockwaveProjectile_Barrage2,,,,
AI_Thorpe_MistShockwave_Projectile_Barrage3,,,,,,,,,,,,true,true,true,,,,,,false,1,,,,0.2,,,,80,10,,,,0,,,,,,,,,,,,,,,,,,Ability,Projectile,,,,,false,true,true,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,HercyneTyphonDamageTable,Grasping_Thorns_Impact,,,,,Characters/Spellslices/Lostthorpe/AI_IoN_Lost_Thorpe_ShockwaveProjectile_Barrage3,,,,
AI_Thorpe_MistShockwave_Projectile_Base,,,,,,,,,,,,true,true,true,,,,,,false,1,,,,0.2,,,,80,10,,,,0,,,,,,,,,,,,,,,,,,Ability,Projectile,,,,,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,HercyneTyphonDamageTable,Grasping_Thorns_Impact,,,,,Characters/Spellslices/Lostthorpe/AI_IoN_Lost_Thorpe_ShockwaveProjectile_Base,,,,
AI_Thorpe_DomainOverlord_Cast,,,,,true,,,,true,,,true,true,true,,,false,false,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/Spellslices/LostThorpe/AI_IoN_Lost_Thorpe_DomainOverlord,,,,
AI_Thorpe_DomainOverlord_AOE,,,,,,,,,,,,true,true,true,,true,false,false,,false,10000,,10,,2.5,,,,10,10,5,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,Nature,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,LostThorpeDamageTable,Attack_DomainOfTheOverlord,,,,,Characters/Spellslices/LostThorpe/AI_IoN_Lost_Thorpe_DO_AOE,,,,
AI_IoN_Lost_Thorpe_HungerOfVoid,,,,,,,,,,,,true,true,true,,true,false,false,,false,10000,,,,,,,,10,10,5,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,Characters/Spellslices/LostThorpe/IoN_Lost_Thorpe_HoV_BeamController,,,,
AI_IoN_Lost_Thorpe_DomainOverlord_Puddle,,,,,,,,,,,,true,true,true,,,true,true,,false,10000,,0,,3,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/Spellslices/LostThorpe/AI_IoN_Lost_Thorpe_DomainOverlord_Puddle,,,,
AI_IoN_Lost_Thorpe_RelicRecall_Bump_Warning,AI_IoN_Lost_Thorpe_NoRunNoDodge_4sec,6,,,true,false,,,true,,,false,false,false,,,false,false,,false,1500,,5,,5,,,,80,10,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,,,,true,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/LostThorpe/AI_IoN_Lost_Thorpe_RelicRecall_Bump_Warning,,,,
AI_IoN_Lost_Thorpe_RelicRecall_Bump,,,,,,,,,,,,false,false,false,,,true,true,,false,500,,1,,1,,,,80,10,,,,0,,,,,,,,,,,,,,,,,All,Elemental,Direct,false,,Sphere,,false,true,true,,,,,,,,,,,,,,-5,,,,,,,,,,,,,LostThorpeDamageTable,Attack_RelicRecall_Bump,,,,,Characters/SpellSlices/LostThorpe/AI_IoN_Lost_Thorpe_RelicRecall_Bump,,,,
AI_IoN_Lost_Thorpe_RelicRecall_BumpNoBearer,,,,,,,,,,,,false,false,false,,,true,true,,false,100,,1,,4,,,,80,10,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,false,,Sphere,,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,LostThorpeDamageTable,Attack_RelicRecall_BumpNoSlow,,,,,Characters/SpellSlices/LostThorpe/AI_IoN_Lost_Thorpe_RelicRecall_BumpNoBearer,,,,
AI_IoN_Lost_Thorpe_HoV_Cleaner,,,,,,false,,,,,,false,false,false,,,true,true,,false,1000,,5,,20,,,,0,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,false,,Sphere,,false,true,true,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/LostThorpe/AI_IoN_Lost_Thorpe_HoV_Cleaner,,,,
AI_Thorpe_BossSoulExplosion,,,,,,,,,,,,true,true,true,,true,false,false,,false,500,,,,27,,,,10,10,5,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,LostThorpeDamageTable,Attack_BossSoul_Detonation,,,,,Characters/Spellslices/LostThorpe/AI_IoN_Lost_Thorpe_BossSoulExplosion,,,,
AI_Thorpe_ShadowClone_Projectile,,,,,,,,,,,,,true,true,,,,true,,false,1,,,,0.2,,,,80,,,,,0,,,,,,,,,,,,,,,,,All,Ability,Projectile,,,,,false,true,true,true,,,AI_Lost_Thorpe,SummonShadowClone_Trail,aim_direction,,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/Expeditions/IsleOfNight/Lost_Thorpe_ShadowCloneSummoning_Projectile,,,,
AI_Soulharvester_Volley_Check,AI_Volley_Check,,,,true,,,,,,,,,,,,false,false,,true,8000,,10,,100,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Friend,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_Soulharvester_Volley_Check,,,,
AI_Bloodbeast_Raid_Ravage_Check,AI_Ravage_Check,,,,true,,,,,,,,,,,,false,false,,true,8000,,10,,100,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Friend,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_Bloodbeast_Ravage_Check_Raid,,,,
AI_TwinJester_Interlude_Haste,AI_Jester_Interlude_Haste,,,,true,,,,,,,,,,,,false,false,,true,8000,,5,,100,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_TwinJester_Haste_Player,,,,
AI_TwinJester_GrandFinale_Timer,AI_Jester_GrandFinale_Timer,,,,true,,,,,,,,,,,,false,false,,true,3000,,5,,100,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_TwinJester_Haste_Player,,,,
AI_TwinJester_GrandFinale_CancelTimer,AI_Jester_GrandFinale_CancelTimer,,,,true,,,,,,,,,,,,false,false,,true,3000,,5,,100,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_TwinJester_Haste_Player,,,,
AI_TwinJester_Interlude_Timer,AI_Jester_Interlude_Timer,,,,true,,,,,,,,,,,,false,false,,true,8000,,50,,200,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_TwinJester_Interlude_Timer_Add,,,,
AI_TwinJester_Interlude_CancelTimer,AI_Jester_Interlude_CancelTimer,,,,true,,,,,,,,,,,,false,false,,true,3000,,5,,100,,,,0,0,,,,0,,,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_TwinJester_Interlude_Remove_Timer,,,,
Raid_MonarchsBluffs00_InteractBarrel,,,,,true,,,,,,,true,,true,,,false,false,,false,-1,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,All,Elemental,Aoe,,,Sphere,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_IoN_InteractBarrel_Spell,,,,
Raid_MonarchsBluffs00_Barrel_Removal,,,,,true,,,,,,,true,,true,,,false,false,,true,-1,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,All,Elemental,Aoe,,,Sphere,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_IoN_Bolt_Remove,,,,
AI_Jester_Clean,AI_Jester_Clean,,,,true,,,,,,,,,,,,false,false,,true,8000,,5,,8,,,,0,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_Jester_Clean,,,,
AI_Jester_Clean_Barrel,,,,,true,,,,,,,,,,,,false,false,,true,8000,,5,,8,,,,0,0,,,,0,,,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,LostTwinJestersDamageTable,Autodelivered_Surprise,,,,,Dungeon/Raid_MonarchBluff/Encounter1_Jester/SpellSlices/AI_Jester_Clean_Barrel,,,,
Raid_MonarchsBluffs00_Bridge_MeteorSpell,,,,,true,,,,true,,,false,true,,,,,,,false,5000,,0,,15,,,,0,3,5,,,0,,,,,,,900,,true,,,,,,,,Enemy,Elemental,Meteor,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dungeon/Raid_MonarchBluff/Raid_MonarchsBluffs00_Bridge_MeteorSpell_Spawner,Dungeon/Raid_MonarchBluff/Raid_MonarchsBluffs00_Bridge_MeteorSpell_Impact,,,
