ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon ,ScheduleId
FM_06_H_02_objective,Mission,,,,,true,true,FM_06_H_02_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_06_H_03_objective,Mission,,,,,true,true,FM_06_H_03_container,,6,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_06_EXP_01_objective,Mission,,,,,true,true,FM_06_EXP_01_container,,,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_06_EXP_02_objective,Mission,,,,,true,true,FM_06_EXP_02_container,,,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_06_EXP_03_objective,Mission,,,,,true,true,FM_06_EXP_03_container,,,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_12_PVP_Area3_Marauder_objective,Mission,,,,true,true,false,FM_12_PVP_Area3_Marauder_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_12_PVP_PoachArea_Marauder_objective,Mission,,,,true,true,false,FM_12_PVP_PoachArea_Marauder_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_12_PVP_SpySpot_Marauder_objective,Mission,,,,true,true,false,FM_12_PVP_SpySpot_Marauder_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_12_PVP_Area1_Syndicate_objective,Mission,,,,true,true,false,FM_12_PVP_Area1_Syndicate_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_12_PVP_PoachArea_Syndicate_objective,Mission,,,,true,true,false,FM_12_PVP_PoachArea_Syndicate_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_12_PVP_SpySpot_Syndicate_objective,Mission,,,,true,true,false,FM_12_PVP_SpySpot_Syndicate_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_12_PVP_Area2_Covenant_objective,Mission,,,,true,true,false,FM_12_PVP_Area2_Covenant_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_12_PVP_PoachArea_Covenant_objective,Mission,,,,true,true,false,FM_12_PVP_PoachArea_Covenant_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_12_PVP_SpySpot_Covenant_objective,Mission,,,,true,true,false,FM_12_PVP_SpySpot_Covenant_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_1201_objective,Mission,,,,,true,true,FM_1201_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1202_objective,Mission,,,,,true,true,FM_1202_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1203_objective,Mission,,,,,true,true,FM_1203_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1204_objective,Mission,,,,,true,true,FM_1204_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1205_objective,Mission,,,,,true,true,FM_1205_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1206_objective,Mission,,,,,true,true,FM_1206_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1207_objective,Mission,,,,,true,true,FM_1207_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1208_objective,Mission,,,,,true,true,FM_1208_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1209_objective,Mission,,,,,true,true,FM_1209_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1210_objective,Mission,,,,,true,true,FM_1210_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1201_objective,Mission,,,,,true,true,FM_S_1201_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1202_objective,Mission,,,,,true,true,FM_S_1202_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1203_objective,Mission,,,,,true,true,FM_S_1203_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1204_objective,Mission,,,,,true,true,FM_S_1204_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1205_objective,Mission,,,,,true,true,FM_S_1205_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1206_objective,Mission,,,,,true,true,FM_S_1206_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1207_objective,Mission,,,,,true,true,FM_S_1207_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1208_objective,Mission,,,,,true,true,FM_S_1208_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1209_objective,Mission,,,,,true,true,FM_S_1209_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1210_objective,Mission,,,,,true,true,FM_S_1210_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1201_objective,Mission,,,,,true,true,FM_C_1201_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1202_objective,Mission,,,,,true,true,FM_C_1202_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1203_objective,Mission,,,,,true,true,FM_C_1203_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1204_objective,Mission,,,,,true,true,FM_C_1204_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1205_objective,Mission,,,,,true,true,FM_C_1205_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1206_objective,Mission,,,,,true,true,FM_C_1206_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1207_objective,Mission,,,,,true,true,FM_C_1207_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1208_objective,Mission,,,,,true,true,FM_C_1208_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1209_objective,Mission,,,,,true,true,FM_C_1209_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1210_objective,Mission,,,,,true,true,FM_C_1210_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1261_objective,Mission,,,,,true,true,FM_1261_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1262_objective,Mission,,,,,true,true,FM_1262_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1263_objective,Mission,,,,,true,true,FM_1263_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1264_objective,Mission,,,,,true,true,FM_1264_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1265_objective,Mission,,,,,true,true,FM_1265_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1266_objective,Mission,,,,,true,true,FM_1266_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1267_objective,Mission,,,,,true,true,FM_1267_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1268_objective,Mission,,,,,true,true,FM_1268_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1269_objective,Mission,,,,,true,true,FM_1269_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1270_objective,Mission,,,,,true,true,FM_1270_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1261_objective,Mission,,,,,true,true,FM_S_1261_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1262_objective,Mission,,,,,true,true,FM_S_1262_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1263_objective,Mission,,,,,true,true,FM_S_1263_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1264_objective,Mission,,,,,true,true,FM_S_1264_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1265_objective,Mission,,,,,true,true,FM_S_1265_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1266_objective,Mission,,,,,true,true,FM_S_1266_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1267_objective,Mission,,,,,true,true,FM_S_1267_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1268_objective,Mission,,,,,true,true,FM_S_1268_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1269_objective,Mission,,,,,true,true,FM_S_1269_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1270_objective,Mission,,,,,true,true,FM_S_1270_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1261_objective,Mission,,,,,true,true,FM_C_1261_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1262_objective,Mission,,,,,true,true,FM_C_1262_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1263_objective,Mission,,,,,true,true,FM_C_1263_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1264_objective,Mission,,,,,true,true,FM_C_1264_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1265_objective,Mission,,,,,true,true,FM_C_1265_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1266_objective,Mission,,,,,true,true,FM_C_1266_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1267_objective,Mission,,,,,true,true,FM_C_1267_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1268_objective,Mission,,,,,true,true,FM_C_1268_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1269_objective,Mission,,,,,true,true,FM_C_1269_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1270_objective,Mission,,,,,true,true,FM_C_1270_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_12_H_01_objective,Mission,,,,,true,true,FM_12_H_01_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_12_H_02_objective,Mission,,,,,true,true,FM_12_H_02_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_12_H_03_objective,Mission,,,,,true,true,FM_12_H_03_container,,12,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1301_objective,Mission,,,,,true,true,FM_1301_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1302_objective,Mission,,,,,true,true,FM_1302_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1303_objective,Mission,,,,,true,true,FM_1303_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1304_objective,Mission,,,,,true,true,FM_1304_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1305_objective,Mission,,,,,true,true,FM_1305_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1306_objective,Mission,,,,,true,true,FM_1306_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1307_objective,Mission,,,,,true,true,FM_1307_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1308_objective,Mission,,,,,true,true,FM_1308_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1309_objective,Mission,,,,,true,true,FM_1309_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1310_objective,Mission,,,,,true,true,FM_1310_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1301_objective,Mission,,,,,true,true,FM_S_1301_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1302_objective,Mission,,,,,true,true,FM_S_1302_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1303_objective,Mission,,,,,true,true,FM_S_1303_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1304_objective,Mission,,,,,true,true,FM_S_1304_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1305_objective,Mission,,,,,true,true,FM_S_1305_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1306_objective,Mission,,,,,true,true,FM_S_1306_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1307_objective,Mission,,,,,true,true,FM_S_1307_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1308_objective,Mission,,,,,true,true,FM_S_1308_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1309_objective,Mission,,,,,true,true,FM_S_1309_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1310_objective,Mission,,,,,true,true,FM_S_1310_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1301_objective,Mission,,,,,true,true,FM_C_1301_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1302_objective,Mission,,,,,true,true,FM_C_1302_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1303_objective,Mission,,,,,true,true,FM_C_1303_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1304_objective,Mission,,,,,true,true,FM_C_1304_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1305_objective,Mission,,,,,true,true,FM_C_1305_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1306_objective,Mission,,,,,true,true,FM_C_1306_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1307_objective,Mission,,,,,true,true,FM_C_1307_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1308_objective,Mission,,,,,true,true,FM_C_1308_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1309_objective,Mission,,,,,true,true,FM_C_1309_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1310_objective,Mission,,,,,true,true,FM_C_1310_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1361_objective,Mission,,,,,true,true,FM_1361_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1362_objective,Mission,,,,,true,true,FM_1362_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1363_objective,Mission,,,,,true,true,FM_1363_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1364_objective,Mission,,,,,true,true,FM_1364_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1365_objective,Mission,,,,,true,true,FM_1365_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1366_objective,Mission,,,,,true,true,FM_1366_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1367_objective,Mission,,,,,true,true,FM_1367_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1368_objective,Mission,,,,,true,true,FM_1368_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1369_objective,Mission,,,,,true,true,FM_1369_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_1370_objective,Mission,,,,,true,true,FM_1370_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1361_objective,Mission,,,,,true,true,FM_S_1361_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1362_objective,Mission,,,,,true,true,FM_S_1362_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1363_objective,Mission,,,,,true,true,FM_S_1363_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1364_objective,Mission,,,,,true,true,FM_S_1364_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1365_objective,Mission,,,,,true,true,FM_S_1365_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1366_objective,Mission,,,,,true,true,FM_S_1366_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1367_objective,Mission,,,,,true,true,FM_S_1367_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1368_objective,Mission,,,,,true,true,FM_S_1368_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1369_objective,Mission,,,,,true,true,FM_S_1369_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_S_1370_objective,Mission,,,,,true,true,FM_S_1370_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1361_objective,Mission,,,,,true,true,FM_C_1361_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1362_objective,Mission,,,,,true,true,FM_C_1362_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1363_objective,Mission,,,,,true,true,FM_C_1363_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1364_objective,Mission,,,,,true,true,FM_C_1364_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1365_objective,Mission,,,,,true,true,FM_C_1365_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1366_objective,Mission,,,,,true,true,FM_C_1366_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1367_objective,Mission,,,,,true,true,FM_C_1367_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1368_objective,Mission,,,,,true,true,FM_C_1368_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1369_objective,Mission,,,,,true,true,FM_C_1369_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_C_1370_objective,Mission,,,,,true,true,FM_C_1370_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_13_PVP_SpySpot_Marauder_objective,Mission,,,,true,true,false,FM_13_PVP_SpySpot_Marauder_container,,13,,,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,Hourly
FM_13_PVP_PoachSpot_Marauder_objective,Mission,,,,true,true,false,FM_13_PVP_PoachSpot_Marauder_container,,13,,,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,Hourly
FM_13_PVP_ControlSpot_Marauder_objective,Mission,,,,true,true,false,FM_13_PVP_ControlSpot_Marauder_container,,13,,,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,Hourly
FM_13_PVP_SpySpot_Syndicate_objective,Mission,,,,true,true,false,FM_13_PVP_SpySpot_Syndicate_container,,13,,,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,Hourly
FM_13_PVP_PoachSpot_Syndicate_objective,Mission,,,,true,true,false,FM_13_PVP_PoachSpot_Syndicate_container,,13,,,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,Hourly
FM_13_PVP_ControlSpot_Syndicate_objective,Mission,,,,true,true,false,FM_13_PVP_ControlSpot_Syndicate_container,,13,,,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,Hourly
FM_13_PVP_SpySpot_Covenant_objective,Mission,,,,true,true,false,FM_13_PVP_SpySpot_Covenant_container,,13,,,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,Hourly
FM_13_PVP_PoachSpot_Covenant_objective,Mission,,,,true,true,false,FM_13_PVP_PoachSpot_Covenant_container,,13,,,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,Hourly
FM_13_PVP_ControlSpot_Covenant_objective,Mission,,,,true,true,false,FM_13_PVP_ControlSpot_Covenant_container,,13,,,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,Hourly
FM_13_H_01_objective,Mission,,,,,true,true,FM_13_H_01_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_13_H_02_objective,Mission,,,,,true,true,FM_13_H_02_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_13_H_03_objective,Mission,,,,,true,true,FM_13_H_03_container,,13,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,
FM_10_EXP_01_objective,Mission,,,,,true,true,FM_10_EXP_01_container,,10,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_10_EXP_02_objective,Mission,,,,,true,true,FM_10_EXP_02_container,,10,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_10_EXP_03_objective,Mission,,,,,true,true,FM_10_EXP_03_container,,10,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_10_EXP2_01_objective,Mission,,,,,true,true,FM_10_EXP2_01_container,,10,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_10_EXP2_02_objective,Mission,,,,,true,true,FM_10_EXP2_02_container,,10,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_10_EXP2_03_objective,Mission,,,,,true,true,FM_10_EXP2_03_container,,10,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_10_EXP2_04_objective,Mission,,,,,true,true,FM_10_EXP2_04_container,,10,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_10_EXP2_05_objective,Mission,,,,,true,true,FM_10_EXP2_05_container,,10,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
FM_10_EXP2_06_objective,Mission,,,,,true,true,FM_10_EXP2_06_container,,10,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,Hourly
