Name,Default,Player,Flesh,FleshHead,Armor,ArmorHead,Damned,Dryad,Ghost,Turkey,Skeleton,AncientGuardian,GhostCharred,GhostFrozen,GhostShipwrecked,GhostHanged,GhostPlagued,BearElemental,Bear,Regurgitator,SprigganForest,CorruptedEntity,BlightFiend,FrostWolf,EarthWolf,Lost,Withered,Dynasty,DunePhantom,AnubianGuardianBrute,AnubianGuardianBruteShield,AENaga,AnubianLocustScarab,Sun,MageArcaneShield,RockNPC,EvilKnightFireChampion,AngryEarth,Upyr,Leviathan
Spear_AI,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Armor,Play_Imp_SpearMetal_Armor,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Dryad,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Skeleton,Play_Imp_SpearMetal_Skeleton,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SwordMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SwordMetal_AnubianGuardian_Brute,Play_Imp_SwordMetal_AnubianGuardian_Brute,Play_Imp_SpearMetal_Dryad,Play_Imp_SwordMetal_Anubian_Lotus_Scarab,Play_Imp_SpearMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_SpearMetal_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_SpearMetal_Dryad,,Play_Imp_LeviathanBody
Spear_AI+Resist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,SpearResist,Play_Imp_Proj_SandElementalShield,SpearResist,SpearResist,SpearResist,Play_Imp_Proj_HolyShield,SpearResist,SpearResist,SpearResist,,SpearResist
Spear_AI+Crit,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Dryad,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Skeleton,Play_Imp_SpearMetal_Skeleton,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Ghost,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_SpearMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_SpearMetal_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_SpearMetal_Dryad,,Play_Imp_LeviathanBody
Warhammer,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Armor,Play_Imp_Warhammer_Armor,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Warhammer_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_Warhammer_Dryad,,Play_Imp_LeviathanBody
Warhammer_Heavy,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Armor,Play_Imp_Warhammer_Armor,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Warhammer_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_Warhammer_Dryad,,Play_Imp_LeviathanBody
Warhammer_Mightygavel,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Armor,Play_Imp_Warhammer_Armor,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Warhammer_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_Warhammer_Dryad,,Play_Imp_LeviathanBody
Warhammer_Shockwave,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Armor,Play_Imp_Warhammer_Armor,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Warhammer_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_Warhammer_Dryad,,Play_Imp_LeviathanBody
Warhammer_Wreckingball,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Armor,Play_Imp_Warhammer_Armor,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Warhammer_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_Warhammer_Dryad,,Play_Imp_LeviathanBody
Warhammer+Resist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,Play_Imp_Proj_SandElementalShield,WarHammerResist,WarHammerResist,WarHammerResist,Play_Imp_Proj_HolyShield,WarHammerResist,WarHammerResist,WarHammerResist,,WarHammerResist
Warhammer_Wreckingball+Resist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,Play_Imp_Proj_SandElementalShield,WarHammerResist,WarHammerResist,WarHammerResist,Play_Imp_Proj_HolyShield,WarHammerResist,WarHammerResist,WarHammerResist,,WarHammerResist
Warhammer_Heavy+Resist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,WarHammerResist,Play_Imp_Proj_SandElementalShield,WarHammerResist,WarHammerResist,WarHammerResist,Play_Imp_Proj_HolyShield,WarHammerResist,WarHammerResist,WarHammerResist,,WarHammerResist
Warhammer+Crit,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Warhammer_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_Warhammer_Dryad,,Play_Imp_LeviathanBody
Warhammer_Heavy+Crit,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Dryad,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Skeleton,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Ghost,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Warhammer_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_Warhammer_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_Warhammer_Dryad,,Play_Imp_LeviathanBody
Greatsword,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Armor,Play_Imp_GreatAxe_Armor,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Dryad,Play_Imp_GreatAxe_Ghost,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Skeleton,Play_Imp_GreatAxe_Skeleton,Play_Imp_GreatAxe_Ghost,Play_Imp_GreatAxe_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_GreatAxe_Ghost,Play_Imp_GreatAxe_Ghost,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_SwordMetal_AnubianGuardian_Brute,Play_Imp_SwordMetal_AnubianGuardian_Brute,Play_Imp_GreatAxe_Dryad,Play_Imp_SwordMetal_Anubian_Lotus_Scarab,Play_Imp_GreatAxe_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_GreatAxe_Dryad,,Play_Imp_LeviathanBody
Greatsword_Heavy,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Armor,Play_Imp_GreatAxe_Armor,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Dryad,Play_Imp_GreatAxe_Ghost,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Skeleton,Play_Imp_GreatAxe_Skeleton,Play_Imp_GreatAxe_Ghost,Play_Imp_GreatAxe_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_GreatAxe_Ghost,Play_Imp_GreatAxe_Ghost,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_SwordMetal_AnubianGuardian_Brute,Play_Imp_SwordMetal_AnubianGuardian_Brute,Play_Imp_GreatAxe_Dryad,Play_Imp_SwordMetal_Anubian_Lotus_Scarab,Play_Imp_GreatAxe_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_GreatAxe_Dryad,,Play_Imp_LeviathanBody
Greatsword+Resist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,Play_Imp_Proj_SandElementalShield,GreatAxeResist,GreatAxeResist,GreatAxeResist,Play_Imp_Proj_HolyShield,GreatAxeResist,GreatAxeResist,GreatAxeResist,,GreatAxeResist
Greatsword_Heavy+Resist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,GreatAxeResist,Play_Imp_Proj_SandElementalShield,GreatAxeResist,GreatAxeResist,GreatAxeResist,Play_Imp_Proj_HolyShield,GreatAxeResist,GreatAxeResist,GreatAxeResist,,GreatAxeResist
Greatsword+Crit,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Dryad,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Skeleton,Play_Imp_SwordMetal_Skeleton,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_SwordMetal_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_SwordMetal_Dryad,,Play_Imp_LeviathanBody
Greatsword_Heavy+Crit,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Dryad,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Skeleton,Play_Imp_SwordMetal_Skeleton,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Ghost,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_SwordMetal_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_SwordMetal_Dryad,Play_Imp_EvilKnightFireChampion,Play_Imp_SwordMetal_Dryad,,Play_Imp_LeviathanBody
Flail,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Armor,ClubArmorHead,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_1H_Flail_Dryad,,Play_Imp_LeviathanBody
Flail_No_Environment,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Armor,Play_Imp_1H_Flail_Armor,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_1H_Flail_Dryad,,Play_Imp_LeviathanBody
