Name,mat_default,mat_bark,mat_dirt,mat_fabric,mat_glass,mat_grass,mat_metal,mat_mud,mat_rock,mat_rock_wet,mat_sand,mat_sand_wet,mat_thatch,mat_water,mat_water_deep,mat_water_shallow,mat_wood,mat_corruption_core,mat_corruption,mat_holy_shield,mat_flesh,mat_ice
Blunderbuss_Net_Barbed,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_IceWall
Blunderbuss_Shrapnel,Play_Imp_Bullet_Dirt,Play_Imp_Bullet_Wood,Play_Imp_Bullet_Dirt,Play_Imp_Bullet_Cloth,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Grass,Play_Imp_Bullet_Metal,Play_Imp_Bullet_Dirt,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Stone,Play_Imp_Bullet_Sand,Play_Imp_Bullet_Sand,Play_Imp_Bullet_Dirt,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_Bullet_Wood,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_Bullet_Flesh,Play_Imp_Bullet_IceWall
Greatsword,Play_Imp_PunchUnarmed_Dirt,Play_Imp_GreatAxe_Wood,Play_Imp_GreatAxe_Dirt,Play_Imp_SwordWood_Cloth,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Metal,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Wood,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Wood,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_IceWall
Greatsword+Crit,Play_Imp_PunchUnarmed_Dirt,Play_Imp_GreatAxe_Wood,Play_Imp_GreatAxe_Dirt,Play_Imp_SwordWood_Cloth,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Metal,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Wood,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Wood,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_IceWall
Greatsword_Heavy,Play_Imp_PunchUnarmed_Dirt,Play_Imp_GreatAxe_Wood,Play_Imp_GreatAxe_Dirt,Play_Imp_SwordWood_Cloth,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Metal,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Stone,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Dirt,Play_Imp_GreatAxe_Wood,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Water,Play_Imp_GreatAxe_Wood,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_IceWall
Flail,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Wood,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Cloth,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Grass,Play_Imp_1H_Flail_Metal,Play_Imp_1H_Flail_Mud,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Sand,Play_Imp_1H_Flail_Sand,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Wood,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_IceWall
Flail_No_Environment,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Wood,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Cloth,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Grass,Play_Imp_1H_Flail_Metal,Play_Imp_1H_Flail_Mud,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Sand,Play_Imp_1H_Flail_Sand,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Wood,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_IceWall
Flail+Crit,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Wood,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Cloth,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Grass,Play_Imp_1H_Flail_Metal,Play_Imp_1H_Flail_Mud,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Sand,Play_Imp_1H_Flail_Sand,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Wood,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_IceWall
Flail_No_Environment+Crit,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Wood,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Cloth,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Grass,Play_Imp_1H_Flail_Metal,Play_Imp_1H_Flail_Mud,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Sand,Play_Imp_1H_Flail_Sand,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Wood,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_IceWall
Flail_Heavy,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Wood,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Cloth,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Grass,Play_Imp_1H_Flail_Metal,Play_Imp_1H_Flail_Mud,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Stone,Play_Imp_1H_Flail_Sand,Play_Imp_1H_Flail_Sand,Play_Imp_1H_Flail_Dirt,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Water,Play_Imp_1H_Flail_Wood,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_IceWall
Megaflora_PetalProjectile,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,Play_Imp_PetalProjectile_Env,
Mammoth_Lob,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,Play_Imp_Rock_Env,
Mammoth_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,Play_Imp_Shock,
Mammoth_LavaToss,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,Play_Imp_LavaRock_Env,
Medusa_SlashPoison,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Medusa_ShashPoison_Env,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_Corruption_Core,
Medusa_Charge,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Medusa_Charge_Env,Play_Imp_Corruption_Core,Play_Imp_Corruption_Core,Play_Imp_Proj_HolyShield,Play_Imp_Corruption_Core,
Kurok_Nature_RipperProjectile,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,Play_Imp_Kurok_Nature_RipperProjectile_Env,
Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,Play_Imp_Mordred_ManiFistAtion,
