ItemSkinID,IndexID,IsEntitlement,FromItemIDs,NeedsOneClasses,RequiredClasses,ExcludedClasses,ToItemID,Outfit,IsTemporarySkin
Skin_Phoenix_Pickaxe,530,1,,EquippableTool,Pickaxe,,Skin_Phoenix_Pickaxe,,false
Skin_Phoenix_LoggingAxe,531,1,,EquippableTool,LoggingAxe,,Skin_Phoenix_LoggingAxe,,false
Skin_Phoenix_FishingPole,532,1,,EquippableTool,FishingPole,,Skin_Phoenix_FishingPole,,false
Skin_Phoenix_AzothScepter,533,1,,EquippableTool,AzothStaff,,Skin_Phoenix_AzothScepter,,false
Skin_Hands_Phoenix_H,534,1,,EquippableHands,,,Skin_Hands_Phoenix_H,PhoenixH,false
Skin_Chest_FanaticSaintM,535,1,,EquippableChest,,,Skin_Chest_FanaticSaintM,FanaticSaintM,false
Skin_Head_FanaticSaintM,536,1,,EquippableHead,,,Skin_Head_FanaticSaintM,FanaticSaintM,false
Skin_Legs_FanaticSaintM,537,1,,EquippableLegs,,,Skin_Legs_FanaticSaintM,FanaticSaintM,false
Skin_Feet_FanaticSaintM,538,1,,EquippableFeet,,,Skin_Feet_FanaticSaintM,FanaticSaintM,false
Skin_Hands_FanaticSaintM,539,1,,EquippableHands,,,Skin_Hands_FanaticSaintM,FanaticSaintM,false
Skin_Greatsword_EgyptianGods,540,1,,EquippableTwoHand,GreatSword,,Skin_Greatsword_EgyptianGods,,false
Skin_ShieldR_EgyptianGods,541,1,,EquippableOffHand,Shield,,Skin_ShieldR_EgyptianGods,,false
Skin_GreatAxe_EgyptianGods,542,1,,EquippableTwoHand,2HAxe,,Skin_GreatAxe_EgyptianGods,,false
Skin_Lifestaff_EgyptianGods,543,1,,EquippableMainHand,LifeStaff,,Skin_Lifestaff_EgyptianGods,,false
Skin_VoidGauntlet_EgyptianGods,544,1,,EquippableMainHand,VoidGauntlet,,Skin_VoidGauntlet_EgyptianGods,,false
Skin_Bow_EgyptianGods,545,1,,EquippableTwoHand,Bow,,Skin_Bow_EgyptianGods,,false
Skin_Chest_EgyptianGods_4,546,1,,EquippableChest,,,Skin_Chest_EgyptianGods_4,Egyptian4,false
Skin_Head_EgyptianGods_4,547,1,,EquippableHead,,,Skin_Head_EgyptianGods_4,Egyptian4,false
Skin_Legs_EgyptianGods_4,548,1,,EquippableLegs,,,Skin_Legs_EgyptianGods_4,Egyptian4,false
Skin_Feet_EgyptianGods_4,549,1,,EquippableFeet,,,Skin_Feet_EgyptianGods_4,Egyptian4,false
Skin_Hands_EgyptianGods_4,550,1,,EquippableHands,,,Skin_Hands_EgyptianGods_4,Egyptian4,false
Skin_Chest_EgyptianGods_1,551,1,,EquippableChest,,,Skin_Chest_EgyptianGods_1,Egyptian1,false
Skin_Head_EgyptianGods_1,552,1,,EquippableHead,,,Skin_Head_EgyptianGods_1,Egyptian1,false
Skin_Legs_EgyptianGods_1,553,1,,EquippableLegs,,,Skin_Legs_EgyptianGods_1,Egyptian1,false
Skin_Feet_EgyptianGods_1,554,1,,EquippableFeet,,,Skin_Feet_EgyptianGods_1,Egyptian1,false
Skin_Hands_EgyptianGods_1,555,1,,EquippableHands,,,Skin_Hands_EgyptianGods_1,Egyptian1,false
Skin_Chest_EgyptianGods_2,556,1,,EquippableChest,,,Skin_Chest_EgyptianGods_2,Egyptian2,false
Skin_Head_EgyptianGods_2,557,1,,EquippableHead,,,Skin_Head_EgyptianGods_2,Egyptian2,false
Skin_Legs_EgyptianGods_2,558,1,,EquippableLegs,,,Skin_Legs_EgyptianGods_2,Egyptian2,false
Skin_Feet_EgyptianGods_2,559,1,,EquippableFeet,,,Skin_Feet_EgyptianGods_2,Egyptian2,false
Skin_Hands_EgyptianGods_2,560,1,,EquippableHands,,,Skin_Hands_EgyptianGods_2,Egyptian2,false
Skin_Chest_EgyptianGods_3,561,1,,EquippableChest,,,Skin_Chest_EgyptianGods_3,Egyptian3,false
Skin_Head_EgyptianGods_3,562,1,,EquippableHead,,,Skin_Head_EgyptianGods_3,Egyptian3,false
Skin_Legs_EgyptianGods_3,563,1,,EquippableLegs,,,Skin_Legs_EgyptianGods_3,Egyptian3,false
Skin_Feet_EgyptianGods_3,564,1,,EquippableFeet,,,Skin_Feet_EgyptianGods_3,Egyptian3,false
Skin_Hands_EgyptianGods_3,565,1,,EquippableHands,,,Skin_Hands_EgyptianGods_3,Egyptian3,false
Skin_EgyptianGods_SkinningKnife,566,1,,EquippableTool,SkinningKnife,,Skin_EgyptianGods_SkinningKnife,,false
Skin_EgyptianGods_Sickle,567,1,,EquippableTool,Sickle,,Skin_EgyptianGods_Sickle,,false
Skin_EgyptianGods_Pickaxe,568,1,,EquippableTool,Pickaxe,,Skin_EgyptianGods_Pickaxe,,false
Skin_EgyptianGods_LoggingAxe,569,1,,EquippableTool,LoggingAxe,,Skin_EgyptianGods_LoggingAxe,,false
Skin_EgyptianGods_FishingPole,570,1,,EquippableTool,FishingPole,,Skin_EgyptianGods_FishingPole,,false
Skin_EgyptianGods_AzothScepter,571,1,,EquippableTool,AzothStaff,,Skin_EgyptianGods_AzothScepter,,false
Skin_Drum_EgyptianGods,572,1,,EquippableTool,InstrumentDrums,,Skin_Drum_EgyptianGods,,false
Skin_Guitar_EgyptianGods,573,1,,EquippableTool,InstrumentGuitar,,Skin_Guitar_EgyptianGods,,false
Skin_Mandolin_EgyptianGods,574,1,,EquippableTool,InstrumentMandolin,,Skin_Mandolin_EgyptianGods,,false
Skin_Spear_EgyptianGods_Prime,575,1,,EquippableTwoHand,Spear,,Skin_Spear_EgyptianGods_Prime,,false
Skin_Firestaff_EgyptianGods_Prime,576,1,,EquippableMainHand,FireStaff,,Skin_Firestaff_EgyptianGods_Prime,,false
Skin_Musket_EgyptianGods_Prime,577,1,,EquippableTwoHand,Musket,,Skin_Musket_EgyptianGods_Prime,,false
Skin_Chest_SandDune,578,1,,EquippableChest,,,Skin_Chest_SandDune,SandDune,false
Skin_Head_SandDune,579,1,,EquippableHead,,,Skin_Head_SandDune,SandDune,false
Skin_Legs_SandDune,580,1,,EquippableLegs,,,Skin_Legs_SandDune,SandDune,false
Skin_Feet_SandDune,581,1,,EquippableFeet,,,Skin_Feet_SandDune,SandDune,false
Skin_Hands_SandDune,582,1,,EquippableHands,,,Skin_Hands_SandDune,SandDune,false
Skin_Bow_Wicked,583,1,,EquippableTwoHand,Bow,,Skin_Bow_Wicked,,false
Skin_GreatAxe_Wicked,584,1,,EquippableTwoHand,2HAxe,,Skin_GreatAxe_Wicked,,false
Skin_ShieldK_Wicked,585,1,,EquippableOffHand,Shield,,Skin_ShieldK_Wicked,,false
Skin_Longsword_Wicked,586,1,,EquippableMainHand,Sword,,Skin_Longsword_Wicked,,false
Skin_Musket_Wicked,587,1,,EquippableTwoHand,Musket,,Skin_Musket_Wicked,,false
Skin_Rapier_Wicked,588,1,,EquippableMainHand,Rapier,,Skin_Rapier_Wicked,,false
Skin_ShieldR_Wicked,589,1,,EquippableOffHand,Shield,,Skin_ShieldR_Wicked,,false
Skin_Spear_Wicked,590,1,,EquippableTwoHand,Spear,,Skin_Spear_Wicked,,false
Skin_Hatchet_Wicked,591,1,,EquippableMainHand,Hatchet,,Skin_Hatchet_Wicked,,false
Skin_WarHammer_Wicked,592,1,,EquippableTwoHand,2HHammer,,Skin_WarHammer_Wicked,,false
Skin_Firestaff_Wicked,593,1,,EquippableMainHand,FireStaff,,Skin_Firestaff_Wicked,,false
Skin_Lifestaff_Wicked,594,1,,EquippableMainHand,LifeStaff,,Skin_Lifestaff_Wicked,,false
Skin_ShieldT_Wicked,595,1,,EquippableOffHand,Shield,,Skin_ShieldT_Wicked,,false
Skin_IceGaunt_Wicked,596,1,,EquippableMainHand,IceMagic,,Skin_IceGaunt_Wicked,,false
Skin_VoidGauntlet_Wicked,597,1,,EquippableMainHand,VoidGauntlet,,Skin_VoidGauntlet_Wicked,,false
Skin_Blunderbuss_Wicked,598,1,,EquippableTwoHand,Blunderbuss,,Skin_Blunderbuss_Wicked,,false
Skin_Greatsword_Wicked,599,1,,EquippableTwoHand,GreatSword,,Skin_Greatsword_Wicked,,false
Skin_Chest_RomanSoldier,600,1,,EquippableChest,,,Skin_Chest_RomanSoldier,RomanSoldier,false
Skin_Head_RomanSoldier,601,1,,EquippableHead,,,Skin_Head_RomanSoldier,RomanSoldier,false
Skin_Legs_RomanSoldier,602,1,,EquippableLegs,,,Skin_Legs_RomanSoldier,RomanSoldier,false
Skin_Feet_RomanSoldier,603,1,,EquippableFeet,,,Skin_Feet_RomanSoldier,RomanSoldier,false
Skin_Hands_RomanSoldier,604,1,,EquippableHands,,,Skin_Hands_RomanSoldier,RomanSoldier,false
Skin_Bow_BFNW2,605,1,,EquippableTwoHand,Bow,,Skin_Bow_BFNW2,,false
Skin_GreatAxe_BFNW2,606,1,,EquippableTwoHand,2HAxe,,Skin_GreatAxe_BFNW2,,false
Skin_ShieldK_BFNW2,607,1,,EquippableOffHand,Shield,,Skin_ShieldK_BFNW2,,false
Skin_Longsword_BFNW2,608,1,,EquippableMainHand,Sword,,Skin_Longsword_BFNW2,,false
Skin_Musket_BFNW2,609,1,,EquippableTwoHand,Musket,,Skin_Musket_BFNW2,,false
Skin_Rapier_BFNW2,610,1,,EquippableMainHand,Rapier,,Skin_Rapier_BFNW2,,false
Skin_ShieldR_BFNW2,611,1,,EquippableOffHand,Shield,,Skin_ShieldR_BFNW2,,false
Skin_Spear_BFNW2,612,1,,EquippableTwoHand,Spear,,Skin_Spear_BFNW2,,false
Skin_Hatchet_BFNW2,613,1,,EquippableMainHand,Hatchet,,Skin_Hatchet_BFNW2,,false
Skin_WarHammer_BFNW2,614,1,,EquippableTwoHand,2HHammer,,Skin_WarHammer_BFNW2,,false
Skin_Firestaff_BFNW2,615,1,,EquippableMainHand,FireStaff,,Skin_Firestaff_BFNW2,,false
Skin_Lifestaff_BFNW2,616,1,,EquippableMainHand,LifeStaff,,Skin_Lifestaff_BFNW2,,false
Skin_ShieldT_BFNW2,617,1,,EquippableOffHand,Shield,,Skin_ShieldT_BFNW2,,false
Skin_IceGaunt_BFNW2,618,1,,EquippableMainHand,IceMagic,,Skin_IceGaunt_BFNW2,,false
Skin_VoidGauntlet_BFNW2,619,1,,EquippableMainHand,VoidGauntlet,,Skin_VoidGauntlet_BFNW2,,false
Skin_Blunderbuss_BFNW2,620,1,,EquippableTwoHand,Blunderbuss,,Skin_Blunderbuss_BFNW2,,false
Skin_Greatsword_BFNW2,621,1,,EquippableTwoHand,GreatSword,,Skin_Greatsword_BFNW2,,false
Skin_Head_HallowMaskSkull,622,1,,EquippableHead,,,Skin_Head_HallowMaskSkull,HallowMasks,false
Skin_Head_HallowMaskJack,623,1,,EquippableHead,,,Skin_Head_HallowMaskJack,HallowMasks,false
Skin_Head_HallowMaskWitch,624,1,,EquippableHead,,,Skin_Head_HallowMaskWitch,HallowMasks,false
Skin_Head_NightmareMaskBlue,625,1,,EquippableHead,,,Skin_Head_NightmareMaskBlue,NightmareMasks,false
Skin_Head_NightmareMaskRed,626,1,,EquippableHead,,,Skin_Head_NightmareMaskRed,NightmareMasks,false
Skin_Head_NightmareMaskGreen,627,1,,EquippableHead,,,Skin_Head_NightmareMaskGreen,NightmareMasks,false
Skin_Head_NightmareMaskPurple,628,1,,EquippableHead,,,Skin_Head_NightmareMaskPurple,NightmareMasks,false
Skin_Chest_Baalphazu,629,1,,EquippableChest,,,Skin_Chest_Baalphazu,Baalphazu,false
Skin_Head_Baalphazu,630,1,,EquippableHead,,,Skin_Head_Baalphazu,Baalphazu,false
Skin_Chest_NightmaresDeluxe,631,1,,EquippableChest,,,Skin_Chest_NightmaresDeluxe,NightmareDeluxe1,false
Skin_Head_NightmaresDeluxe,632,1,,EquippableHead,,,Skin_Head_NightmaresDeluxe,NightmareDeluxe1,false
Skin_Legs_NightmaresDeluxe,633,1,,EquippableLegs,,,Skin_Legs_NightmaresDeluxe,NightmareDeluxe1,false
Skin_Feet_NightmaresDeluxe,634,1,,EquippableFeet,,,Skin_Feet_NightmaresDeluxe,NightmareDeluxe1,false
Skin_Hands_NightmaresDeluxe,635,1,,EquippableHands,,,Skin_Hands_NightmaresDeluxe,NightmareDeluxe1,false
Skin_Chest_NightmaresDeluxe2,636,1,,EquippableChest,,,Skin_Chest_NightmaresDeluxe2,NightmareDeluxe2,false
Skin_Head_NightmaresDeluxe2,637,1,,EquippableHead,,,Skin_Head_NightmaresDeluxe2,NightmareDeluxe2,false
Skin_Legs_NightmaresDeluxe2,638,1,,EquippableLegs,,,Skin_Legs_NightmaresDeluxe2,NightmareDeluxe2,false
Skin_Feet_NightmaresDeluxe2,639,1,,EquippableFeet,,,Skin_Feet_NightmaresDeluxe2,NightmareDeluxe2,false
Skin_Hands_NightmaresDeluxe2,640,1,,EquippableHands,,,Skin_Hands_NightmaresDeluxe2,NightmareDeluxe2,false
Skin_Chest_Nightmares_1,641,1,,EquippableChest,,,Skin_Chest_Nightmares_1,Nightmare1,false
Skin_Head_Nightmares_1,642,1,,EquippableHead,,,Skin_Head_Nightmares_1,Nightmare1,false
Skin_Legs_Nightmares_1,643,1,,EquippableLegs,,,Skin_Legs_Nightmares_1,Nightmare1,false
Skin_Feet_Nightmares_1,644,1,,EquippableFeet,,,Skin_Feet_Nightmares_1,Nightmare1,false
Skin_Hands_Nightmares_1,645,1,,EquippableHands,,,Skin_Hands_Nightmares_1,Nightmare1,false
Skin_Chest_Nightmares_2,646,1,,EquippableChest,,,Skin_Chest_Nightmares_2,Nightmare2,false
Skin_Head_Nightmares_2,647,1,,EquippableHead,,,Skin_Head_Nightmares_2,Nightmare2,false
Skin_Legs_Nightmares_2,648,1,,EquippableLegs,,,Skin_Legs_Nightmares_2,Nightmare2,false
Skin_Feet_Nightmares_2,649,1,,EquippableFeet,,,Skin_Feet_Nightmares_2,Nightmare2,false
Skin_Hands_Nightmares_2,650,1,,EquippableHands,,,Skin_Hands_Nightmares_2,Nightmare2,false
Skin_Chest_Nightmares_3,651,1,,EquippableChest,,,Skin_Chest_Nightmares_3,Nightmare3,false
Skin_Head_Nightmares_3,652,1,,EquippableHead,,,Skin_Head_Nightmares_3,Nightmare3,false
Skin_Legs_Nightmares_3,653,1,,EquippableLegs,,,Skin_Legs_Nightmares_3,Nightmare3,false
Skin_Feet_Nightmares_3,654,1,,EquippableFeet,,,Skin_Feet_Nightmares_3,Nightmare3,false
Skin_Hands_Nightmares_3,655,1,,EquippableHands,,,Skin_Hands_Nightmares_3,Nightmare3,false
Skin_Monster_Bow,656,1,,EquippableTwoHand,Bow,,Skin_Monster_Bow,,false
Skin_Monster_ShieldK,657,1,,EquippableOffHand,Shield,,Skin_Monster_ShieldK,,false
Skin_Monster_Longsword,658,1,,EquippableMainHand,Sword,,Skin_Monster_Longsword,,false
Skin_Monster_ShieldR,659,1,,EquippableOffHand,Shield,,Skin_Monster_ShieldR,,false
Skin_Monster_Spear,660,1,,EquippableTwoHand,Spear,,Skin_Monster_Spear,,false
Skin_Monster_Hatchet,661,1,,EquippableMainHand,Hatchet,,Skin_Monster_Hatchet,,false
Skin_Monster_Firestaff,662,1,,EquippableMainHand,FireStaff,,Skin_Monster_Firestaff,,false
Skin_Monster_ShieldT,663,1,,EquippableOffHand,Shield,,Skin_Monster_ShieldT,,false
Skin_Monster_IceGaunt,664,1,,EquippableMainHand,IceMagic,,Skin_Monster_IceGaunt,,false
Skin_Monster_Blunderbuss,665,1,,EquippableTwoHand,Blunderbuss,,Skin_Monster_Blunderbuss,,false
Skin_Monster_Greatsword,666,1,,EquippableTwoHand,GreatSword,,Skin_Monster_Greatsword,,false
Skin_Chest_RomanPriest,667,1,,EquippableChest,,,Skin_Chest_RomanPriest,RomanPriest,false
Skin_Head_RomanPriest,668,1,,EquippableHead,,,Skin_Head_RomanPriest,RomanPriest,false
Skin_Legs_RomanPriest,669,1,,EquippableLegs,,,Skin_Legs_RomanPriest,RomanPriest,false
Skin_Feet_RomanPriest,670,1,,EquippableFeet,,,Skin_Feet_RomanPriest,RomanPriest,false
Skin_Hands_RomanPriest,671,1,,EquippableHands,,,Skin_Hands_RomanPriest,RomanPriest,false
Skin_Nightmares_SkinningKnife,672,1,,EquippableTool,SkinningKnife,,Skin_Nightmares_SkinningKnife,,false
Skin_Nightmares_Sickle,673,1,,EquippableTool,Sickle,,Skin_Nightmares_Sickle,,false
Skin_Nightmares_Pickaxe,674,1,,EquippableTool,Pickaxe,,Skin_Nightmares_Pickaxe,,false
Skin_Nightmares_LoggingAxe,675,1,,EquippableTool,LoggingAxe,,Skin_Nightmares_LoggingAxe,,false
Skin_Nightmares_FishingPole,676,1,,EquippableTool,FishingPole,,Skin_Nightmares_FishingPole,,false
Skin_Nightmares_AzothScepter,677,1,,EquippableTool,AzothStaff,,Skin_Nightmares_AzothScepter,,false
Skin_Chest_NightmaresTwitch,678,1,,EquippableChest,,,Skin_Chest_NightmaresTwitch,NightmaresTwitch,false
Skin_Head_NightmaresTwitch,679,1,,EquippableHead,,,Skin_Head_NightmaresTwitch,NightmaresTwitch,false
Skin_Legs_NightmaresTwitch,680,1,,EquippableLegs,,,Skin_Legs_NightmaresTwitch,NightmaresTwitch,false
Skin_Feet_NightmaresTwitch,681,1,,EquippableFeet,,,Skin_Feet_NightmaresTwitch,NightmaresTwitch,false
Skin_Hands_NightmaresTwitch,682,1,,EquippableHands,,,Skin_Hands_NightmaresTwitch,NightmaresTwitch,false
Skin_Feet_TurkeyTerror,683,1,,EquippableFeet,,,Skin_Feet_TurkeyTerror,,false
Skin_Chest_BFNW2Gladiator,684,1,,EquippableChest,,,Skin_Chest_BFNW2Gladiator,BFNW2Gladiator,false
Skin_Head_BFNW2Gladiator,685,1,,EquippableHead,,,Skin_Head_BFNW2Gladiator,BFNW2Gladiator,false
Skin_Legs_BFNW2Gladiator,686,1,,EquippableLegs,,,Skin_Legs_BFNW2Gladiator,BFNW2Gladiator,false
Skin_Feet_BFNW2Gladiator,687,1,,EquippableFeet,,,Skin_Feet_BFNW2Gladiator,BFNW2Gladiator,false
Skin_Hands_BFNW2Gladiator,688,1,,EquippableHands,,,Skin_Hands_BFNW2Gladiator,BFNW2Gladiator,false
Skin_Chest_TwitchHallow,689,1,,EquippableChest,,,Skin_Chest_TwitchHallow,TwitchHallow,false
Skin_Head_TwitchHallow,690,1,,EquippableHead,,,Skin_Head_TwitchHallow,TwitchHallow,false
Skin_Legs_TwitchHallow,691,1,,EquippableLegs,,,Skin_Legs_TwitchHallow,TwitchHallow,false
Skin_Feet_TwitchHallow,692,1,,EquippableFeet,,,Skin_Feet_TwitchHallow,TwitchHallow,false
Skin_Hands_TwitchHallow,693,1,,EquippableHands,,,Skin_Hands_TwitchHallow,TwitchHallow,false
Skin_Chest_DarkFae_1,694,1,,EquippableChest,,,Skin_Chest_DarkFae_1,DarkFae1,false
Skin_Head_DarkFae_1,695,1,,EquippableHead,,,Skin_Head_DarkFae_1,DarkFae1,false
Skin_Legs_DarkFae_1,696,1,,EquippableLegs,,,Skin_Legs_DarkFae_1,DarkFae1,false
Skin_Feet_DarkFae_1,697,1,,EquippableFeet,,,Skin_Feet_DarkFae_1,DarkFae1,false
Skin_Hands_DarkFae_1,698,1,,EquippableHands,,,Skin_Hands_DarkFae_1,DarkFae1,false
Skin_Chest_DarkFae_2,699,1,,EquippableChest,,,Skin_Chest_DarkFae_2,DarkFae2,false
Skin_Head_DarkFae_2,700,1,,EquippableHead,,,Skin_Head_DarkFae_2,DarkFae2,false
Skin_Legs_DarkFae_2,701,1,,EquippableLegs,,,Skin_Legs_DarkFae_2,DarkFae2,false
Skin_Feet_DarkFae_2,702,1,,EquippableFeet,,,Skin_Feet_DarkFae_2,DarkFae2,false
Skin_Hands_DarkFae_2,703,1,,EquippableHands,,,Skin_Hands_DarkFae_2,DarkFae2,false
Skin_Chest_DarkFaeDeluxe,704,1,,EquippableChest,,,Skin_Chest_DarkFaeDeluxe,DarkFaeDeluxe,false
Skin_Head_DarkFaeDeluxe,705,1,,EquippableHead,,,Skin_Head_DarkFaeDeluxe,DarkFaeDeluxe,false
Skin_Legs_DarkFaeDeluxe,706,1,,EquippableLegs,,,Skin_Legs_DarkFaeDeluxe,DarkFaeDeluxe,false
Skin_Feet_DarkFaeDeluxe,707,1,,EquippableFeet,,,Skin_Feet_DarkFaeDeluxe,DarkFaeDeluxe,false
Skin_Hands_DarkFaeDeluxe,708,1,,EquippableHands,,,Skin_Hands_DarkFaeDeluxe,DarkFaeDeluxe,false
Skin_Musket_DarkFae,709,1,,EquippableTwoHand,Musket,,Skin_Musket_DarkFae,,false
Skin_Rapier_DarkFae,710,1,,EquippableMainHand,Rapier,,Skin_Rapier_DarkFae,,false
Skin_Hatchet_DarkFae,711,1,,EquippableMainHand,Hatchet,,Skin_Hatchet_DarkFae,,false
Skin_WarHammer_DarkFae,712,1,,EquippableTwoHand,2HHammer,,Skin_WarHammer_DarkFae,,false
Skin_Firestaff_DarkFae,713,1,,EquippableMainHand,FireStaff,,Skin_Firestaff_DarkFae,,false
Skin_IceGaunt_DarkFae,714,1,,EquippableMainHand,IceMagic,,Skin_IceGaunt_DarkFae,,false
Skin_Flute_DarkFae,715,1,,EquippableTool,InstrumentFlute,,Skin_Flute_DarkFae,,false
Skin_Guitar_DarkFae,716,1,,EquippableTool,InstrumentGuitar,,Skin_Guitar_DarkFae,,false
Skin_UprightBass_DarkFae,717,1,,EquippableTool,InstrumentUprightBass,,Skin_UprightBass_DarkFae,,false
Skin_Chest_JesterSmile,718,1,,EquippableChest,,,Skin_Chest_JesterSmile,JesterSmile,false
Skin_Head_JesterSmile,719,1,,EquippableHead,,,Skin_Head_JesterSmile,JesterSmile,false
Skin_Legs_JesterSmile,720,1,,EquippableLegs,,,Skin_Legs_JesterSmile,JesterSmile,false
Skin_Feet_JesterSmile,721,1,,EquippableFeet,,,Skin_Feet_JesterSmile,JesterSmile,false
Skin_Hands_JesterSmile,722,1,,EquippableHands,,,Skin_Hands_JesterSmile,JesterSmile,false
Skin_DarkFae_FishingPole,723,1,,EquippableTool,FishingPole,,Skin_DarkFae_FishingPole,,false
Skin_DarkFae_AzothScepter,724,1,,EquippableTool,AzothStaff,,Skin_DarkFae_AzothScepter,,false
Skin_DarkFae_LoggingAxe,725,1,,EquippableTool,LoggingAxe,,Skin_DarkFae_LoggingAxe,,false
Skin_DarkFae_Pickaxe,726,1,,EquippableTool,Pickaxe,,Skin_DarkFae_Pickaxe,,false
Skin_DarkFae_Sickle,727,1,,EquippableTool,Sickle,,Skin_DarkFae_Sickle,,false
Skin_DarkFae_SkinningKnife,728,1,,EquippableTool,SkinningKnife,,Skin_DarkFae_SkinningKnife,,false
Skin_Chest_WinterConvergenceScales,729,1,,EquippableChest,,,Skin_Chest_WinterConvergenceScales,WinterConvergenceScales,false
Skin_Head_WinterConvergenceScales,730,1,,EquippableHead,,,Skin_Head_WinterConvergenceScales,WinterConvergenceScales,false
Skin_Legs_WinterConvergenceScales,731,1,,EquippableLegs,,,Skin_Legs_WinterConvergenceScales,WinterConvergenceScales,false
Skin_Feet_WinterConvergenceScales,732,1,,EquippableFeet,,,Skin_Feet_WinterConvergenceScales,WinterConvergenceScales,false
Skin_Hands_WinterConvergenceScales,733,1,,EquippableHands,,,Skin_Hands_WinterConvergenceScales,WinterConvergenceScales,false
Skin_Chest_WinterWanderer2,734,1,,EquippableChest,,,Skin_Chest_WinterWanderer2,,false
Skin_Head_WinterWanderer,735,1,,EquippableHead,,,Skin_Head_WinterWanderer,,false
Skin_Head_WinterWarrior,736,1,,EquippableHead,,,Skin_Head_WinterWarrior,,false
Skin_Hands_WinterWarrior,737,1,,EquippableHands,,,Skin_Hands_WinterWarrior,,false
Skin_Flute_WinterConvergence,738,1,,EquippableTool,InstrumentFlute,,Skin_Flute_WinterConvergence,,false
Skin_Drum_WinterConvergence,739,1,,EquippableTool,InstrumentDrums,,Skin_Drum_WinterConvergence,,false
Skin_Guitar_WinterConvergence,740,1,,EquippableTool,InstrumentGuitar,,Skin_Guitar_WinterConvergence,,false
Skin_UprightBass_WinterConvergence,741,1,,EquippableTool,InstrumentUprightBass,,Skin_UprightBass_WinterConvergence,,false
Skin_Mandolin_WinterConvergence,742,1,,EquippableTool,InstrumentMandolin,,Skin_Mandolin_WinterConvergence,,false
Skin_Chest_Leaderboard,743,1,,EquippableChest,,,Skin_Chest_Leaderboard,,false
Skin_Chest_Rank1_Leaderboard,744,1,,EquippableChest,,,Skin_Chest_Rank1_Leaderboard,,false
Skin_Chest_LBClear_Barnacles,745,1,,EquippableChest,,,Skin_Chest_LBClear_Barnacles,,false
Skin_Chest_Rank1_LBClear_Barnacles,746,1,,EquippableChest,,,Skin_Chest_Rank1_LBClear_Barnacles,,false
Skin_Chest_LBScore_Barnacles,747,1,,EquippableChest,,,Skin_Chest_LBScore_Barnacles,,false
Skin_Chest_Rank1_LBScore_Barnacles,748,1,,EquippableChest,,,Skin_Chest_Rank1_LBScore_Barnacles,,false
Skin_Chest_LBClear_Brimstone,749,1,,EquippableChest,,,Skin_Chest_LBClear_Brimstone,,false
Skin_Chest_Rank1_LBClear_Brimstone,750,1,,EquippableChest,,,Skin_Chest_Rank1_LBClear_Brimstone,,false
Skin_Chest_LBScore_Brimstone,751,1,,EquippableChest,,,Skin_Chest_LBScore_Brimstone,,false
Skin_Chest_Rank1_LBScore_Brimstone,752,1,,EquippableChest,,,Skin_Chest_Rank1_LBScore_Brimstone,,false
Skin_Chest_LBClear_GardenGenesis,753,1,,EquippableChest,,,Skin_Chest_LBClear_GardenGenesis,,false
Skin_Chest_Rank1_LBClear_GardenGenesis,754,1,,EquippableChest,,,Skin_Chest_Rank1_LBClear_GardenGenesis,,false
Skin_Chest_LBScore_GardenGenesis,755,1,,EquippableChest,,,Skin_Chest_LBScore_GardenGenesis,,false
Skin_Chest_Rank1_LBScore_GardenGenesis,756,1,,EquippableChest,,,Skin_Chest_Rank1_LBScore_GardenGenesis,,false
Skin_Chest_LBClear_LazarusInstrumentality,757,1,,EquippableChest,,,Skin_Chest_LBClear_LazarusInstrumentality,,false
Skin_Chest_Rank1_LBClear_LazarusInstrumentality,758,1,,EquippableChest,,,Skin_Chest_Rank1_LBClear_LazarusInstrumentality,,false
Skin_Chest_LBScore_LazarusInstrumentality,759,1,,EquippableChest,,,Skin_Chest_LBScore_LazarusInstrumentality,,false
Skin_Chest_Rank1_LBScore_LazarusInstrumentality,760,1,,EquippableChest,,,Skin_Chest_Rank1_LBScore_LazarusInstrumentality,,false
Skin_Chest_LBClear_Shipyard,761,1,,EquippableChest,,,Skin_Chest_LBClear_Shipyard,,false
Skin_Chest_Rank1_LBClear_Shipyard,762,1,,EquippableChest,,,Skin_Chest_Rank1_LBClear_Shipyard,,false
Skin_Chest_LBScore_Shipyard,763,1,,EquippableChest,,,Skin_Chest_LBScore_Shipyard,,false
Skin_Chest_Rank1_LBScore_Shipyard,764,1,,EquippableChest,,,Skin_Chest_Rank1_LBScore_Shipyard,,false
Skin_Chest_LBClear_TempestHeart,765,1,,EquippableChest,,,Skin_Chest_LBClear_TempestHeart,,false
Skin_Chest_Rank1_LBClear_TempestHeart,766,1,,EquippableChest,,,Skin_Chest_Rank1_LBClear_TempestHeart,,false
Skin_Chest_LBScore_TempestHeart,767,1,,EquippableChest,,,Skin_Chest_LBScore_TempestHeart,,false
Skin_Chest_Rank1_LBScore_TempestHeart,768,1,,EquippableChest,,,Skin_Chest_Rank1_LBScore_TempestHeart,,false
Skin_Chest_LBClear_Starstone,769,1,,EquippableChest,,,Skin_Chest_LBClear_Starstone,,false
Skin_Chest_Rank1_LBClear_Starstone,770,1,,EquippableChest,,,Skin_Chest_Rank1_LBClear_Starstone,,false
