ConversationStateId,ConversationType,IsInitialState,DefaultDialogue,ForceConversationOpen,RequiredFaction,RequiredLevel,RequiredProgression,RequiredAchievement,RequiredActiveObjectiveId,RequiredActiveTaskId,Comments,LinearObjectiveId1,LinearObjectiveId2,LinearObjectiveId3,LinearObjectiveId4,LinearObjectiveId5,LinearObjectiveId6,LinearObjectiveId7,LinearObjectiveId8,LinearObjectiveId9,LinearObjectiveId10,TopicId1,TopicId2,TopicId3,TopicId4,TopicId5,TopicId6,TopicId7,TopicId8,TopicId9,TopicId10,ConversationService1,ConversationService2,ConversationService3
1679_02_Tomash_SM,Linear_Objective,false,@NPC_Default_Dialogue_1679_02_Tomash,,Syndicate,,,16_BrimstoneUnlock,,,post-unlock greet,,,,,,,,,,,,,,,,,,,,,,,
1679_00_Tomash_GC,Linear_Objective,true,@NPC_Default_Dialogue_1679_00_Tomash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679_01_Tomash_GC,Linear_Objective,false,@NPC_Default_Dialogue_1679_01_Tomash,,,60,,!16_BSMSQ_01,,,Brimstone Unlock - Covenant / No Faction,1679_0101_striderofthesands_GC,,,,,,,,,,,,,,,,,,,,,,
1679_01a_Tomash_GC,Linear_Objective,false,@NPC_Default_Dialogue_1679_00_Tomash,,Syndicate,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679_01b_Tomash_GC,Linear_Objective,false,@NPC_Default_Dialogue_1679_00_Tomash,,Marauder,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679_02_Tomash_GC,Linear_Objective,false,@NPC_Default_Dialogue_1679_02_Tomash,,,,,16_BrimstoneUnlock,,,post-unlock greet,,,,,,,,,,,,,,,,,,,,,,,
1679_00_Tomash_ER,Linear_Objective,true,@NPC_Default_Dialogue_1679_00_Tomash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679_01_Tomash_ER,Linear_Objective,false,@NPC_Default_Dialogue_1679_01_Tomash,,Marauder,60,,!16_BSMSQ_01,,,Brimstone Unlock - Marauder,1679_0101_striderofthesands_ER,,,,,,,,,,,,,,,,,,,,,,
1679_02_Tomash_ER,Linear_Objective,false,@NPC_Default_Dialogue_1679_02_Tomash,,Marauder,,,16_BrimstoneUnlock,,,post-unlock greet,,,,,,,,,,,,,,,,,,,,,,,
1680_00_Buhawi,Linear_Objective,true,@NPC_Default_Dialogue_1680_00_Buhawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680_01_Buhawi,Linear_Objective,false,@NPC_Default_Dialogue_1680_01_Buhawi,,,,,16_BrimstoneUnlock,,,Post-quest greet,,,,,,,,,,,,,,,,,,,,,,,
1680_02_Buhawi,Linear_Objective,false,@NPC_Default_Dialogue_1680_00_Buhawi,,,,,16_BrimstoneUnlock && 99_MSQ_54,,,Post-quest greet,,,,,,,,,,,,,,,,,,,,,,,
1681_00_Innkeep,Linear_Objective,true,@NPC_Default_Dialogue_1681_00_Innkeep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
1682_00_Innkeep,Linear_Objective,true,@NPC_Default_Dialogue_1682_00_Innkeep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inn,,
9902_00_BSMSQ_Adiana,Linear_Objective,true,@1624_0501_powerofthegods_Akhet_Adiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683_Zahur_00,Linear_Objective,true,@1683_Zahur_00_Greet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683_Zahur_01,Linear_Objective,false,@1683_Zahur_01_Greet,,,,,16_BrimstoneUnlock,,,,16_Side_25_CactusFlower,,,,,,,,,,,,,,,,,,,,,,
1683_Zahur_02,Linear_Objective,false,@1683_Zahur_02_Greet,,,,,16_Side_25,,,,,,,,,,,,,,,,,,,,,,,,,,
1684_Tahirah_00,Linear_Objective,true,@1684_Tahirah_00_Greet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684_Tahirah_01,Linear_Objective,false,@1684_Tahirah_01_Greet,,,,,16_BSMSQ_01,,,,16_Side_26_SandThing,,,,,,,,,,,,,,,,,,,,,,
1684_Tahirah_02,Linear_Objective,false,@1684_Tahirah_02_Greet,,,,,16_Side_26,,,,,,,,,,,,,,,,,,,,,,,,,,
1685_Acario_00,Linear_Objective,true,@1685_Acario_00_Greet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685_Acario_01,Linear_Objective,false,@1685_Acario_01_Greet,,,,,16_BSMSQ_02,,,,16_Side_27_Redeem19th,,,,,,,,,,,,,,,,,,,,,,
1685_Acario_02,Linear_Objective,false,@1685_Acario_02_Greet,,,,,16_Side_27,,,,,,,,,,,,,,,,,,,,,,,,,,
1686_Qabalah_00,Linear_Objective,true,@1686_Qabalah_00_Greet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686_Qabalah_01,Linear_Objective,false,@1686_Qabalah_01_Greet,,,,,16_BSMSQ_03,,,,16_Side_28_LightsOut,,,,,,,,,,,,,,,,,,,,,,
1686_Qabalah_02,Linear_Objective,false,@1686_Qabalah_02_Greet,,,,,16_Side_28,,,,,,,,,,,,,,,,,,,,,,,,,,
1687_Clarisse_00,Linear_Objective,true,@1687_Clarisse_00_Greet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687_Clarisse_01,Linear_Objective,false,@1687_Clarisse_01_Greet,,,,,16_BSMSQ_03,,,,16_Side_29_BathSalts,,,,,,,,,,,,,,,,,,,,,,
1687_Clarisse_02,Linear_Objective,false,@1687_Clarisse_02_Greet,,,,,16_Side_29,,,,,,,,,,,,,,,,,,,,,,,,,,
