Effect Name,Group,Priority Within Group,Max Number,Priority,Constants
wFX_Arcane_Range.Chain_Body,StatusEffects_Debuff,1,10,75,
wFX_Fire_Range.Chain_Body,StatusEffects_Debuff,1,10,75,
wFX_Ice_Range.Chain_Body,StatusEffects_Debuff,1,10,75,
wFX_Lightning_Range.Chain_Body,StatusEffects_Debuff,1,10,75,
wFX_Nature_Range.Chain_Body,StatusEffects_Debuff,1,10,75,
wFX_Void_Range.Chain_Body,StatusEffects_Debuff,1,10,75,
wFX_Rapier_Bleed.Flourish_BleedBurst,StatusEffects_Debuff,1,5,75,
wFX_Arcane_Melee.Spear.Idle_01,Weapon_Perks,2,6,29,
wFX_Arcane_Melee.Sword.Idle_01,Weapon_Perks,2,6,29,
wFX_Arcane_Melee.GreatAxe.Idle_01,Weapon_Perks,2,3,29,
wFX_Arcane_Melee.GreatAxe.Idle_02,Weapon_Perks,2,3,29,
wFX_Arcane_Melee.Rapier.Idle_01,Weapon_Perks,2,6,29,
wFX_Arcane_Melee.Warhammer.Idle_01,Weapon_Perks,2,6,29,
wFX_Arcane_Melee.Hatchet.Idle_01,Weapon_Perks,2,3,29,
wFX_Arcane_Melee.Hatchet.Idle_02,Weapon_Perks,2,3,29,
wFX_Arcane_Melee.Hatchet.Spin_01,Weapon_Perks,3,5,30,
wFX_Arcane_Melee.Hatchet.Spin_02,Weapon_Perks,3,5,30,
wFX_Arcane_Melee.Swipe_MD,Weapon_Perks,1,5,28,
wFX_Arcane_Melee.Stab_MD,Weapon_Perks,1,5,28,
wFX_Arcane_Range.Musket.Idle_01,Weapon_Perks,2,6,29,
wFX_Arcane_Range.Musket.MuzzleFlash,Weapon_Perks,1,5,28,
wFX_Blunderbuss_Base.Arcane_Idle,Weapon_Perks,2,6,29,
wFX_Arcane_Range.Bow.Idle_01,Weapon_Perks,2,3,29,
wFX_Arcane_Range.Bow.Tip_01,Weapon_Perks,3,6,30,
wFX_Fire_Melee.Spear.Idle_01,Weapon_Perks,2,6,29,
wFX_Fire_Melee.Sword.Idle_01,Weapon_Perks,2,6,29,
wFX_Fire_Melee.GreatAxe.Idle_01,Weapon_Perks,2,3,29,
wFX_Fire_Melee.GreatAxe.Idle_02,Weapon_Perks,2,3,29,
wFX_Fire_Melee.Rapier.Idle_01,Weapon_Perks,2,6,29,
wFX_Fire_Melee.Warhammer.Idle_01,Weapon_Perks,2,6,29,
wFX_Fire_Melee.Hatchet.Idle_01,Weapon_Perks,2,3,29,
wFX_Fire_Melee.Hatchet.Idle_02,Weapon_Perks,2,3,29,
wFX_Fire_Melee.Hatchet.Spin_01,Weapon_Perks,3,5,30,
wFX_Fire_Melee.Hatchet.Spin_02,Weapon_Perks,3,5,30,
wFX_Fire_Melee.Swipe_MD,Weapon_Perks,1,5,28,
wFX_Fire_Melee.Stab_MD,Weapon_Perks,1,5,28,
wFX_Fire_Range.Musket.Idle_01,Weapon_Perks,2,6,29,
wFX_Fire_Range.Musket.MuzzleFlash,Weapon_Perks,1,5,28,
wFX_Blunderbuss_Base.Fire_Idle,Weapon_Perks,2,6,29,
wFX_Fire_Range.Bow.Idle_01,Weapon_Perks,2,3,29,
wFX_Fire_Range.Bow.Tip_01,Weapon_Perks,3,6,30,
wFX_Ice_Melee.Spear.Idle_01,Weapon_Perks,2,6,29,
wFX_Ice_Melee.Sword.Idle_01,Weapon_Perks,2,6,29,
wFX_Ice_Melee.GreatAxe.Idle_01,Weapon_Perks,2,3,29,
wFX_Ice_Melee.GreatAxe.Idle_02,Weapon_Perks,2,3,29,
wFX_Ice_Melee.Rapier.Idle_01,Weapon_Perks,2,6,29,
wFX_Ice_Melee.Warhammer.Idle_01,Weapon_Perks,2,6,29,
wFX_Ice_Melee.Hatchet.Idle_01,Weapon_Perks,2,3,29,
wFX_Ice_Melee.Hatchet.Idle_02,Weapon_Perks,2,3,29,
wFX_Ice_Melee.Hatchet.Spin_01,Weapon_Perks,3,5,30,
wFX_Ice_Melee.Hatchet.Spin_02,Weapon_Perks,3,5,30,
wFX_Ice_Melee.Swipe_MD,Weapon_Perks,1,5,28,
wFX_Ice_Melee.Stab_MD,Weapon_Perks,1,5,28,
wFX_Ice_Range.Musket.Idle_01,Weapon_Perks,2,6,29,
wFX_Ice_Range.Musket.MuzzleFlash,Weapon_Perks,1,5,28,
wFX_Blunderbuss_Base.Ice_Idle,Weapon_Perks,2,6,29,
wFX_Ice_Range.Bow.Idle_01,Weapon_Perks,2,3,29,
wFX_Ice_Range.Bow.Tip_01,Weapon_Perks,3,6,30,
wFX_Lightning_Melee.Spear.Idle_01,Weapon_Perks,2,6,29,
wFX_Lightning_Melee.Sword.Idle_01,Weapon_Perks,2,6,29,
wFX_Lightning_Melee.GreatAxe.Idle_01,Weapon_Perks,2,3,29,
wFX_Lightning_Melee.GreatAxe.Idle_02,Weapon_Perks,2,3,29,
wFX_Lightning_Melee.Rapier.Idle_01,Weapon_Perks,2,6,29,
wFX_Lightning_Melee.Warhammer.Idle_01,Weapon_Perks,2,6,29,
wFX_Lightning_Melee.Hatchet.Idle_01,Weapon_Perks,2,3,29,
wFX_Lightning_Melee.Hatchet.Idle_02,Weapon_Perks,2,3,29,
wFX_Lightning_Melee.Hatchet.Spin_01,Weapon_Perks,3,5,30,
wFX_Lightning_Melee.Hatchet.Spin_02,Weapon_Perks,3,5,30,
wFX_Lightning_Melee.Swipe_MD,Weapon_Perks,1,5,28,
wFX_Lightning_Melee.Stab_MD,Weapon_Perks,1,5,28,
wFX_Lightning_Range.Musket.Idle_01,Weapon_Perks,2,6,29,
wFX_Lightning_Range.Musket.MuzzleFlash,Weapon_Perks,1,5,28,
wFX_Blunderbuss_Base.Lightning_Idle,Weapon_Perks,2,6,29,
wFX_Lightning_Range.Bow.Idle_01,Weapon_Perks,2,3,29,
wFX_Lightning_Range.Bow.Tip_01,Weapon_Perks,3,6,30,
wFX_Nature_Melee.Spear.Idle_01,Weapon_Perks,2,6,29,
wFX_Nature_Melee.Sword.Idle_01,Weapon_Perks,2,6,29,
wFX_Nature_Melee.GreatAxe.Idle_01,Weapon_Perks,2,3,29,
wFX_Nature_Melee.GreatAxe.Idle_02,Weapon_Perks,2,3,29,
wFX_Nature_Melee.Rapier.Idle_01,Weapon_Perks,2,6,29,
wFX_Nature_Melee.Warhammer.Idle_01,Weapon_Perks,2,6,29,
wFX_Nature_Melee.Hatchet.Idle_01,Weapon_Perks,2,3,29,
wFX_Nature_Melee.Hatchet.Idle_02,Weapon_Perks,2,3,29,
wFX_Nature_Melee.Hatchet.Spin_01,Weapon_Perks,3,5,30,
wFX_Nature_Melee.Hatchet.Spin_02,Weapon_Perks,3,5,30,
wFX_Nature_Melee.Swipe_MD,Weapon_Perks,1,5,28,
wFX_Nature_Melee.Stab_MD,Weapon_Perks,1,5,28,
wFX_Nature_Range.Musket.Idle_01,Weapon_Perks,2,6,29,
wFX_Nature_Range.Musket.MuzzleFlash,Weapon_Perks,1,5,28,
wFX_Blunderbuss_Base.Nature_Idle,Weapon_Perks,2,6,29,
wFX_Nature_Range.Bow.Idle_01,Weapon_Perks,2,3,29,
wFX_Nature_Range.Bow.Tip_01,Weapon_Perks,3,6,30,
wFX_Void_Melee.Spear.Idle_01,Weapon_Perks,2,6,29,
wFX_Void_Melee.Sword.Idle_01,Weapon_Perks,2,6,29,
wFX_Void_Melee.GreatAxe.Idle_01,Weapon_Perks,2,3,29,
wFX_Void_Melee.GreatAxe.Idle_02,Weapon_Perks,2,3,29,
wFX_Void_Melee.Rapier.Idle_01,Weapon_Perks,2,6,29,
wFX_Void_Melee.Warhammer.Idle_01,Weapon_Perks,2,6,29,
wFX_Void_Melee.Hatchet.Idle_01,Weapon_Perks,2,3,29,
wFX_Void_Melee.Hatchet.Idle_02,Weapon_Perks,2,3,29,
wFX_Void_Melee.Hatchet.Spin_01,Weapon_Perks,3,5,30,
wFX_Void_Melee.Hatchet.Spin_02,Weapon_Perks,3,5,30,
wFX_Void_Melee.Swipe_MD,Weapon_Perks,1,5,28,
wFX_Void_Melee.Stab_MD,Weapon_Perks,1,5,28,
wFX_Void_Range.Musket.Idle_01,Weapon_Perks,2,6,29,
wFX_Void_Range.Musket.MuzzleFlash,Weapon_Perks,1,5,28,
wfx_GreatSword.Gems.Fire.Default.Weapon_idle,Weapon_Perks,2,3,29,
wfx_GreatSword.Gems.Ice.Default.Weapon_idle,Weapon_Perks,2,3,29,
wfx_GreatSword.Gems.Lightning.Default.Weapon_idle,Weapon_Perks,2,3,29,
wfx_GreatSword.Gems.Magic.Default.Weapon_idle,Weapon_Perks,2,3,29,
wfx_GreatSword.Gems.Nature.Default.Weapon_idle,Weapon_Perks,2,3,29,
wfx_GreatSword.Gems.Void.Default.Weapon_idle,Weapon_Perks,2,3,29,
wFX_Blunderbuss_Base.Void_Idle,Weapon_Perks,2,6,29,
wFX_Void_Range.Bow.Idle_01,Weapon_Perks,2,3,29,
wFX_Void_Range.Bow.Tip_01,Weapon_Perks,3,6,30,
cFX_Loot.Loot_Sparkles_small,Loot,2,5,67,
cFX_Loot.Loot_Sparkles_green,Loot,2,5,67,
cFX_Loot.Loot_Sparkles_blue,Loot,2,5,67,
cFX_Loot.Loot_Sparkles_purple,Loot,2,5,67,
cFX_Loot.Loot_Sparkles_orange,Loot,2,5,67,
cFX_Loot.Chest_Big_Celebration01,Loot,3,5,68,
cFX_Loot.Chest_Small_Celebration01,Loot,3,5,68,
cFX_Loot.Chest_Medium_Celebration01,Loot,3,5,68,
cFX_Loot.Chest_Big_Celebration02,Loot,3,5,68,
cFX_Loot.Settlement_Small_Celebration01,Loot,3,5,68,
cFX_Loot.Settlement_Medium_Celebration01,Loot,3,5,68,
cFX_Loot.Settlement_Medium_Celebration02,Loot,3,5,68,
cFX_Loot.Loot_Quest_Small,Loot,5,40,70,
cFX_Loot.Loot_Quest_Small_Depleted,Loot,1,5,66,
cFX_Loot.Loot_Quest_Medium,Loot,5,40,70,
cFX_Loot.Loot_Quest_Medium_Depleted,Loot,1,5,66,
Bld_Global_Ambience.Tower_Beams_01,Shrine_Beams,1,10,65,
Bld_Global_Ambience.Tower_Beams,Shrine_Beams,1,10,65,
Bld_Global_Ambience.Tower_Beams_white,Shrine_Beams,1,10,65,
Siege.AOE.Fire_AOE,WarWeapon_AOE,5,3,100,
Siege_Horn.Shockwave,WarWeapon_AOE,3,2,98,
Siege_Ballista.Shoot.Projectile,WarWeapon_Projectile,2,5,86,
Siege_FireDropper.Lava_pour01,WarWeapon_Projectile,3,2,87,
Siege_RepeaterTurret.Overheat_01,WarWeapon_Projectile,1,3,85,
Siege_RepeaterTurret.Trail,WarWeapon_Projectile,3,10,87,
Siege_Cannon.Shoot.Projectile,WarWeapon_Projectile,3,5,87,
Siege_BombTurret.Trail_01,WarWeapon_Projectile,3,5,87,
Destruction_Siege.Dmg_State_01,WarWeapon_DES,1,5,49,
Destruction_Siege.Dmg_Smoke_01,WarWeapon_DES,2,5,50,
Destruction_Siege.Dmg_Smoke_02,WarWeapon_DES,2,5,50,
Destruction_Siege.Dmg_Smoke_03,WarWeapon_DES,2,5,50,
Destruction_Siege.Dmg_Fire_01,WarWeapon_DES,7,20,55,
Destruction_Siege.Tur_Generic_DES,WarWeapon_DES,10,10,58,
Destruction_Siege.Dmg_Hit_01,WarWeapon_DES,6,10,54,
Siege_BombTurret.Impact,WarWeapon_DES,5,10,53,
Siege_Horn.Ready,WarWeapon_Additive,2,3,7,
Siege_Cannon.Shoot.MuzzleFlash_PVP,WarWeapon_Additive,3,5,8,
Siege_Cannon.Shoot.MuzzleFlash_01,WarWeapon_Additive,3,5,8,
Siege_RepeaterTurret.MuzzleFlash,WarWeapon_Additive,3,10,8,
Siege.AOE.Impact_01,WarWeapon_Additive,5,5,10,
Siege.AOE.Fire_01,WarWeapon_Additive,10,3,15,
Siege.AOE.Fire_Distortion_01,WarWeapon_Additive,1,1,6,
Siege.AOE.Fire_remains_01,WarWeapon_Additive,1,1,6,
Siege_FireDropper.Lava_ready01,WarWeapon_Additive,2,10,7,
Siege_Ballista.Shoot.MuzzleFlash_01,WarWeapon_Additive,3,10,8,
cFX_Fishing.Line_1,Fishing,5,10,40,
cFX_Fishing.Line_2,Fishing,5,10,40,
cFX_Fishing.Fail,Fishing,2,3,37,
cFX_Fishing.Splash_01,Fishing,3,5,38,
cFX_Fishing.Idle_01,Fishing,2,3,37,
cFX_Fishing.Nibble,Fishing,1,3,36,
cFX_Fishing.Bite,Fishing,4,5,39,
cFX_Fishing.HotSpot_1_On,Fishing,3,10,38,
cFX_Fishing.HotSpot_1_Off,Fishing,3,10,38,
cFX_Fishing.Fighting,Fishing,4,5,39,
cFX_Fishing.Tired,Fishing,2,3,37,
cFX_npc_CorruptedNaga.CorruptedFlame_Start,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.CorruptedFlame_Tell_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.CorruptedCore_Tell_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Volley_Arrow_Tell_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Explosive_Arrow_Tell_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Slam_Tail_Swipe_01,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Fire_Bow_Muzzle_01,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Corrupted_Shot_Hand_Tell_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Corrupted_Shot_Bow_Tell_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Corrupted_Shot_Hand_Tell_02,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Corrupted_Shot_Muzzle_01,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Corrupted_Flame_Tell_Xformlight_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Corrupted_Flame_Tell_Body_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Corrupted_Flame_Tell_Impact_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Corrupted_Flame_Tell_Hand_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Corrupted_Core_Tell_Hand_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Corrupted_Core_Tell_Hand_02,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Translation_Burrow_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.Corrupted_Core_Death_01,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Corrupted_Portal_01,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Corrupted_Intro_Body_01,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Corrupted_Portal_Death_01,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Death_Hand_01,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Death_Body_01,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Corrupted_Portal_Transistion,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Corrupted_Portal_End_Transition,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Corupted_Portal_End_Body_01,PlayerWeapon_Tells,2,8,22,
cFX_npc_CorruptedNaga.Volley_Tell_01,PlayerWeapon_Tells,1,8,21,
cFX_npc_CorruptedNaga.CorruptedFlame_Blast_01,PlayerWeapon_AOE,1,8,101,
cFX_npc_CorruptedNaga.CorruptedFlame_Idle_01,PlayerWeapon_AOE,2,8,102,
cFX_npc_CorruptedNaga.CorruptedCore_Explosion_01,PlayerWeapon_AOE,1,8,101,
cFX_npc_CorruptedNaga.CorruptedCore_Spawn_01,PlayerWeapon_AOE,2,8,102,
cFX_npc_CorruptedNaga.CorruptionShot_Push_01,PlayerWeapon_AOE,1,8,101,
cFX_npc_CorruptedNaga.Volley_Arrow_Impact_01,PlayerWeapon_AOE,1,8,101,
cFX_npc_CorruptedNaga.Explosive_Arrow_Blast_01,PlayerWeapon_AOE,1,8,101,
cFX_npc_CorruptedNaga.Slam_Tail_Groundimpact_01,PlayerWeapon_AOE,1,8,101,
cFX_npc_CorruptedNaga.CorruptedFlame_Spell_01,PlayerWeapon_AOE,1,8,101,
cFX_npc_CorruptedNaga.CorruptedFlame_Spell_Explosion,PlayerWeapon_AOE,1,8,101,
wfxo_LifeStaff.DivineEmbrace.wep.hld,PlayerWeapon_Abilities,5,5,45,
wfxo_LifeStaff.DivineEmbrace.wep.out,PlayerWeapon_Abilities,5,5,45,
wfxo_LifeStaff.DivineEmbrace.aoe.hld,PlayerWeapon_AOE,5,10,105,
wfxo_LifeStaff.LightsEmbrace.wep.out,PlayerWeapon_Abilities,5,5,45,
wfxo_LifeStaff.LightsEmbrace.wep.in,PlayerWeapon_Abilities,5,5,45,
wfxo_LifeStaff.LightsEmbrace.aoe.out,PlayerWeapon_AOE,5,10,105,
wfxo_LifeStaff.OrbofProtection.proj.hld,PlayerWeapon_Projectile,7,10,94,
wfxo_LifeStaff.OrbofProtection.wep.out,PlayerWeapon_Abilities,5,5,45,
wfxo_LifeStaff.OrbofProtection.wep.intro,PlayerWeapon_Abilities,5,5,45,
wfxo_LifeStaff.OrbofProtection.aoe.hld,PlayerWeapon_AOE,5,10,105,
wfxo_LifeStaff.OrbofProtection.impact.out,PlayerWeapon_AOE,5,10,105,
wfxo_LifeStaff.SplashofLight.wep.out,PlayerWeapon_Abilities,5,5,45,
wfxo_LifeStaff.SplashofLight.wep.in,PlayerWeapon_Abilities,5,5,45,
wfxo_LifeStaff.Beacon.proj.hld,PlayerWeapon_Projectile,7,10,94,
wfxo_LifeStaff.Beacon.aoe.hld,PlayerWeapon_AOE,5,10,105,
wfxo_LifeStaff.SacredGround.aoe.intro,PlayerWeapon_AOE,5,10,105,
wfxo_LifeStaff.SacredGround.aoe.hld,PlayerWeapon_AOE,5,10,105,
wfxo_LifeStaff.shared.light_proj,PlayerWeapon_Projectile,7,10,94,
wfxo_LifeStaff.shared.idle,Weapon_Perks,1,5,28,
wfxo_LifeStaff.shared.proj_impact,Impact_Chr,1,3,71,
wfxo_LifeStaff.shared.proj_impact_02,Impact_Chr,1,3,71,
wfxo_GreatAxe.Charge.wep.glow,PlayerWeapon_Tells,5,5,25,
wfxo_GreatAxe.Charge.wep.glow_sparks,PlayerWeapon_Abilities,5,5,45,
wfxo_GreatAxe.Charge.wep.swipe_sparks,PlayerWeapon_Abilities,5,5,45,
wfxo_GreatAxe.Reap.player.Pull_5m,PlayerWeapon_Abilities,5,5,45,
wfxo_GreatAxe.Reap.player.Pull_8m,PlayerWeapon_Abilities,5,5,45,
wfxo_GreatAxe.Reap.player.Hook,PlayerWeapon_Additive,1,10,16,
wfxo_GreatAxe.Reap.player.Decal_Ground,PlayerWeapon_Additive,1,10,16,
wfxo_GreatAxe.Reap.wep.Glow,PlayerWeapon_Tells,1,10,21,
wfxo_GreatAxe.Excecute.wep.tell,PlayerWeapon_Tells,1,5,21,
wfxo_GreatAxe.Excecute.wep.glow,PlayerWeapon_Tells,1,5,21,
wfxo_GreatAxe.Excecute.impact.out,PlayerWeapon_Tells,1,5,21,
wfxo_GreatAxe.Whirlwind.wep.sparks,PlayerWeapon_Abilities,5,5,45,
wfxo_GreatAxe.Whirlwind.wep.tell,PlayerWeapon_Tells,5,5,25,
wfxo_GreatAxe.Maelstrom.player.tell,PlayerWeapon_Tells,5,5,25,
wfxo_GreatAxe.Maelstrom.player.swipe_Dmg,PlayerWeapon_Abilities,5,5,45,
wfxo_GreatAxe.Maelstrom.player.swipe_Reach,PlayerWeapon_Abilities,5,5,45,
wfxo_GreatAxe.GravityWell.wep.glow,PlayerWeapon_Tells,5,5,25,
wfxo_GreatAxe.GravityWell.proj.hld,PlayerWeapon_Projectile,5,5,92,
wfxo_GreatAxe.GravityWell.impact.out,PlayerWeapon_Abilities,5,5,45,
wfxo_GreatAxe.GravityWell.aoe.hld,PlayerWeapon_AOE,5,10,105,
wfxo_GreatAxe.GravityWell.aoe.hld_upgrade,PlayerWeapon_AOE,5,10,105,
wfxo_GreatAxe.GravityWell.aoe.out,PlayerWeapon_AOE,5,10,105,
wfxo_GreatAxe.shared.swipe,PlayerWeapon_Abilities,5,5,45,
wfxo_GreatAxe.shared.swipe_02,PlayerWeapon_Abilities,5,5,45,
wfxo_GreatAxe.shared.swipe_03,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGuant_Builder.IceShower_Casting,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGuant_Builder.IceShower_AOE,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGuant_Builder.IcePylon_Hands,PlayerWeapon_Additive,5,5,20,
wfxo_IceGuant_Builder.IcePylon_Hands_Energy,PlayerWeapon_Additive,5,5,20,
wfxo_IceGuant_Builder.IcePylon_Idle_Main,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGuant_Builder.IcePylon_Idle_Top,PlayerWeapon_Additive,5,5,20,
wfxo_IceGuant_Builder.IcePylon_ChargeSrt,PlayerWeapon_Additive,5,5,20,
wfxo_IceGuant_Builder.IcePylon_ChargeIdle,PlayerWeapon_Additive,5,5,20,
wfxo_IceGuant_Builder.IcePylon_Death,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGuant_Builder.IcePylon_Ult_AOE,PlayerWeapon_AOE,5,10,105,
wfxo_IceGuant_Builder.IcePylon_Burst,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGuant_Builder.Entombed_Srt,PlayerWeapon_Additive,5,5,20,
wfxo_IceGuant_Builder.Entombed_Hld,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGuant_Builder.Entombed_Stop,PlayerWeapon_Additive,5,5,20,
wfxo_IceGuant_Builder.Entombed_Breakout,PlayerWeapon_Additive,5,5,20,
wfxo_IceGuant_Builder.Entombed_Dmg,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.IceSpike_Cast,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.IceSpike_sm,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.IceSpike_lg,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.IceSpikeOnly_lg,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.IceSpikeOnly_sm,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.Blizzard_Aim,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.Blizzard_Casting,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.Blizzard_Cast,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.Blizzard_AOE,PlayerWeapon_AOE,5,10,105,
wfxo_IceGaunt_Tempest.WindChill_Srt,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.WindChill_End,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.WindChill_Muzzle,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.WindChill_Muzzle_Hand,PlayerWeapon_Abilities,5,5,45,
wfxo_IceGaunt_Tempest.WindChill,PlayerWeapon_Abilities,5,5,45,
wfxo_Firestaff.Burnout.player.Root,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Burnout.wep.Fire_Trail,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Burnout.wep.Charge,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Pillar_of_Flame.wep.Burst,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Pillar_of_Flame.wep.Loop,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Pillar_of_Flame.aoe.root,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Fireball.wep.0_Charge,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Fireball.wep.0_Burst,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Fireball.aoe.root,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Meteor_Storm.aoe.Root,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Flame_Thrower.wep.Flames_Normal,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Flame_Thrower.wep.Flames_Upgraded,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Incinerate.player.Root,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Incinerate.wep.Burst,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Incinerate.wep.Charge,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.shared.Explosion_Passive,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.shared.Trial_By_Fire,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.shared.Staff_Burning_Idle,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Heavy_Attack.aoe.root,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Light_Attack.proj.0_Trail,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Light_Attack.proj.Root,PlayerWeapon_AOE,5,10,105,
wfxo_Firestaff.Light_Attack.aoe.Root,PlayerWeapon_AOE,5,10,105,
