WeaponAppearanceID,Name,Description,ItemClass,Art ID Names,Weapon Material name Info,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,MaskRColor,MaskROverride,MaskR,MaskGColor,MaskGOverride,MaskG,MaskBColor,MaskBOverride,MaskB,MaskASpecColor,MaskASpec,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,SoundTableID,IconCaptureGroup,IconPath,HiResIconPath
URBassEtherealT3,,,,BassT3,Ethereal,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_UprightBass,Bass,,
URBassEtherealT4,,,,BassT4,Ethereal,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_UprightBass,Bass,,
URBassEtherealT5,,,,BassT5,Ethereal,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_UprightBass,Bass,,
URBassAbyssalT3,,,,BassT3,Abyssal,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_UprightBass,Bass,,
URBassAbyssalT4,,,,BassT4,Abyssal,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_UprightBass,Bass,,
URBassAbyssalT5,,,,BassT5,Abyssal,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_UprightBass,Bass,,
URBassMarauderT3,,,,BassT3,Marauder,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_UprightBass,Bass,,
URBassMarauderT4,,,,BassT4,Marauder,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_UprightBass,Bass,,
URBassMarauderT5,,,,BassT4,Marauder,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_UprightBass,Bass,,
URBassSyndicateT3,,,,BassT3,Syndicate,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_UprightBass,Bass,,
URBassSyndicateT4,,,,BassT4,Syndicate,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_UprightBass,Bass,,
URBassSyndicateT5,,,,BassT5,Syndicate,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_UprightBass,Bass,,
URBassCovenantT3,,,,BassT3,Covenant,Objects/Instruments/URBasses/URBassT3/musi_urba_urbassT3.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_UprightBass,Bass,,
URBassCovenantT4,,,,BassT4,Covenant,Objects/Instruments/URBasses/URBassT4/musi_urba_urbassT4.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_UprightBass,Bass,,
URBassCovenantT5,,,,BassT5,Covenant,Objects/Instruments/URBasses/URBassT5/musi_urba_urbassT5.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_UprightBass,Bass,,
AzothFluteT1,,,,FluteT1,Stone / Wood,Objects/Instruments/AzothFlutes/AzothFluteT1/musi_azfl_azothfluteT1.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,,
AzothFluteT2,@AzothFluteT2_TransmogName,,EquippableTool+InstrumentFlute,FluteT2,Iron,Objects/Instruments/AzothFlutes/AzothFluteT2/musi_azfl_azothfluteT2.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,lyshineui/images/icons/items/MusicalActions/AzothFluteT2.png,lyshineui/images/icons/items_hires/AzothFluteT2.png
AzothFluteT3,@AzothFluteT3_TransmogName,,EquippableTool+InstrumentFlute,FluteT3,Steel,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,lyshineui/images/icons/items/MusicalActions/AzothFluteT3.png,lyshineui/images/icons/items_hires/AzothFluteT3.png
AzothFluteT4,@AzothFluteT4_TransmogName,,EquippableTool+InstrumentFlute,FluteT4,Starmetal,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,lyshineui/images/icons/items/MusicalActions/AzothFluteT4.png,lyshineui/images/icons/items_hires/AzothFluteT4.png
AzothFluteT5,@AzothFluteT5_TransmogName,,EquippableTool+InstrumentFlute,FluteT5,Orichalcum,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,lyshineui/images/icons/items/MusicalActions/AzothFluteT5.png,lyshineui/images/icons/items_hires/AzothFluteT5.png
AzothFluteAngryEarthT1,,,,FluteT1,AngryEarth,Objects/Instruments/AzothFlutes/AzothFluteT1/musi_azfl_azothfluteT1.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_Flute,Flute,,
AzothFluteAngryEarthT2,,,,FluteT2,AngryEarth,Objects/Instruments/AzothFlutes/AzothFluteT2/musi_azfl_azothfluteT2.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_Flute,Flute,,
AzothFluteAngryEarthT3,,,,FluteT3,AngryEarth,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_Flute,Flute,,
AzothFluteAngryEarthT4,,,,FluteT4,AngryEarth,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_Flute,Flute,,
AzothFluteAngryEarthT5,,,,FluteT5,AngryEarth,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_Flute,Flute,,
AzothFluteCorruptedT1,,,,FluteT1,Corrupted,Objects/Instruments/AzothFlutes/AzothFluteT1/musi_azfl_azothfluteT1.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_Flute,Flute,,
AzothFluteCorruptedT2,,,,FluteT2,Corrupted,Objects/Instruments/AzothFlutes/AzothFluteT2/musi_azfl_azothfluteT2.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_Flute,Flute,,
AzothFluteCorruptedT3,,,,FluteT3,Corrupted,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_Flute,Flute,,
AzothFluteCorruptedT4,,,,FluteT4,Corrupted,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_Flute,Flute,,
AzothFluteCorruptedT5,,,,FluteT5,Corrupted,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_Flute,Flute,,
AzothFluteLostT1,,,,FluteT1,Lost,Objects/Instruments/AzothFlutes/AzothFluteT1/musi_azfl_azothfluteT1.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteLostT2,,,,FluteT2,Lost,Objects/Instruments/AzothFlutes/AzothFluteT2/musi_azfl_azothfluteT2.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteLostT3,,,,FluteT3,Lost,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteLostT4,,,,FluteT4,Lost,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteLostT5,,,,FluteT5,Lost,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteAncientT1,,,,FluteT1,Ancient,Objects/Instruments/AzothFlutes/AzothFluteT1/musi_azfl_azothfluteT1.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteAncientT2,,,,FluteT2,Ancient,Objects/Instruments/AzothFlutes/AzothFluteT2/musi_azfl_azothfluteT2.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteAncientT3,,,,FluteT3,Ancient,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteAncientT4,,,,FluteT4,Ancient,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteAncientT5,,,,FluteT5,Ancient,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteFaeT3,,,,FluteT3,Fae,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_Flute,Flute,,
AzothFluteFaeT4,,,,FluteT4,Fae,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_Flute,Flute,,
AzothFluteFaeT5,,,,FluteT5,Fae,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_Flute,Flute,,
AzothFluteGlassT3,,,,FluteT3,Glass,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,,
AzothFluteGlassT4,,,,FluteT4,Glass,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,,
AzothFluteGlassT5,,,,FluteT5,Glass,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,,
AzothFluteElegantT3,,,,FluteT3,Elegant,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_Flute,Flute,,
AzothFluteElegantT4,,,,FluteT4,Elegant,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_Flute,Flute,,
AzothFluteElegantT5,,,,FluteT5,Elegant,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_Flute,Flute,,
AzothFluteViciousT3,,,,FluteT3,Vicious,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_Flute,Flute,,
AzothFluteViciousT4,,,,FluteT4,Vicious,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_Flute,Flute,,
AzothFluteViciousT5,,,,FluteT5,Vicious,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_Flute,Flute,,
AzothFluteVinespunT3,,,,FluteT3,Vinespun,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_Flute,Flute,,
AzothFluteVinespunT4,,,,FluteT4,Vinespun,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_Flute,Flute,,
AzothFluteVinespunT5,,,,FluteT5,Vinespun,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_Flute,Flute,,
AzothFluteVoidbentT3,,,,FluteT3,Voidbent,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteVoidbentT4,,,,FluteT4,Voidbent,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteVoidbentT5,,,,FluteT5,Voidbent,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_Flute,Flute,,
AzothFluteWaveborneT3,,,,FluteT3,Waveborne,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_Flute,Flute,,
AzothFluteWaveborneT4,,,,FluteT4,Waveborne,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_Flute,Flute,,
AzothFluteWaveborneT5,,,,FluteT5,Waveborne,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_Flute,Flute,,
AzothFluteImmolatedT3,,,,FluteT3,Immolated,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_Flute,Flute,,
AzothFluteImmolatedT4,,,,FluteT4,Immolated,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_Flute,Flute,,
AzothFluteImmolatedT5,,,,FluteT5,Immolated,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_Flute,Flute,,
AzothFluteEtherealT3,,,,FluteT3,Ethereal,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_Flute,Flute,,
AzothFluteEtherealT4,,,,FluteT4,Ethereal,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_Flute,Flute,,
AzothFluteEtherealT5,,,,FluteT5,Ethereal,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_Flute,Flute,,
AzothFluteAbyssalT3,,,,FluteT3,Abyssal,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_Flute,Flute,,
AzothFluteAbyssalT4,,,,FluteT4,Abyssal,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_Flute,Flute,,
AzothFluteAbyssalT5,,,,FluteT5,Abyssal,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_Flute,Flute,,
AzothFluteMarauderT3,,,,FluteT3,Marauder,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_Flute,Flute,,
AzothFluteMarauderT4,,,,FluteT4,Marauder,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_Flute,Flute,,
AzothFluteMarauderT5,,,,FluteT4,Marauder,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_Flute,Flute,,
AzothFluteSyndicateT3,,,,FluteT3,Syndicate,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_Flute,Flute,,
AzothFluteSyndicateT4,,,,FluteT4,Syndicate,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_Flute,Flute,,
AzothFluteSyndicateT5,,,,FluteT5,Syndicate,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_Flute,Flute,,
AzothFluteCovenantT3,,,,FluteT3,Covenant,Objects/Instruments/AzothFlutes/AzothFluteT3/musi_azfl_azothfluteT3.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_Flute,Flute,,
AzothFluteCovenantT4,,,,FluteT4,Covenant,Objects/Instruments/AzothFlutes/AzothFluteT4/musi_azfl_azothfluteT4.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_Flute,Flute,,
AzothFluteCovenantT5,,,,FluteT5,Covenant,Objects/Instruments/AzothFlutes/AzothFluteT5/musi_azfl_azothfluteT5.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_Flute,Flute,,
DrumT1,,,,DrumsT1,Stone / Wood,Objects/Instruments/Drums/DrumsT1/musi_Drum_DrumT1.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,,,
DrumT2,@DrumT2_TransmogName,,EquippableTool+InstrumentDrums,DrumsT2,Iron,Objects/Instruments/Drums/DrumsT2/musi_Drum_DrumT2.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,lyshineui/images/icons/items/MusicalActions/DrumT2.png,lyshineui/images/icons/items_hires/DrumT2.png
DrumT3,@DrumT3_TransmogName,,EquippableTool+InstrumentDrums,DrumsT3,Steel,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,lyshineui/images/icons/items/MusicalActions/DrumT3.png,lyshineui/images/icons/items_hires/DrumT3.png
DrumT4,@DrumT4_TransmogName,,EquippableTool+InstrumentDrums,DrumsT4,Starmetal,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,lyshineui/images/icons/items/MusicalActions/DrumT4.png,lyshineui/images/icons/items_hires/DrumT4.png
DrumT5,@DrumT5_TransmogName,,EquippableTool+InstrumentDrums,DrumsT5,Orichalcum,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,lyshineui/images/icons/items/MusicalActions/DrumT5.png,lyshineui/images/icons/items_hires/DrumT5.png
DrumsAngryEarthT1,,,,DrumsT1,AngryEarth,Objects/Instruments/Drums/DrumsT1/musi_Drum_DrumT1.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_Drums,Drum,,
