WeaponAppearanceID,Name,Description,ItemClass,Art ID Names,Weapon Material name Info,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,MaskRColor,MaskROverride,MaskR,MaskGColor,MaskGOverride,MaskG,MaskBColor,MaskBOverride,MaskB,MaskASpecColor,MaskASpec,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,Appearance,FemaleAppearance,MountAttachmentAppearanceId,RDyeSlotDisabled,GDyeSlotDisabled,BDyeSlotDisabled,ADyeSlotDisabled,IconPath,HiResIconPath,IconCaptureGroup
2hMusketDrownedWaveborneT2,@2hMusketDrownedWaveborneT2_TransmogName,,Weapon+EquippableTwoHand+Musket+Ranged,MusketDrowned,Drowned,objects/weapons/Ranged/Rifles/musketT2/wep_ran2h_musketT2_lookBase.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,,,,0,1,1,1,lyshineui/images/icons/items/Weapon/2hMusketDrownedWaveborneT2.png,lyshineui/images/icons/items_hires/2hMusketDrownedWaveborneT2.png,Musket
1hRapierDrownedWaveborneT2,@1hRapierDrownedWaveborneT2_TransmogName,,Weapon+EquippableMainHand+Rapier+Melee,RapierDrowned,Drowned,objects/weapons/Melee/Swords/1h/rapierT3/wep_me1h_rapierT3_lookBase.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,,,,0,1,0,0,lyshineui/images/icons/items/Weapon/1hRapierDrownedWaveborneT2.png,lyshineui/images/icons/items_hires/1hRapierDrownedWaveborneT2.png,Rapier
1hRoundShieldDrownedWaveborneT2,@1hRoundShieldDrownedWaveborneT2_TransmogName,,Weapon+EquippableOffHand+Shield+RoundShield,RoundShieldDrowned,Drowned,objects/weapons/Shields/shieldRoundVariant1/wep_shld_shieldroundvariant1_looklost.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,,,,,,,,lyshineui/images/icons/items/Weapon/1hRoundShieldDrownedWaveborneT2.png,lyshineui/images/icons/items_hires/1hRoundShieldDrownedWaveborneT2.png,RoundShield
2hSpearDrownedWaveborneT2,@2hSpearDrownedWaveborneT2_TransmogName,,Weapon+EquippableTwoHand+Spear+Melee,SpearDrowned,Drowned,objects/weapons/Melee/Spears/2h/spearVariant2/wep_mel2h_spearvariant2_lookLost.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,,,,,,,,lyshineui/images/icons/items/Weapon/2hSpearDrownedWaveborneT2.png,lyshineui/images/icons/items_hires/2hSpearDrownedWaveborneT2.png,Spear
1hHatchetDrownedWaveborneT2,@1hHatchetDrownedWaveborneT2_TransmogName,,Weapon+EquippableMainHand+Hatchet+Melee,HatchetDrowned,Drowned,objects/weapons/Melee/Axes/1h/throwingAxeVariant2/wep_axe1h_throwingaxevariant2_lookcorruptioncommon.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,,,,,,,,lyshineui/images/icons/items/Weapon/1hHatchetDrownedWaveborneT2.png,lyshineui/images/icons/items_hires/1hHatchetDrownedWaveborneT2.png,ThrowingAxe
2hWarhammerDrownedWaveborneT2,@2hWarhammerDrownedWaveborneT2_TransmogName,,Weapon+EquippableTwoHand+2HHammer+Melee,WarhammerDrowned,Drowned,objects/weapons/Melee/Hammers/2h/warhammerLost1/wep_ham2h_warhammerLost1.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,,,,,,,,lyshineui/images/icons/items/Weapon/2hWarhammerDrownedWaveborneT2.png,lyshineui/images/icons/items_hires/2hWarhammerDrownedWaveborneT2.png,WarHammer
2hLifeStaffDrownedWaveborneT2,@2hLifeStaffDrownedWaveborneT2_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,LifeStaffDrowned,Drowned,objects/weapons/melee/staffs/2h/stafflifet5/wep_mel2h_stafflifet5_lookbase.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hLifeStaffDrownedWaveborneT2.png,lyshineui/images/icons/items_hires/2hLifeStaffDrownedWaveborneT2.png,StaffLife
2hicegauntletDrownedWaveborneT2,@2hicegauntletDrownedWaveborneT2_TransmogName,,Weapon+EquippableMainHand+IceMagic+Magic,IceGauntletDrowned,Drowned,objects/weapons/magic/gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntlett2.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,Elemental_Gauntlet_Waveborne_T2_Ice,F_Elemental_Gauntlet_Waveborne_T2_Ice,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hicegauntletDrownedWaveborneT2.png,lyshineui/images/icons/items_hires/2hicegauntletDrownedWaveborneT2.png,Gauntlet
2hBlunderbussDrownedWaveborneT2,@2hBlunderbussDrownedWaveborneT2_TransmogName,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,BlunderbussDrowned,Drowned,objects/weapons/Ranged/Blunderbuss/2h/blunderbussVT3/wep_ran_bus_2h_blunderbussVT3.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hBlunderbussDrownedWaveborneT2.png,lyshineui/images/icons/items_hires/2hBlunderbussDrownedWaveborneT2.png,Blunderbuss
2hGreatswordDrownedWaveborneT2,@2hGreatswordDrownedWaveborneT2_TransmogName,,Weapon+EquippableTwoHand+GreatSword+Melee,GreatswordDrowned,Drowned,objects/weapons/Melee/Swords/2h/greatswordt2/wep_mel_swrd_2h_greatswordT2.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,,,,,,,,lyshineui/images/icons/items/Weapon/2hGreatswordDrownedWaveborneT2.png,lyshineui/images/icons/items_hires/2hGreatswordDrownedWaveborneT2.png,GreatSword
Guardian (Old) - UNUSED,,,,,voidbent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2hBowDynasty_VR,@2hBowDynasty_VR_TransmogName,@2hBowDungeon5T4_Description,Weapon+EquippableTwoHand+Bow+Ranged,bowDynasty,DynastyVariantR,objects/weapons/Ranged/Bows/bowDynasty/wep_ran2h_bowDynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/2hBowDynasty_VR.png,lyshineui/images/icons/items_hires/2hBowDynasty_VR.png,Bow
2hGreatAxeDynasty_VR,@2hGreatAxeDynasty_VR_TransmogName,@2hGreataxeDungeon5T4_Description,Weapon+EquippableTwoHand+2HAxe+Melee,greataxeDynasty,DynastyVariantR,objects/weapons/Melee/Axes/2h/greatAxeChinese/wep_axe2h_greatAxeChinese_lookBase_MV1.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hGreatAxeDynasty_VR.png,lyshineui/images/icons/items_hires/2hGreatAxeDynasty_VR.png,GreatAxe
1hShieldKiteDynasty_VR,@1hShieldKiteDynasty_VR_TransmogName,@2hKiteShieldDungeon5T4_Description,Weapon+EquippableOffHand+Shield+KiteShield,kiteshieldDynasty,DynastyVariantR,objects/weapons/Shields/shieldKiteDynasty/wep_mel_shld_1h_shieldkitedynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,,,,,lyshineui/images/icons/items/Weapon/1hShieldKiteDynasty_VR.png,lyshineui/images/icons/items_hires/1hShieldKiteDynasty_VR.png,KiteShield
1hFlailDynasty_VR,@1hFlailDynasty_VR_TransmogName,@1hFlailDungeon5T4_Description,Weapon+EquippableMainHand+Flail+Melee,flailDynasty,DynastyVariantR,objects/weapons/Melee/Flails/1h/flailDynasty/wep_mel_flail_1h_flailDynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,0,0,0,0,lyshineui/images/icons/items/weapon/1hFlailDynasty_VR.png,lyshineui/images/icons/items_hires/1hFlailDynasty_VR.png,Flail
1hStraightSwordDynasty_VR,,,,longswordDynasty,DynastyVariantR,objects/weapons/Melee/Swords/1h/DynastyStraightSword/wep_me1h_DynastyStraightSword_MV1.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/1hStraightSwordDynasty_VR.png,lyshineui/images/icons/items_hires/1hStraightSwordDynasty_VR.png,Longsword
2hMusketDynasty_VR,@2hMusketDynasty_VR_TransmogName,@2hMusketDungeon5T4_Description,Weapon+EquippableTwoHand+Musket+Ranged,musketDynasty,DynastyVariantR,objects/weapons/Ranged/Rifles/musketChinese/wep_ran2h_musketchinese_lookBase_MV1.cdf,,,,,,,,,#000000,1,1,#611A02,1,0.8,#191500,0.5,0.6,#644B05,0.25,0.8,0.5,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hMusketDynasty_VR.png,lyshineui/images/icons/items_hires/2hMusketDynasty_VR.png,Musket
1hRapierDynasty_VR,@1hRapierDynasty_VR_TransmogName,@1hRapierDungeon5T4_Description,Weapon+EquippableMainHand+Rapier+Melee,rapierDynasty,DynastyVariantR,objects/weapons/Melee/Swords/1h/rapierDynasty/wep_mel_swrd_1h_rapierdynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,,,,,lyshineui/images/icons/items/Weapon/1hRapierDynasty_VR.png,lyshineui/images/icons/items_hires/1hRapierDynasty_VR.png,Rapier
1hShieldRoundDynasty_VR,@1hShieldRoundDynasty_VR_TransmogName,@2hRoundShieldDungeon5T4_Description,Weapon+EquippableOffHand+Shield+RoundShield,roundshieldDynasty,DynastyVariantR,objects/weapons/Shields/shieldRoundDynasty/wep_shld_shieldRoundDynasty.cdf,,,,,,,,,#7D7D7D,0.5,1,#000000,0,0,#860000,0.5,0.6,#644B05,0.45,0.6,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/1hShieldRoundDynasty_VR.png,lyshineui/images/icons/items_hires/1hShieldRoundDynasty_VR.png,RoundShield
2hSpearDynasty_VR,@2hSpearDynasty_VR_TransmogName,@2hSpearDungeon5T4_Description,Weapon+EquippableTwoHand+Spear+Melee,spearDynasty,DynastyVariantR,objects/weapons/Melee/Spears/2h/spearDynasty/wep_mel2h_spearDynasty_MV1.cdf,,,,,,,,,#88793A,0,0.5,#2E363D,1,1,#700000,1,0.5,#3D3518,0.5,0.5,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/2hSpearDynasty_VR.png,lyshineui/images/icons/items_hires/2hSpearDynasty_VR.png,Spear
1hThrowingaxeDynasty_VR,@1hThrowingaxeDynasty_VR_TransmogName,@1hThrowingAxeDungeon5T4_Description,Weapon+EquippableMainHand+Hatchet+Melee,throwingaxeDynasty,DynastyVariantR,objects/weapons/Melee/Axes/1h/throwingAxeDynasty/wep_mel_axe_1h_throwingaxedynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,,,,,lyshineui/images/icons/items/Weapon/1hThrowingaxeDynasty_VR.png,lyshineui/images/icons/items_hires/1hThrowingaxeDynasty_VR.png,ThrowingAxe
2hWarhammerDynasty_VR,@2hWarhammerDynasty_VR_TransmogName,@2hWarhammerDungeon5T4_Description,Weapon+EquippableTwoHand+2HHammer+Melee,warhammerDynasty,DynastyVariantR,objects/weapons/Melee/Hammers/2h/warhammerDynasty/wep_ham2h_warhammerDynasty.cdf,,,,,,,,,#69550F,1,1,#680A0A,1,1,#4C462C,0,0,#46381C,0.3,0.5,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/2hWarhammerDynasty_VR.png,lyshineui/images/icons/items_hires/2hWarhammerDynasty_VR.png,WarHammer
2hStafffireDynasty_VR,@2hStafffireDynasty_VR_TransmogName,@2hStaffFireDungeon5T4_Description,Weapon+EquippableMainHand+FireStaff+Magic,firestaffDynasty,DynastyVariantR,objects/weapons/Melee/Staffs/2h/staffFireDynasty/wep_mel_stf_2h_stafffiredynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,,,,,lyshineui/images/icons/items/Weapon/2hStafffireDynasty_VR.png,lyshineui/images/icons/items_hires/2hStafffireDynasty_VR.png,StaffFire
2hStafflifeDynasty_VR,@2hStafflifeDynasty_VR_TransmogName,@2hStaffLifeDungeon5T4_Description,Weapon+EquippableMainHand+LifeStaff+Magic,lifestaffDynasty,DynastyVariantR,objects/weapons/Melee/Staffs/2h/staffLifeDynasty/wep_mel_stf_2h_stafflifedynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,,,,,lyshineui/images/icons/items/Weapon/2hStafflifeDynasty_VR.png,lyshineui/images/icons/items_hires/2hStafflifeDynasty_VR.png,StaffLife
1hShieldTowerDynasty_VR,@1hShieldTowerDynasty_VR_TransmogName,@2hTowerShieldDungeon5T4_Description,Weapon+EquippableOffHand+Shield+TowerShield,towershieldDynasty,DynastyVariantR,objects/weapons/Shields/shieldTowerDynasty/wep_mel_shld_1h_shieldtowerdynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/1hShieldTowerDynasty_VR.png,lyshineui/images/icons/items_hires/1hShieldTowerDynasty_VR.png,TowerShield
1hIcegauntletDynasty_VR,@1hIcegauntletDynasty_VR_TransmogName,@1hGauntletIceDungeon5T4_Description,Weapon+EquippableMainHand+IceMagic+Magic,icegauntletDynasty,DynastyVariantR,objects/weapons/Magic/Gauntlets/1h/icegauntletDynasty/wep_mag_gaunt_1h_icegauntletDynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,Elemental_Gauntlet_Dynasty_Ice,F_Elemental_Gauntlet_Dynasty_Ice,,0,0,0,0,lyshineui/images/icons/items/Weapon/1hIcegauntletDynasty_VR.png,lyshineui/images/icons/items_hires/1hIcegauntletDynasty_VR.png,Gauntlet
1hVoidgauntletDynasty_VR,@1hVoidgauntletDynasty_VR_TransmogName,@1hGauntletVoidDungeon5T4_Description,Weapon+EquippableMainHand+VoidGauntlet+Magic,voidgauntletDynasty,DynastyVariantR,objects/weapons/Magic/Gauntlets/1h/gauntletVoidDynasty/wep_mag_gaunt_1h_gauntletVoidDynastyG.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,Elemental_Gauntlet_Dynasty_Void,F_Elemental_Gauntlet_Dynasty_Void,,0,0,1,0,lyshineui/images/icons/items/Weapon/1hVoidgauntletDynasty_VR.png,lyshineui/images/icons/items_hires/1hVoidgauntletDynasty_VR.png,Gauntlet
2hBlunderbussDynasty_VR,@2hBlunderbussDynasty_VR_TransmogName,@2hBlunderbussDungeon5T4_Description,Weapon+EquippableTwoHand+Blunderbuss+Ranged,blunderbussDynasty,DynastyVariantR,objects/weapons/Ranged/Blunderbuss/2h/blunderbussDynasty/wep_ran_bus_2h_blunderbussdynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/2hBlunderbussDynasty_VR.png,lyshineui/images/icons/items_hires/2hBlunderbussDynasty_VR.png,Blunderbuss
2hGreatswordDynasty_VR,@2hGreatswordDynasty_VR_TransmogName,@2hGreatSwordDungeon5T4_Description,Weapon+EquippableTwoHand+GreatSword+Melee,greatswordDynasty,DynastyVariantR,objects/weapons/melee/swords/2h/greatswordDynasty/wep_mel_swrd_2h_greatswordDynasty.cdf,,,,,,,,,#68540E,1,1,#680A0A,1,1,#4C462C,0,0,#46371B,0.3,0.5,0.8,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hGreatswordDynasty_VR.png,lyshineui/images/icons/items_hires/2hGreatswordDynasty_VR.png,GreatSword
2hBowDynasty_VB,@2hBowDynasty_VB_TransmogName,,Weapon+EquippableTwoHand+Bow+Ranged,bowDynasty,DynastyVariantB,objects/weapons/Ranged/Bows/bowDynasty/wep_ran2h_bowDynasty.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/2hBowDynasty_VB.png,lyshineui/images/icons/items_hires/2hBowDynasty_VB.png,Bow
2hGreatAxeDynasty_VB,@2hGreatAxeDynasty_VB_TransmogName,,Weapon+EquippableTwoHand+2HAxe+Melee,greataxeDynasty,DynastyVariantB,objects/weapons/Melee/Axes/2h/greatAxeChinese/wep_axe2h_greatAxeChinese_lookBase_MV1.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hGreatAxeDynasty_VB.png,lyshineui/images/icons/items_hires/2hGreatAxeDynasty_VB.png,GreatAxe
1hShieldKiteDynasty_VB,@1hShieldKiteDynasty_VB_TransmogName,,Weapon+EquippableOffHand+Shield+KiteShield,kiteshieldDynasty,DynastyVariantB,objects/weapons/Shields/shieldKiteDynasty/wep_mel_shld_1h_shieldkitedynasty.cdf,,,,,,,,,#3D4E88,0.3,1,#3D4E88,1,1,#3D4E88,0.5,0.6,#6A6A6A,0.51,0.5,0.8,,,,,,,,,,lyshineui/images/icons/items/Weapon/1hShieldKiteDynasty_VB.png,lyshineui/images/icons/items_hires/1hShieldKiteDynasty_VB.png,KiteShield
1hFlailDynasty_VB,@1hFlailDynasty_VB_TransmogName,,Weapon+EquippableMainHand+Flail+Melee,flailDynasty,DynastyVariantB,objects/weapons/Melee/Flails/1h/flailDynasty/wep_mel_flail_1h_flailDynasty.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,0,0,0,0,lyshineui/images/icons/items/weapon/1hFlailDynasty_VB.png,lyshineui/images/icons/items_hires/1hFlailDynasty_VB.png,Flail
1hStraightSwordDynasty_VB,@1hStraightSwordDynasty_VB_TransmogName,,Weapon+EquippableMainHand+Sword+Melee,longswordDynasty,DynastyVariantB,objects/weapons/Melee/Swords/1h/DynastyStraightSword/wep_me1h_DynastyStraightSword_MV1.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/1hStraightSwordDynasty_VB.png,lyshineui/images/icons/items_hires/1hStraightSwordDynasty_VB.png,Longsword
2hMusketDynasty_VB,@2hMusketDynasty_VB_TransmogName,,Weapon+EquippableTwoHand+Musket+Ranged,musketDynasty,DynastyVariantB,objects/weapons/Ranged/Rifles/musketChinese/wep_ran2h_musketchinese_lookBase_MV1.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hMusketDynasty_VB.png,lyshineui/images/icons/items_hires/2hMusketDynasty_VB.png,Musket
1hRapierDynasty_VB,@1hRapierDynasty_VB_TransmogName,,Weapon+EquippableMainHand+Rapier+Melee,rapierDynasty,DynastyVariantB,objects/weapons/Melee/Swords/1h/rapierDynasty/wep_mel_swrd_1h_rapierdynasty.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,,,,,lyshineui/images/icons/items/Weapon/1hRapierDynasty_VB.png,lyshineui/images/icons/items_hires/1hRapierDynasty_VB.png,Rapier
1hShieldRoundDynasty_VB,@1hShieldRoundDynasty_VB_TransmogName,,Weapon+EquippableOffHand+Shield+RoundShield,roundshieldDynasty,DynastyVariantB,objects/weapons/Shields/shieldRoundDynasty/wep_shld_shieldRoundDynasty.cdf,,,,,,,,,#68540D,1,1,#3D4F89,1,1,#3D4F89,0.5,0.6,#3D4F89,0.51,0.5,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/1hShieldRoundDynasty_VB.png,lyshineui/images/icons/items_hires/1hShieldRoundDynasty_VB.png,RoundShield
2hSpearDynasty_VB,@2hSpearDynasty_VB_TransmogName,,Weapon+EquippableTwoHand+Spear+Melee,spearDynasty,DynastyVariantB,objects/weapons/Melee/Spears/2h/spearDynasty/wep_mel2h_spearDynasty_MV1.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/2hSpearDynasty_VB.png,lyshineui/images/icons/items_hires/2hSpearDynasty_VB.png,Spear
1hThrowingaxeDynasty_VB,@1hThrowingaxeDynasty_VB_TransmogName,,Weapon+EquippableMainHand+Hatchet+Melee,throwingaxeDynasty,DynastyVariantB,objects/weapons/Melee/Axes/1h/throwingAxeDynasty/wep_mel_axe_1h_throwingaxedynasty.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,,,,,lyshineui/images/icons/items/Weapon/1hThrowingaxeDynasty_VB.png,lyshineui/images/icons/items_hires/1hThrowingaxeDynasty_VB.png,ThrowingAxe
2hWarhammerDynasty_VB,@2hWarhammerDynasty_VB_TransmogName,,Weapon+EquippableTwoHand+2HHammer+Melee,warhammerDynasty,DynastyVariantB,objects/weapons/Melee/Hammers/2h/warhammerDynasty/wep_ham2h_warhammerDynasty.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/2hWarhammerDynasty_VB.png,lyshineui/images/icons/items_hires/2hWarhammerDynasty_VB.png,WarHammer
2hStafffireDynasty_VB,@2hStafffireDynasty_VB_TransmogName,,Weapon+EquippableMainHand+FireStaff+Magic,firestaffDynasty,DynastyVariantB,objects/weapons/Melee/Staffs/2h/staffFireDynasty/wep_mel_stf_2h_stafffiredynasty.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,,,,,lyshineui/images/icons/items/Weapon/2hStafffireDynasty_VB.png,lyshineui/images/icons/items_hires/2hStafffireDynasty_VB.png,StaffFire
2hStafflifeDynasty_VB,@2hStafflifeDynasty_VB_TransmogName,,Weapon+EquippableMainHand+LifeStaff+Magic,lifestaffDynasty,DynastyVariantB,objects/weapons/Melee/Staffs/2h/staffLifeDynasty/wep_mel_stf_2h_stafflifedynasty.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,,,,,lyshineui/images/icons/items/Weapon/2hStafflifeDynasty_VB.png,lyshineui/images/icons/items_hires/2hStafflifeDynasty_VB.png,StaffLife
1hShieldTowerDynasty_VB,@1hShieldTowerDynasty_VB_TransmogName,,Weapon+EquippableOffHand+Shield+TowerShield,towershieldDynasty,DynastyVariantB,objects/weapons/Shields/shieldTowerDynasty/wep_mel_shld_1h_shieldtowerdynasty.cdf,,,,,,,,,#3D4F89,1,0.5,#3D4F89,1,1,#6E6E6E,0,0,#656565,0.6,0.6,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/1hShieldTowerDynasty_VB.png,lyshineui/images/icons/items_hires/1hShieldTowerDynasty_VB.png,TowerShield
1hIcegauntletDynasty_VB,@1hIcegauntletDynasty_VB_TransmogName,,Weapon+EquippableMainHand+IceMagic+Magic,icegauntletDynasty,DynastyVariantB,objects/weapons/Magic/Gauntlets/1h/icegauntletDynasty/wep_mag_gaunt_1h_icegauntletDynasty.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,Elemental_Gauntlet_Dynasty_Ice,F_Elemental_Gauntlet_Dynasty_Ice,,0,0,0,0,lyshineui/images/icons/items/Weapon/1hIcegauntletDynasty_VB.png,lyshineui/images/icons/items_hires/1hIcegauntletDynasty_VB.png,Gauntlet
1hVoidgauntletDynasty_VB,@1hVoidgauntletDynasty_VB_TransmogName,,Weapon+EquippableMainHand+VoidGauntlet+Magic,voidgauntletDynasty,DynastyVariantB,objects/weapons/Magic/Gauntlets/1h/gauntletVoidDynasty/wep_mag_gaunt_1h_gauntletVoidDynastyG.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,Elemental_Gauntlet_Dynasty_Void,F_Elemental_Gauntlet_Dynasty_Void,,0,0,1,0,lyshineui/images/icons/items/Weapon/1hVoidgauntletDynasty_VB.png,lyshineui/images/icons/items_hires/1hVoidgauntletDynasty_VB.png,Gauntlet
2hBlunderbussDynasty_VB,@2hBlunderbussDynasty_VB_TransmogName,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,blunderbussDynasty,DynastyVariantB,objects/weapons/Ranged/Blunderbuss/2h/blunderbussDynasty/wep_ran_bus_2h_blunderbussdynasty.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,0,0,1,0,lyshineui/images/icons/items/Weapon/2hBlunderbussDynasty_VB.png,lyshineui/images/icons/items_hires/2hBlunderbussDynasty_VB.png,Blunderbuss
2hGreatswordDynasty_VB,@2hGreatswordDynasty_VB_TransmogName,,Weapon+EquippableTwoHand+GreatSword+Melee,greatswordDynasty,DynastyVariantB,objects/weapons/melee/swords/2h/greatswordDynasty/wep_mel_swrd_2h_greatswordDynasty.cdf,,,,,,,,,#68540E,1,1,#3D4F89,1,1,#4C462C,0,0,#717171,0.5,0.6,0.8,,,,,,0,1,1,0,lyshineui/images/icons/items/Weapon/2hGreatswordDynasty_VB.png,lyshineui/images/icons/items_hires/2hGreatswordDynasty_VB.png,GreatSword
2hbowGuardianOutpostT5,@2hbowGuardianOutpostT5_TransmogName,,Weapon+EquippableTwoHand+Bow+Ranged,bowGuardian,Outpost Rush,objects/weapons/Ranged/Bows/bowGuardian/wep_ran2h_bowGuardian_lookBase.cdf,,,,,,,,,#998D48,0.7,0.3,#030303,0.5,0.3,#8F4E11,0.1,1,#6D5C31,0.35,0.8,0.7,,,,,,0,0,0,0,lyshineui/images/icons/items/Weapon/2hbowGuardianOutpostT5.png,lyshineui/images/icons/items_hires/2hbowGuardianOutpostT5.png,Bow
