ItemID,Loc Note,DerivedFromText,DerivedFromIcon,RefinedAtText,RefinedAtLabelText,RefinedAtIcon,CanBeCraftedTextsSmall,CanBeCraftedIconsSmall,SpecialInstructions,UsedAtTexts,UsedAtIcons,CommonUsesLabelText,CommonUsesTextsLarge,CommonUsesIconsLarge,CommonUsesItemsLarge,CommonUsesTextsSmall,CommonUsesIconsSmall,CommonUsesItemsSmall,CanBeCraftedTextsLarge,CanBeCraftedIconsLarge,ResourcesLabelText,ResourcesTexts,ResourcesIcons,ResourcesAmounts,RefineryInputText,RefineryInputIcon,RefineryInputAmount,RefineryOutputText,RefineryOutputIcon,RefineryOutputAmount,MainHeaderIcon,ResourcesHeaderIcon
RingAquamarineT3,Outfitter Tier 3,,,,,,@RingAquamarineT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingAquamarineT4,Outfitter Tier 4,,,,,,@RingAquamarineT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingAquamarineT5,Outfitter Tier 5,,,,,,@RingAquamarineT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingSapphireT2,Outfitter Tier 2,,,,,,@RingSapphireT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingSapphireT3,Outfitter Tier 3,,,,,,@RingSapphireT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingSapphireT4,Outfitter Tier 4,,,,,,@RingSapphireT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingSapphireT5,Outfitter Tier 5,,,,,,@RingSapphireT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingOnyxT2,Outfitter Tier 2,,,,,,@RingOnyxT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingOnyxT3,Outfitter Tier 3,,,,,,@RingOnyxT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingOnyxT4,Outfitter Tier 4,,,,,,@RingOnyxT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingOnyxT5,Outfitter Tier 5,,,,,,@RingOnyxT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingOpalT2,Outfitter Tier 2,,,,,,@RingOpalT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingOpalT3,Outfitter Tier 3,,,,,,@RingOpalT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingOpalT4,Outfitter Tier 4,,,,,,@RingOpalT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingOpalT5,Outfitter Tier 5,,,,,,@RingOpalT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingDiamondT2,Outfitter Tier 2,,,,,,@RingDiamondT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingDiamondT3,Outfitter Tier 3,,,,,,@RingDiamondT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingDiamondT4,Outfitter Tier 4,,,,,,@RingDiamondT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingDiamondT5,Outfitter Tier 5,,,,,,@RingDiamondT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingJasperT2,Outfitter Tier 2,,,,,,@RingJasperT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingJasperT3,Outfitter Tier 3,,,,,,@RingJasperT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingJasperT4,Outfitter Tier 4,,,,,,@RingJasperT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingJasperT5,Outfitter Tier 5,,,,,,@RingJasperT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingEmeraldT2,Outfitter Tier 2,,,,,,@RingEmeraldT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingEmeraldT3,Outfitter Tier 3,,,,,,@RingEmeraldT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingEmeraldT4,Outfitter Tier 4,,,,,,@RingEmeraldT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingEmeraldT5,Outfitter Tier 5,,,,,,@RingEmeraldT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingMalachiteT2,Outfitter Tier 2,,,,,,@RingMalachiteT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingMalachiteT3,Outfitter Tier 3,,,,,,@RingMalachiteT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingMalachiteT4,Outfitter Tier 4,,,,,,@RingMalachiteT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingMalachiteT5,Outfitter Tier 5,,,,,,@RingMalachiteT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingMoonstoneT2,Outfitter Tier 2,,,,,,@RingMoonstoneT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingMoonstoneT3,Outfitter Tier 3,,,,,,@RingMoonstoneT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingMoonstoneT4,Outfitter Tier 4,,,,,,@RingMoonstoneT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingMoonstoneT5,Outfitter Tier 5,,,,,,@RingMoonstoneT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingTopazT2,Outfitter Tier 2,,,,,,@RingTopazT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingTopazT3,Outfitter Tier 3,,,,,,@RingTopazT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingTopazT4,Outfitter Tier 4,,,,,,@RingTopazT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingTopazT5,Outfitter Tier 5,,,,,,@RingTopazT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingAmethystT2,Outfitter Tier 2,,,,,,@RingAmethystT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingAmethystT3,Outfitter Tier 3,,,,,,@RingAmethystT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingAmethystT4,Outfitter Tier 4,,,,,,@RingAmethystT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingAmethystT5,Outfitter Tier 5,,,,,,@RingAmethystT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingPearlT2,Outfitter Tier 2,,,,,,@RingPearlT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingPearlT3,Outfitter Tier 3,,,,,,@RingPearlT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingPearlT4,Outfitter Tier 4,,,,,,@RingPearlT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
RingPearlT5,Outfitter Tier 5,,,,,,@RingPearlT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringRubyT2,Outfitter Tier 2,,,,,,@EarringRubyT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringRubyT3,Outfitter Tier 3,,,,,,@EarringRubyT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringRubyT4,Outfitter Tier 4,,,,,,@EarringRubyT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringRubyT5,Outfitter Tier 5,,,,,,@EarringRubyT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringAquamarineT2,Outfitter Tier 2,,,,,,@EarringAquamarineT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringAquamarineT3,Outfitter Tier 3,,,,,,@EarringAquamarineT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringAquamarineT4,Outfitter Tier 4,,,,,,@EarringAquamarineT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringAquamarineT5,Outfitter Tier 5,,,,,,@EarringAquamarineT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringSapphireT2,Outfitter Tier 2,,,,,,@EarringSapphireT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringSapphireT3,Outfitter Tier 3,,,,,,@EarringSapphireT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringSapphireT4,Outfitter Tier 4,,,,,,@EarringSapphireT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringSapphireT5,Outfitter Tier 5,,,,,,@EarringSapphireT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringOnyxT2,Outfitter Tier 2,,,,,,@EarringOnyxT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringOnyxT3,Outfitter Tier 3,,,,,,@EarringOnyxT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringOnyxT4,Outfitter Tier 4,,,,,,@EarringOnyxT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringOnyxT5,Outfitter Tier 5,,,,,,@EarringOnyxT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringOpalT2,Outfitter Tier 2,,,,,,@EarringOpalT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringOpalT3,Outfitter Tier 3,,,,,,@EarringOpalT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringOpalT4,Outfitter Tier 4,,,,,,@EarringOpalT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringOpalT5,Outfitter Tier 5,,,,,,@EarringOpalT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringDiamondT2,Outfitter Tier 2,,,,,,@EarringDiamondT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringDiamondT3,Outfitter Tier 3,,,,,,@EarringDiamondT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringDiamondT4,Outfitter Tier 4,,,,,,@EarringDiamondT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringDiamondT5,Outfitter Tier 5,,,,,,@EarringDiamondT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringJasperT2,Outfitter Tier 2,,,,,,@EarringJasperT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringJasperT3,Outfitter Tier 3,,,,,,@EarringJasperT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringJasperT4,Outfitter Tier 4,,,,,,@EarringJasperT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringJasperT5,Outfitter Tier 5,,,,,,@EarringJasperT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringEmeraldT2,Outfitter Tier 2,,,,,,@EarringEmeraldT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringEmeraldT3,Outfitter Tier 3,,,,,,@EarringEmeraldT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringEmeraldT4,Outfitter Tier 4,,,,,,@EarringEmeraldT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringEmeraldT5,Outfitter Tier 5,,,,,,@EarringEmeraldT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringMalachiteT2,Outfitter Tier 2,,,,,,@EarringMalachiteT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringMalachiteT3,Outfitter Tier 3,,,,,,@EarringMalachiteT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringMalachiteT4,Outfitter Tier 4,,,,,,@EarringMalachiteT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringMalachiteT5,Outfitter Tier 5,,,,,,@EarringMalachiteT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringMoonstoneT2,Outfitter Tier 2,,,,,,@EarringMoonstoneT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringMoonstoneT3,Outfitter Tier 3,,,,,,@EarringMoonstoneT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringMoonstoneT4,Outfitter Tier 4,,,,,,@EarringMoonstoneT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringMoonstoneT5,Outfitter Tier 5,,,,,,@EarringMoonstoneT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringTopazT2,Outfitter Tier 2,,,,,,@EarringTopazT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringTopazT3,Outfitter Tier 3,,,,,,@EarringTopazT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringTopazT4,Outfitter Tier 4,,,,,,@EarringTopazT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringTopazT5,Outfitter Tier 5,,,,,,@EarringTopazT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringAmethystT2,Outfitter Tier 2,,,,,,@EarringAmethystT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringAmethystT3,Outfitter Tier 3,,,,,,@EarringAmethystT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringAmethystT4,Outfitter Tier 4,,,,,,@EarringAmethystT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringAmethystT5,Outfitter Tier 5,,,,,,@EarringAmethystT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringPearlT2,Outfitter Tier 2,,,,,,@EarringPearlT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringPearlT3,Outfitter Tier 3,,,,,,@EarringPearlT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringPearlT4,Outfitter Tier 4,,,,,,@EarringPearlT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
EarringPearlT5,Outfitter Tier 5,,,,,,@EarringPearlT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
BagAT2,Outfitter Tier 2,,,,,,@BagAT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
BagAT3,Outfitter Tier 3,,,,,,@BagAT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
BagAT4,Outfitter Tier 4,,,,,,@BagAT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
BagAT5,Outfitter Tier 5,,,,,,@BagAT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
PigmentRed,Fungi with a matching color.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PigmentOrange,Fungi with a matching color.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PigmentYellow,Fungi with a matching color.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PigmentGreen,Fungi with a matching color.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PigmentBlue,Fungi with a matching color.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PigmentPurple,Fungi with a matching color.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PigmentWhite,Fungi with a matching color.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PigmentBrown,Fungi with a matching color.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PigmentBlack,Fungi with a matching color.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_PlateT2,Forge Tier 2,,,,,,@HeavyHead_PlateT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_PlateT3,Forge Tier 3,,,,,,@HeavyHead_PlateT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_PlateT4,Forge Tier 4,,,,,,@HeavyHead_PlateT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_PlateT5,Forge Tier 5,,,,,,@HeavyHead_PlateT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_HeavyT3,Forge Tier 3,,,,,,@HeavyHead_HeavyT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_HeavyT4,Forge Tier 4,,,,,,@HeavyHead_HeavyT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_HeavyT5,Forge Tier 5,,,,,,@HeavyHead_HeavyT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_PlateT2,Forge Tier 2,,,,,,@HeavyChest_PlateT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_PlateT3,Forge Tier 3,,,,,,@HeavyChest_PlateT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_PlateT4,Forge Tier 4,,,,,,@HeavyChest_PlateT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_PlateT5,Forge Tier 5,,,,,,@HeavyChest_PlateT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_HeavyT3,Forge Tier 3,,,,,,@HeavyChest_HeavyT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_HeavyT4,Forge Tier 4,,,,,,@HeavyChest_HeavyT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_HeavyT5,Forge Tier 5,,,,,,@HeavyChest_HeavyT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_PlateT2,Forge Tier 2,,,,,,@HeavyHands_PlateT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_PlateT3,Forge Tier 3,,,,,,@HeavyHands_PlateT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_PlateT4,Forge Tier 4,,,,,,@HeavyHands_PlateT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_PlateT5,Forge Tier 5,,,,,,@HeavyHands_PlateT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_HeavyT3,Forge Tier 3,,,,,,@HeavyHands_HeavyT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_HeavyT4,Forge Tier 4,,,,,,@HeavyHands_HeavyT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_HeavyT5,Forge Tier 5,,,,,,@HeavyHands_HeavyT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_PlateT2,Forge Tier 2,,,,,,@HeavyLegs_PlateT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_PlateT3,Forge Tier 3,,,,,,@HeavyLegs_PlateT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_PlateT4,Forge Tier 4,,,,,,@HeavyLegs_PlateT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_PlateT5,Forge Tier 5,,,,,,@HeavyLegs_PlateT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_HeavyT3,Forge Tier 3,,,,,,@HeavyLegs_HeavyT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_HeavyT4,Forge Tier 4,,,,,,@HeavyLegs_HeavyT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_HeavyT5,Forge Tier 5,,,,,,@HeavyLegs_HeavyT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_PlateT2,Forge Tier 2,,,,,,@HeavyFeet_PlateT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_PlateT3,Forge Tier 3,,,,,,@HeavyFeet_PlateT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_PlateT4,Forge Tier 4,,,,,,@HeavyFeet_PlateT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_PlateT5,Forge Tier 5,,,,,,@HeavyFeet_PlateT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_HeavyT3,Forge Tier 3,,,,,,@HeavyFeet_HeavyT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_HeavyT4,Forge Tier 4,,,,,,@HeavyFeet_HeavyT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_HeavyT5,Forge Tier 5,,,,,,@HeavyFeet_HeavyT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_FurLinedT5,Forge Tier 5,,,,,,@HeavyHead_FurLinedT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_FurLinedT5,Forge Tier 5,,,,,,@HeavyChest_FurLinedT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_FurLinedT5,Forge Tier 5,,,,,,@HeavyHands_FurLinedT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_FurLinedT5,Forge Tier 5,,,,,,@HeavyLegs_FurLinedT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_FurLinedT5,Forge Tier 5,,,,,,@HeavyFeet_FurLinedT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LeatherT2,Forge Tier 2,,,,,,@MediumHead_LeatherT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LeatherT3,Forge Tier 3,,,,,,@MediumHead_LeatherT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LeatherT4,Forge Tier 4,,,,,,@MediumHead_LeatherT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LeatherT5,Forge Tier 5,,,,,,@MediumHead_LeatherT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_FurT3,Forge Tier 3,,,,,,@MediumHead_FurT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_FurT4,Forge Tier 4,,,,,,@MediumHead_FurT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_FurT5,Forge Tier 5,,,,,,@MediumHead_FurT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LeatherT2,Forge Tier 2,,,,,,@MediumChest_LeatherT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LeatherT3,Forge Tier 3,,,,,,@MediumChest_LeatherT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LeatherT4,Forge Tier 4,,,,,,@MediumChest_LeatherT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LeatherT5,Forge Tier 5,,,,,,@MediumChest_LeatherT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_FurT3,Forge Tier 3,,,,,,@MediumChest_FurT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_FurT4,Forge Tier 4,,,,,,@MediumChest_FurT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_FurT5,Forge Tier 5,,,,,,@MediumChest_FurT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LeatherT2,Forge Tier 2,,,,,,@MediumHands_LeatherT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LeatherT3,Forge Tier 3,,,,,,@MediumHands_LeatherT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LeatherT4,Forge Tier 4,,,,,,@MediumHands_LeatherT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LeatherT5,Forge Tier 5,,,,,,@MediumHands_LeatherT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_FurT3,Forge Tier 3,,,,,,@MediumHands_FurT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_FurT4,Forge Tier 4,,,,,,@MediumHands_FurT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_FurT5,Forge Tier 5,,,,,,@MediumHands_FurT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LeatherT2,Forge Tier 2,,,,,,@MediumLegs_LeatherT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LeatherT3,Forge Tier 3,,,,,,@MediumLegs_LeatherT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LeatherT4,Forge Tier 4,,,,,,@MediumLegs_LeatherT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LeatherT5,Forge Tier 5,,,,,,@MediumLegs_LeatherT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_FurT3,Forge Tier 3,,,,,,@MediumLegs_FurT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_FurT4,Forge Tier 4,,,,,,@MediumLegs_FurT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_FurT5,Forge Tier 5,,,,,,@MediumLegs_FurT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LeatherT2,Forge Tier 2,,,,,,@MediumFeet_LeatherT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LeatherT3,Forge Tier 3,,,,,,@MediumFeet_LeatherT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LeatherT4,Forge Tier 4,,,,,,@MediumFeet_LeatherT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LeatherT5,Forge Tier 5,,,,,,@MediumFeet_LeatherT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_FurT3,Forge Tier 3,,,,,,@MediumFeet_FurT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_FurT4,Forge Tier 4,,,,,,@MediumFeet_FurT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_FurT5,Forge Tier 5,,,,,,@MediumFeet_FurT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_BeasthunterT5,Forge Tier 5,,,,,,@MediumHead_BeasthunterT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_BeasthunterT5,Forge Tier 5,,,,,,@MediumChest_BeasthunterT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_BeasthunterT5,Forge Tier 5,,,,,,@MediumHands_BeasthunterT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_BeasthunterT5,Forge Tier 5,,,,,,@MediumLegs_BeasthunterT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_BeasthunterT5,Forge Tier 5,,,,,,@MediumFeet_BeasthunterT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_ClothT2,Forge Tier 2,,,,,,@LightHead_ClothT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_ClothT3,Forge Tier 3,,,,,,@LightHead_ClothT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_ClothT4,Forge Tier 4,,,,,,@LightHead_ClothT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_ClothT5,Forge Tier 5,,,,,,@LightHead_ClothT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
