VariantID,StartMesh,StartMat,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,AudioPreload_Depletion,DepletedSFX,Collision_Play_SFX,Collision_Stop_SFX,CollisionFX,DepletedVFX,DepletedMesh,DepletedMat,StartMeshLOD,EndMeshLOD,AmbientType,ShowOnCompass,CompassIcon,TradeskillIconUnlockType,MarkerRadius,AllowGatheringInGameModes,AudioPreload_gathering,SFX_Gathering
Grass_Cattail_a_fall02,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_a.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall02_mat.mtl,CatTailLarge,0.65,2.2,1.25,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_A,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_a.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall02_mat.mtl,100,100,Cattail,,,,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_b_fall02,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_b.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall02_mat.mtl,CatTailMedium,0.65,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_B,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_b.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall02_mat.mtl,100,100,Cattail,,,,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_c_fall02,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_c.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall02_mat.mtl,CatTailSmall,0.65,1.8,0.8,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_C,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_c.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Fall02_mat.mtl,100,100,Cattail,,,,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_a_fall02,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall02_mat.mtl,HempLarge,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Fall02_A,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall02_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_b_fall02,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall02_mat.mtl,HempMedium,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Fall02_B,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall02_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_c_fall02,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall02_mat.mtl,HempSmall,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Fall02_C,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Fall02_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_a_fall02,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall02_mat.mtl,BerryBushLarge,0.65,2.2,2,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Fall02_A,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall02_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_b_fall02,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall02_mat.mtl,BerryBushMedium,0.65,1.8,1.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Fall02_B,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall02_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_c_fall02,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall02_mat.mtl,BerryBushSmall,0.65,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Fall02_C,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Fall02_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_a_wint01,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Wint01_mat.mtl,BerryBushLarge,0.4,2.2,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Winter_A,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Wint01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_b_wint01,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Wint01_mat.mtl,BerryBushMedium,0.2,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Winter_B,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Wint01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_c_wint01,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Wint01_mat.mtl,BerryBushSmall,0.1,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Winter_C,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Wint01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_a_wint01,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_a.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Wint01_mat.mtl,CatTailLarge,0.65,2.2,1.25,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_A,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_a.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Wint01_mat.mtl,100,100,Cattail,,,,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_b_wint01,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_b.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Wint01_mat.mtl,CatTailMedium,0.65,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_B,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_b.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Wint01_mat.mtl,100,100,Cattail,,,,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_c_wint01,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_c.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Wint01_mat.mtl,CatTailSmall,0.65,1.8,0.8,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_C,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_c.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Wint01_mat.mtl,100,100,Cattail,,,,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_a_wint01,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Wint01_mat.mtl,HempLarge,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Winter_A,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Wint01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_b_wint01,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Wint01_mat.mtl,HempMedium,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Winter_B,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Wint01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_c_wint01,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Wint01_mat.mtl,HempSmall,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Winter_C,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Wint01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_a_wint01,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Wint01_mat.mtl,BerryBushLarge,0.65,2.2,2,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Winter_A,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Wint01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_b_wint01,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Wint01_mat.mtl,BerryBushMedium,0.65,1.8,1.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Winter_B,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Wint01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_c_wint01,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Wint01_mat.mtl,BerryBushSmall,0.65,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Winter_C,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Wint01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_a_spri01,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Spri01_mat.mtl,BerryBushLarge,0.4,2.2,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Spring_A,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Spri01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_b_spri01,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Spri01_mat.mtl,BerryBushMedium,0.2,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Spring_B,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Spri01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Berrybush_c_spri01,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Spri01_mat.mtl,BerryBushSmall,0.1,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Burstberry_Spring_C,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\jav_rsrc_burstberrybush_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\BurstBerryBush\JAV_Rsrc_BurstBerryBush_A_Spri01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_a_spri01,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_a.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Spri01_mat.mtl,CatTailLarge,0.65,2.2,1.25,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_A,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_a.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Spri01_mat.mtl,100,100,Cattail,,,,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_b_spri01,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_b.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Spri01_mat.mtl,CatTailMedium,0.65,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_B,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_b.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Spri01_mat.mtl,100,100,Cattail,,,,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Grass_Cattail_c_spri01,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_c.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Spri01_mat.mtl,CatTailSmall,0.65,1.8,0.8,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Cattail_Break_C,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\jav_fst_cattail_pick_c.cgf,Objects\Nature\Veg_Grass\Grass_Forest\Cattails\JAV_Fst_Cattail_A_Spri01_mat.mtl,100,100,Cattail,,,,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_a_spri01,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Spri01_mat.mtl,HempLarge,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Spring_A,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Spri01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_b_spri01,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Spri01_mat.mtl,HempMedium,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Spring_B,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Spri01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_c_spri01,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Spri01_mat.mtl,HempSmall,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Spring_C,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_A_Spri01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Hemp_Compass.png,Hemp,3,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_a_spri01,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Spri01_mat.mtl,BerryBushLarge,0.65,2.2,2,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Spring_A,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Spri01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
