VariantID,NPCId,Name,CharacterDefinition,ByeTimeline,GreetTimeline,IdleTimeline,InteractTimeline,SwapAchievementId,PlaceholderMesh,AttachedMesh,AttachmentPositionX,AttachmentPositionY,AttachmentPositionZ,AttachmentRotationX,AttachmentRotationY,AttachmentRotationZ,InteractOverride_X,InteractOverride_Y,MarkerOffset_Z
06_YelenaPajitnova_03,06_YelenaPajitnova03,@06_YelenaPajitnova,Objects\Characters\npc\Settlements\0611_stranger.cdf,Libs\Timeline\Npc\settle_strgr_pajitnova_exit_01.timeline,Libs\Timeline\Npc\settle_strgr_pajitnova_intro_01.timeline,Libs\Timeline\Npc\settle_strgr_pajitnova_ambient_01.timeline,Libs\Timeline\Npc\settle_strgr_pajitnova_interact_01.timeline,SwapActive_06_YelenaPajitnova_C,,,,,,,,,,,
06_MichaelLewis_01,06_MichaelLewis01,@06_MichaelLewis,Objects\Characters\npc\Settlements\06_MichaelLewis.cdf,Libs\Timeline\Npc\settle_ranger_outro_01.timeline,Libs\Timeline\Npc\settle_ranger_intro_01.timeline,Libs\Timeline\Npc\settle_ranger_ambient_01.timeline,Libs\Timeline\Npc\settle_ranger_interact_01.timeline,SwapActive_06_MichaelLewis_A,,,,,,,,,,,
06_MichaelLewis_02,06_MichaelLewis02,@06_MichaelLewis,Objects\Characters\npc\Settlements\06_MichaelLewis.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_06_MichaelLewis_B,,,,,,,,,,,
06_MichaelLewis_03,06_MichaelLewis03,@06_MichaelLewis,Objects\Characters\npc\Settlements\06_MichaelLewis.cdf,Libs\Timeline\Npc\settle_ranger_outro_01.timeline,Libs\Timeline\Npc\settle_ranger_intro_01.timeline,Libs\Timeline\Npc\settle_ranger_ambient_01.timeline,Libs\Timeline\Npc\settle_ranger_interact_01.timeline,SwapActive_06_MichaelLewis_C,,,,,,,,,,,
06_LijsbetDeVries_01,06_LijsbetDeVries01,@06_LijsbetDeVries,Objects\Characters\npc\Settlements\06_LijsbetDeVries.cdf,Libs\Timeline\Npc\settle_ranger_outro_01.timeline,Libs\Timeline\Npc\settle_ranger_intro_01.timeline,Libs\Timeline\Npc\settle_ranger_ambient_01.timeline,Libs\Timeline\Npc\settle_ranger_interact_01.timeline,SwapActive_06_LijsbetDeVries_A,,,,,,,,,,,
06_LijsbetDeVries_02,06_LijsbetDeVries02,@06_LijsbetDeVries,Objects\Characters\npc\Settlements\06_LijsbetDeVries.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_06_LijsbetDeVries_B,,,,,,,,,,,
06_PriyaThakur,06_PriyaThakur,@06_PriyaThakur,Objects\Characters\npc\Settlements\06a_Priya.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,,,,,,,,,,,,
06_MargotEmerson_01,06_MargotEmerson01,@06_MargotEmerson,Objects\Characters\npc\Settlements\06a_Margot.cdf,Libs\Timeline\Npc\settle_alchemist_exit_01.timeline,Libs\Timeline\Npc\settle_alchemist_intro_01.timeline,Libs\Timeline\Npc\settle_alchemist_ambient_01.timeline,Libs\Timeline\Npc\settle_alchemist_interact_01.timeline,SwapActive_06_MargotEmerson_A,,,,,,,,,,,
06_MargotEmerson_02,06_MargotEmerson02,@06_MargotEmerson,Objects\Characters\npc\Settlements\06a_Margot.cdf,Libs\Timeline\Npc\settle_alchemist_exit_01.timeline,Libs\Timeline\Npc\settle_alchemist_intro_01.timeline,Libs\Timeline\Npc\settle_alchemist_ambient_01.timeline,Libs\Timeline\Npc\settle_alchemist_interact_01.timeline,SwapActive_06_MargotEmerson_B,,,,,,,,,,,
06_ElricChapman,06_ElricChapman,@06_ElricChapman,Objects\Characters\npc\Settlements\06a_Elric.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,
06_RoyaHakimi_01,06_RoyaHakimi01,@06_RoyaHakimi,Objects\Characters\npc\Settlements\06_Roya.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_06_Roya_A,,,,,,,,,,,
06_RoyaHakimi_02,06_RoyaHakimi02,@06_RoyaHakimi,Objects\Characters\npc\Settlements\06_Roya.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_06_Roya_B,,,,,,,,,,,
06_RoyaHakimi_03,06_RoyaHakimi03,@06_RoyaHakimi,Objects\Characters\npc\Settlements\06_Roya.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_06_Roya_C,,,,,,,,,,,
06_GideonStormsbane_01,06_GideonStormsbane01,@06_GideonStormsbane,Objects\Characters\npc\Settlements\06a_Gideon.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_06_Gideon_A,,,,,,,,,,,
06_GideonStormsbane_02,06_GideonStormsbane02,@06_GideonStormsbane,Objects\Characters\npc\Settlements\06a_Gideon.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_06_Gideon_B,,,,,,,,,,,
06_Medea_01,06_Medea01,@06_Medea,Objects\Characters\npc\Settlements\06A_Medea.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_06_Medea_A,,,,,,,,,,,
06_Medea_02,06_Medea02,@06_Medea,Objects\Characters\npc\Settlements\06A_Medea.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_06_Medea_B,,,,,,,,,,,
06_Medea_03,06_Medea03,@06_Medea,Objects\Characters\npc\Settlements\06A_Medea.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_06_Medea_C,,,,,,,,,,,
1338_MasterOfCeremonies,1338_MasterOfCeremonies,@1338_MasterOfCeremonies,Objects\Characters\npc\supernatural\masterOfCeremonies\masterOfCeremonies.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
1339_FestivalTender_01,1339_FestivalTender_01,@1339_FestivalTender_01,Objects\Characters\npc\Settlements\1339_festivaltender01.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_idle_fidget_lookaround.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,1.5,2,
1340_FestivalTender_02,1340_FestivalTender_02,@1340_FestivalTender_02,Objects\Characters\npc\Settlements\1340_festivaltender02.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,2,2,
1341_BandMember_01,1341_BandMember_01,@1341_BandMember_01,Objects\Characters\npc\Settlements\1341_bandmember01.cdf,Libs\Timeline\Npc\MusicPlayingAnims\Guitar_Play_Start.timeline,Libs\Timeline\Npc\MusicPlayingAnims\Guitar_Play_Stop.timeline,Libs\Timeline\Npc\MusicPlayingAnims\Guitar_Play_Loop_LookPose.timeline,Libs\Timeline\Npc\MusicPlayingAnims\Guitar_Idle.timeline,,,,,,,,,,3,4,
1342_BandMember_02,1342_BandMember_02,@1342_BandMember_02,Objects\Characters\npc\Settlements\1342_bandmember02.cdf,Libs\Timeline\Npc\MusicPlayingAnims\Drums_Play_Start.timeline,Libs\Timeline\Npc\MusicPlayingAnims\Drums_Play_Stop.timeline,Libs\Timeline\Npc\MusicPlayingAnims\Drums_Play_Loop_LookPose.timeline,Libs\Timeline\Npc\MusicPlayingAnims\Drums_Idle.timeline,,,,,,,,,,3,4,
1343_BandMember_03,1343_BandMember_03,@1343_BandMember_03,Objects\Characters\npc\Settlements\1343_bandmember03.cdf,Libs\Timeline\Npc\MusicPlayingAnims\Azothflute_Play_Start.timeline,Libs\Timeline\Npc\MusicPlayingAnims\Azothflute_Play_Stop.timeline,Libs\Timeline\Npc\MusicPlayingAnims\Azothflute_Play_Loop_LookPose.timeline,Libs\Timeline\Npc\MusicPlayingAnims\Azothflute_Idle.timeline,,,,,,,,,,3,4,
1344_FishMounter,1344_FishMounter,@1344_FishMounter,Objects\Characters\npc\Settlements\1344_fishmounter.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,,,,,,,,,,3,4,
1345_PartyGuest_01_00,1345_PartyGuest_01,@1345_PartyGuest_01,Objects\Characters\npc\Settlements\1345_partyguest01.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_idle_fidget_waiting.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1345_PartyGuest_01_00_off_2023,,,,,,,,,,,
1345_PartyGuest_01_01,1345_PartyGuest_01,@1345_PartyGuest_01,Objects\Characters\npc\Settlements\1345_partyguest01.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Unarmed_Dance_Running_Loop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1345_PartyGuest_01_01_on_2023,,,,,,,,,,,
1346_PartyGuest_02_00,1346_PartyGuest_02,@1346_PartyGuest_02,Objects\Characters\npc\Settlements\1346_partyguest02.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\settle_stand_ambient_listening_01.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1346_PartyGuest_02_00_off_2023,,,,,,,,,,,
1346_PartyGuest_02_01,1346_PartyGuest_02,@1346_PartyGuest_02,Objects\Characters\npc\Settlements\1346_partyguest02.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Unarmed_Dance_Wiggle_Loop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1346_PartyGuest_02_01_on_2023,,,,,,,,,,,
1347_PartyGuest_03_00,1347_PartyGuest_03,@1347_PartyGuest_03,Objects\Characters\npc\Settlements\1347_partyguest03.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_idle_fidget_stretching.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1347_PartyGuest_03_00_off_2023,,,,,,,,,,,
1347_PartyGuest_03_01,1347_PartyGuest_03,@1347_PartyGuest_03,Objects\Characters\npc\Settlements\1347_partyguest03.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Unarmed_Dance_Wiggle_Loop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1347_PartyGuest_03_01_on_2023,,,,,,,,,,,
1348_PartyGuest_04_00,1348_PartyGuest_04,@1348_PartyGuest_04,Objects\Characters\npc\Settlements\1348_partyguest04.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\settle_stand_ambient_listening_02.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1348_PartyGuest_04_00_off_2023,,,,,,,,,,,
1348_PartyGuest_04_01,1348_PartyGuest_04,@1348_PartyGuest_04,Objects\Characters\npc\Settlements\1348_partyguest04.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Unarmed_Dance_Robot_Loop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1348_PartyGuest_04_01_on_2023,,,,,,,,,,,
1349_PartyGuest_05_00,1349_PartyGuest_05,@1349_PartyGuest_05,Objects\Characters\npc\Settlements\1349_partyguest05.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Stand\settle_stand_idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1349_PartyGuest_05_00_off_2023,,,,,,,,,,,
1349_PartyGuest_05_01,1349_PartyGuest_05,@1349_PartyGuest_05,Objects\Characters\npc\Settlements\1349_partyguest05.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Unarmed_Dance_Russian_Loop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1349_PartyGuest_05_01_on_2023,,,,,,,,,,,
1036_WallyWiddershins,1036_WallyWiddershins,@1036_WallyWiddershins,Objects\Characters\npc\Settlements\1036_wallywiddershins.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
1037_RowanPennbrook,1037_RowanPennbrook,@1037_RowanPennbrook,Objects\Characters\npc\Settlements\1037_rowanpennbrook.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
1038_QuiggleyQuorus,1038_QuiggleyQuorus,@1038_QuiggleyQuorus,Objects\Characters\npc\Settlements\1038_quiggleyquorus.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
99A_Yonas_00,99A_Yonas_00,@99A_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas_fishingpoll.cdf,Libs\Timeline\Npc\settle_stand_fishing_exit_01.timeline,Libs\Timeline\Npc\settle_stand_fishing_greet_01.timeline,Libs\Timeline\Npc\settle_stand_fishing_ambient_01.timeline,Libs\Timeline\Npc\settle_stand_fishing_interact_01.timeline,SwapActive_99A_Yonas_00 || 99_MSQ_19,,,,,,,,,,,
99A_Yonas_00_A,99A_Yonas_00_A,@99A_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99A_Yonas_00_A,,,,,,,,,,,
99A_Yonas_00_B,99A_Yonas_00_B,@99A_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99A_Yonas_00_B,,,,,,,,,,,
99A_Yonas_01,99A_Yonas_01,@99A_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas_fishingpoll.cdf,Libs\Timeline\Npc\settle_stand_fishing_exit_01.timeline,Libs\Timeline\Npc\settle_stand_fishing_greet_01.timeline,Libs\Timeline\Npc\settle_stand_fishing_ambient_01.timeline,Libs\Timeline\Npc\settle_stand_fishing_interact_01.timeline,(SwapActive_99A_Yonas_01 || 99_MSQ_19) && !99_MSQ_21,,,,,,,,,,,
99A_Yonas_02,99A_Yonas_02,@99A_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,(!99_MSQ_34 && (((99_MSQ_20 || 99_MSQ_21) && (SwapActive_99A_Yonas_02 || SwapActive_AlazarYonas_OnOff)) || ((99_MSQ_20 || 99_MSQ_21 || 99_MSQ_21_B || 99_MSQ_22) && !SwapActive_99A_Yonas_02 && !SwapActive_99B_Yonas_p1_On && !SwapActive_99B_Yonas_p2_On && !99B_MSQ_01))),,,,,,,,,,,
99A_Adiana_00,99A_Adiana_00,@99A_Adiana,Objects\Characters\npc\natural\adiana\adiana.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_CanaryAdiana_Off,,,,,,,,,,,
99A_Grace_00,99A_Grace_00,@01_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99A_Grace_00,,,,,,,,,,,
99A_Grace_01,99A_Grace_01,@01_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99A_Grace_01 || 99_MSQ_19,,,,,,,,,,,
99A_Captain,99A_Captain,@99A_Captain,Objects\Characters\npc\Settlements\0444a_captain.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
99A_Anthurus,99A_Anthurus,@99A_Anthurus,Objects\Characters\npc\supernatural\dryad_prowler\dryadProwler.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99A_Anthurus,,,,,,,,,,,
99A_Adiana_01,9902b_msq_adiana,@9902b_MSQ_Adiana,Objects\Characters\npc\natural\adiana\adiana.cdf,Libs\Timeline\Npc\settle_ranger_outro_01.timeline,Libs\Timeline\Npc\settle_ranger_intro_01.timeline,Libs\Timeline\Npc\NPC_WoundedAdianaIdle.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_listening_01_ambient.timeline,((!99_MSQ_56 && (SwapActive_VillageAdiana_On || 16_BSMSQ_00)) || (99_MSQ_54 && !99_MSQ_55)),,,,,,,,,,,
9809_covenantguard_f,9809_covenantguard_f,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_f.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
9809_covenantguard_f_Sitting,9809_covenantguard_f,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_f_Unarmed.cdf,Libs\Timeline\Npc\Interactions\Sit\Generic\settle_generic_sit_exit.timeline,Libs\Timeline\Npc\Interactions\Sit\Generic\settle_generic_sit_greet.timeline,Libs\Timeline\Npc\Interactions\Sit\Generic\settle_generic_sit_ambient.timeline,Libs\Timeline\Npc\Interactions\Sit\Generic\settle_generic_sit_interact.timeline,,,,,,,,,,,,
9809_covenantguard_f_Archer,9809_covenantguard_f,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_f_Archer.cdf,Libs\Timeline\Npc\settle_watcher_exit_01.timeline,Libs\Timeline\Npc\settle_watcher_intro_01.timeline,Libs\Timeline\Npc\settle_watcher_ambient_01_noprop.timeline,Libs\Timeline\Npc\settle_watcher_interact_01.timeline,,,,,,,,,,,,
9809_covenantguard_f_Rapier,9809_covenantguard_f,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_f_Rapier.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Weaponidleanims\rapier_ability_wideslash_ambient.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
9809_covenantguard_f_v2,9809_covenantguard_f,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_f.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\settle_stand_convo_lookaround_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,
9809_covenantguard_m,9809_covenantguard_m,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_m.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,,,,,,,,,,,,
9809_covenantguard_m_Sitting,9809_covenantguard_m,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_m_Unarmed.cdf,Libs\Timeline\Npc\Interactions\Sit\Generic\settle_generic_sit_exit.timeline,Libs\Timeline\Npc\Interactions\Sit\Generic\settle_generic_sit_greet.timeline,Libs\Timeline\Npc\Interactions\Sit\settle_sit_convo_lookaround_ambient.timeline,Libs\Timeline\Npc\Interactions\Sit\Generic\settle_generic_sit_interact.timeline,,,,,,,,,,,,
9809_covenantguard_m_Sitting_v2,9809_covenantguard_m,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_m_Unarmed.cdf,Libs\Timeline\Npc\Interactions\Sit\Generic\settle_generic_sit_exit.timeline,Libs\Timeline\Npc\Interactions\Sit\Generic\settle_generic_sit_greet.timeline,Libs\Timeline\Npc\Interactions\Sit\settle_sit_convo_lookaround_ambient.timeline,Libs\Timeline\Npc\Interactions\Sit\Generic\settle_generic_sit_interact.timeline,,,,,,,,,,,,
9809_covenantguard_m_Archer,9809_covenantguard_m,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_m_Archer.cdf,Libs\Timeline\Npc\Interactions\Neutral\unarmed_neut_pushups_end_bye.timeline,Libs\Timeline\Npc\Interactions\Neutral\unarmed_neut_pushups_start_greet.timeline,Libs\Timeline\Npc\Interactions\Neutral\unarmed_neut_pushups_ambient.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
9809_covenantguard_m_Rapier,9809_covenantguard_m,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_m.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
9809_covenantguard_m_v2,9809_covenantguard_m,@9809_covenantguard,Objects\Characters\npc\Settlements\9809_covenantguard_m.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,
9810_Alejandro,9810_Alejandro,@9810_Alejandro,Objects\Characters\npc\Settlements\9810_Alejandro.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_pondering_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,
