VariantID,Visual_Healthy,Visual_Depleted,Visual_NotOnRequiredQuest,Visual_Basemesh,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,MarkerRadius,AudioPreload_depleted,SFX_depleted,SFX_Idle,VFX_Idle,IdleVFX_Offset_Z,DepletedVFX,depletedVFX_Offset_Z,DepletedVFX_Quest,DepletedVFX_Quest_Offset_Z,GatheringFX,gatheringVFX_Offzet_Z,interactionMarker_Offset_Z,InteractionEvent,InteractTag,InteractOnlyOnQuest,AchievementID,AchievementServerState,IsStateControlledBySlayerScript,RequireLoS,RequiredAchievement,AudioPreload_gathering,SFX_gathering,SFX_depleted_idle_play,SFX_depleted_idle_stop,AudioPreload_Depleted_idle,AudioPreload_idle,ScriptDiscoveryTag,ScriptSpawnerId
16BS_AncientGlyphLock,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock,false,,,,,,,,,,,,,
16BS_AncientTeleporter,,,,,16BS_AncientTeleporter,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientTeleporter,false,,,,,,,,,,,,,
16BS_AncientGlyphLock_Chest,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest,false,,,,,,,,,,,,,
16BS_AncientGlyphLock_Portal,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal,false,,,,,,,,,,,,,
16BS_AncientTowerDoor,,,,,16BS_AncientTowerDoor,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientTowerDoor,false,,,,,,,,,,,,,
16BS_HeartgemUpgrade,slices/WorldEvents/BrimstoneSands/Interact/HeartgemUpgrade/IO_16BS_HeartgemMesh.slice,,,,16BS_HeartgemUpgrade,1,3.25,2.5,5,,,,cFX_Loot.Loot_Quest_Medium,1,,,ENV_Dungeon_Ancient_Gate.Seal_Break_02,,,,,,IO_16BS_HeartgemUpgrade,true,,,,,,,,,,,,,
16BS_AncientGlyphLock_01,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_01,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_01,,,,,,,,
16BS_AncientGlyphLock_02,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_02,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_02,,,,,,,,
16BS_AncientGlyphLock_03,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_03,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_03,,,,,,,,
16BS_AncientGlyphLock_04,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_04,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_04,,,,,,,,
16BS_AncientGlyphLock_05,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_05,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_05,,,,,,,,
16BS_AncientGlyphLock_06,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_06,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_06,,,,,,,,
16BS_AncientGlyphLock_07,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_07,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_07,,,,,,,,
16BS_AncientGlyphLock_08,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_08,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_08,,,,,,,,
16BS_AncientGlyphLock_09,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_09,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_09,,,,,,,,
16BS_AncientGlyphLock_10,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_10,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_10,,,,,,,,
16BS_AncientGlyphLock_11,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_11,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_11,,,,,,,,
16BS_AncientGlyphLock_12,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_12,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_12,,,,,,,,
16BS_AncientGlyphLock_13,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_13,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_13,,,,,,,,
16BS_AncientGlyphLock_14,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_14,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_14,,,,,,,,
16BS_AncientGlyphLock_15,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_15,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_15,,,,,,,,
16BS_AncientGlyphLock_16,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_16,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_16,,,,,,,,
16BS_AncientGlyphLock_17,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_17,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_17,,,,,,,,
16BS_AncientGlyphLock_18,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_18,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_18,,,,,,,,
16BS_AncientGlyphLock_19,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_19,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_19,,,,,,,,
16BS_AncientGlyphLock_20,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_20,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_20,,,,,,,,
16BS_AncientGlyphLock_21,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_21,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_21,,,,,,,,
16BS_AncientGlyphLock_22,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_22,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_22,,,,,,,,
16BS_AncientGlyphLock_23,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_23,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_23,,,,,,,,
16BS_AncientGlyphLock_24,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_24,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_24,,,,,,,,
16BS_AncientGlyphLock_25,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_25,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_25,,,,,,,,
16BS_AncientGlyphLock_26,,,,,16BS_AncientGlyphLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_26,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_26,,,,,,,,
16BS_AncientGlyphLock_Chest_01,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_01,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_01,,,,,,,,
16BS_AncientGlyphLock_Chest_02,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_02,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_02,,,,,,,,
16BS_AncientGlyphLock_Chest_03,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_03,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_03,,,,,,,,
16BS_AncientGlyphLock_Chest_04,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_04,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_04,,,,,,,,
16BS_AncientGlyphLock_Chest_05,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_05,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_05,,,,,,,,
16BS_AncientGlyphLock_Chest_06,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_06,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_06,,,,,,,,
16BS_AncientGlyphLock_Chest_07,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_07,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_07,,,,,,,,
16BS_AncientGlyphLock_Chest_08,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_08,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_08,,,,,,,,
16BS_AncientGlyphLock_Chest_09,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_09,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_09,,,,,,,,
16BS_AncientGlyphLock_Chest_10,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_10,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_10,,,,,,,,
16BS_AncientGlyphLock_Chest_11,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_11,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_11,,,,,,,,
16BS_AncientGlyphLock_Chest_12,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_12,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_12,,,,,,,,
16BS_AncientGlyphLock_Chest_13,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_13,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_13,,,,,,,,
16BS_AncientGlyphLock_Chest_14,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_14,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_14,,,,,,,,
16BS_AncientGlyphLock_Chest_15,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_15,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_15,,,,,,,,
16BS_AncientGlyphLock_Chest_16,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_16,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_16,,,,,,,,
16BS_AncientGlyphLock_Chest_17,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_17,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_17,,,,,,,,
16BS_AncientGlyphLock_Chest_18,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_18,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_18,,,,,,,,
16BS_AncientGlyphLock_Chest_19,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_19,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_19,,,,,,,,
16BS_AncientGlyphLock_Chest_20,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_20,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_20,,,,,,,,
16BS_AncientGlyphLock_Chest_21,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_21,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_21,,,,,,,,
16BS_AncientGlyphLock_Chest_22,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_22,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_22,,,,,,,,
16BS_AncientGlyphLock_Chest_23,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_23,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_23,,,,,,,,
16BS_AncientGlyphLock_Chest_24,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_24,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_24,,,,,,,,
16BS_AncientGlyphLock_Chest_25,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_25,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_25,,,,,,,,
16BS_AncientGlyphLock_Chest_26,,,,,16BS_AncientGlyphLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Chest_26,false,,,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_26,,,,,,,,
16BS_AncientGlyphLock_Portal_01,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_01,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_01,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_01,,,,,,,,
16BS_AncientGlyphLock_Portal_02,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_02,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_02,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_02,,,,,,,,
16BS_AncientGlyphLock_Portal_03,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_03,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_03,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_03,,,,,,,,
16BS_AncientGlyphLock_Portal_04,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_04,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_04,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_04,,,,,,,,
16BS_AncientGlyphLock_Portal_05,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_05,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_05,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_05,,,,,,,,
16BS_AncientGlyphLock_Portal_06,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_06,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_06,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_06,,,,,,,,
16BS_AncientGlyphLock_Portal_07,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_07,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_07,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_07,,,,,,,,
16BS_AncientGlyphLock_Portal_08,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_08,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_08,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_08,,,,,,,,
16BS_AncientGlyphLock_Portal_09,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_09,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_09,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_09,,,,,,,,
16BS_AncientGlyphLock_Portal_10,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_10,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_10,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_10,,,,,,,,
16BS_AncientGlyphLock_Portal_11,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_11,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_11,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_11,,,,,,,,
16BS_AncientGlyphLock_Portal_12,,,,,16BS_AncientGlyphLock_Portal,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_16BS_AncientGlyphLock_Portal_12,false,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_12,Depleted,,,Lore_unlock_Tales_of_Brimstone_Sands_Title_13_12,,,,,,,,
