VariantID,Visual_Healthy,Visual_Depleted,Visual_NotOnRequiredQuest,Visual_Basemesh,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,MarkerRadius,AudioPreload_depleted,SFX_depleted,SFX_Idle,VFX_Idle,IdleVFX_Offset_Z,DepletedVFX,depletedVFX_Offset_Z,DepletedVFX_Quest,DepletedVFX_Quest_Offset_Z,GatheringFX,gatheringVFX_Offzet_Z,interactionMarker_Offset_Z,InteractionEvent,InteractTag,InteractOnlyOnQuest,AchievementID,AchievementServerState,IsStateControlledBySlayerScript,RequireLoS,RequiredAchievement,AE.0_RequiredAchievementConditional,Card1_Visual,Card2_Visual,Card3_Visual
10WS_BuriedTreasure_08_15,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_15,Lore_unlock_10_CutlassKeys_Title_08_15,,,
10WS_BuriedTreasure_08_16,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_16,Lore_unlock_10_CutlassKeys_Title_08_16,,,
10WS_BuriedTreasure_08_17,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_17,Lore_unlock_10_CutlassKeys_Title_08_17,,,
10WS_BuriedTreasure_08_18,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_18,Lore_unlock_10_CutlassKeys_Title_08_18,,,
10WS_BuriedTreasure_08_19,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_19,Lore_unlock_10_CutlassKeys_Title_08_19,,,
10WS_BuriedTreasure_08_20,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_20,Lore_unlock_10_CutlassKeys_Title_08_20,,,
10WS_BuriedTreasure_Stone_08_21,Objects\Nature\Rock_Dressing\Dressing_Forest\jav_fst_smallrock_flint_a.cgf,,,,10WS_BuriedTreasure_Stone,0.07,1.8,0.5,8,,Play_Recall_FastTravel_Puff,,,,Gatherable.Rock.Base_Pickup_A,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Stone,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_21,Lore_unlock_10_CutlassKeys_Title_08_21,,,
10WS_BuriedTreasure_08_22,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_22,Lore_unlock_10_CutlassKeys_Title_08_22,,,
10WS_BuriedTreasure_08_23,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_23,Lore_unlock_10_CutlassKeys_Title_08_23,,,
10WS_BuriedTreasure_08_24,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_24,Lore_unlock_10_CutlassKeys_Title_08_24,,,
10WS_BuriedTreasure_Mining_08_25,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_c.cgf,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_c.cgf,,,10WS_BuriedTreasure_Mining,0.85,2,1.5,5,,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Boulder_sm_C,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure_Mining,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_25,Lore_unlock_10_CutlassKeys_Title_08_25,,,
10WS_BuriedTreasure_08_26,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_26,Lore_unlock_10_CutlassKeys_Title_08_26,,,
10WS_BuriedTreasure_08_27,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_27,Lore_unlock_10_CutlassKeys_Title_08_27,,,
10WS_BuriedTreasure_08_28,,,,,10WS_BuriedTreasure,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_10WS_BuriedTreasure,false,,,,,Lore_unlock_10_CutlassKeys_Title_08_28,Lore_unlock_10_CutlassKeys_Title_08_28,,,
17DW_ArcanaLock_01,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_01,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_01,Lore_unlock_Topic_17_Nighthaven_Title_03_01,,,
17DW_ArcanaLock_02,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_02,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_02,Lore_unlock_Topic_17_Nighthaven_Title_03_02,,,
17DW_ArcanaLock_03,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_03,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_03,Lore_unlock_Topic_17_Nighthaven_Title_03_03,,,
17DW_ArcanaLock_04,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_04,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_04,Lore_unlock_Topic_17_Nighthaven_Title_03_04,,,
17DW_ArcanaLock_05,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_05,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_05,Lore_unlock_Topic_17_Nighthaven_Title_03_05,,,
17DW_ArcanaLock_06,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_06,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_06,Lore_unlock_Topic_17_Nighthaven_Title_03_06,,,
17DW_ArcanaLock_07,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_07,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_07,Lore_unlock_Topic_17_Nighthaven_Title_03_07,,,
17DW_ArcanaLock_08,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_08,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_08,Lore_unlock_Topic_17_Nighthaven_Title_03_08,,,
17DW_ArcanaLock_09,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_09,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_09,Lore_unlock_Topic_17_Nighthaven_Title_03_09,,,
17DW_ArcanaLock_10,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_10,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_10,Lore_unlock_Topic_17_Nighthaven_Title_03_10,,,
17DW_ArcanaLock_11,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_11,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_11,Lore_unlock_Topic_17_Nighthaven_Title_03_11,,,
17DW_ArcanaLock_12,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_12,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_12,Lore_unlock_Topic_17_Nighthaven_Title_03_12,,,
17DW_ArcanaLock_13,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_13,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_13,Lore_unlock_Topic_17_Nighthaven_Title_03_13,,,
17DW_ArcanaLock_14,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_14,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_14,Lore_unlock_Topic_17_Nighthaven_Title_03_14,,,
17DW_ArcanaLock_15,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_15,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_15,Lore_unlock_Topic_17_Nighthaven_Title_03_15,,,
17DW_ArcanaLock_16,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_16,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_16,Lore_unlock_Topic_17_Nighthaven_Title_03_16,,,
17DW_ArcanaLock_17,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_17,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_17,Lore_unlock_Topic_17_Nighthaven_Title_03_17,,,
17DW_ArcanaLock_18,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_18,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_18,Lore_unlock_Topic_17_Nighthaven_Title_03_18,,,
17DW_ArcanaLock_19,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_19,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_19,Lore_unlock_Topic_17_Nighthaven_Title_03_19,,,
17DW_ArcanaLock_20,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_20,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_20,Lore_unlock_Topic_17_Nighthaven_Title_03_20,,,
17DW_ArcanaLock_21,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_21,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_21,Lore_unlock_Topic_17_Nighthaven_Title_03_21,,,
17DW_ArcanaLock_22,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_22,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_22,Lore_unlock_Topic_17_Nighthaven_Title_03_22,,,
17DW_ArcanaLock_23,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_23,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_23,Lore_unlock_Topic_17_Nighthaven_Title_03_23,,,
17DW_ArcanaLock_24,,,,,17DW_ArcanaLock,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_24,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_24,Lore_unlock_Topic_17_Nighthaven_Title_03_24,,,
17DW_ArcanaLock_Chest_01,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_01,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_01,Lore_unlock_Topic_17_Nighthaven_Title_03_01,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_01.dynamicslice,
17DW_ArcanaLock_Chest_02,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_02,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_02,Lore_unlock_Topic_17_Nighthaven_Title_03_02,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_02.dynamicslice,
17DW_ArcanaLock_Chest_03,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_03,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_03,Lore_unlock_Topic_17_Nighthaven_Title_03_03,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_03.dynamicslice,
17DW_ArcanaLock_Chest_04,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_04,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_04,Lore_unlock_Topic_17_Nighthaven_Title_03_04,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_04.dynamicslice,
17DW_ArcanaLock_Chest_05,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_05,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_05,Lore_unlock_Topic_17_Nighthaven_Title_03_05,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_05.dynamicslice,
17DW_ArcanaLock_Chest_06,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_06,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_06,Lore_unlock_Topic_17_Nighthaven_Title_03_06,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_06.dynamicslice,
17DW_ArcanaLock_Chest_07,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_07,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_07,Lore_unlock_Topic_17_Nighthaven_Title_03_07,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_07.dynamicslice,
17DW_ArcanaLock_Chest_08,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_08,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_08,Lore_unlock_Topic_17_Nighthaven_Title_03_08,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_08.dynamicslice,
17DW_ArcanaLock_Chest_09,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_09,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_09,Lore_unlock_Topic_17_Nighthaven_Title_03_09,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_09.dynamicslice,
17DW_ArcanaLock_Chest_10,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_10,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_10,Lore_unlock_Topic_17_Nighthaven_Title_03_10,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_10.dynamicslice,
17DW_ArcanaLock_Chest_11,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_11,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_11,Lore_unlock_Topic_17_Nighthaven_Title_03_11,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_11.dynamicslice,
17DW_ArcanaLock_Chest_12,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_12,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_12,Lore_unlock_Topic_17_Nighthaven_Title_03_12,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_12.dynamicslice,
17DW_ArcanaLock_Chest_13,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_13,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_13,Lore_unlock_Topic_17_Nighthaven_Title_03_13,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_13.dynamicslice,
17DW_ArcanaLock_Chest_14,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_14,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_14,Lore_unlock_Topic_17_Nighthaven_Title_03_14,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_14.dynamicslice,
17DW_ArcanaLock_Chest_15,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_15,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_15,Lore_unlock_Topic_17_Nighthaven_Title_03_15,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_15.dynamicslice,
17DW_ArcanaLock_Chest_16,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_16,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_16,Lore_unlock_Topic_17_Nighthaven_Title_03_16,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_16.dynamicslice,
17DW_ArcanaLock_Chest_17,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_17,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_17,Lore_unlock_Topic_17_Nighthaven_Title_03_17,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_17.dynamicslice,
17DW_ArcanaLock_Chest_18,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_18,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_18,Lore_unlock_Topic_17_Nighthaven_Title_03_18,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_18.dynamicslice,
17DW_ArcanaLock_Chest_19,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_19,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_19,Lore_unlock_Topic_17_Nighthaven_Title_03_19,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_19.dynamicslice,
17DW_ArcanaLock_Chest_20,,,,,17DW_ArcanaLock_Chest,0.3,3.25,2.5,5,,Play_Recall_FastTravel_Puff,,cFX_Loot.Loot_Sparkles_small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_17DW_ArcanaLock_Chest_20,false,,,,,Lore_unlock_Topic_17_Nighthaven_Title_03_20,Lore_unlock_Topic_17_Nighthaven_Title_03_20,,slices\WorldEvents\Dunwood\Gimmicks\ArcanaTarot\ArcanaTarot_PuzzleChest\ArcanaTarot_Card\WorldEvent_Struc_Arcana_TarotCard_03_20.dynamicslice,
