VariantID,StartMesh,StartMat,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,DepletedVFX,DepletedVFX_Pos,DepletedMesh,DepletedMat,DepletedSpawnVariant,StartMeshLOD,AmbientType,ShowOnCompass,CompassIcon,TradeskillIconUnlockType,MarkerRadius,AllowGatheringInGameModes,InteractionMarker_Offset_X,InteractionMarker_Offset_Y,InteractionMarker_Offset_Z
BeechTree_ba_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_ba.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,TreeHardwoodMedium,0.25,2.2,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_ba.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,BeechTree_ba_fall02_cuttrunk,55,BeechTree,,,,3.7,,,,
BeechTree_ca_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_ca.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,TreeHardwoodMedium,0.16,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_ca.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,BeechTree_ca_fall02_cuttrunk,55,BeechTree,,,,3.3,,,,
BeechTree_cb_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_cb.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,TreeHardwoodSmall,0.1,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_cb.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,BeechTree_cb_fall02_cuttrunk,50,BeechTree,,,,3.3,,,,
BeechTree_cc_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_cc.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,TreeHardwoodSmall,0.1,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_cc.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,BeechTree_cc_fall02_cuttrunk,45,BeechTree,,,,3.3,,,,
BeechTree_cd_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_cd.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,TreeHardwoodSmall,0.12,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_cd.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,BeechTree_cd_fall02_cuttrunk,50,BeechTree,,,,3.3,,,,
BeechTree_d_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,TreeHardwoodSmall,0.08,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,BeechTree_d_fall02_cuttrunk,50,BeechTree,,,,3.3,,,,
BeechTree_e_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,TreeHardwoodTiny,0.01,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Fall02_mat.mtl,BeechTree_e_fall02_cuttrunk,50,BeechTree,,,,3.3,,,,
OakTree_a_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,TreeHardwoodHuge,2,4.2,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,OakTree_a_fall02_cuttrunk,190,OakTree,,,,5.7,,,,
OakTree_b_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,TreeHardwoodLarge,1,2.7,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,OakTree_b_fall02_cuttrunk,150,OakTree,,,,4.2,,,,
OakTree_c_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,TreeHardwoodLarge,0.6,2.2,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,OakTree_c_fall02_cuttrunk,150,OakTree,,,,3.7,,,,
OakTree_d_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,TreeHardwoodMedium,0.47,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,OakTree_d_fall02_cuttrunk,150,OakTree,,,,3.3,,,,
OakTree_e_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,TreeHardwoodSmall,0.3,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,OakTree_e_fall02_cuttrunk,100,OakTree,,,,3.3,,,,
OakTree_f_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_f.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,TreeHardwoodTiny,0.29,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_f.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Fall02_mat.mtl,OakTree_f_fall02_cuttrunk,120,OakTree,,,,3.3,,,,
PoplarTree_Full_a_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,TreeHardwoodLarge,0.65,2.5,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,PoplarTree_Full_a_fall02_cuttrunk,90,PoplarTree,,,,4,,,,
PoplarTree_Full_b_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,TreeHardwoodLarge,0.55,2.1,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,PoplarTree_Full_b_fall02_cuttrunk,90,PoplarTree,,,,3.6,,,,
PoplarTree_Full_c_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,TreeHardwoodMedium,0.28,1.8,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,PoplarTree_Full_c_fall02_cuttrunk,75,PoplarTree,,,,3.3,,,,
PoplarTree_Full_d_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,TreeHardwoodSmall,0.14,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,PoplarTree_Full_d_fall02_cuttrunk,70,PoplarTree,,,,3.3,,,,
PoplarTree_Full_e_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_full_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,TreeHardwoodTiny,0.05,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,PoplarTree_Full_e_fall02_cuttrunk,55,PoplarTree,,,,3.3,,,,
PoplarTree_Thin_a_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thin_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,TreeHardwoodLarge,0.65,2.4,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,PoplarTree_a_fall02_thincut,70,PoplarTree,,,,3.9,,,,
PoplarTree_Thin_b_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thin_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,TreeHardwoodLarge,0.55,2.1,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,PoplarTree_b_fall02_thincut,65,PoplarTree,,,,3.6,,,,
PoplarTree_Thin_c_fall02,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thin_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,TreeHardwoodMedium,0.28,1.8,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat.mtl,PoplarTree_c_fall02_thincut,60,PoplarTree,,,,3.3,,,,
BeechTree_a_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,TreeHardwoodLarge,0.85,2.5,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,BeechTree_a_wint01_cuttrunk,50,BeechTree,,,,4,,,,
BeechTree_b_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,TreeHardwoodLarge,0.45,2.2,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,BeechTree_b_wint01_cuttrunk,60,BeechTree,,,,3.7,,,,
BeechTree_ba_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_ba.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,TreeHardwoodMedium,0.25,2.2,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_ba.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,BeechTree_ba_wint01_cuttrunk,55,BeechTree,,,,3.7,,,,
BeechTree_ca_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_ca.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,TreeHardwoodMedium,0.16,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_ca.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,BeechTree_ca_wint01_cuttrunk,55,BeechTree,,,,3.3,,,,
BeechTree_cb_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_cb.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,TreeHardwoodSmall,0.1,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_cb.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,BeechTree_cb_wint01_cuttrunk,50,BeechTree,,,,3.3,,,,
BeechTree_cc_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_cc.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,TreeHardwoodSmall,0.1,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_cc.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,BeechTree_cc_wint01_cuttrunk,45,BeechTree,,,,3.3,,,,
BeechTree_cd_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_cd.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,TreeHardwoodSmall,0.12,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_cd.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,BeechTree_cd_wint01_cuttrunk,50,BeechTree,,,,3.3,,,,
BeechTree_d_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,TreeHardwoodSmall,0.08,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,BeechTree_d_wint01_cuttrunk,50,BeechTree,,,,3.3,,,,
BeechTree_e_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_full_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,TreeHardwoodTiny,0.01,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_BeechTree_Wint01_mat.mtl,BeechTree_e_wint01_cuttrunk,50,BeechTree,,,,3.3,,,,
OakTree_a_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,TreeHardwoodHuge,2,4.2,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,OakTree_a_wint01_cuttrunk,190,OakTree,,,,5.7,,,,
OakTree_b_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,TreeHardwoodLarge,1,2.7,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,OakTree_b_wint01_cuttrunk,150,OakTree,,,,4.2,,,,
OakTree_c_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,TreeHardwoodLarge,0.6,2.2,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,OakTree_c_wint01_cuttrunk,150,OakTree,,,,3.7,,,,
OakTree_d_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,TreeHardwoodMedium,0.47,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,OakTree_d_wint01_cuttrunk,150,OakTree,,,,3.3,,,,
OakTree_e_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,TreeHardwoodSmall,0.3,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,OakTree_e_wint01_cuttrunk,100,OakTree,,,,3.3,,,,
OakTree_f_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_f.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,TreeHardwoodTiny,0.29,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_f.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Wint01_mat.mtl,OakTree_f_wint01_cuttrunk,120,OakTree,,,,3.3,,,,
PineTree_a_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,TreeHardwoodLarge,0.82,2.4,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,PineTree_a_wint01_cuttrunk,180,PineTree,,,,3.9,,,,
PineTree_b_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,TreeHardwoodLarge,0.59,2.1,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,PineTree_b_wint01_cuttrunk,180,PineTree,,,,3.6,,,,
PineTree_c_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,TreeHardwoodMedium,0.42,1.8,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,PineTree_c_wint01_cuttrunk,180,PineTree,,,,3.3,,,,
PineTree_d_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,TreeHardwoodSmall,0.24,1.8,2,Gatherable_Tree.Demolish.Break_Tree_D,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_d.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,PineTree_d_wint01_cuttrunk,100,PineTree,,,,3.3,,,,
PineTree_e_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,TreeHardwoodSmall,0.16,1.8,2,Gatherable_Tree.Demolish.Break_Tree_E,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_e.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,PineTree_e_wint01_cuttrunk,80,PineTree,,,,3.3,,,,
PineTree_f_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_f.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,TreeHardwoodTiny,0.06,1.8,2,Gatherable_Tree.Demolish.Break_Tree_F,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_f.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,PineTree_f_wint01_cuttrunk,65,PineTree,,,,3.3,,,,
PineTree_thin_a_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thin_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,TreeHardwoodLarge,0.82,2.1,2,Gatherable_Tree.Demolish.Break_Tree_A,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_a.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,PineTree_thin_a_wint01_cuttrunk,180,PineTree,,,,3.6,,,,
PineTree_thin_b_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thin_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,TreeHardwoodLarge,0.6,1.8,2,Gatherable_Tree.Demolish.Break_Tree_B,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_b.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,PineTree_thin_b_wint01_cuttrunk,180,PineTree,,,,3.3,,,,
PineTree_thin_c_wint01,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thin_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,TreeHardwoodMedium,0.41,1.8,2,Gatherable_Tree.Demolish.Break_Tree_C,0.7,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_c.cgf,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat.mtl,PineTree_thin_c_wint01_cuttrunk,180,PineTree,,,,3.3,,,,
