VariantID,Visual_Chest,Visual_Loot,GatherableEntryID,LootTableComponent,GatheringRadius,InteractionRadius,DetectableRadius,DepletedPreload,DepletedSFX,DepletedFX,Idle_VFX,MarkerRadius,Name,LoS_Override,MarkerOffset_Z,InteractTag,DepletedFXOffset_Y,DepletedFXOffset_Z,IdleFXOffset_Y,IdleFXOffset_Z,LootLockSlice,Idle_SFX_Preload,Depleted_SFX_Particle_Preload,Depleted_SFX_Offset_Y,Depleted_SFX_Offset_Z,Idle_SFX_Offset_Y,Idle_SFX_Offset_Z,Idle_SFX_Play,Idle_SFX_Stop,AudioPreload_gathering,SFX_Gathering,Required_Progression,LootLockVariant
World_Water,,,LootMediumT1,Settlement_Water,0.85,3,2.5,loot_container,Play_Loot_Depleted_WorldWaterWell,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_peek01,4,@LootContainer_Settlement_Water_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WorldWaterWell,,
Abandoned_T1_S_Outpost,slices/POIs/LootContainers/Abandoned_T1_S_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T1_S_loot.dynamicslice,LootMediumT1_Outpost,ContainerLootSmallLeveled,0.5,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@LootContainer_SuppliesSmall_DisplayName,,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootSmall,,
DG_Amrine_Grunt,,,AmrineDungeon_HallowedCandle,06_HallowedCandle,1,2.5,1.5,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,3.5,@DG_Amrine_Grunt_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
DG_Amrine_ChestCandle,slices/POIs/LootContainers/Abandoned_T2_S_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T2_S_loot.dynamicslice,AmrineDungeon_HallowedCandle,06_HallowedCandle,0.25,3,1,loot_container,Play_Loot_Depleted_WoodCrate,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@DG_Amrine_ChestCandle_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WoodCrate,,
DG_Reekwater_Chest,slices/POIs/LootContainers/Ancient_ELITE_T2_Chest.dynamicslice,slices/POIs/LootContainers/Ancient_ELITE_T2_Loot.dynamicslice,LootLargeT3,ChestLootElite,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,slices\POIs\LootContainers\MapIcon_Chest.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
DG_RestlessShores01_Chest,slices/POIs/LootContainers/Ancient_ELITE_T2_Chest.dynamicslice,slices/POIs/LootContainers/Ancient_ELITE_T2_Loot.dynamicslice,DungeonRestlessShores01_ChestKey,DungeonRestlessShores01_ChestKey,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@LootContainer_AncientLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachFireStaffChest,slices/POIs/LootContainers/Abandoned_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T1_L_loot.dynamicslice,LootLargeT1,BeachFireStaffChest,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachGreataxeChest,slices/POIs/LootContainers/Abandoned_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T1_L_loot.dynamicslice,LootLargeT1,BeachGreataxeChest,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_SuppliesLarge_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
WeaponsChestBeach,slices/POIs/LootContainers/Abandoned_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T1_L_loot.dynamicslice,LootLargeT1,WeaponChestBeach,0.25,3,1,loot_container,Play_Loot_Depleted_WoodCrate,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_WeaponsChestBeach_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WoodCrate,,
CommonTinderboxT1,,,CommonTinderboxT1,CommonTinderboxT1,0.75,1.5,1,loot_container,Play_Loot_Depleted_WoodCrate,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,2,@95_s01_01_CampSuppliesItem,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WoodCrate,,
TownCart_Iron,,,TownCart,OreCart,3,3,1,loot_container,Play_Loot_Depleted_WoodCrate,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@TownCart_Iron_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WoodCrate,,
TownCart_Lumber,,,TownCart,LumberCart,3,3,1,loot_container,Play_Loot_Depleted_WoodCrate,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@TownCart_Lumber_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WoodCrate,,
TownCart_Fiber,,,TownCart,FiberCart,3,3,1,loot_container,Play_Loot_Depleted_WoodCrate,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@TownCart_Fiber_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WoodCrate,,
TownCart_Hide,,,TownCart,HideCart,3,3,1,loot_container,Play_Loot_Depleted_WoodCrate,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@TownCart_Hide_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WoodCrate,,
TownCart_Food,,,TownCart,FoodCart,3,3,1,loot_container,Play_Loot_Depleted_LootFood,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@TownCart_Food_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootFood,,
TownCart_Oil,,,TownCart,OilCart,3,3,1,loot_container,Play_Loot_Depleted_WoodCrate,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@TownCart_Oil_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WoodCrate,,
Town_Cow,slices/POIs/Crafting/Settlement_Cow_Mesh.dynamicslice,,Cow_Milk,Settlement_Milk,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Medium_Celebration01,Loot.Chest_big_peek01,4,@Town_Cow_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Town_Cow_FL,slices/POIs/Crafting/Settlement_Cow_Mesh.dynamicslice,,Cow_Milk,Settlement_Milk,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Medium_Celebration01,Loot.Chest_big_peek01,4,@Town_Cow_FL_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Town_Cow_MB,slices/POIs/Crafting/Settlement_Cow_Mesh.dynamicslice,,Cow_Milk,Settlement_Milk,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Medium_Celebration01,Loot.Chest_big_peek01,4,@Town_Cow_MB_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Town_Cow_WW,slices/POIs/Crafting/Settlement_Cow_Mesh.dynamicslice,,Cow_Milk,Settlement_Milk,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Medium_Celebration01,Loot.Chest_big_peek01,4,@Town_Cow_WW_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Town_Cow_RS,slices/POIs/Crafting/Settlement_Cow_Mesh.dynamicslice,,Cow_Milk,Settlement_Milk,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Medium_Celebration01,Loot.Chest_big_peek01,4,@Town_Cow_RS_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
Town_Cow_MD,slices/POIs/Crafting/Settlement_Cow_Mesh.dynamicslice,,Cow_Milk,Settlement_Milk,0.5,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Medium_Celebration01,Loot.Chest_big_peek01,4,@Town_Cow_MD_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
BeachFireStaff,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_FireStaff_Healthy.dynamicslice,LootMediumT1,BeachFireStaffChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hStaffFireDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachFireStaffUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_FireStaff_Up.dynamicslice,LootMediumT1_Standing,BeachFireStaffChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hStaffFireDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachGreataxe,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_GreatAxe_Healthy.dynamicslice,LootMediumT1,BeachGreataxeChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hGreatAxeDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachGreataxeUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_GreatAxe_Up.dynamicslice,LootMediumT1_Standing,BeachGreataxeChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hGreatAxeDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachThrowingAxe,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Hatchet_Healthy.dynamicslice,LootMediumT1,BeachThrowingAxeChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@1hThrowingAxeDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachThrowingAxeUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Hatchet_Up.dynamicslice,LootMediumT1_Standing,BeachThrowingAxeChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@1hThrowingAxeDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachWarhammer,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Warhammer_Healthy.dynamicslice,LootMediumT1,BeachWarhammerChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hWarhammerDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachWarhammerUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Warhammer_Up.dynamicslice,LootMediumT1_Standing,BeachWarhammerChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hWarhammerDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachSpear,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Spear_Healthy.dynamicslice,LootMediumT1,BeachSpearChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hSpearDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachSpearUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Spear_Up.dynamicslice,LootMediumT1_Standing,BeachSpearChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hSpearDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachRapier,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Rapier_Healthy.dynamicslice,LootMediumT1,BeachRapierChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@1hRapierDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachRapierUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Rapier_Up.dynamicslice,LootMediumT1_Standing,BeachRapierChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@1hRapierDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachBow,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Bow_Healthy.dynamicslice,LootMediumT1,BeachBowChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hBowDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachBowUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Bow_Up.dynamicslice,LootMediumT1_Standing,BeachBowChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hBowDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachMusket,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Musket_Healthy.dynamicslice,LootMediumT1,BeachMusketChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hMusketDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachMusketUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Musket_Up.dynamicslice,LootMediumT1_Standing,BeachMusketChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hMusketDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachLifeStaff,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_LifeStaff_Healthy.dynamicslice,LootMediumT1,BeachLifeStaffChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hStaffLifeDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachLifeStaffUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_LifeStaff_Up.dynamicslice,LootMediumT1_Standing,BeachLifeStaffChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hStaffLifeDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachIceGauntlet,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_IceGauntlet_Healthy.dynamicslice,LootMediumT1,BeachIceGauntletChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@1hGauntletIceDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachVoidGauntlet,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_VoidGauntlet_Healthy.dynamicslice,LootMediumT1,BeachVoidGauntletChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@1hGauntletVoidDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachBlunderbuss,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_Blunderbuss_Healthy.dynamicslice,LootMediumT1,BeachBlunderbussChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hBlunderbussDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachLongsword,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_LongSword_Healthy.dynamicslice,LootMediumT1,BeachLongswordChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@1hLongswordDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachLongswordUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_LongSword_Up.dynamicslice,LootMediumT1_Standing,BeachLongswordChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@1hLongswordDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachRoundShield,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_RoundShield_Healthy.dynamicslice,LootMediumT1,BeachRoundShieldChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@1hRoundShieldDropT2_MasterName,false,-1,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachRoundShieldUp,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_RoundShield_Up.dynamicslice,LootMediumT1_Standing,BeachRoundShieldChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@1hRoundShieldDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Nightveil_Settlement_Stage_T1,,slices/POIs/NightVeil/Settlement_NHcauldron_decor/Settlement_NightVeilHallow_Cauldron_T1.dynamicslice,Nightveil_Stage_T1,Nightveil_Stage_T1,4,4,1,NightveilStage,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,5,@Nightveil_Settlement_Stage_T1_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Nightveil_Settlement_Stage_T2,,slices/POIs/NightVeil/Settlement_NHcauldron_decor/Settlement_NightVeilHallow_Cauldron_T2.dynamicslice,Nightveil_Stage_T2,Nightveil_Stage_T2,4,4,1,NightveilStage,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,5,@Nightveil_Settlement_Stage_T2_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Nightveil_Settlement_Stage_T3,,slices/POIs/NightVeil/Settlement_NHcauldron_decor/Settlement_NightVeilHallow_Cauldron_T3.dynamicslice,Nightveil_Stage_T3,Nightveil_Stage_T3,4,4,1,NightveilStage,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,5,@Nightveil_Settlement_Stage_T3_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Nightveil_BobbingStation,,,Nightveil_BobbingStation,Nightveil_BobbingStation,3,3,1,BobbingStation,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@Nightveil_Village_BobbingStation_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Nightveil_Settlement_Cauldron,,,Nightveil_Cauldron,Halloween_Cauldron,2,2,1,cauldron_stage,Play_Cauldron_Depleted,nightveilhallow_cauldron.Celebration.Celebration,event_summer_2022.bonfire_idle,5,@Nightveil_Settlement_Cauldron_DisplayName,false,,IO_Nightveil_Settlement_Cauldron,-2,-2,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
Halloween_TreatBasket_Candy,,,Halloween_Basket_Candy,Halloween_TreatBasket,1,3,5,,,,,5,@Halloween_Basket_Candy_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
StarterBeach_Archetype2_Bag,slices/POIs/LootContainers/Abandoned_T1_S_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T1_S_loot.dynamicslice,LootSmallT1_StarterBeach_V2,FTUE_ArchetypesLoot2,0.5,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@LootContainer_WeaponsChestBeach_DisplayName,,,IO_StarterBeach_Archetype2_Bag,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
WeaponsChest_StarterBeach_1,slices/POIs/LootContainers/Abandoned_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T1_L_loot.dynamicslice,LootLargeT1,BeachChestMB1,0.25,4,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,5,@LootContainer_ArmorChestBeach_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
WeaponsChest_StarterBeach_2,slices/POIs/LootContainers/Abandoned_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T1_L_loot.dynamicslice,LootLargeT1,BeachChestMB2,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_ArmorChestBeach_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
WeaponsChest_StarterBeach_3,slices/POIs/LootContainers/Abandoned_T1_L_chest.dynamicslice,slices/POIs/LootContainers/Abandoned_T1_L_loot.dynamicslice,LootLargeT1,BeachChestMB3,0.25,3,1,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,4,@LootContainer_WeaponsChestBeach_DisplayName,,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
