VariantID,Visual_Healthy,Visual_Depleted,Visual_NotOnRequiredQuest,Visual_Basemesh,GatherableEntryID,InteractionRadius,DetectableRadius,MarkerRadius,AudioPreload_depleted,SFX_depleted,SFX_Idle,VFX_Idle,IdleVFX_Offset_Z,DepletedVFX,depletedVFX_Offset_Z,DepletedVFX_Quest,DepletedVFX_Quest_Offset_Z,GatheringFX,gatheringVFX_Offzet_Z,interactionMarker_Offset_Z,InteractionEvent,InteractTag,InteractOnlyOnQuest,AchievementID,AchievementServerState,DetectionVolumeSphereRadius,IsStateControlledBySlayerScript,AudioPreload_Idle
94_GC_Checkpoint0,,,,,94_GC_Checkpoint0,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_GC_Checkpoint0,true,,,5,,
94_GC_Checkpoint1,,,,,94_GC_Checkpoint1,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_GC_Checkpoint1,true,,,5,,
94_BS_Checkpoint0,,,,,94_BS_Checkpoint0,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint0,true,,,5,,
94_BS_Checkpoint1,,,,,94_BS_Checkpoint1,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint1,true,,,5,,
94_BS_Checkpoint2,,,,,94_BS_Checkpoint2,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint2,true,,,5,,
94_BS_Checkpoint3,,,,,94_BS_Checkpoint3,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint3,true,,,5,,
94_BS_Checkpoint4,,,,,94_BS_Checkpoint4,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint4,true,,,5,,
94_BS_Checkpoint5,,,,,94_BS_Checkpoint5,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint5,true,,,5,,
94_BS_Checkpoint6,,,,,94_BS_Checkpoint6,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint6,true,,,5,,
94_BS_Checkpoint7,,,,,94_BS_Checkpoint7,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint7,true,,,5,,
94_BS_Checkpoint8,,,,,94_BS_Checkpoint8,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint8,true,,,5,,
94_BS_Checkpoint9,,,,,94_BS_Checkpoint9,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint9,true,,,5,,
94_BS_Checkpoint10,,,,,94_BS_Checkpoint10,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint10,true,,,5,,
94_BS_Checkpoint11,,,,,94_BS_Checkpoint11,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint11,true,,,5,,
94_BS_Checkpoint12,,,,,94_BS_Checkpoint12,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint12,true,,,5,,
94_BS_Checkpoint13,,,,,94_BS_Checkpoint13,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint13,true,,,5,,
94_BS_Checkpoint14,,,,,94_BS_Checkpoint14,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint14,true,,,5,,
94_BS_Checkpoint15,,,,,94_BS_Checkpoint15,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_BS_Checkpoint15,true,,,5,,
94_FL_Checkpoint0,,,,,94_FL_Checkpoint0,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_FL_Checkpoint0,true,,,5,,
94_FL_Checkpoint1,,,,,94_FL_Checkpoint1,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_FL_Checkpoint1,true,,,5,,
94_EF_T_0,,,,,94_EF_T_0,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_T_0,true,,,5,,
94_EF_T_1,,,,,94_EF_T_1,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_T_1,true,,,5,,
94_EF_S_0,,,,,94_EF_S_0,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_S_0,true,,,5,,
94_EF_S_1,,,,,94_EF_S_1,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_S_1,true,,,5,,
94_EF_S_2,,,,,94_EF_S_2,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_S_2,true,,,5,,
94_EF_S_3,,,,,94_EF_S_3,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_S_3,true,,,5,,
94_EF_S_4,,,,,94_EF_S_4,7,2000,0.01,missions_corpsetorch,Play_SFX_CorpseTorch_FlyingSkull,,cFX_Loot.Loot_Quest_Medium,,,,cFX_Loot.Loot_Quest_Medium_Depleted,,,,,,IO_94_EF_S_4,true,,,5,,
99E_MSQ_01_IGC_EdengroveStory,,,,,99E_MSQ_01_IGC_EdengroveStory,10,10,0,,,,buildables.AzureWell.Vapor_02,,,,,,,,,,IO_99E_MSQ_01_IGC_EdengroveStory,true,,,5,,
99E_MSQ_05_IGC_PrisonReveal,,,,,99E_MSQ_05_IGC_PrisonReveal,10,10,0,,,,buildables.AzureWell.Vapor_02,,,,,,,,,,IO_99E_MSQ_05_IGC_PrisonReveal,true,,,5,,
99E_MSQ_06_IGC_MyrdArgument,,,,,99E_MSQ_06_IGC_MyrdArgument,10,10,0,,,,buildables.AzureWell.Vapor_02,,,,,,,,,,IO_99E_MSQ_06_IGC_MyrdArgument,true,,,5,,
99E_MSQ_09_IGC_IsabellaImage,,,,,99E_MSQ_09_Prox_IsabellaImage,10,10,0,,,,buildables.AzureWell.Vapor_02,,,,,,,,,,IO_99E_MSQ_09_IGC_IsabellaImage,true,,,5,,
99E_MSQ_01_MuralBreadcrumbA,,,,,99E_MSQ_01_Prox_MuralBreadcrumbsA,5,20,0,Missions_Edengrove,Play_Missions_Edengrove_MuralBreadCrumb_Depleted,Play_Missions_Edengrove_MuralBreadCrumb_Idle,edengrove_breadcrumb.glows,0.1,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99E_MSQ_01_MuralBreadcrumbA,true,,,5,,Missions_Edengrove
99E_MSQ_01_MuralBreadcrumbB,,,,,99E_MSQ_01_Prox_MuralBreadcrumbsB,5,20,0,Missions_Edengrove,Play_Missions_Edengrove_MuralBreadCrumb_Depleted,Play_Missions_Edengrove_MuralBreadCrumb_Idle,edengrove_breadcrumb.glows,0.1,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99E_MSQ_01_MuralBreadcrumbB,true,,,9,,Missions_Edengrove
99E_MSQ_01_MuralBreadcrumbC,,,,,99E_MSQ_01_Prox_MuralBreadcrumbsC,5,20,0,Missions_Edengrove,Play_Missions_Edengrove_MuralBreadCrumb_Depleted,Play_Missions_Edengrove_MuralBreadCrumb_Idle,edengrove_breadcrumb.glows,0.1,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99E_MSQ_01_MuralBreadcrumbC,true,,,9,,Missions_Edengrove
99E_MSQ_01_MuralBreadcrumbD,,,,,99E_MSQ_01_Prox_MuralBreadcrumbsD,5,20,0,Missions_Edengrove,Play_Missions_Edengrove_MuralBreadCrumb_Depleted,Play_Missions_Edengrove_MuralBreadCrumb_Idle,edengrove_breadcrumb.glows,0.1,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99E_MSQ_01_MuralBreadcrumbD,true,,,9,,Missions_Edengrove
99E_MSQ_01_MuralBreadcrumbE,,,,,99E_MSQ_01_Prox_MuralBreadcrumbsE,5,20,0,Missions_Edengrove,Play_Missions_Edengrove_MuralBreadCrumb_Depleted,Play_Missions_Edengrove_MuralBreadCrumb_Idle,edengrove_breadcrumb.glows,0.1,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99E_MSQ_01_MuralBreadcrumbE,true,,,9,,Missions_Edengrove
99E_MSQ_01_MuralBreadcrumbF,,,,,99E_MSQ_01_Prox_MuralBreadcrumbsF,5,20,0,Missions_Edengrove,Play_Missions_Edengrove_MuralBreadCrumb_Depleted,Play_Missions_Edengrove_MuralBreadCrumb_Idle,edengrove_breadcrumb.glows,0.1,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99E_MSQ_01_MuralBreadcrumbF,true,,,8,,Missions_Edengrove
99E_MSQ_04_Prox_BlightEnc,,,,,99E_MSQ_04_Prox_BlightEnc,0.01,0.5,0.5,,,,,,,,,,,,,,IO_99E_MSQ_04_Prox_BlightEnc,true,,,15,,
99E_MSQ_07_Prox_CorrStaffEnc,,,,,99E_MSQ_07_Prox_CorrStaffEnc,0.01,0.5,0.5,,,,,,,,,,,,,,IO_99E_MSQ_07_Prox_CorrStaffEnc,true,,,13,,
99E_Lore_Prox_Edengrove_05_03,,,,,99E_Lore_Prox_Edengrove_05_03,0.01,0.5,0.5,,,,,,,,,,,,,,IO_99E_Lore_Prox_Edengrove_05_03,false,,,5,,
94_EF_GoTo,,,,,94_EF_S_1,7,2000,0.01,missions_corpsetorch,,,cFX_Loot.Loot_Quest_Small,,,,,,,,,,IO_94_EF_GoTo,true,,,5,,
94_BeastTorch,,,,slices\WorldEvents\MSQ2_WeaversFen\99C_CorpseCroneTorch_Basemesh.dynamicslice,94_BeastTorch,7,9,0,,,,cFX_Loot.Loot_Quest_Small,,,,buildables.torch.idle,2.1,,,,,IO_94_BeastTorch,true,,,9,,
95_s04_01_MordredTracks2,slices\SEASONS\SEASON_04\S04_01\S04_Q01_tracks_01b.dynamicslice,,,,95_s04_01_MordredTracks2,10,10,0.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,cFX_Loot.Loot_Quest_Small,-1.25,buildables_misc.Placement.Dust_C,1.2,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_95_s04_01_MordredTracks2,true,,,3,,
95_s04_01_MordredTracks3,slices\SEASONS\SEASON_04\S04_01\S04_Q01_tracks_01c.dynamicslice,,,,95_s04_01_MordredTracks3,10,10,0.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,cFX_Loot.Loot_Quest_Small,-1.25,buildables_misc.Placement.Dust_C,1.2,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_95_s04_01_MordredTracks3,true,,,3,,
99G_MSQ_SM_FreePrisoner_Tracks_01,slices\WorldEvents\MSQ3_Shattered\99G_MSQ_SM_FreePrisoner_Tracks_01_healthy.dynamicslice,,,,99G_MSQ_SM_FreePrisoner_Tracks_01,10,10,0.5,,,,cFX_Loot.Loot_Quest_Small,-1.25,buildables_misc.Placement.Dust_C,1.2,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99G_MSQ_SM_FreePrisoner_Tracks_01,true,,,3,,
99G_MSQ_SM_FreePrisoner_Tracks_02,slices\WorldEvents\MSQ3_Shattered\99G_MSQ_SM_FreePrisoner_Tracks_02_healthy.dynamicslice,,,,99G_MSQ_SM_FreePrisoner_Tracks_02,10,10,0.5,,,,cFX_Loot.Loot_Quest_Small,-1.25,buildables_misc.Placement.Dust_C,1.2,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99G_MSQ_SM_FreePrisoner_Tracks_02,true,,,3,,
99G_MSQ_SM_FreePrisoner_Tracks_03,slices\WorldEvents\MSQ3_Shattered\99G_MSQ_SM_FreePrisoner_Tracks_03_healthy.dynamicslice,,,,99G_MSQ_SM_FreePrisoner_Tracks_03,10,10,0.5,,,,cFX_Loot.Loot_Quest_Small,-0.25,buildables_misc.Placement.Dust_C,2.2,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99G_MSQ_SM_FreePrisoner_Tracks_03,true,,,3,,
99G_MSQ_SM_AssaultStronghold_Banner,,,,slices\WorldEvents\MSQ3_Shattered\99G_MSQ_SM_AssaultStronghold_Banner_basemesh.dynamicslice,99G_MSQ_SM_AssaultStronghold_Banner,10,10,0.5,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_99G_MSQ_SM_AssaultStronghold_Banner,true,,,6,,
06A_MSQ_09_ClueA,,,,,06A_MSQ_09_ClueA,7,9,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_06A_MSQ_09_ClueA,true,,,10,,
06A_MSQ_09_ClueB,,,,,06A_MSQ_09_ClueB,7,9,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_06A_MSQ_09_ClueB,true,,,10,,
06A_MSQ_09_ClueC,,,,,06A_MSQ_09_ClueC,7,9,0,,,,cFX_Loot.Loot_Quest_Small,,,,cFX_Loot.Loot_Quest_Small_Depleted,,,,,,IO_06A_MSQ_09_ClueC,true,,,10,,
Chandelier_Trigger,,,,,Chandelier_01,3,5,0,,,,env_gimmicks.HitPoint,,env_gimmicks.Hit_Sparks,,,,,,,,,false,,,5,,Territory_Dunwood
