VariantID,StartMesh,StartMat,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,DepletedSFX,IdleSFX,AudioPreloadName,IdleVFX,DepletedVFX,DepletedMesh,DepletedMaterial,VegAreaClearRadius,StartMeshLOD,EndMeshLOD,ShowOnCompass,CompassIcon,TradeskillIconUnlockType,AcceptSnow,MarkerRadius,AllowGatheringInGameModes,AddonMesh,AddonMaterial
Brimstone_b_dungeon,Objects\Alchemy\Stone\JAV_PRP_Brimstone_B.cgf,,BrimstoneMedium_dungeon,0.8,2.8,1,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Brimstone_B,Objects\Alchemy\Stone\JAV_PRP_Brimstone_Pedestal_B.cgf,,3.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Brimstone_Compass.png,,false,5.8,,,
Brimstone_c_dungeon,Objects\Alchemy\Stone\JAV_PRP_Brimstone_C.cgf,,BrimstoneSmall_dungeon,0.7,2.6,1,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Brimstone_C,Objects\Alchemy\Stone\JAV_PRP_Brimstone_Pedestal_C.cgf,,3.2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Brimstone_Compass.png,,false,5.6,,,
Boulder_lg_moss_a,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_a.cgf,,BoulderLarge,4,6.5,6,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Boulder_lg_A,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_frag_a.cgf,,4.5,100,100,,,,false,9.5,,,
Boulder_lg_moss_b,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_b.cgf,,BoulderLarge,3,4.5,4,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Boulder_lg_B,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_frag_b.cgf,,3.6,100,100,,,,false,7.5,,,
Boulder_lg_moss_c,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_c.cgf,,BoulderLarge,3,4.5,4,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Boulder_lg_C,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_frag_c.cgf,,3.2,100,100,,,,false,7.5,,,
Boulder_md_moss_a,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_a.cgf,,BoulderMedium,1.75,4.5,3,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_md_A,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_frag_a.cgf,,3.1,100,100,,,,false,7.5,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Md_A.cgf,
Boulder_md_moss_b,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_b.cgf,,BoulderMedium,1.35,3,2.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_md_B,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_frag_b.cgf,,2.4,100,100,,,,false,6,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Md_B.cgf,
Boulder_md_moss_c,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_c.cgf,,BoulderMedium,1.35,3,2.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_md_C,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_frag_c.cgf,,2.1,100,100,,,,false,6,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Md_C.cgf,
Boulder_sm_moss_a,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_a.cgf,,BoulderSmall,0.95,2.5,1.5,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Boulder_sm_A,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_a.cgf,,1.2,100,100,,,,false,5.5,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Sm_A.cgf,
Boulder_sm_moss_b,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_b.cgf,,BoulderSmall,0.65,2,1,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Boulder_sm_B,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_b.cgf,,0.9,100,100,,,,false,5,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Sm_B.cgf,
Boulder_sm_moss_c,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_c.cgf,,BoulderSmall,0.85,2,1.5,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Boulder_sm_C,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_c.cgf,,1.5,100,100,,,,false,5,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Sm_C.cgf,
Boulder_lg_moss_inv_a,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_a.cgf,,BoulderLarge,4,6.5,6,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Boulder_lg_A,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_frag_a.cgf,,4.5,100,100,,,,false,9.5,,,
Boulder_lg_moss_inv_b,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_b.cgf,,BoulderLarge,3,4.5,4,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Boulder_lg_B,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_frag_b.cgf,,3.6,100,100,,,,false,7.5,,,
Boulder_lg_moss_inv_c,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_c.cgf,,BoulderLarge,3,4.5,4,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Boulder_lg_C,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_lg_frag_c.cgf,,3.2,100,100,,,,false,7.5,,,
Boulder_md_moss_inv_a,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_a.cgf,,BoulderMedium,1.75,4.5,3,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_md_A,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_frag_a.cgf,,3.1,100,100,,,,false,7.5,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Md_A.cgf,Objects\Nature\Veg_Grass\Grass_Spruce\ThinGrass\jav_spc_thingrass_a_inv_mat.mtl
Boulder_md_moss_inv_b,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_b.cgf,,BoulderMedium,1.35,3,2.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_md_B,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_frag_b.cgf,,2.4,100,100,,,,false,6,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Md_B.cgf,Objects\Nature\Veg_Grass\Grass_Spruce\ThinGrass\jav_spc_thingrass_a_inv_mat.mtl
Boulder_md_moss_inv_c,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_c.cgf,,BoulderMedium,1.35,3,2.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_md_C,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_md_frag_c.cgf,,2.1,100,100,,,,false,6,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Md_C.cgf,Objects\Nature\Veg_Grass\Grass_Spruce\ThinGrass\jav_spc_thingrass_a_inv_mat.mtl
Boulder_sm_moss_inv_a,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_a.cgf,,BoulderSmall,0.95,2.5,1.5,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Boulder_sm_A,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_a.cgf,,1.2,100,100,,,,false,5.5,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Sm_A.cgf,Objects\Nature\Veg_Grass\Grass_Spruce\ThinGrass\jav_spc_thingrass_a_inv_mat.mtl
Boulder_sm_moss_inv_b,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_b.cgf,,BoulderSmall,0.65,2,1,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Boulder_sm_B,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_b.cgf,,0.9,100,100,,,,false,5,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Sm_B.cgf,Objects\Nature\Veg_Grass\Grass_Spruce\ThinGrass\jav_spc_thingrass_a_inv_mat.mtl
Boulder_sm_moss_inv_c,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_c.cgf,,BoulderSmall,0.85,2,1.5,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Boulder_sm_C,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_c.cgf,,1.5,100,100,,,,false,5,,Objects\Nature\Rock_Boulders\Boulders_Forest\JAV_Fst_Boulder_Moss_Sm_C.cgf,Objects\Nature\Veg_Grass\Grass_Spruce\ThinGrass\jav_spc_thingrass_a_inv_mat.mtl
FL_Petrified_Statue_Wolf,Objects\Crafting\Props\Props_FirstLight\Statues\wolfalpha\statue_wolfalpha_01_a.cgf,,FL_Petrified_Wolf_Statue,0.7,2.6,1,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_lg_A,,,3.2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Wolf_Statue_Compass.png,,false,5.6,,,
FL_Petrified_Statue_Bear,Objects\Crafting\Props\Props_FirstLight\Statues\statuebear\statue_bear_01.cgf,,FL_Petrified_Bear_Statue,0.7,2.6,1,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_lg_B,,,3.2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Bear_Statue_Compass.png,,false,5.6,,,
FL_Petrified_Statue_Corrupted_Human,Objects\Crafting\Props\Props_FirstLight\Statues\damnedfarmer\statue_damnedfarmer_02.cgf,,FL_Petrified_Humanoid_Statue,0.7,2.6,1,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Boulder_md_A,,,3.2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Humanoid_Statue_Compass.png,,false,5.6,,,
Cursed10ws_Vein_Starmetal_a,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_a.cgf,,Cursed10ws_OreVeinStarmetalLarge,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,env_Cutlass.Cursed_Mining_Node_Large,Gatherable_Mineral.Demolish.Starmetal_A,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,8,,,
Cursed10ws_Vein_Starmetal_b,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_b.cgf,,Cursed10ws_OreVeinStarmetalMedium,0.8,4,1.5,Play_Gather_Boulder_Med,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Starmetal_B,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,7,,,
Cursed10ws_Vein_Starmetal_c,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_c.cgf,,Cursed10ws_OreVeinStarmetalSmall,0.6,3,1.25,Play_Gather_Boulder_Sml,,,env_Cutlass.Cursed_Mining_Node_Large,Gatherable_Mineral.Demolish.Starmetal_C,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,6,,,
Cursed10ws_Vein_Orichalcum_a,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,Cursed10ws_OreVeinOrichalcumLarge,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,env_Cutlass.Cursed_Mining_Node_Large,Gatherable_Mineral.Demolish.Orichalcum_A,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,8,,,
Cursed10ws_Vein_Orichalcum_b,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,Cursed10ws_OreVeinOrichalcumMedium,2,4,1.5,Play_Gather_Boulder_Med,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Orichalcum_B,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,7,,,
Cursed10ws_Vein_Orichalcum_c,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,Cursed10ws_OreVeinOrichalcumSmall,0.6,3,1.25,Play_Gather_Boulder_Sml,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Orichalcum_C,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_a_mat.mtl,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Orichalcum_Compass.png,Orichalcum,false,6,,,
Cursed10ws_Vein_Mythril_a,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,Cursed10ws_OreVeinMythrilLarge,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,env_Cutlass.Cursed_Mining_Node_Large,Gatherable_Mineral.Demolish.Orichalcum_A,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Mythril_Compass.png,Orichalcum,false,8,,,
Cursed10ws_Vein_Mythril_b,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,Cursed10ws_OreVeinMythrilMedium,0.8,4,1.5,Play_Gather_Boulder_Med,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Orichalcum_B,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Mythril_Compass.png,Orichalcum,false,7,,,
Cursed10ws_Vein_Mythril_c,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,Cursed10ws_OreVeinMythrilSmall,0.6,3,1.25,Play_Gather_Boulder_Sml,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Orichalcum_C,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Mythril_Compass.png,Orichalcum,false,6,,,
Cursed10ws_Vein_Gold_a,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_a.cgf,,Cursed10ws_GoldLarge,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,env_Cutlass.Cursed_Mining_Node_Large,Gatherable_Mineral.Demolish.Gold_A,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Gold_Compass.png,Gold,false,8,,,
Cursed10ws_Vein_Gold_b,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_b.cgf,,Cursed10ws_GoldMedium,0.8,4,1.5,Play_Gather_Boulder_Med,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Gold_B,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Gold_Compass.png,Gold,false,7,,,
Cursed10ws_Vein_Gold_c,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_c.cgf,,Cursed10ws_GoldSmall,0.6,3,1.25,Play_Gather_Boulder_Sml,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Gold_C,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Gold_Compass.png,Gold,false,6,,,
Cursed10ws_Vein_Platinum_a,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_a.cgf,,Cursed10ws_PlatinumLarge,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,env_Cutlass.Cursed_Mining_Node_Large,Gatherable_Mineral.Demolish.Starmetal_A,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Platinum_Compass.png,Platinum,false,8,,,
Cursed10ws_Vein_Platinum_b,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_b.cgf,,Cursed10ws_PlatinumMedium,0.8,4,1.5,Play_Gather_Boulder_Med,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Starmetal_B,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Platinum_Compass.png,Platinum,false,7,,,
Cursed10ws_Vein_Platinum_c,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_c.cgf,,Cursed10ws_PlatinumSmall,0.6,3,1.25,Play_Gather_Boulder_Sml,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Starmetal_C,Objects\Nature\Rock_Veins\Veins_Silver\jav_fst_vein_silver_pick_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Platinum_Compass.png,Platinum,false,6,,,
Cursed10ws_Lodestone_a,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_lodestone_a_mat.mtl,Cursed10ws_BoulderLodestoneSmall,0.85,2,1.5,Play_Gather_Boulder_Med,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Lodestone_A,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_lodestone_a_mat.mtl,1.2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Lodestone_Compass.png,Lodestone,false,5,,,
Cursed10ws_Lodestone_b,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_lodestone_b_mat.mtl,Cursed10ws_BoulderLodestoneMedium,0.85,2,1,Play_Gather_Boulder_Med,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Lodestone_B,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_lodestone_b_mat.mtl,0.9,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Lodestone_Compass.png,Lodestone,false,5,,,
Cursed10ws_Lodestone_c,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_lodestone_c_mat.mtl,Cursed10ws_BoulderLodestoneLarge,0.85,2,1.5,Play_Gather_Boulder_Med,,,env_Cutlass.Cursed_Mining_Node_Small,Gatherable_Mineral.Demolish.Lodestone_C,Objects\Nature\Rock_Boulders\Boulders_Forest\jav_fst_boulder_sm_frag_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_lodestone_c_mat.mtl,1.5,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Lodestone_Compass.png,Lodestone,false,5,,,
Vein_Mythril_a_dungeon,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,OreVeinMythrilLarge_Dungeon,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers01,Gatherable_Mineral.Demolish.Orichalcum_A,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_a.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Mythril_Compass.png,Orichalcum,false,8,,,
Vein_Mythril_b_dungeon,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,OreVeinMythrilMedium_Dungeon,2,4,1.5,Play_Gather_Boulder_Med,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers01,Gatherable_Mineral.Demolish.Orichalcum_B,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_b.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Mythril_Compass.png,Orichalcum,false,7,,,
Vein_Mythril_c_dungeon,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,OreVeinMythrilSmall_Dungeon,0.6,3,1.25,Play_Gather_Boulder_Sml,,,ENV_Darkness.Micro_Gatherables.Orichalcum_embers02,Gatherable_Mineral.Demolish.Orichalcum_C,Objects\Nature\Rock_Veins\Veins_Gold\jav_fst_vein_gold_pick_c.cgf,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_orichalcum_b_mat.mtl,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Mythril_Compass.png,Orichalcum,false,6,,,
Cesspool_a,Objects\Nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_oilseep_a.cgf,Objects\nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_cesspool_03_mat.mtl,CesspoolLarge,0.8,4.5,4,Play_Gather_Stones,Play_AMB_3D_OilSeep,gath_oilseep,Gatherable_Mineral.Sap.Seep_Idle_A,Gatherable_Mineral.Demolish.SapSeep_A,Objects\Nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_oilseep_pick_a.cgf,Objects\nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_cesspool_03_mat.mtl,3.4,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Oil_Compass.png,Oil,true,7.5,,,
Cesspool_b,Objects\Nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_oilseep_b.cgf,Objects\nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_cesspool_03_mat.mtl,CesspoolMedium,0.6,3.75,3.5,Play_Gather_Stones,Play_AMB_3D_OilSeep,gath_oilseep,Gatherable_Mineral.Sap.Seep_Idle_B,Gatherable_Mineral.Demolish.SapSeep_B,Objects\Nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_oilseep_pick_b.cgf,Objects\nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_cesspool_03_mat.mtl,2.4,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Oil_Compass.png,Oil,true,6.75,,,
Cesspool_c,Objects\Nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_oilseep_c.cgf,Objects\nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_cesspool_03_mat.mtl,CesspoolSmall,0.3,2.75,3,Play_Gather_Stones,Play_AMB_3D_OilSeep,gath_oilseep,Gatherable_Mineral.Sap.Seep_Idle_C,Gatherable_Mineral.Demolish.SapSeep_C,Objects\Nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_oilseep_pick_c.cgf,Objects\nature\Seeps\Seeps_Marsh\OilSeep\jav_msh_cesspool_03_mat.mtl,1.5,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Oil_Compass.png,Oil,true,5.75,,,
Vein_PureStarmetal_a,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_a.cgf,,OreVeinPureStarmetalLarge,1.1,5,2.2,Play_Gather_Boulder_Lrg,,,,Gatherable_Mineral.Demolish.Starmetal_A,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_a.cgf,,2,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,8,,,
Vein_PureStarmetal_b,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_b.cgf,,OreVeinPureStarmetalMedium,0.8,4,1.5,Play_Gather_Boulder_Med,,,,Gatherable_Mineral.Demolish.Starmetal_B,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_b.cgf,,1.6,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,7,,,
Vein_PureStarmetal_c,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_c.cgf,,OreVeinPureStarmetalSmall,0.6,3,1.25,Play_Gather_Boulder_Sml,,,,Gatherable_Mineral.Demolish.Starmetal_C,Objects\Nature\Rock_Veins\Veins_Starmetal\jav_boulder_starmetal_frag_c.cgf,,0.8,100,100,1,LyShineUI\Images\Map\Icon\Gatherables\Starmetal_Compass.png,Starmetal,false,6,,,
