TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
09A_M2_SwapActive_Oakes_FOR_Off_Reset,TaskLockAchievement,,,,SwapActive_09A_Oakes_FOR_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_TalkTo_Hargest,TaskConversationTopic,,,,09a_Hargest_WC,,,,,,,,,,,,,,,,09a_M2_Topic_Hargest,,,,,,,,,,,,,,,,,,,,,,@09a_M2_Task_Hargest_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M2_SwapActive_Yoon_A_On,TaskUnlockAchievement,,,,SwapActive_09A_Yoon_A_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_SwapActive_Oakes_FOR_On,TaskUnlockAchievement,,,,SwapActive_09A_Oakes_FOR_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M2_Container_02,,,1,,,,,,,,,,,,09A_M2_TriggerArea_FindRanger,09A_M2_TalkTo_Yoon,09A_M2_Yoon_A_Met,,
09A_M2_TriggerArea_FindRanger,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M2_FindYoon,@09A_M2_TriggerArea_FindRanger,,8392.417 1815.76 153.6874,,,,,,,,,,,,,,,,,
09A_M2_TalkTo_Yoon,TaskConversationTopic,,,,09a_Yoon_A,,,,,,,,,,,,,,,,09a_M2_Topic_Yoon_A,,,,,,,,,,,,,,,,,,,,,,@09a_M2_Task_Yoon_TalkTo1,,,,,,,,,,,,,,,,,,,
09A_M2_Yoon_A_Met,TaskUnlockAchievement,,,,09A_Yoon_A_Met,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_03,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M2_Container_03,,,1,,,,,,,,,,,,09A_M2_TriggerArea_FindOakes,09A_M2_Container_MeetOakes,09A_M2_Container_MissingPages,09A_M2_TalkTo_Oakes2,09A_M2_Container_03B
09A_M2_TriggerArea_FindOakes,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M2_Oakes,@09A_M2_TriggerArea_Oakes,,8322..296 1767.052 138.002,,,,,,,,,,,,,,,,,
09A_M2_Container_MeetOakes,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_TalkTo_Oakes,09A_M2_Oakes_FOR_Met,,,
09A_M2_TalkTo_Oakes,TaskConversationTopic,,,,09a_Oakes_FOR,,,,,,,,,,,,,,,,09a_M2_Topic_Oakes,,,,,,,,,,,,,,,,,,,,,,@09a_M2_Task_Oakes_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M2_Oakes_FOR_Met,TaskUnlockAchievement,,,,09A_Oakes_FOR_Met,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_MissingPages,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_Container_MissingPages_On,09A_M2_Container_CollectMissingPages,,,
09A_M2_Container_MissingPages_On,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_MissingPage1_On,09A_M2_MissingPage2_On,09A_M2_MissingPage3_On,09A_M2_MissingPage4_On,09A_M2_MissingPage5_On
09A_M2_MissingPage1_On,TaskUnlockAchievement,,,,SwapActive_09A_M2_MissingPage1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_MissingPage2_On,TaskUnlockAchievement,,,,SwapActive_09A_M2_MissingPage2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_MissingPage3_On,TaskUnlockAchievement,,,,SwapActive_09A_M2_MissingPage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_MissingPage4_On,TaskUnlockAchievement,,,,SwapActive_09A_M2_MissingPage4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_MissingPage5_On,TaskUnlockAchievement,,,,SwapActive_09A_M2_MissingPage5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_CollectMissingPages,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M2_Container_CollectMissingPages,,,,,,,,,,,,,,,09A_M2_Container_MissingPage1,09A_M2_Container_MissingPage2,09A_M2_Container_MissingPage3,09A_M2_Container_MissingPage4,09A_M2_Container_MissingPage5
09A_M2_Container_MissingPage1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_MissingPage1,09A_M2_MissingPage1_Off,09A_M2_MissingPage1_VO,,
09A_M2_MissingPage1,TaskAchievement,,,1,Lore_unlock_09A_FirstLight_Title_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M2_GetMissingPage1,,8342 1716 134,,,,,,,,,,,,,,,,,
09A_M2_MissingPage1_Off,TaskLockAchievement,,,,SwapActive_09A_M2_MissingPage1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_MissingPage1_VO,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M2_VOLoreNote_Oakes_01_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_MissingPage2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_MissingPage2,09A_M2_MissingPage2_Off,09A_M2_MissingPage2_VO,,
09A_M2_MissingPage2,TaskAchievement,,,1,Lore_unlock_09A_FirstLight_Title_01_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M2_GetMissingPage2,,8330 1693 132,,,,,,,,,,,,,,,,,
09A_M2_MissingPage2_Off,TaskLockAchievement,,,,SwapActive_09A_M2_MissingPage2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_MissingPage2_VO,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M2_VOLoreNote_Oakes_02_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_MissingPage3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_MissingPage3,09A_M2_MissingPage3_Off,09A_M2_MissingPage3_VO,,
09A_M2_MissingPage3,TaskAchievement,,,1,Lore_unlock_09A_FirstLight_Title_01_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M2_GetMissingPage3,,8375 1698 139,,,,,,,,,,,,,,,,,
09A_M2_MissingPage3_Off,TaskLockAchievement,,,,SwapActive_09A_M2_MissingPage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_MissingPage3_VO,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M2_VOLoreNote_Oakes_03_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_MissingPage4,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_MissingPage4,09A_M2_MissingPage4_Off,09A_M2_MissingPage4_VO,,
09A_M2_MissingPage4,TaskAchievement,,,1,Lore_unlock_09A_FirstLight_Title_01_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M2_GetMissingPage4,,8358 1678 133,,,,,,,,,,,,,,,,,
09A_M2_MissingPage4_Off,TaskLockAchievement,,,,SwapActive_09A_M2_MissingPage4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_MissingPage4_VO,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M2_VOLoreNote_Oakes_04_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_MissingPage5,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_MissingPage5,09A_M2_MissingPage5_Off,09A_M2_MissingPage5_VO,,
09A_M2_MissingPage5,TaskAchievement,,,1,Lore_unlock_09A_FirstLight_Title_01_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M2_GetMissingPage5,,8333 1666 134,,,,,,,,,,,,,,,,,
09A_M2_MissingPage5_Off,TaskLockAchievement,,,,SwapActive_09A_M2_MissingPage5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_MissingPage5_VO,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M2_VOLoreNote_Oakes_05_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_TalkTo_Oakes2,TaskConversationTopic,,,,09a_Oakes_FOR,,,,,,,,,,,,,,,,09a_M2_Topic_Oakes2,,,,,,,,,,,,,,,,,,,,,,@09a_M2_Task_Oakes_TalkTo2,,,,,,,,,,,,,,,,,,,
09A_M2_Container_03B,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_Container_SwapActive,09A_M2_TalkTo_Yoon2,09A_M2_Yoon_B_Met,09A_M2_Container_SwapActive2,09A_M2_RangerLocation
09A_M2_Container_SwapActive,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_SwapActive_Yoon_A_Off,09A_M2_SwapActive_Yoon_B_On,,,
09A_M2_SwapActive_Yoon_A_Off,TaskLockAchievement,,,,SwapActive_09A_Yoon_A_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_SwapActive_Yoon_B_On,TaskUnlockAchievement,,,,SwapActive_09A_Yoon_B_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_TalkTo_Yoon2,TaskConversationTopic,,,,09a_Yoon_B,,,,,,,,,,,,,,,,09a_M2_Topic_Yoon_B,,,,,,,,,,,,,,,,,,,,,,@09a_M2_Task_Yoon_TalkTo2,,,,,,,,,,,,,,,,,,,
09A_M2_Yoon_B_Met,TaskUnlockAchievement,,,,09A_Yoon_B_Met,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_SwapActive2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_SwapActive_Yoon_B_Off,09A_M2_SwapActive_Oakes_FOR_Off,,,
09A_M2_SwapActive_Yoon_B_Off,TaskLockAchievement,,,,SwapActive_09A_Yoon_B_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_SwapActive_Oakes_FOR_Off,TaskLockAchievement,,,,SwapActive_09A_Oakes_FOR_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_RangerLocation,TaskGameEvent,,,1,09A_M2_RangerLocation,,,,,,,,,,,,,,,IO_09A_M2_RangerLocation,,,09A_M2_RangerLocation_Interact,,,,,,,,,,,,,,,,,,,,@09A_M2_RangerLocation,,8559.9736 1699.8638 177.2715,,,true,,,,,,,,,,,,,,
09A_M2_Container_04,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M2_Container_04,,,,,,,,,,,,,,,09A_M2_Container_04b,09A_M2_RangersSwap,,,
09A_M2_Container_04b,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_Container_RescueRangers,09A_M2_LostPods_Burst,,,
09A_M2_Container_RescueRangers,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_Container_RangerA,09A_M2_Container_RangerB,09A_M2_Container_RangerC,09A_M2_Container_RangerD,
09A_M2_Container_RangerA,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_Rescue_RangerA,09A_M2_Rescue_RangerA_Subtitle,,,
09A_M2_Rescue_RangerA,TaskGameEvent,,,1,09A_S2_Ranger_TrappedA,,,,,,,,,,,,,,,IO_09A_S2_Ranger_TrappedA,,,09A_S2_Ranger_TrappedA_Interact,,,,,,,,,,,,,,,,,,,,@09A_M2_RescueRangerA,,8610.8799 1639.833 170.904,,true,true,,,,,,,,,,,,,,
09A_M2_Rescue_RangerA_Subtitle,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_S2_RescueRangerA_Subtitle_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_RangerB,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_Rescue_RangerB,09A_M2_Rescue_RangerB_Subtitle,,,
09A_M2_Rescue_RangerB,TaskGameEvent,,,1,09A_S2_Ranger_TrappedB,,,,,,,,,,,,,,,IO_09A_S2_Ranger_TrappedB,,,09A_S2_Ranger_TrappedB_Interact,,,,,,,,,,,,,,,,,,,,@09A_M2_RescueRangerB,,8628.4766 1668.641 167.431,,true,true,,,,,,,,,,,,,,
09A_M2_Rescue_RangerB_Subtitle,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_S2_RescueRangerB_Subtitle_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_RangerC,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_Rescue_RangerC,09A_M2_Rescue_RangerC_Subtitle,,,
09A_M2_Rescue_RangerC,TaskGameEvent,,,1,09A_S2_Ranger_TrappedC,,,,,,,,,,,,,,,IO_09A_S2_Ranger_TrappedC,,,09A_S2_Ranger_TrappedC_Interact,,,,,,,,,,,,,,,,,,,,@09A_M2_RescueRangerC,,8526.8428 1689.429 173.2041,,true,true,,,,,,,,,,,,,,
09A_M2_Rescue_RangerC_Subtitle,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_S2_RescueRangerC_Subtitle_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_RangerD,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_Rescue_RangerD,09A_M2_Rescue_RangerD_Subtitle,,,
09A_M2_Rescue_RangerD,TaskGameEvent,,,1,09A_S2_Ranger_TrappedD,,,,,,,,,,,,,,,IO_09A_S2_Ranger_TrappedD,,,09A_S2_Ranger_TrappedD_Interact,,,,,,,,,,,,,,,,,,,,@09A_M2_RescueRangerD,,8555.1631 1649.9039 173.0041,,true,true,,,,,,,,,,,,,,
09A_M2_Rescue_RangerD_Subtitle,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_S2_RescueRangerD_Subtitle_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_LostPods_Burst,TaskGameEvent,,,1000,09A_S2_LostPod_Burst,,,,,,,,,,,,,,,IO_09A_S2_LostPod_Burst,,,09A_S2_LostPod_Burst_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_05,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_Container_WhisperPlant,09A_M2_TriggerArea_Vantage,09A_M2_Container_VantageTrail,09A_M2_Container_SwapActive3,09A_M2_Container_ReturnToCamp
09A_M2_Container_WhisperPlant,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_TriggerArea_WhisperPlant_Letum,09A_M2_WhisperPlant_Letum,,,
09A_M2_TriggerArea_WhisperPlant_Letum,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M2_WhisperPlant_Letum,@09A_M2_TriggerArea_WhisperPlant_Letum,,8626.820 1516.207 222.4165,,,true,,,,,,,,,,,,,,
09A_M2_WhisperPlant_Letum,TaskGameEvent,,,1,09A_WhisperPlant_Letum,,,,,,,,,,,,,,,IO_09A_WhisperPlant_Letum,,,09A_WhisperPlant_Letum_Interact,,,,,,,,,,,,,,,,,,,,@09A_Task_WhisperPlant,,8623.9248 1508.468 226.219,,,,,,,,,,,,,,,,,
09A_M2_TriggerArea_Vantage,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M2_Vantage,@09A_M2_TriggerArea_Vantage,,8613.73 1499.36 246.91,,,,,,,,,,,,,,,,,
09A_M2_Container_VantageTrail,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M2_Container_VantageTrail,,,,,,,,,,,,,,,09A_M2_GlowTrailA,09A_M2_GlowTrailB,09A_M2_InvestigateBarrier,,
09A_M2_GlowTrailA,TaskGameEvent,,,1,09A_M2_GlowTrailA,,,,,,,,,,,,,,,IO_09A_M2_GlowTrailA,,,09A_M2_GlowTrailA_Interact,,,,,,,,,,,,,,,,,,,,@09A_M2_GlowTrailA,,8593.1543 1498.3215 242.1639,,,true,,,,,,,,,,,,,,
09A_M2_GlowTrailB,TaskGameEvent,,,1,09A_M2_GlowTrailB,,,,,,,,,,,,,,,IO_09A_M2_GlowTrailB,,,09A_M2_GlowTrailB_Interact,,,,,,,,,,,,,,,,,,,,@09A_M2_GlowTrailB,,8616.3418 1491.8949 247.978,,,true,,,,,,,,,,,,,,
09A_M2_InvestigateBarrier,TaskGameEvent,,,1,09A_M2_InvestigateBarrier,,,,,,,,,,,,,,,IO_09A_M2_InvestigateBarrier,,,09A_M2_InvestigateBarrier_Interact,,,,,,,,,,,,,,,,,,,,@09A_M2_InvestigateBarrier,,8617.3613 1479.4871 245.995,,,true,,,,,,,,,,,,,,
09A_M2_Container_SwapActive3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_SwapActive_Yoon_WC_On,09A_M2_SwapActive_OakesBed_WC_On,,,
09A_M2_SwapActive_Yoon_WC_On,TaskUnlockAchievement,,,,SwapActive_09A_Yoon_WC_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_SwapActive_OakesBed_WC_On,TaskUnlockAchievement,,,,SwapActive_09A_M2_OakesBed_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_Container_ReturnToCamp,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M2_ReturnToCamp,09A_M2_TalkTo_Morgaine,09A_M2_OakesMemory,09A_M2_OakesMemory_Cinematic_Watched,
09A_M2_ReturnToCamp,TaskGoToPOITag,,,,,,,,true,,abandoned_village_40062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M2_ReturnToCamp,,,,,,,,,,,,,,,,,,,
09A_M2_TalkTo_Morgaine,TaskConversationTopic,,,,09a_Morgaine_WC,,,,,,,,,,,,,,,,09a_M2_Topic_Morgaine,,,,,,,,,,,,,,,,,,,,,,@09a_M2_Task_Morgaine_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M2_OakesMemory,TaskInteract,,,1,09A_M2_Cine_OakesMemory,,,,,,,,,,,,,,,IO_09A_M2_Cine_OakesMemory,,,,,,,,,,,,,,,,,,,,,,,@09A_M2_Cine_OakesMemory,,8687.7861 1980.4587 128.3699,,,,,,,,,,,,false,,,,,
09A_M2_OakesMemory_Cinematic_Watched,TaskUnlockAchievement,,,,Cinematic_NewEden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_RangersSwap,TaskUnlockAchievement,,,,09A_M2_RangersSwap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09A_M3_Container_00,09A_M3_TalkTo_Hargest2,09A_M3_SwapActive_Hargest_NE_A_Off,09A_M3_Container_02,09A_M3_Container_End
09A_M3_Container_00,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_SwapActive_Hargest_WC_On_Reset,09A_M3_SwapActive_Hargest_NE_A_Off_Reset,09A_M3_SwapActive_RichesNote_Off_Reset,09A_M3_Container_01,
09A_M3_SwapActive_Hargest_WC_On_Reset,TaskLockAchievement,,,,SwapActive_09A_Hargest_WC_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_SwapActive_Hargest_NE_A_Off_Reset,TaskLockAchievement,,,,SwapActive_09A_Hargest_NE_A_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_SwapActive_RichesNote_Off_Reset,TaskLockAchievement,,,,SwapActive_09A_M3_RichesNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_Container_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M3_Container_01,,,1,,,,,,,,,,,,09A_M3_Container_TalkTo_Trahern,09A_M3_Container_SwapActive_Hargest,09A_M3_Container_FoulPlant,09A_M3_Container_Wagon,09A_M3_SwapActive_Hargest_NE_A_On
09A_M3_Container_TalkTo_Trahern,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_TalkTo_Trahern,09A_M3_GiveReekpod,,,
09A_M3_TalkTo_Trahern,TaskConversationTopic,,,,09a_Trahern_WC,,,,,,,,,,,,,,,,09a_M3_Topic_Trahern,,,,,,,,,,,,,,,,,,,,,,@09a_M3_Task_Trahern_TalkTo1,,,,,,,,,,,,,,,,,,,
09A_M3_GiveReekpod,TaskGiveItem,,,1,09A_M3_Reekpod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_Container_SwapActive_Hargest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_TalkTo_Hargest,09A_M3_SwapActive_Hargest_WC_Off,,,
09A_M3_TalkTo_Hargest,TaskConversationTopic,,,,09a_Hargest_WC,,,,,,,,,,,,,,,,09a_M3_Topic_Hargest,,,,,,,,,,,,,,,,,,,,,,@09a_M3_Task_Hargest_TalkTo1,,,,,,,,,,,,,,,,,,,
09A_M3_SwapActive_Hargest_WC_Off,TaskUnlockAchievement,,,,SwapActive_09A_Hargest_WC_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_Container_FoulPlant,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_FoulPlant,09A_M3_RemoveReekpod,,,
09A_M3_FoulPlant,TaskGameEvent,,,5,09A_M3_FoulPlant,,,,true,,firstlight5,,,,,,,,,IO_09A_M3_FoulPlant,,,09A_M3_FoulPlant_Interact,,,,,,,,,,,,,,,,,,,,@09A_M3_FoulPlant,,8814.065 1883.428,,,,,,,,,,,,,,,,,
09A_M3_RemoveReekpod,TaskRemoveItem,,,1,09A_M3_Reekpod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_Container_Wagon,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_TriggerArea_Wagon,09A_M3_SignalFire,,,
