TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
06A_MSQ_14_SolveMapPuzzle_swapGrace04Off,TaskLockAchievement,,,,1,SwapActive_06_GraceWW_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_swapGrace05On,TaskUnlockAchievement,,,,1,SwapActive_06_GraceWW_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_talk1_Nessa,TaskConversationTopic,,,,1,06_NessaHarrower05,,,,,,,,,,,,,,,,,06_NessaHarrower_OtherJewel,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_14_SolveMapPuzzle_talk1_Nessa,,8563.82 2398.38 64.76,,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_swapNessa05Off,TaskLockAchievement,,,,1,SwapActive_06_Nessa_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_swapNessa03On,TaskUnlockAchievement,,,,1,SwapActive_06_Nessa_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_goto_Settlement,TaskGoToPOITag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_14_SolveMapPuzzle_goto_Settlement,,,,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_talk_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_14_SolveMapPuzzle_talk_Saatvik,06A_MSQ_14_SolveMapPuzzle_talk_Nessa,06A_MSQ_14_SolveMapPuzzle_swap_container,,
06A_MSQ_14_SolveMapPuzzle_talk_Saatvik,TaskConversationTopic,,,,,06_SaatvikAgrawal01,,,,,,,,,,,,,,,,,06_SaatvikAgrawal_Pirates,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_14_SolveMapPuzzle_talk_Saatvik,,9301.77 2657.72 82.66,,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_talk_Nessa,TaskConversationTopic,,,,,06_NessaHarrower03,,,,,,,,,,,,,,,,,06_NessaHarrower_Jewel,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_14_SolveMapPuzzle_talk_Nessa,,9284.08 2656.50 83.31,,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_swap_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_14_SolveMapPuzzle_swapMichael03On,06A_MSQ_14_SolveMapPuzzle_swapMichael02Off,,,
06A_MSQ_14_SolveMapPuzzle_swapMichael03On,TaskUnlockAchievement,,,,1,SwapActive_06_MichaelLewis_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_swapMichael02Off,TaskLockAchievement,,,,1,SwapActive_06_MichaelLewis_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_Stoneview_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_14_SolveMapPuzzle_goto_Stoneview,06A_MSQ_14_SolveMapPuzzle_interact_firstMap,,,
06A_MSQ_14_SolveMapPuzzle_goto_Stoneview,TaskGoToPOITag,,1,,,,,,,true,,ancient_bridge_40121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_14_SolveMapPuzzle_goto_Stoneview,,,,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_interact_firstMap,TaskGameEvent,,,,1,06A_MSQ_14_map,,,,true,,ancient_bridge_40121,,,,,,,,,,IO_06A_MSQ_14_map,,,IO_06A_MSQ_14_map_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_14_SolveMapPuzzle_interact_solution,,9958.55 2824.91 48.46,,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_Breakwater_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_14_SolveMapPuzzle_goto_Breakwater,06A_MSQ_14_SolveMapPuzzle_interact_secondMap,,,
06A_MSQ_14_SolveMapPuzzle_goto_Breakwater,TaskGoToPOITag,,1,,,,,,,true,,ancient_buttress_40120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_14_SolveMapPuzzle_goto_Breakwater,,,,,,,,,,,,,,,,,,,
06A_MSQ_14_SolveMapPuzzle_interact_secondMap,TaskGameEvent,,,,1,06A_MSQ_14_map,,,,true,,ancient_buttress_40120,,,,,,,,,,IO_06A_MSQ_14_map,,,IO_06A_MSQ_14_map_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_14_SolveMapPuzzle_interact_puzzle,,9815.07 2647.85 67.07,,,,,,,,,,,,,,,,,
06A_MSQ_15_RecoverSpeakerJewel_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_15_RecoverSpeakerJewel_talk_Leovix,06A_MSQ_15_RecoverSpeakerJewel_talk_Marcel,06A_MSQ_15_RecoverSpeakerJewel_chestcontainer,06A_MSQ_15_RecoverSpeakerJewel_talk_Francis,06A_MSQ_15_RecoverSpeakerJewel_swap_container
06A_MSQ_15_RecoverSpeakerJewel_talk_Leovix,TaskConversationTopic,,,,,06_LeovixSilva03,,,,,,,,,,,,,,,,,06_LeovixSilva_Betrayal,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_15_RecoverSpeakerJewel_talk_Leovix,,9289.14 2676.95 83.39,,,,,,,,,,,,,,,,,
06A_MSQ_15_RecoverSpeakerJewel_talk_Marcel,TaskConversationTopic,,,,,06_MarcelDupont03,,,,,,,,,,,,,,,,,06_MarcelDupont_Jewel,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_15_RecoverSpeakerJewel_talk_Marcel,,9338.41 2789.96 87.42,,,,,,,,,,,,,,,,,
06A_MSQ_15_RecoverSpeakerJewel_chestcontainer,ConsecutiveTaskContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_15_RecoverSpeakerJewel_interact_chest,06A_MSQ_15_RecoverSpeakerJewel_openChest,,,
06A_MSQ_15_RecoverSpeakerJewel_interact_chest,TaskHaveAndReturnItems,,,,1,06A_MSQ_verdantJewel,06A_MSQ_15_speakersChest,100,,,,,,,,,,,,,,IO_06A_MSQ_15_chest,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_15_RecoverSpeakerJewel_interact_chest,,9362.91 2767.29 93.120,,,,,,,,,,,,,,,,,
06A_MSQ_15_RecoverSpeakerJewel_openChest,TaskUnlockAchievement,,,,1,Unlock_Animation_SpeakerChestLidOpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_15_RecoverSpeakerJewel_talk_Francis,TaskConversationTopic,,,,,06_FrancisTurner02,,,,,,,,,,,,,,,,,06_FrancisTurner_Jewel,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_15_RecoverSpeakerJewel_talk_Francis,,9376.74 2773.09 89.20,,,,,,,,,,,,,,,,,
06A_MSQ_15_RecoverSpeakerJewel_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_15_RecoverSpeakerJewel_swapGrace05Off,06A_MSQ_15_RecoverSpeakerJewel_swapGrace06On,,,
06A_MSQ_15_RecoverSpeakerJewel_swapGrace05Off,TaskLockAchievement,,,,1,SwapActive_06_GraceWW_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_15_RecoverSpeakerJewel_swapGrace06On,TaskUnlockAchievement,,,,1,SwapActive_06_GraceWW_F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_16_ReturnEldergateJewel_goto_ruins,06A_MSQ_16_ReturnEldergateJewel_interact_container,06A_MSQ_16_ReturnEldergateJewel_allSwap_container,06A_MSQ_16_ReturnEldergateJewel_talk_Saatvik,
06A_MSQ_16_ReturnEldergateJewel_goto_ruins,TaskGoToPOITag,,1,,,,,,,true,,eldergate_ruins_40177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_16_ReturnEldergateJewel_goto_ruins,,,,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_interact_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_16_ReturnEldergateJewel_interact_jewel,06A_MSQ_16_ReturnEldergateJewel_unlock_beams,,,
06A_MSQ_16_ReturnEldergateJewel_interact_jewel,TaskGameEvent,,,,1,06A_MSQ_13_verdantJewel,,,,true,,eldergate_ruins_40177,,,,,,,,,,IO_06A_MSQ_13_jewel,,,IO_06A_MSQ_13_jewel_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_16_ReturnEldergateJewel_interact_jewel,,9352.87 2238.80 194.93,,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_unlock_beams,TaskUnlockAchievement,,,,1,EldergateActivated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_allSwap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_16_ReturnEldergateJewel_swapOff_container,06A_MSQ_16_ReturnEldergateJewel_swapOn_container,,,
06A_MSQ_16_ReturnEldergateJewel_swapOff_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_16_ReturnEldergateJewel_swapNessa03Off,06A_MSQ_16_ReturnEldergateJewel_swapMarcel03Off,06A_MSQ_16_ReturnEldergateJewel_swapFrancis02Off,06A_MSQ_16_ReturnEldergateJewel_swapSaatvik01Off,
06A_MSQ_16_ReturnEldergateJewel_swapNessa03Off,TaskLockAchievement,,,,1,SwapActive_06_Nessa_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_swapMarcel03Off,TaskLockAchievement,,,,1,SwapActive_06_MarcelDupont_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_swapFrancis02Off,TaskLockAchievement,,,,1,SwapActive_06_FrancisTurner_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_swapSaatvik01Off,TaskUnlockAchievement,,,,1,SwapActive_06_SaatvikAgrawal_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_swapOn_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_16_ReturnEldergateJewel_swapNessa06On,06A_MSQ_16_ReturnEldergateJewel_swapSaatvik03On,06A_MSQ_16_ReturnEldergateJewel_swapMedea01On,,
06A_MSQ_16_ReturnEldergateJewel_swapNessa06On,TaskUnlockAchievement,,,,1,SwapActive_06_Nessa_F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_swapSaatvik03On,TaskUnlockAchievement,,,,1,SwapActive_06_SaatvikAgrawal_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_swapMedea01On,TaskUnlockAchievement,,,,1,SwapActive_06_Medea_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_16_ReturnEldergateJewel_talk_Saatvik,TaskConversationTopic,,,,,06_SaatvikAgrawal03,,,,,,,,,,,,,,,,,06_SaatvikAgrawal_NewSpeaker,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_16_ReturnEldergateJewel_talk_Saatvik,,9377.29 2753.84 87.60,,,,,,,,,,,,,,,,,
06A_MSQ_17_RecoverStolenJewel_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_17_RecoverStolenJewel_talk_Nessa,06A_MSQ_17_RecoverStolenJewel_goto_pirates,06A_MSQ_17_RecoverStolenJewel_swapGrace06Off,06A_MSQ_17_RecoverStolenJewel_fight_container,
06A_MSQ_17_RecoverStolenJewel_talk_Nessa,TaskConversationTopic,,,,,06_NessaHarrower06,,,,,,,,,,,,,,,,,06_NessaHarrower_Korrapati,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_17_RecoverStolenJewel_talk_Nessa,,9745.75 2984.22 84.21,,,,,,,,,,,,,,,,,
06A_MSQ_17_RecoverStolenJewel_goto_pirates,TaskGoToPOITag,,1,,,,,,,true,,undead_bastion_2_40122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_17_RecoverStolenJewel_goto_pirates,,,,,,,,,,,,,,,,,,,
06A_MSQ_17_RecoverStolenJewel_swapGrace06Off,TaskLockAchievement,,,,1,SwapActive_06_GraceWW_F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_17_RecoverStolenJewel_fight_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_17_RecoverStolenJewel_kill_susanna,06A_MSQ_17_RecoverStolenJewel_haveItem_jewel,,,
06A_MSQ_17_RecoverStolenJewel_kill_susanna,TaskKillContribution,,,,1,,,,,true,,undead_bastion_2_40122,,,,,,,,,,,,,Alligator_Black_Named_00,,,,,,,,,,,,,,,,,,,,@06A_MSQ_17_RecoverStolenJewel_kill_susanna,,10173.07 2891.49 48.47,,,,,,,,,,,,,,,,,
06A_MSQ_17_RecoverStolenJewel_haveItem_jewel,TaskHaveAndReturnItems,,,,1,06A_MSQ_verdantJewel,Undead_Pistoleer_Named_02,100,,true,,undead_bastion_2_40122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_17_RecoverStolenJewel_haveItem_jewel,,10176.76 2892.39 48.74,,,,,,,,,,,,,,,,,
06A_MSQ_18_ReturnSiriusJewel_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_18_ReturnSiriusJewel_goto_ruins,06A_MSQ_18_ReturnSiriusJewel_swap_container,06A_MSQ_18_ReturnSiriusJewel_puzzle_container,06A_MSQ_18_ReturnSiriusJewel_whisper_container,
06A_MSQ_18_ReturnSiriusJewel_goto_ruins,TaskGoToPOITag,,1,,,,,,,true,,ancient_ruins_40123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_18_ReturnSiriusJewel_goto_ruins,,,,,,,,,,,,,,,,,,,
06A_MSQ_18_ReturnSiriusJewel_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_18_ReturnSiriusJewel_swapNessa06Off,06A_MSQ_18_ReturnSiriusJewel_swapNessa03On,,,
06A_MSQ_18_ReturnSiriusJewel_swapNessa06Off,TaskLockAchievement,,,,1,SwapActive_06_Nessa_F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_18_ReturnSiriusJewel_swapNessa03On,TaskUnlockAchievement,,,,1,SwapActive_06_Nessa_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_18_ReturnSiriusJewel_puzzle_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_18_ReturnSiriusJewel_interact_jewel,06A_MSQ_18_ReturnSiriusJewel_partial_container,06A_MSQ_18_ReturnSiriusJewel_unlock_beams,,
06A_MSQ_18_ReturnSiriusJewel_interact_jewel,TaskGameEvent,,,,1,06A_MSQ_18_siriusJewel,,,,true,,ancient_ruins_40123,,,,,,,,,,IO_06A_MSQ_18_siriusJewel,,,IO_06A_MSQ_18_siriusJewel_interact,,,,,,,,,,,,,,,,,,,,@06A_MSQ_18_ReturnSiriusJewel_interact_jewel,,9797.84 3202.79 137.35,,,,,,,,,,,,,,,,,
06A_MSQ_18_ReturnSiriusJewel_partial_container,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_18_ReturnSiriusJewel_impossible_task,06A_MSQ_18_ReturnSiriusJewel_interact_container,,,
06A_MSQ_18_ReturnSiriusJewel_impossible_task,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,IO_06A_MSQ_puzzle2_stone1,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_interact_puzzle,,,,true,,,,,,,,,,,,,,,
06A_MSQ_18_ReturnSiriusJewel_interact_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_interact_puzzle,,,1,,,,,,,,,,,,06A_MSQ_18_ReturnSiriusJewel_interact_puzzle2_stone1,06A_MSQ_18_ReturnSiriusJewel_interact_puzzle2_stone2,,,
06A_MSQ_18_ReturnSiriusJewel_interact_puzzle2_stone1,TaskGatherCyclicState,,1,,1,Cyclic_06A_MSQ_puzzle2_stone1,,1,,true,,ancient_ruins_40123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_rotate_stone1,,9796.03 3202.22 134.88,1,true,,,,,,,,,,,,,,,
06A_MSQ_18_ReturnSiriusJewel_interact_puzzle2_stone2,TaskGatherCyclicState,,1,,1,Cyclic_06A_MSQ_puzzle2_stone2,,0,,true,,ancient_ruins_40123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_13_ReturnMiradorJewel_rotate_stone2,,9798.86 3203.29 134.88,1,true,,,,,,,,,,,,,,,
06A_MSQ_18_ReturnSiriusJewel_unlock_beams,TaskUnlockAchievement,,,,1,SiriusPuzzleActivated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_18_ReturnSiriusJewel_whisper_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_18_ReturnSiriusJewel_trigger_whispers,,,,
06A_MSQ_18_ReturnSiriusJewel_trigger_whispers,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,06A_WW_whisper_04_interact,,,,,,,,,,,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
06A_MSQ_19_TalkToNewSpeaker_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_19_TalkToNewSpeaker_transport_npc_note,06A_MSQ_19_TalkToNewSpeaker_have_npc_note,06A_MSQ_19_TalkToNewSpeaker_swapMedea01Off,06A_MSQ_19_TalkToNewSpeaker_swapMedea02On,
06A_MSQ_19_TalkToNewSpeaker_transport_npc_note,TaskGiveAndTakeItem,,1,,1,MI_SummonsNote,,,100,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_19_TalkToNewSpeaker_note_Saatvik,,,,,,,,,,,,,,,,,,,
06A_MSQ_19_TalkToNewSpeaker_have_npc_note,TaskHaveAndReturnItems,,1,,1,MI_SummonsNote,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_19_TalkToNewSpeaker_swapMedea01Off,TaskLockAchievement,,,,1,SwapActive_06_Medea_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_19_TalkToNewSpeaker_swapMedea02On,TaskUnlockAchievement,,,,1,SwapActive_06_Medea_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_20_LostTribute_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_20_LostTribute_swap_container,06A_MSQ_20_LostTribute_talk_Leovix,06A_MSQ_20_LostTribute_goto_bulrush,06A_MSQ_20_LostTribute_read_container,
06A_MSQ_20_LostTribute_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_20_LostTribute_swapLeovix03Off,06A_MSQ_20_LostTribute_swapLeovix04On,06A_MSQ_20_LostTribute_swapNessa03Off,06A_MSQ_20_LostTribute_swapNessa07On,
06A_MSQ_20_LostTribute_swapLeovix03Off,TaskLockAchievement,,,,1,SwapActive_06_LeovixSilva_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_20_LostTribute_swapLeovix04On,TaskUnlockAchievement,,,,1,SwapActive_06_LeovixSilva_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_20_LostTribute_swapNessa03Off,TaskLockAchievement,,,,1,SwapActive_06_Nessa_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_20_LostTribute_swapNessa07On,TaskUnlockAchievement,,,,1,SwapActive_06_Nessa_G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_20_LostTribute_talk_Leovix,TaskConversationTopic,,,,,06_LeovixSilva04,,,,,,,,,,,,,,,,,06_LeovixSilva_Caravan,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_20_LostTribute_talk_Leovix,,9265.73 2703.97 82.56,,,,,,,,,,,,,,,,,
06A_MSQ_20_LostTribute_goto_bulrush,TaskGoToPOITag,,1,,,,,,,true,,withered_camp_40157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_20_LostTribute_goto_bulrush,,,,,,,,,,,,,,,,,,,
06A_MSQ_20_LostTribute_read_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_20_LostTribute_readLore1,06A_MSQ_20_LostTribute_voicedLore1,,,
06A_MSQ_20_LostTribute_readLore1,TaskAchievement,,,,1,Lore_unlock_06_Windsward_Title_18_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_20_LostTribute_readLore1,,8758.88 3005.91 54.04,,,false,,,,,,,,,,,,,,
06A_MSQ_20_LostTribute_voicedLore1,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,06A_WW_VoicedLoreNote_03_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
06A_MSQ_21_DefeatBoss_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06A_MSQ_21_DefeatBoss_goto_Thornhall,06A_MSQ_21_DefeatBoss_swap_container,06A_MSQ_21_DefeatBoss_waveEvent,06A_MSQ_21_DefeatBoss_swapMedea03On,06A_MSQ_21_DefeatBoss_puzzle_container
06A_MSQ_21_DefeatBoss_goto_Thornhall,TaskGoToPOITag,,1,,,,,,,true,,infested_village_40160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06A_MSQ_21_DefeatBoss_goto_Thornhall,,,,,,,,,,,,,,,,,,,
06A_MSQ_21_DefeatBoss_swap_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,06A_MSQ_21_DefeatBoss_swapNessa07Off,06A_MSQ_21_DefeatBoss_swapNessa08On,06A_MSQ_21_DefeatBoss_swapMedea02Off,,
06A_MSQ_21_DefeatBoss_swapNessa07Off,TaskLockAchievement,,,,1,SwapActive_06_Nessa_G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
