TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0410_0408_d_01a_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0410_0408_d_02_Task_Kill,0410_0408_d_03_Task_GatherChest,,,
0410_0408_d_02_Task_Kill,TaskKillContribution,,1,,10,,,,,1,,undead_bastion_40227,,,,,,,,,,,,,Undead,,,,,,,,,,,,,,,,,,,,@0410_0408_d_02_Task_Kill,,,,,,,,,,,,,
0410_0408_d_03_Task_GatherChest,TaskHaveAndReturnItems,,1,,5,0410_0408_TavernSupplies,,,100,1,,undead_bastion_40227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0410_0408_d_03_Task_GatherChest,,,,,,,,,,,,,
0411_0409_d_00_Container_StarsAsOurGuide,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0411_0409_d_01_Task_GatherChest,0411_0409_d_02_Task_GatherChest,0411_0409_d_03_Task_GatherChest,,
0411_0409_d_01_Task_GatherChest,TaskHaveAndReturnItems,,1,,1,0411_0409_AstrolabeLupus,,,100,1,,ancient_tower_40219,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0409_d_01_Task_GatherChest,,,,,,,,,,,,,
0411_0409_d_02_Task_GatherChest,TaskHaveAndReturnItems,,1,,1,0411_0409_AstrolabeNorma,,,100,1,,ancient_tower_40218,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0409_d_02_Task_GatherChest,,,,,,,,,,,,,
0411_0409_d_03_Task_GatherChest,TaskHaveAndReturnItems,,1,,1,0411_0409_AstrolabeLeo,,,100,1,,ancient_tower_40217,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0409_d_03_Task_GatherChest,,,,,,,,,,,,,
0411_0410_d_00_Container_UnderStars,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0411_0410_d_01_Task_GatherChest,0411_0410_d_02_Task_GatherChest,0411_0410_d_03_Task_GatherChest,,
0411_0410_d_01_Task_GatherChest,TaskHaveAndReturnItems,,1,,1,0411_0410_HerculesStarChart,,,100,1,,ancient_tower_40216,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0410_d_01_Task_GatherChest,,,,,,,,,,,,,
0411_0410_d_02_Task_GatherChest,TaskHaveAndReturnItems,,1,,1,0411_0410_CanisStarChart,,,100,1,,ancient_tower_40215,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0410_d_02_Task_GatherChest,,,,,,,,,,,,,
0411_0410_d_03_Task_GatherChest,TaskHaveAndReturnItems,,1,,1,0411_0410_UrsaStarChart,,,100,1,,ancient_lookout_40114,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0410_d_03_Task_GatherChest,,,,,,,,,,,,,
0411_0411_d_00_Container_LedByStars,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0411_0411_d_01_Task_GatherChest,0411_0411_d_02_Task_GatherChest,0411_0411_d_03_Task_GatherChest,,
0411_0411_d_01_Task_GatherChest,TaskHaveAndReturnItems,,1,,1,0411_0411_MonocerosVolvelle,,,100,1,,ancient_lookout_40113,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0411_d_01_Task_GatherChest,,,,,,,,,,,,,
0411_0411_d_02_Task_GatherChest,TaskHaveAndReturnItems,,1,,1,0411_0411_LacertaVolvelle,,,100,1,,ancient_lookout_40112,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0411_d_02_Task_GatherChest,,,,,,,,,,,,,
0411_0411_d_03_Task_GatherChest,TaskHaveAndReturnItems,,1,,1,0411_0411_CarinaVolvelle,,,100,1,,ancient_lookout_40111,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0411_d_03_Task_GatherChest,,,,,,,,,,,,,
0411_0412_d_00_Container_Center,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0411_0412_d_01_Task_Goto,0411_0412_d_01a_Container_Center,,,
0411_0412_d_01_Task_Goto,TaskGoToPOITag,,1,,,,,,,,,shattered_obelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0412_d_01_Task_Goto,,,,,,,,,,,,,
0411_0412_d_01a_Container_Center,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0411_0412_d_02_Task_Kill,0411_0412_d_03_Task_GatherChest,,,
0411_0412_d_02_Task_Kill,TaskKillContribution,,1,,15,,,,,1,,shattered_obelisk,,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@0411_0412_d_02_Task_Kill,,,,,,,,,,,,,
0411_0412_d_03_Task_GatherChest,TaskGatherAndReturnItems,,1,,1,0411_0412_ArmillarySphere,0411_Armillary_00,100,,1,,shattered_obelisk,,,true,,,,,,,IO_0411_Armillary_00,,,0411_Armillary_interact_success,,,,,,,,,,,,,,,,,,,,@0411_0412_d_01_Task_GatherChest,,9311 3922 122,,,,,,,,,,,
0402_0502_d_00_Container_Tainting,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0402_0502_d_01_Task,0402_0502_d_02_Task,0402_0502_d_01a_Container,,
0402_0502_d_01_Task,TaskGiveItem,,1,,5,0402_0401_BileSoakedMeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0402_0502_d_01a_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0402_0502_d_03_Task,0402_0502_d_04_Task_Kill,,,
0402_0502_d_02_Task,TaskGoToPOITag,,1,,1,,,,,1,,cave_40247,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0402_0502_d_01_Task,,,,,,,,,,,,,
0402_0502_d_03_Task,TaskGameEvent,,1,,5,,,,,1,,cave_40247,,,,,,,,,,IO_0402_GruelBarrel,,,0402_GruelBarrel_interact,,,,,,,,,,,,,,,,,,,,@0402_0502_d_02_Task,,,,,,,,,,,,,
0402_0502_d_04_Task_Kill,TaskKillContribution,,1,,8,,,,,1,,cave_40247,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@0402_0502_d_04_Task_Kill,,,,,,,,,,,,,
0410_0414_d_00_Container_Rabbit,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0410_0414_d_01_Task_GatherItem,,,,
0410_0414_d_01_Task_GatherItem,TaskGatherAndReturnItems,,1,,5,0410_0414_LuckyRabbitsFoot,Rabbit,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0410_0414_d_01_Task,,,,,,,,,,,,,
0402_0413_d_00_Container_Renee,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0402_0413_d_01_Task_Goto,0402_0413_d_01a_Container,,,
0402_0413_d_01_Task_Goto,TaskGoToPOITag,,1,,,,,,,1,,withered_farm_3_40149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0402_0413_d_01_Task_Goto,,,,,,,,,,,,,
0402_0413_d_01a_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0402_0413_d_02_Task_Kill,0402_0413_d_03_Task_GatherChest,0402_0413_d_04_Task_Kill,,
0402_0413_d_02_Task_Kill,TaskKillContribution,,1,,1,,,,,1,,withered_farm_3_40149,,,,,,,,,,,,,Damned_Villager_AxeThrower_F_Named_00,,,,,,,,,,,,,,,,,,,,@0402_0413_d_02_Task_Kill,,8648.5 3977.1 127.6,,,,,,,,,,,
0402_0413_d_03_Task_GatherChest,TaskHaveAndReturnItems,,1,,5,0402_0413_ReneesSpikeTraps,,,100,1,,withered_farm_3_40149,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0402_0413_d_03_Task_GatherChest,,,,,,,,,,,,,
0402_0413_d_04_Task_Kill,TaskKillContribution,,1,,8,,,,,1,,withered_farm_3_40149,,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@0402_0413_d_04_Task_Kill,,,,,,,,,,,,,
0405_0415_d_00_Container_Ebenrock,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0405_0415_d_01_Task_Goto,0405_0415_d_02_Task_Kill,0405_0415_d_03_Task_Kill,,
0405_0415_d_01_Task_Goto,TaskGoToPOITag,,1,,,,,,,,,cave_40247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0405_0415_d_01_Task_Goto,,,,,,,,,,,,,
0405_0415_d_02_Task_Kill,TaskKillContribution,,1,,15,,,,,1,,cave_40247,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@0405_0415_d_02_Task_Kill,,,,,,,,,,,,,
0405_0415_d_03_Task_Kill,TaskKillContribution,,1,,1,,,,,1,,cave_40224,,,,,,,,,,,,,Damned_1h_Swordsman_M_Named_07,,,,,,,,,,,,,,,,,,,,@0405_0415_d_03_Task_Kill,,8629.337 5316.122 192.028,,,,,,,,,,,
0406_0103_d_00_container_hearthandhome,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0406_0103_d_01_open_Inn,,,,
0406_0103_d_01_open_Inn,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,InnInteractMenu,,,,,,,,,,,,,,,,,,,,,,@0406_0103_d_01_open_Inn,,,,,,,,,,,,,
0406_0103_d_02_open_Shed,TaskInteract,,,,1,,,,,,,,,,,,,,,,,SettlementStorage,,,,,,,,,,,,,,,,,,,,,,,@0406_0103_d_02_open_Shed,,,,,,,,,,,,,
0401_0108_d_00_container_warnmagistrate,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0401_0108_d_01_wm_transport_npc_note,0401_0108_d_02_wm_have_npc_note,,,
0401_0108_d_01_wm_transport_npc_note,TaskGiveAndTakeItem,,1,,1,MI_SummonsNote,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04_task_transport_generic,,,1,,,,,,,,,,
0401_0108_d_02_wm_have_npc_note,TaskHaveAndReturnItems,,1,,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@04_task_transport_generic,,,1,,,,,,,,,,
0422_1501_d_00_container_intrototravel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0422_1501_d_01_transport_npc_note,0422_1501_d_02_have_npc_note,,,
0422_1501_d_01_transport_npc_note,TaskGiveAndTakeItem,,1,,1,MI_SummonsNote,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09_task_transport_generic,,,1,,,,,,,,,,
0422_1501_d_02_have_npc_note,TaskHaveAndReturnItems,,1,,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@09_task_transport_generic,,,1,,,,,,,,,,
0422_1502_d_00_container_returntravel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0422_1502_d_01_task_openmap,,,,
0422_1502_d_01_task_openmap,TaskOpenUiScreen,,,,1,,,,,,,,,,,,,,,,,,Map,,,,,,,,,,,,,,,,,,,,,,@0422_1502_d_01_task,,,,,,,,,,,,,
0404_0499_container_TheHermitEF,ConsecutiveTaskContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0404_0499_d_03_GrantAchievement_Yonas_FTP,0404_0499_container_04_travel,,,
0404_0499_d_01_finish_onboarding,TaskAchievement,,1,,1,S_factionhandoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0404_0499_TheHermitEF_HelpSettlement,,,,,,,,,,,,,
0404_0499_d_02_HaveLevel_12,TaskHaveLevel,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_attainlevel10,,,,,,,,,,,,,
0404_0499_d_03_GrantAchievement_Yonas_FTP,TaskUnlockAchievement,,1,,1,spiritshrine_01_40170_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0404_0499_container_04_travel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0404_0499_TheHermitEF_OptionalFastTravel,0404_0499_TheHermitEF_GoToPOI,,,
0404_0499_TheHermitEF_OptionalFastTravel,TaskGoToPOITag,,1,,1,,,,,,,"msq_hub_hermit,spiritshrine_01_40170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0404_0499_TheHermitEF_optional_FTP,,8384.807 2591.546 52.240,,,,,,,,,,,
0404_0499_TheHermitEF_GoToPOI,TaskGoToPOITag,,1,,1,,,,,,,msq_hub_hermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0404_0499_TheHermitEF_GoToPOI,,,,,,,,,,,,,
0411_0413_d_00_Container_Amrine,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0411_0413_d_00a_task_GiveKey,0411_0413_d_01_task_GoToPOI,0411_0413_d_02_task_KillForeman,0411_0413_d_03_task_Ledger,
0411_0413_d_00a_task_GiveKey,TaskGiveItem,,1,,1,KeyAmrine,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0411_0413_d_01_task_GoToPOI,TaskGoToPOITag,,1,,1,,,,,,,amrine_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0413_d_01_task_GoToPOI,,,,,,,,,,,,,
0411_0413_d_02_task_KillForeman,TaskKillContribution,,1,,1,,,,,,,amrine_dungeon,,,,,,,,,,,,,Ghost_Shackled_Named_05,,,,,,,,,,,,,,,,,,,,@0411_0413_d_02_task_KillForeman,,,,,,,,,,,,,
0411_0413_d_03_task_Ledger,TaskHaveAndReturnItems,,1,,1,0411_0413_ForemansLedger,Ghost_Shackled_Named_05,100,,,,amrine_dungeon,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0413_d_03_task_Ledger,,,,,,,,,,,,,
0411_0414_d_00_container_Shattered,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0411_0414_d_00a_task_GiveKey,0411_0414_d_01_task_GoToPOI,0411_0414_d_02_task_KillRegent,0411_0414_d_03_task_Diadem,
0411_0414_d_00a_task_GiveKey,TaskGiveItem,,1,,1,KeyShattered,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0411_0414_d_01_task_GoToPOI,TaskGoToPOITag,,1,,,,,,,,,shattered_obelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0414_d_01_task_GoToPOI,,,,,,,,,,,,,
0411_0414_d_02_task_KillRegent,TaskKillContribution,,1,,1,,,,,,,shattered_obelisk,,,,,,,,,,,,,AncientGuardian_Heavy_Boss_Named_DG_Everfall_00,,,,,,,,,,,,,,,,,,,,@0411_0414_d_02_task_KillRegent,,,,,,,,,,,,,
0411_0414_d_03_task_Diadem,TaskHaveAndReturnItems,,1,,1,0411_0414_StartstoneDiadem,AncientGuardian_Heavy_Boss_Named_DG_Everfall_00,100,,,,shattered_obelisk,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0411_0414_d_03_task_Diadem,,,,,,,,,,,,,
FM_04_PVP_ControlSpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_PVP_ControlSpot_Marauder_first,M_ReturnToGiver,,,
FM_04_PVP_ControlSpot_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_04_PVP_ControlSpot_Marauder_task,M_task_die_reset,,,
FM_04_PVP_ControlSpot_Marauder_task,PatrolTask,,,,,,,,,1,,factionarea_40285,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,9039.5 4911.8 136.2,,,,,,,,,,,
FM_04_PVP_PoachSpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_PVP_PoachSpot_Marauder_first,M_ReturnToGiver,,,
FM_04_PVP_PoachSpot_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_04_PVP_PoachSpot_Marauder_task,M_task_die_reset,,,
FM_04_PVP_PoachSpot_Marauder_task,TaskKillContribution,,,,5,,,,,1,,factionarea_40285,,,true,,,,,,,,,,Turkey,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,8386.737 4427.883 141.397,,,,,,,,,,,
FM_04_PVP_SpySpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_PVP_SpySpot_Marauder_2_step_container,M_ReturnToGiver,,,
FM_04_PVP_SpySpot_Marauder_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_04_PVP_SpySpot_Marauder_first_ordie,FM_04_PVP_SpySpot_Marauder_task_ordie,,,
FM_04_PVP_SpySpot_Marauder_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_PVP_SpySpot_Marauder_first,M_task_die_reset,,,
FM_04_PVP_SpySpot_Marauder_first,TaskGatherItems,,,,1,FM_PVP_Marauders_item_1,PVP_0003_DeadDropGiveItem,100,,1,,factionarea_40286,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,8894.4 4647.1 142,,,,,,,,,,,
FM_04_PVP_SpySpot_Marauder_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_PVP_SpySpot_Marauder_turnin,M_task_die_reset,,,
FM_04_PVP_SpySpot_Marauder_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_PVP_SpySpot_Marauder_task,FM_04_PVP_SpySpot_Marauder_remove,,,
FM_04_PVP_SpySpot_Marauder_task,TaskGatherAndReturnItems,,1,,1,FM_PVP_Marauders_item_2,PVP_0001_DeadDropGiveItem,100,,1,,factionarea_40284,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,8774 4938.1 167.1,,,,,,,,,,,
FM_04_PVP_SpySpot_Marauder_remove,TaskRemoveItem,,,,1,FM_PVP_Marauders_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FM_04_PVP_PoachSpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_PVP_PoachSpot_Syndicate_first,M_ReturnToGiver,,,
FM_04_PVP_PoachSpot_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_04_PVP_PoachSpot_Syndicate_task,M_task_die_reset,,,
FM_04_PVP_PoachSpot_Syndicate_task,TaskRequireGatherItems,,,,30,OreT1,OreNugget,100,,1,,factionarea_40286,,,true,,,,,,,OreNugget,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_poach_iron_at_POI,,8642.08 4676.64 150.98,,,,,,,,,,,
FM_04_PVP_ControlSpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_PVP_ControlSpot_Syndicate_first,M_ReturnToGiver,,,
FM_04_PVP_ControlSpot_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_04_PVP_ControlSpot_Syndicate_task,M_task_die_reset,,,
FM_04_PVP_ControlSpot_Syndicate_task,PatrolTask,,,,,,,,,1,,factionarea_40286,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,8936.2 4661 133,,,,,,,,,,,
FM_04_PVP_SpySpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_PVP_SpySpot_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_04_PVP_SpySpot_Syndicate_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_04_PVP_SpySpot_Syndicate_first_ordie,FM_04_PVP_SpySpot_Syndicate_task_ordie,,,
FM_04_PVP_SpySpot_Syndicate_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_PVP_SpySpot_Syndicate_first,M_task_die_reset,,,
FM_04_PVP_SpySpot_Syndicate_first,TaskGatherItems,,,,1,FM_PVP_Syndicate_item_1,PVP_0001_DeadDropGiveItem,100,,1,,factionarea_40284,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_archive_step_1_at_POI,,8774 4938.1 167.1,,,,,,,,,,,
FM_04_PVP_SpySpot_Syndicate_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_PVP_SpySpot_Syndicate_turnin,M_task_die_reset,,,
FM_04_PVP_SpySpot_Syndicate_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_PVP_SpySpot_Syndicate_task,FM_04_PVP_SpySpot_Syndicate_remove,,,
FM_04_PVP_SpySpot_Syndicate_task,TaskGatherAndReturnItems,,1,,1,FM_PVP_Syndicate_item_2,PVP_0002_DeadDropGiveItem,100,,1,,factionarea_40285,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_archive_step_2_at_POI,,9083.1 4907.7 136.4,,,,,,,,,,,
FM_04_PVP_SpySpot_Syndicate_remove,TaskRemoveItem,,,,1,FM_PVP_Syndicate_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FM_04_PVP_PoachSpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_PVP_PoachSpot_Covenant_first,M_ReturnToGiver,,,
FM_04_PVP_PoachSpot_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_04_PVP_PoachSpot_Covenant_task,M_task_die_reset,,,
FM_04_PVP_PoachSpot_Covenant_task,TaskKillContribution,,,,6,,,,,1,,factionarea_40284,,,true,,,,,,,,,,Sheep,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,8384.02 4680.37,,,,,,,,,,,
FM_04_PVP_ControlSpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_PVP_ControlSpot_Covenant_first,M_ReturnToGiver,,,
FM_04_PVP_ControlSpot_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_04_PVP_ControlSpot_Covenant_task,M_task_die_reset,,,
FM_04_PVP_ControlSpot_Covenant_task,PatrolTask,,,,,,,,,1,,factionarea_40284,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,8772.7 4906.9 167,,,,,,,,,,,
FM_04_PVP_SpySpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_PVP_SpySpot_Covenant_2_step_container,M_ReturnToGiver,,,
FM_04_PVP_SpySpot_Covenant_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_04_PVP_SpySpot_Covenant_first_ordie,FM_04_PVP_SpySpot_Covenant_task_ordie,,,
FM_04_PVP_SpySpot_Covenant_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_PVP_SpySpot_Covenant_first,M_task_die_reset,,,
FM_04_PVP_SpySpot_Covenant_first,TaskGatherItems,,,,1,FM_PVP_Covenant_item_1,PVP_0002_DeadDropGiveItem,100,,1,,factionarea_40285,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_circulate_step_1_at_POI,,9083.1 4907.7 136.4,,,,,,,,,,,
