TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_S_1501_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1501_leg_A_task,FM_S_1501_leg_B_task,FM_S_1501_leg_C_task,,
FM_S_1501_leg_A_task,TaskKillContribution,,,3,,,,,true,,clawpointruins_50234,,,1,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1501_leg_B_task,TaskKillContribution,,,4,,,,,true,,accursedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1501_leg_C_task,TaskKillContribution,,,5,,,,,true,,decayedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1502_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1502_tasks_first_container,M_ReturnToGiver,,,
FM_S_1502_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1502_leg_A_task,FM_S_1502_leg_B_task,FM_S_1502_leg_C_task,,
FM_S_1502_leg_A_task,TaskKillContribution,,,8,,,,,true,,shipwreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1502_leg_B_task,TaskKillContribution,,,8,,,,,true,,decayedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1502_leg_C_task,TaskKillContribution,,,8,,,,,true,,festeringflotsam,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1503_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1503_tasks_first_container,M_ReturnToGiver,,,
FM_S_1503_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1503_leg_A_task,FM_S_1503_leg_B_task,FM_S_1503_leg_C_task,,
FM_S_1503_leg_A_task,TaskKillContribution,,,8,,,,,true,,archlightcave,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1503_leg_B_task,TaskKillContribution,,,8,,,,,true,,cutthroatcavern,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1503_leg_C_task,TaskKillContribution,,,8,,,,,true,,animalden,,,1,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1504_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1504_tasks_first_container,M_ReturnToGiver,,,
FM_S_1504_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1504_leg_A_task,FM_S_1504_leg_B_task,FM_S_1504_leg_C_task,,
FM_S_1504_leg_A_task,TaskKillContribution,,,4,,,,,true,,accursedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1504_leg_B_task,TaskKillContribution,,,8,,,,,true,,festeringflotsam,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1504_leg_C_task,TaskKillContribution,,,8,,,,,true,,jetsamisle,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1505_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1505_tasks_first_container,M_ReturnToGiver,,,
FM_S_1505_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1505_leg_A_task,FM_S_1505_leg_B_task,FM_S_1505_leg_C_task,,
FM_S_1505_leg_A_task,TaskKillContribution,,,8,,,,,true,,bombasticwreckage,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1505_leg_B_task,TaskKillContribution,,,8,,,,,true,,shipwreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1505_leg_C_task,TaskKillContribution,,,8,,,,,true,,ravagedwreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1506_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1506_tasks_first_container,M_ReturnToGiver,,,
FM_S_1506_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1506_leg_A_task,FM_S_1506_leg_B_task,FM_S_1506_leg_C_task,,
FM_S_1506_leg_A_task,TaskKillContribution,,,8,,,,,true,,googlywreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1506_leg_B_task,TaskKillContribution,,,8,,,,,true,,lookoutwest,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1506_leg_C_task,TaskKillContribution,,,8,,,,,true,,bombasticwreckage,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1507_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1507_tasks_first_container,M_ReturnToGiver,,,
FM_S_1507_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1507_leg_A_task,FM_S_1507_leg_B_task,FM_S_1507_leg_C_task,,
FM_S_1507_leg_A_task,TaskKillContribution,,,8,,,,,true,,lookoutwest,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1507_leg_B_task,TaskKillContribution,,,8,,,,,true,,lookouteast,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1507_leg_C_task,TaskKillContribution,,,8,,,,,true,,blightedcamp,,,1,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1508_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1508_tasks_first_container,M_ReturnToGiver,,,
FM_S_1508_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1508_leg_A_task,FM_S_1508_leg_B_task,FM_S_1508_leg_C_task,,
FM_S_1508_leg_A_task,TaskKillContribution,,,5,,,,,true,,googlywreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1508_leg_B_task,TaskKillContribution,,,5,,,,,true,,solitudecemetery,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1508_leg_C_task,TaskKillContribution,,,5,,,,,true,,treetopterror,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1509_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1509_tasks_first_container,M_ReturnToGiver,,,
FM_S_1509_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1509_leg_A_task,FM_S_1509_leg_B_task,FM_S_1509_leg_C_task,,
FM_S_1509_leg_A_task,TaskKillContribution,,,8,,,,,true,,ruins,,,1,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1509_leg_B_task,TaskKillContribution,,,8,,,,,true,,treetopterror,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1509_leg_C_task,TaskKillContribution,,,4,,,,,true,,shrine,,,1,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1510_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1510_tasks_first_container,M_ReturnToGiver,,,
FM_S_1510_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1510_leg_A_task,FM_S_1510_leg_B_task,FM_S_1510_leg_C_task,,
FM_S_1510_leg_A_task,TaskKillContribution,,,4,,,,,true,,poseidonsplunder,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1510_leg_B_task,TaskKillContribution,,,8,,,,,true,,fortdamnation,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1510_leg_C_task,TaskKillContribution,,,8,,,,,true,,treetopterror,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1501_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1501_tasks_first_container,M_ReturnToGiver,,,
FM_C_1501_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1501_leg_A_task,FM_C_1501_leg_B_task,FM_C_1501_leg_C_task,,
FM_C_1501_leg_A_task,TaskKillContribution,,,3,,,,,true,,clawpointruins_50234,,,1,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1501_leg_B_task,TaskKillContribution,,,4,,,,,true,,accursedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1501_leg_C_task,TaskKillContribution,,,5,,,,,true,,decayedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1502_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1502_tasks_first_container,M_ReturnToGiver,,,
FM_C_1502_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1502_leg_A_task,FM_C_1502_leg_B_task,FM_C_1502_leg_C_task,,
FM_C_1502_leg_A_task,TaskKillContribution,,,8,,,,,true,,shipwreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1502_leg_B_task,TaskKillContribution,,,8,,,,,true,,decayedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1502_leg_C_task,TaskKillContribution,,,8,,,,,true,,festeringflotsam,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1503_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1503_tasks_first_container,M_ReturnToGiver,,,
FM_C_1503_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1503_leg_A_task,FM_C_1503_leg_B_task,FM_C_1503_leg_C_task,,
FM_C_1503_leg_A_task,TaskKillContribution,,,8,,,,,true,,archlightcave,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1503_leg_B_task,TaskKillContribution,,,8,,,,,true,,cutthroatcavern,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1503_leg_C_task,TaskKillContribution,,,8,,,,,true,,animalden,,,1,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1504_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1504_tasks_first_container,M_ReturnToGiver,,,
FM_C_1504_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1504_leg_A_task,FM_C_1504_leg_B_task,FM_C_1504_leg_C_task,,
FM_C_1504_leg_A_task,TaskKillContribution,,,4,,,,,true,,accursedcamp,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1504_leg_B_task,TaskKillContribution,,,8,,,,,true,,festeringflotsam,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1504_leg_C_task,TaskKillContribution,,,8,,,,,true,,jetsamisle,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1505_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1505_tasks_first_container,M_ReturnToGiver,,,
FM_C_1505_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1505_leg_A_task,FM_C_1505_leg_B_task,FM_C_1505_leg_C_task,,
FM_C_1505_leg_A_task,TaskKillContribution,,,8,,,,,true,,bombasticwreckage,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1505_leg_B_task,TaskKillContribution,,,8,,,,,true,,shipwreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1505_leg_C_task,TaskKillContribution,,,8,,,,,true,,ravagedwreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1506_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1506_tasks_first_container,M_ReturnToGiver,,,
FM_C_1506_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1506_leg_A_task,FM_C_1506_leg_B_task,FM_C_1506_leg_C_task,,
FM_C_1506_leg_A_task,TaskKillContribution,,,8,,,,,true,,googlywreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1506_leg_B_task,TaskKillContribution,,,8,,,,,true,,lookoutwest,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1506_leg_C_task,TaskKillContribution,,,8,,,,,true,,bombasticwreckage,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1507_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1507_tasks_first_container,M_ReturnToGiver,,,
FM_C_1507_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1507_leg_A_task,FM_C_1507_leg_B_task,FM_C_1507_leg_C_task,,
FM_C_1507_leg_A_task,TaskKillContribution,,,8,,,,,true,,lookoutwest,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1507_leg_B_task,TaskKillContribution,,,8,,,,,true,,lookouteast,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1507_leg_C_task,TaskKillContribution,,,8,,,,,true,,blightedcamp,,,1,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1508_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1508_tasks_first_container,M_ReturnToGiver,,,
FM_C_1508_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1508_leg_A_task,FM_C_1508_leg_B_task,FM_C_1508_leg_C_task,,
FM_C_1508_leg_A_task,TaskKillContribution,,,5,,,,,true,,googlywreck,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1508_leg_B_task,TaskKillContribution,,,5,,,,,true,,solitudecemetery,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1508_leg_C_task,TaskKillContribution,,,5,,,,,true,,treetopterror,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1509_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1509_tasks_first_container,M_ReturnToGiver,,,
FM_C_1509_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1509_leg_A_task,FM_C_1509_leg_B_task,FM_C_1509_leg_C_task,,
FM_C_1509_leg_A_task,TaskKillContribution,,,8,,,,,true,,ruins,,,1,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1509_leg_B_task,TaskKillContribution,,,8,,,,,true,,treetopterror,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1509_leg_C_task,TaskKillContribution,,,4,,,,,true,,shrine,,,1,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1510_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1510_tasks_first_container,M_ReturnToGiver,,,
FM_C_1510_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1510_leg_A_task,FM_C_1510_leg_B_task,FM_C_1510_leg_C_task,,
FM_C_1510_leg_A_task,TaskKillContribution,,,4,,,,,true,,poseidonsplunder,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1510_leg_B_task,TaskKillContribution,,,8,,,,,true,,fortdamnation,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1510_leg_C_task,TaskKillContribution,,,8,,,,,true,,treetopterror,,,1,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1561_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1561_tasks_first_container,M_ReturnToGiver,,,
FM_1561_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1561_leg_A_task,FM_1561_leg_B_task,FM_1561_leg_C_task,,
FM_1561_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_1_15,,,100,true,,shipwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1561_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_2_15,,,100,true,,archlightcave,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1561_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_3_15,,,100,true,,eastshorepier,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1562_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1562_tasks_first_container,M_ReturnToGiver,,,
FM_1562_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1562_leg_A_task,FM_1562_leg_B_task,FM_1562_leg_C_task,,
FM_1562_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_4_15,,,100,true,,cutthroatcavern,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1562_leg_B_task,TaskHaveAndReturnItems,,,2,FM_loot_item_5_15,,,100,true,,animalden,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1562_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_6_15,,,100,true,,decayedcamp,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1563_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1563_tasks_first_container,M_ReturnToGiver,,,
FM_1563_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1563_leg_A_task,FM_1563_leg_B_task,FM_1563_leg_C_task,,
FM_1563_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_7_15,,,100,true,,archlightcave,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1563_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_8_15,,,100,true,,cutthroatcavern,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
