TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,TP_StayComplete,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_C_1109_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1109_leg_A_task,FM_C_1109_leg_B_task,FM_C_1109_leg_C_task,,
FM_C_1109_leg_A_task,TaskKillContribution,,,8,,,,,1,,ancient_ruins_mourningbridge,,1,,,,,,,,,,Novaguard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1109_leg_B_task,TaskKillContribution,,,8,,,,,1,,crater_corruptedsettlement_60341,,1,,,,,,,,,,Highpass,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1109_leg_C_task,TaskKillContribution,,,8,,,,,1,,crater_corruptedsettlement_60338,,1,,,,,,,,,,Highpass,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1110_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1110_tasks_first_container,M_ReturnToGiver,,,
FM_C_1110_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1110_leg_A_task,FM_C_1110_leg_B_task,FM_C_1110_leg_C_task,,
FM_C_1110_leg_A_task,TaskKillContribution,,,8,,,,,1,,ancient_watchtower_highbluff_60318,,1,,,,,,,,,,Fineseer,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1110_leg_B_task,TaskKillContribution,,,8,,,,,1,,ancient_port_60336,,1,,,,,,,,,,Redeye,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1110_leg_C_task,TaskKillContribution,,,8,,,,,1,,ancient_lighthouse_60343,,1,,,,,,,,,,Scorpius,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1161_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1161_tasks_first_container,M_ReturnToGiver,,,
FM_1161_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1161_leg_A_task,FM_1161_leg_B_task,FM_1161_leg_C_task,,
FM_1161_leg_A_task,TaskHaveAndReturnItems,,,2,FM_loot_item_1_11,,,100,1,,ancient_ruins_streamside_60309,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1161_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_2_11,,,100,1,,ancient_ruins_flooded_60315,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1161_leg_C_task,TaskHaveAndReturnItems,,,1,FM_loot_item_3_11,,,100,1,,ancient_ruins_hillside_60317,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1162_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1162_tasks_first_container,M_ReturnToGiver,,,
FM_1162_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1162_leg_A_task,FM_1162_leg_B_task,FM_1162_leg_C_task,,
FM_1162_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_4_11,,,100,1,,ancient_ruins_falls_60314,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1162_leg_B_task,TaskHaveAndReturnItems,,,5,FM_loot_item_5_11,,,100,1,,ancient_ruins_crossroads_60313,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1162_leg_C_task,TaskHaveAndReturnItems,,,2,FM_loot_item_6_11,,,100,1,,homestead_waterrun_60304,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1163_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1163_tasks_first_container,M_ReturnToGiver,,,
FM_1163_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1163_leg_A_task,FM_1163_leg_B_task,FM_1163_leg_C_task,,
FM_1163_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_7_11,,,100,1,,ancient_ruins_seacliff_60312,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1163_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_8_11,,,100,1,,tree_offering_60319,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1163_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_9_11,,,100,1,,ancient_lookout_portside_60308,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1164_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1164_tasks_first_container,M_ReturnToGiver,,,
FM_1164_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1164_leg_A_task,FM_1164_leg_B_task,FM_1164_leg_C_task,,
FM_1164_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_10_11,,,100,1,,mine_haunted_whispering_60301,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1164_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_11_11,,,100,1,,nature_cave_smugglerscove_60320,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1164_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_12_11,,,100,1,,wrecked_galleon_60339,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1165_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1165_tasks_first_container,M_ReturnToGiver,,,
FM_1165_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1165_leg_A_task,FM_1165_leg_B_task,FM_1165_leg_C_task,,
FM_1165_leg_A_task,TaskHaveAndReturnItems,,,1,FM_loot_item_13_11,,,100,1,,wolf_den_forestsouth_60322,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1165_leg_B_task,TaskHaveAndReturnItems,,,2,FM_loot_item_14_11,,,100,1,,wolf_den_forestnorth_60324,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1165_leg_C_task,TaskHaveAndReturnItems,,,1,FM_loot_item_15_11,,,100,1,,ancient_lookout_forestsouth_60307,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1166_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1166_tasks_first_container,M_ReturnToGiver,,,
FM_1166_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1166_leg_A_task,FM_1166_leg_B_task,FM_1166_leg_C_task,,
FM_1166_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_16_11,,,100,1,,shipwreck_eastbayshipwreck_60302,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1166_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_17_11,,,100,1,,nature_cave_smugglerscove_60320,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1166_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_18_11,,,100,1,,abandoned_homestead_highpoint_60303,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1167_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1167_tasks_first_container,M_ReturnToGiver,,,
FM_1167_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1167_leg_A_task,FM_1167_leg_B_task,FM_1167_leg_C_task,,
FM_1167_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_19_11,,,100,1,,ancient_ruins_forest_60310,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1167_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_20_11,,,100,1,,ancient_lookout_highcliff,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1167_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_21_11,,,100,1,,abandoned_homestead_overlook,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1168_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1168_tasks_first_container,M_ReturnToGiver,,,
FM_1168_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1168_leg_A_task,FM_1168_leg_B_task,FM_1168_leg_C_task,,
FM_1168_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_22_11,,,100,1,,ancient_ruins_woods_60316,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1168_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_23_11,,,100,1,,ancient_ruins_forest_60310,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1168_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_24_11,,,100,1,,ancient_ruins_mourningbridge,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1169_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1169_tasks_first_container,M_ReturnToGiver,,,
FM_1169_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1169_leg_A_task,FM_1169_leg_B_task,FM_1169_leg_C_task,,
FM_1169_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_25_11,,,100,1,,ancient_ruins_mourningbridge,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1169_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_26_11,,,100,1,,crater_corruptedsettlement_60341,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1169_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_27_11,,,100,1,,crater_corruptedsettlement_60338,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1170_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1170_tasks_first_container,M_ReturnToGiver,,,
FM_1170_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1170_leg_A_task,FM_1170_leg_B_task,FM_1170_leg_C_task,,
FM_1170_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_28_11,,,100,1,,ancient_watchtower_highbluff_60318,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1170_leg_B_task,TaskHaveAndReturnItems,,,10,FM_loot_item_29_11,,,100,1,,ancient_port_60336,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_1170_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_30_11,,,100,1,,ancient_lighthouse_60343,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1161_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1161_tasks_first_container,M_ReturnToGiver,,,
FM_S_1161_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1161_leg_A_task,FM_S_1161_leg_B_task,FM_S_1161_leg_C_task,,
FM_S_1161_leg_A_task,TaskHaveAndReturnItems,,,2,FM_loot_item_1_11,,,100,1,,ancient_ruins_streamside_60309,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1161_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_2_11,,,100,1,,ancient_ruins_flooded_60315,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1161_leg_C_task,TaskHaveAndReturnItems,,,1,FM_loot_item_3_11,,,100,1,,ancient_ruins_hillside_60317,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1162_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1162_tasks_first_container,M_ReturnToGiver,,,
FM_S_1162_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1162_leg_A_task,FM_S_1162_leg_B_task,FM_S_1162_leg_C_task,,
FM_S_1162_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_4_11,,,100,1,,ancient_ruins_falls_60314,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1162_leg_B_task,TaskHaveAndReturnItems,,,5,FM_loot_item_5_11,,,100,1,,ancient_ruins_crossroads_60313,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1162_leg_C_task,TaskHaveAndReturnItems,,,2,FM_loot_item_6_11,,,100,1,,homestead_waterrun_60304,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1163_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1163_tasks_first_container,M_ReturnToGiver,,,
FM_S_1163_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1163_leg_A_task,FM_S_1163_leg_B_task,FM_S_1163_leg_C_task,,
FM_S_1163_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_7_11,,,100,1,,ancient_ruins_seacliff_60312,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1163_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_8_11,,,100,1,,tree_offering_60319,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1163_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_9_11,,,100,1,,ancient_lookout_portside_60308,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1164_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1164_tasks_first_container,M_ReturnToGiver,,,
FM_S_1164_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1164_leg_A_task,FM_S_1164_leg_B_task,FM_S_1164_leg_C_task,,
FM_S_1164_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_10_11,,,100,1,,mine_haunted_whispering_60301,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1164_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_11_11,,,100,1,,nature_cave_smugglerscove_60320,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1164_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_12_11,,,100,1,,wrecked_galleon_60339,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1165_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1165_tasks_first_container,M_ReturnToGiver,,,
FM_S_1165_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1165_leg_A_task,FM_S_1165_leg_B_task,FM_S_1165_leg_C_task,,
FM_S_1165_leg_A_task,TaskHaveAndReturnItems,,,1,FM_loot_item_13_11,,,100,1,,wolf_den_forestsouth_60322,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1165_leg_B_task,TaskHaveAndReturnItems,,,2,FM_loot_item_14_11,,,100,1,,wolf_den_forestnorth_60324,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1165_leg_C_task,TaskHaveAndReturnItems,,,1,FM_loot_item_15_11,,,100,1,,ancient_lookout_forestsouth_60307,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1166_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1166_tasks_first_container,M_ReturnToGiver,,,
FM_S_1166_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1166_leg_A_task,FM_S_1166_leg_B_task,FM_S_1166_leg_C_task,,
FM_S_1166_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_16_11,,,100,1,,shipwreck_eastbayshipwreck_60302,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1166_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_17_11,,,100,1,,nature_cave_smugglerscove_60320,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1166_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_18_11,,,100,1,,abandoned_homestead_highpoint_60303,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1167_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1167_tasks_first_container,M_ReturnToGiver,,,
FM_S_1167_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1167_leg_A_task,FM_S_1167_leg_B_task,FM_S_1167_leg_C_task,,
FM_S_1167_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_19_11,,,100,1,,ancient_ruins_forest_60310,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1167_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_20_11,,,100,1,,ancient_lookout_highcliff,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1167_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_21_11,,,100,1,,abandoned_homestead_overlook,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1168_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1168_tasks_first_container,M_ReturnToGiver,,,
FM_S_1168_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1168_leg_A_task,FM_S_1168_leg_B_task,FM_S_1168_leg_C_task,,
FM_S_1168_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_22_11,,,100,1,,ancient_ruins_woods_60316,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1168_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_23_11,,,100,1,,ancient_ruins_forest_60310,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1168_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_24_11,,,100,1,,ancient_ruins_mourningbridge,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1169_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1169_tasks_first_container,M_ReturnToGiver,,,
FM_S_1169_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1169_leg_A_task,FM_S_1169_leg_B_task,FM_S_1169_leg_C_task,,
FM_S_1169_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_25_11,,,100,1,,ancient_ruins_mourningbridge,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1169_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_26_11,,,100,1,,crater_corruptedsettlement_60341,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
