TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,DiegeticPinZOverride,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0721_0107_TF_06_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0721_0107_TF_task_01,0721_0107_TF_02_container_tasks,,,
0721_0107_TF_task_01,TaskGoToPOITag,,1,,,,,,,,ancient_lighthouse_60343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0107_TF_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0721_0107_TF_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0721_0107_TF_task_02a,0721_0107_TF_task_02b,,,
0721_0107_TF_task_02a,TaskKillContribution,,1,3,,,,,true,,ancient_lighthouse_60343,,,,,,,,,,,,,Damned_Swordsman,,,,,,,,,,,,,,,,,,,,@0721_0107_TF_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0721_0107_TF_task_02b,TaskGatherAndReturnItems,,1,5,0721_0101_TF_Item8,0300_EpicWeapons_Scorpius,100,,true,,ancient_lighthouse_60343,,,true,,,,,,,IO_0300_EpicWeapons_Scorpius,,,0300_EpicWeapons_Scorpius_interact_success,,,,,,,,,,,,,,,,,,,,@0721_0107_TF_task_02b_TaskGatherAndReturnItems,,,,,,,,,,,,,,,,,,,
0721_0108_TF_07_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0721_0108_TF_task_01,0721_0108_TF_02_container_tasks,,,
0721_0108_TF_task_01,TaskGoToPOITag,,1,,,,,,,,brightwoodsisle_40221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0108_TF_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0721_0108_TF_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0721_0108_TF_task_02a,0721_0108_TF_task_02b,,,
0721_0108_TF_task_02a,TaskKillContribution,,1,20,,,,,true,,brightwoodsisle_40221,,,,,,,,,,,,,Alchemical,,,,,,,,,,,,,,,,,,,,@0721_0108_TF_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0721_0108_TF_task_02b,TaskHaveAndReturnItems,,1,9,0721_0101_TF_Item9,,,100,true,,brightwoodsisle_40221,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0108_TF_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0721_0109_TF_08_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0721_0109_TF_task_01,0721_0109_TF_02_container_tasks,,,
0721_0109_TF_task_01,TaskGoToPOITag,,1,,,,,,,,haunted_town_50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0109_TF_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0721_0109_TF_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0721_0109_TF_task_02a,0721_0109_TF_task_02b,,,
0721_0109_TF_task_02a,TaskKillContribution,,1,1,,,,,,,,,,,,,,,,,,,,Withered_Brute_Named_07,,,,,,,,,,,,,,,,,,,,@0721_0109_TF_task_02a_TaskKillContribution,,10703.355 5822.412 79.812,,,,,,,,,,,,,,,,,
0721_0109_TF_task_02b,TaskHaveAndReturnItems,,1,9,0721_0101_TF_Item10,Periville,45,,true,,haunted_town_50201,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0109_TF_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0721_0101_BW_00_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0721_0101_d_01_container_BW_questPush_1,0721_0101_d_01_container_BW_questComplete_2,0721_0101_d_01_container_BW_questComplete_3,0721_0101_d_01_container_BW_questComplete_4,
0721_0101_d_01_container_BW_questPush_1,TaskObjective,,1,,0721_0102_BW_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0101_d_01_container_BW_questPush_1_TaskObjective,,,,,,,,,,,,,,,,,,,
0721_0101_d_01_container_BW_questComplete_2,TaskObjective,,1,,0721_0103_BW_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0101_d_01_container_BW_questComplete_2_TaskObjective,,,,,,,,,,,,,,,,,,,
0721_0101_d_01_container_BW_questComplete_3,TaskObjective,,1,,0721_0104_BW_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0101_d_01_container_BW_questComplete_3_TaskObjective,,,,,,,,,,,,,,,,,,,
0721_0101_d_01_container_BW_questComplete_4,TaskObjective,,1,,0721_0105_BW_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0101_d_01_container_BW_questComplete_4_TaskObjective,,,,,,,,,,,,,,,,,,,
0721_0102_BW_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0721_0102_BW_task_01,0721_0102_BW_02_container_tasks,,,
0721_0102_BW_task_01,TaskGoToPOITag,,1,,,,,,,,uppermine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0102_BW_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0721_0102_BW_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0721_0102_BW_task_02a,0721_0102_BW_task_02b,,,
0721_0102_BW_task_02a,TaskHaveAndReturnItems,,1,9,0721_0101_BW_Item1,,,100,true,,uppermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0102_BW_task_02a_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0721_0102_BW_task_02b,TaskHaveAndReturnItems,,1,20,0721_0101_BW_Item2,Scorchvein,100,,true,,uppermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0102_BW_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0721_0103_BW_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0721_0103_BW_task_01,0721_0103_BW_task_02,,,
0721_0103_BW_task_01,TaskGoToPOITag,,1,,,,,,,,myrkgardsouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0103_BW_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0721_0103_BW_task_02,TaskHaveAndReturnItems,,1,9,0721_0101_BW_Item3,Myrkgard,45,,true,,myrkgardsouth,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0103_BW_task_02_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0721_0104_BW_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0721_0104_BW_task_01,0721_0104_BW_02_container_tasks,,,
0721_0104_BW_task_01,TaskGoToPOITag,,1,,,,,,,,myrkgardnorth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0104_BW_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0721_0104_BW_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0721_0104_BW_task_02a,0721_0104_BW_task_02b,,,
0721_0104_BW_task_02a,TaskHaveAndReturnItems,,1,7,0721_0101_BW_Item4,,,100,true,,myrkgardnorth,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0104_BW_task_02a_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0721_0104_BW_task_02b,TaskKillContribution,,1,15,,,,,true,,myrkgardnorth,,,,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@0721_0104_BW_task_02b_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0721_0105_BW_04_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0721_0105_BW_task_01,0721_0105_BW_task_02,,,
0721_0105_BW_task_01,TaskGoToPOITag,,1,,,,,,,,myrkgardeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0105_BW_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0721_0105_BW_task_02,TaskHaveAndReturnItems,,1,1,0721_0101_BW_Item5,Damned_Priest_Named_07SM06,100,,true,,myrkgardeast,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0721_0105_BW_task_02_TaskHaveAndReturnItems,,9899.149 9488.326 649.402,,,,,,,,,,,,,,,,,
0720_0101_HS_00_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0720_0101_d_01_container_HS_sub_01,0720_0101_d_01_container_HS_sub_02,,,
0720_0101_d_01_container_HS_sub_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0720_0101_d_01_container_HS_questPush_1,0720_0101_d_01_container_HS_questComplete_2,0720_0101_d_01_container_HS_questComplete_3,0720_0101_d_01_container_HS_questComplete_4,
0720_0101_d_01_container_HS_sub_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0720_0101_d_02_container_HS_questComplete_1,0720_0101_d_02_container_HS_questComplete_2,0720_0101_d_02_container_HS_questComplete_3,0720_0101_d_02_container_HS_questComplete_4,
0720_0101_d_01_container_HS_questPush_1,TaskObjective,,1,,0720_0102_HS_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0101_d_01_container_HS_questPush_1,,,,,,,,,,,,,,,,,,,
0720_0101_d_01_container_HS_questComplete_2,TaskObjective,,1,,0720_0103_HS_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0101_d_01_container_HS_questComplete_2,,,,,,,,,,,,,,,,,,,
0720_0101_d_01_container_HS_questComplete_3,TaskObjective,,1,,0720_0104_HS_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0101_d_01_container_HS_questComplete_3,,,,,,,,,,,,,,,,,,,
0720_0101_d_01_container_HS_questComplete_4,TaskObjective,,1,,0720_0105_HS_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0101_d_01_container_HS_questComplete_4,,,,,,,,,,,,,,,,,,,
0720_0101_d_02_container_HS_questComplete_1,TaskObjective,,1,,0720_0106_HS_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0101_d_02_container_HS_questComplete_1,,,,,,,,,,,,,,,,,,,
0720_0101_d_02_container_HS_questComplete_2,TaskObjective,,1,,0720_0107_HS_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0101_d_02_container_HS_questComplete_2,,,,,,,,,,,,,,,,,,,
0720_0101_d_02_container_HS_questComplete_3,TaskObjective,,1,,0720_0108_HS_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0101_d_02_container_HS_questComplete_3,,,,,,,,,,,,,,,,,,,
0720_0101_d_02_container_HS_questComplete_4,TaskObjective,,1,,0720_0109_HS_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0101_d_02_container_HS_questComplete_4,,,,,,,,,,,,,,,,,,,
0720_0102_HS_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0720_0102_HS_task_01,0720_0102_HS_02_container_tasks,,,
0720_0102_HS_task_01,TaskGoToPOITag,,1,,,,,,,,ancientcave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0102_HS_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0720_0102_HS_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0720_0102_HS_task_02a,0720_0102_HS_task_02b,,,
0720_0102_HS_task_02a,TaskKillContribution,,1,7,,,,,true,,ancientcave,,,,,,,,,,,,,Skeleton_Spear_07SM07,,,,,,,,,,,,,,,,,,,,@0720_0102_HS_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0720_0102_HS_task_02b,TaskHaveAndReturnItems,,1,1,0720_0102_HS_Item1,Ancient_Guardian_Javelineer_Named_07SM07,100,,true,,ancientcave,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0102_HS_task_02b_TaskHaveAndReturnItems,,9925.157 8629.628 662.728,,,,,,,,,,,,,,,,,
0720_0103_HS_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0720_0103_HS_task_01,0720_0103_HS_02_container_tasks,,,
0720_0103_HS_task_01,TaskGoToPOITag,,1,,,,,,,,ancient_tower_30014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0103_HS_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0720_0103_HS_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0720_0103_HS_task_02a,0720_0103_HS_task_02b,,,
0720_0103_HS_task_02a,TaskKillContribution,,1,1,,,,,true,,ancient_tower_30014,,,,,,,,,,,,,AncientGuardian_Spearman_Named_10WS04,,,,,,,,,,,,,,,,,,,,@0720_0103_HS_task_02a_TaskKillContribution,,7763.648 875.706 162.834,,,,,,,,,,,,,,,,,
0720_0103_HS_task_02b,TaskHaveAndReturnItems,,1,3,0720_0103_HS_Item2,Mossbone,15,,true,,ancient_tower_30014,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0103_HS_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0720_0104_HS_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0720_0104_HS_task_01,0720_0104_HS_02_container_tasks,,,
0720_0104_HS_task_01,TaskGoToPOITag,,1,,,,,,true,,brightwoodsisle_40221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0104_HS_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0720_0104_HS_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0720_0104_HS_task_02a,0720_0104_HS_task_02b,,,
0720_0104_HS_task_02a,TaskKillContribution,,1,1,,,,,true,,brightwoodsisle_40221,,,,,,,,,,,,,Ghost_Shackled_Named_00,,,,,,,,,,,,,,,,,,,,@0720_0104_HS_task_02a_TaskKillContribution,,9564.433 5526.325 188.942,,,,,,,,,,,,,,,,,
0720_0104_HS_task_02b,TaskHaveAndReturnItems,,1,9,0720_0104_SkyGemFragment,Alchemical,45,,true,,brightwoodsisle_40221,,,true,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0104_HS_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0720_0105_HS_04_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0720_0105_HS_task_01,0720_0105_HS_02_container_tasks,,,
0720_0105_HS_task_01,TaskGoToPOITag,,1,,,,,,,,haunted_town_50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0105_HS_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0720_0105_HS_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0720_0105_HS_task_02a,0720_0105_HS_task_02b,,,
0720_0105_HS_task_02a,TaskKillContribution,,1,20,,,,,true,,haunted_town_50201,,,,,,,,,,,,,Periville,,,,,,,,,,,,,,,,,,,,@0720_0105_HS_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0720_0105_HS_task_02b,TaskHaveAndReturnItems,,1,1,0720_0105_HS_Item3,Undead_Javelineer_13WF08a,65,,true,,haunted_town_50201,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0105_HS_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0720_0106_HS_05_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0720_0106_HS_task_01,0720_0106_HS_02_container_tasks,,,
0720_0106_HS_task_01,TaskGoToPOITag,,1,,,,,,true,,ancient_lighthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0106_HS_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0720_0106_HS_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0720_0106_HS_task_02a,0720_0106_HS_task_02b,,,
0720_0106_HS_task_02a,TaskKillContribution,,1,20,,,,,true,,ancient_lighthouse,,,,,,,,,,,,,Eridanite,,,,,,,,,,,,,,,,,,,,@0720_0106_HS_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0720_0106_HS_task_02b,TaskHaveAndReturnItems,,1,1,0720_0106_AzothTear,Dryad_Prowler_NAMED_01_ELITE_15EC05,100,,true,,ancient_lighthouse,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0106_HS_task_02b_TaskHaveAndReturnItems,,13510.466 5159.877 166.059,,,,,,,,,,,,,,,,,
0720_0107_HS_06_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0720_0107_HS_task_01,0720_0107_HS_02_container_tasks,,,
0720_0107_HS_task_01,TaskGoToPOITag,,1,,,,,,,,ancient_watchtower_highbluff_60318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0107_HS_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0720_0107_HS_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0720_0107_HS_task_02a,0720_0107_HS_task_02b,,,
0720_0107_HS_task_02a,TaskKillContribution,,1,1,,,,,true,,ancient_watchtower_highbluff_60318,,,,,,,,,,,,,AncientGuardian_Javelineer_Named_01,,,,,,,,,,,,,,,,,,,,@0720_0107_HS_task_02a_TaskKillContribution,,13441.267 7211.04 263.165,,,,,,,,,,,,,,,,,
0720_0107_HS_task_02b,TaskHaveAndReturnItems,,1,9,0720_0107_HS_Item4,Fineseer,100,,true,,ancient_watchtower_highbluff_60318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0107_HS_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0720_0108_HS_07_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0720_0108_HS_task_01,0720_0108_HS_02_container_tasks,,,
0720_0108_HS_task_01,TaskGoToPOITag,,1,,,,,,true,,crater_malevolence_50325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0108_HS_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0720_0108_HS_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0720_0108_HS_task_02a,0720_0108_HS_task_02b,,,
0720_0108_HS_task_02a,TaskKillContribution,,1,15,,,,,true,,crater_malevolence_50325,,,,,,,,,,,,,Alcazarian,,,,,,,,,,,,,,,,,,,,@0720_0108_HS_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0720_0108_HS_task_02b,TaskGatherAndReturnItems,,1,9,0720_0108_BlessedDryadWood,0300_EpicWeapons_Malevolence,100,,true,,crater_malevolence_50325,,,true,,,,,,,IO_0300_EpicWeapons_Malevolence,,,0300_EpicWeapons_Malevolence_interact_success,,,,,,,,,,,,,,,,,,,,@0720_0108_HS_task_02b_TaskGatherAndReturnItems,,,,,,,,,,,,,,,,,,,
0720_0109_HS_08_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0720_0109_HS_task_01,0720_0109_HS_02_container_tasks,,,
0720_0109_HS_task_01,TaskGoToPOITag,,1,,,,,,,,greatcleave3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0109_HS_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0720_0109_HS_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0720_0109_HS_task_02a,0720_0109_HS_task_02b,,,
0720_0109_HS_task_02a,TaskKillContribution,,1,1,,,,,true,,greatcleave3,,,,,,,,,,,,,Dynasty_Summoner_03GC03_Elite,,,,,,,,,,,,,,,,,,,,@0720_0109_HS_task_02a_TaskKillContribution,,8719.00 7696.47 635.17,,,,,,,,,,,,,,,,,
0720_0109_HS_task_02b,TaskHaveAndReturnItems,,1,9,0720_0109_InfernalTendrils,Corruption_Swarmer_03GC03_ELITE,45,,true,,greatcleave3,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0720_0109_HS_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0714_0105_d_00_container_baetylusheadpiece,ConsecutiveTaskContainer,,,,,,,,,,dungeon_reekwater_50146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0714_0105_d_01_goto_POI,,,,,,,,,,,,,,0714_0105_d_01_goto_POI,0714_0105_d_02_getitem,,,
0714_0105_d_01_goto_POI,TaskGameMode,,1,1,,,,,true,,dungeon_reekwater_50146,DungeonReekwater00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0714_0105_GoTo,,,,,,,,,,,,,,,,,,,
0714_0105_d_02_getitem,TaskHaveAndReturnItems,,1,1,0714_0105_NagaHeaddress,Naga_AncientGuardian,100,,,,,DungeonReekwater00,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0714_0105_Headdress,,,,,,,,,,,,,,,,,,,
0718_0103_d_00_container_ultimatedefense,ConsecutiveTaskContainer,,,,,,,,,,dungeon_edengrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0718_0103_d_01_gotoPOI,,,,,,,,,,,,,,0718_0103_d_01_gotoPOI,0718_0103_d_02_getitem,,,
0718_0103_d_01_gotoPOI,TaskGameMode,,1,1,,,,,true,,dungeon_edengrove,DungeonEdengrove00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0718_0103_d_01_transport_npc_note,,,,,,,,,,,,,,,,,,,
0718_0103_d_02_getitem,TaskHaveAndReturnItems,,1,1,1302_1306_FungalSpores,Bog_Monster,100,,,,,DungeonEdengrove00,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0718_0103_d_02_have_npc_note,,,,,,,,,,,,,,,,,,,
0722_0101_FL_00_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0722_0101_d_01_container_FL_sub_01,0722_0101_d_01_container_FL_sub_02,,,
0722_0101_d_01_container_FL_sub_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0722_0101_d_02_container_FL_questComplete_2,0722_0101_d_02_container_FL_questComplete_3,0722_0101_d_02_container_FL_questComplete_1,0722_0101_d_01_container_FL_questComplete_3,
0722_0101_d_01_container_FL_sub_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0722_0101_d_01_container_FL_questComplete_4,0722_0101_d_01_container_FL_questComplete_2,0722_0101_d_01_container_FL_questPush_1,0722_0101_d_02_container_FL_questComplete_4,
0722_0101_d_01_container_FL_questPush_1,TaskObjective,,1,,0722_0102_FL_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0101_d_01_container_FL_questPush_1,,,,,,,,,,,,,,,,,,,
0722_0101_d_01_container_FL_questComplete_2,TaskObjective,,1,,0722_0103_FL_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0101_d_01_container_FL_questComplete_2,,,,,,,,,,,,,,,,,,,
0722_0101_d_01_container_FL_questComplete_3,TaskObjective,,1,,0722_0104_FL_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0101_d_01_container_FL_questComplete_3,,,,,,,,,,,,,,,,,,,
0722_0101_d_01_container_FL_questComplete_4,TaskObjective,,1,,0722_0105_FL_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0101_d_01_container_FL_questComplete_4,,,,,,,,,,,,,,,,,,,
0722_0101_d_02_container_FL_questComplete_1,TaskObjective,,1,,0722_0106_FL_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0101_d_02_container_FL_questComplete_1,,,,,,,,,,,,,,,,,,,
