TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0604_0201_d_01_02_02_TaskAchievement_GetQuestLorePage_Delphinus,TaskAchievement,,1,,Lore_unlock_00_Aeternum_Title_02_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_task_search_clues_poi_02,,9104.761 3285.933 73.260,,,,,,,,,,,
0604_0201_d_01_03_container_stevenexpedition_octans_task,ConsecutiveTaskContainer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0604_0201_d_01_03_01_TaskGoToPOITag_ancient_lookout_40107,0604_0201_d_01_03_02_TaskAchievement_GetQuestLorePage_Octans,,,
0604_0201_d_01_03_01_TaskGoToPOITag_ancient_lookout_40107,TaskGoToPOITag,,1,,,,,,,,ancient_lookout_40107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_goto_POI_continue,,,,,,,,,,,,,
0604_0201_d_01_03_02_TaskAchievement_GetQuestLorePage_Octans,TaskAchievement,,1,,Lore_unlock_00_Aeternum_Title_02_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_task_search_clues_poi_03,,8885.610 3356.339 71.608,,,,,,,,,,,
0604_0201_d_02_container_stevenexpedition_subtasks_2,ConsecutiveTaskContainer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0604_0201_d_02_01_TaskGoToPOITag_ancient_lookout_40108,0604_0201_d_02_02_TaskHaveAndReturnItems_1_ResearchNotes_ancient_lookout_40108,,,
0604_0201_d_02_01_TaskGoToPOITag_ancient_lookout_40108,TaskGoToPOITag,,1,,,,,,,,ancient_lookout_40108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_goto_POI_continue,,,,,,,,,,,,,
0604_0201_d_02_02_TaskHaveAndReturnItems_1_ResearchNotes_ancient_lookout_40108,TaskHaveAndReturnItems,,1,1,0604_0201_ResearchNotes,,,100,true,,ancient_lookout_40108,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_task_search_clues_poi_04,,8712.939 3548.661 101.386,,,,,,,,,,,
0604_0201_d_03_container_stevenexpedition_subtasks_3,ConsecutiveTaskContainer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_container_objective_loc_3,,,,,,,,,0604_0201_d_03_01_TaskGoToPOITag_ancient_lookout_40110,0604_0201_d_03_02_TaskHaveAndReturnItems_1_SamplesSatchel_ancient_lookout_40109,0604_0201_d_03_03_container_stevenexpedition_orion_task,,
0604_0201_d_03_01_TaskGoToPOITag_ancient_lookout_40110,TaskGoToPOITag,,1,,,,,,,,ancient_lookout_40109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_goto_POI_continue,,,,,,,,,,,,,
0604_0201_d_03_02_TaskHaveAndReturnItems_1_SamplesSatchel_ancient_lookout_40109,TaskHaveAndReturnItems,,1,1,0604_0201_SatchelSamples,,,100,true,,ancient_lookout_40109,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_task_search_clues_poi_05,,8627.742 3774.520 103.547,,,,,,,,,,,
0604_0201_d_03_03_container_stevenexpedition_orion_task,ConsecutiveTaskContainer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0604_0201_d_03_03_01_TaskGoToPOITag_ancient_lookout_40110,0604_0201_d_03_03_02_TaskAchievement_GetQuestLorePage_Orion,,,
0604_0201_d_03_03_01_TaskGoToPOITag_ancient_lookout_40110,TaskGoToPOITag,,1,,,,,,,,ancient_lookout_40110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_goto_POI_continue,,,,,,,,,,,,,
0604_0201_d_03_03_02_TaskAchievement_GetQuestLorePage_Orion,TaskAchievement,,1,,Lore_unlock_00_Aeternum_Title_02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0201_stevenexpedition_task_search_clues_poi_06,,8632.278 4054.910 136.399,,,,,,,,,,,
0604_0202_d_00_container_happyreturns,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0604_0202_d_01_transport_npc_note,0604_0202_d_02_have_npc_note,,,
0604_0202_d_01_transport_npc_note,TaskGiveAndTakeItem,,,1,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_transport_generic,,,1,,,,,,,,,,
0604_0202_d_02_have_npc_note,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@06_task_transport_generic,,,1,,,,,,,,,,
0610_0102_d_00_container_piratesofspice,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610_0102_d_01_container_piratesofspice_gotoSteps,0610_0102_d_02_container_piratesofspice_tasks,,,
0610_0102_d_01_container_piratesofspice_gotoSteps,PartialTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0102_piratesofspice_goto,,,,,,,,,0610_0102_d_01_01_TaskGoToPOITag_buccaneercreek,0610_0102_d_01_02_TaskGoToPOITag_buccaneerfalls,,,
0610_0102_d_01_01_TaskGoToPOITag_buccaneercreek,TaskGoToPOITag,,1,,,,,,true,,undead_bastion_40158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0610_0102_d_01_02_TaskGoToPOITag_buccaneerfalls,TaskGoToPOITag,,1,,,,,,true,,undead_bastion_3_40124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0610_0102_d_02_container_piratesofspice_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0610_0102_d_02_01_02_TaskGatherAndReturnItems_2_StolenFoodstuffsYellow_undead_bastion_40158,0610_0102_d_02_01_03_TaskGatherAndReturnItems_1_StolenFoodstuffsRed_undead_bastion_40158,0610_0102_d_02_01_04_TaskGatherAndReturnItems_2_StolenFoodstuffsRed_undead_bastion_40158,0610_0102_d_02_02_readLore_undead_bastion_3_40124,0610_0102_d_02_03_kill_12_Pirates_undead_bastion_3_40124
0610_0102_d_02_01_02_TaskGatherAndReturnItems_2_StolenFoodstuffsYellow_undead_bastion_40158,TaskGatherAndReturnItems,,,3,0610_0102_StolenSpices3,0602_SpiceSackYellow,100,,,,,,,true,,,,,,,IO_0602_SpiceSackYellow,,,,,,,,,,,,,,,,,,,,,,,@0610_0102_TaskGatherSaffron,,,,,,,,,,,,,
0610_0102_d_02_01_03_TaskGatherAndReturnItems_1_StolenFoodstuffsRed_undead_bastion_40158,TaskGatherAndReturnItems,,,2,0610_0102_StolenSpices1,0602_SpiceSackRed,100,,,,,,,true,,,,,,,IO_0602_SpiceSackRed,,,,,,,,,,,,,,,,,,,,,,,@0610_0102_TaskGatherPepper,,,,,,,,,,,,,
0610_0102_d_02_01_04_TaskGatherAndReturnItems_2_StolenFoodstuffsRed_undead_bastion_40158,TaskGatherAndReturnItems,,,2,0610_0102_StolenSpices2,0602_SpiceSackGreen,100,,,,,,,true,,,,,,,IO_0602_SpiceSackGreen,,,,,,,,,,,,,,,,,,,,,,,@0610_0102_TaskGatherCardamom,,,,,,,,,,,,,
0610_0102_d_02_02_readLore_undead_bastion_3_40124,TaskAchievement,,1,1,Lore_unlock_06_Windsward_Title_04_01,,,,,,undead_bastion_3_40124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0102_d_02_02_readLore_undead_bastion_3_40124,,8796.02 2240.03 81.96,,,,,,,,,,,
0610_0102_d_02_03_kill_12_Pirates_undead_bastion_3_40124,TaskKillContribution,,1,12,,,,,,,undead_bastion_3_40124,,,,,,,,,,,,,Keelsnap,,,,,,,,,,,,,,,,,,,,@0610_0102_piratesofspice_kill_at_POITag,,,,,,,,,,,,,
0605_0301_d_00_container_soiledexpectations,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0605_0301_d_01_container_soiledexpectations_coopers,0605_0301_d_02_container_soiledexpectations_merrills,,,
0605_0301_d_01_container_soiledexpectations_coopers,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0605_0301_soiledexpectations_container_coopers,,,,,,,,,0605_0301_d_01_01_TaskGatherAndReturnItems_5_Coopers_Soil_Samples_withered_farm_1_40102,0605_0301_d_01_02_readLore_withered_farm_1_40102,0605_0301_d_01_03_readLore_withered_farm_1_40102,,
0605_0301_d_01_01_TaskGatherAndReturnItems_5_Coopers_Soil_Samples_withered_farm_1_40102,TaskGatherAndReturnItems,,,5,0605_0301_CoopersSoil ,0601_DirtHoleB,100,,,,withered_farm_1_40102,,,true,,,,,,,IO_0601_DirtHoleB,,,,,,,,,,,,,,,,,,,,,,,@0605_0301_soiledexpectations_gather_item_from_interact_a,,,,,,,,,,,,,
0605_0301_d_01_02_readLore_withered_farm_1_40102,TaskAchievement,,1,1,Lore_unlock_06_Windsward_Title_05_03,,,,,,withered_farm_1_40102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0605_0301_d_01_02_readLore_withered_farm_1_40102,,9064.43 2944.66 62.04,,,,,,,,,,,
0605_0301_d_01_03_readLore_withered_farm_1_40102,TaskAchievement,,1,1,Lore_unlock_06_Windsward_Title_06_02,,,,,,withered_farm_1_40102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0605_0301_d_01_03_readLore_withered_farm_1_40102,,9107.85 2864.61 54.88,,,,,,,,,,,
0605_0301_d_02_container_soiledexpectations_merrills,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0605_0301_soiledexpectations_container_merrills,,,,,,,,,0605_0301_d_02_01_TaskGatherAndReturnItems_5_Merrills_Soil_Samples_corrupted_farm_2_40103,0605_0301_d_02_02_readLore_corrupted_farm_2_40103,,,
0605_0301_d_02_01_TaskGatherAndReturnItems_5_Merrills_Soil_Samples_corrupted_farm_2_40103,TaskGatherAndReturnItems,,,5,0605_0301_MerrillsSoil,0601_DirtHole,100,,,,corrupted_farm_2_40103,,,true,,,,,,,IO_0601_DirtHole,,,,,,,,,,,,,,,,,,,,,,,@0605_0301_soiledexpectations_gather_item_from_interact_b,,,,,,,,,,,,,
0605_0301_d_02_02_readLore_corrupted_farm_2_40103,TaskAchievement,,1,1,Lore_unlock_06_Windsward_Title_05_05,,,,,,corrupted_farm_2_40103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0605_0301_d_02_02_readLore_corrupted_farm_2_40103,,8927.62 2652.64 76.69,,,,,,,,,,,
0610_0201_d_00_container_shotacrossbow_p1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610_0201_d_01_TaskGoToPOITag_prideofpuckett,0610_0201_d_02_container_shotacrossbow_p1_tasks,,,
0610_0201_d_01_TaskGoToPOITag_prideofpuckett,TaskGoToPOITag,,1,,,,,,true,,undead_bastion_1_40137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0201_shotacrossbow_p1_goto_prideofpuckett,,,,,,,,,,,,,
0610_0201_d_02_container_shotacrossbow_p1_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0610_0201_d_01_TaskInteract_0608_SabotagedCannon,0610_0201_d_02_TaskHaveAndReturnItems_5_MusketParts_undead_bastion_1_40137,,,
0610_0201_d_01_TaskInteract_0608_SabotagedCannon,TaskGameEvent,,1,5,,,,,,,,,,,,,,,,,IO_0608_SabotagedCannon,,,0608_SabotagedCannon_interact,,,,,,,,,,,,,,,,,,,,@0610_0201_shotacrossbow_p1_interact_with_IO,,,,,,,,,,,,,
0610_0201_d_02_TaskHaveAndReturnItems_5_MusketParts_undead_bastion_1_40137,TaskHaveAndReturnItems,,1,5,0610_0201_MusketParts,,,100,true,,undead_bastion_1_40137,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0201_shotacrossbow_p1_collect_item_from_POI,,,,,,,,,,,,,
0610_0201_d_00_container_shotacrossbow_p2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610_0201_d_01_Interact_0606_StripedPowderkeg,0610_0201_d_02_TaskHaveAndReturnItems_5_AmmoPouch_undead_bastion_2_40122,0610_0201_d_03_transport_MusketParts,0610_0201_d_04_have_MusketParts,
0610_0201_d_01_Interact_0606_StripedPowderkeg,TaskGameEvent,,1,4,,,,,,,undead_bastion_1_40137,,,,,,,,,,IO_0606_StripedPowderkeg,,,0606_StripedPowderkeg_interact,,,,,,,,,,,,,,,,,,,,@0610_0201_shotacrossbow_p2_interact_with_IO,,,,,,,,,,,,,
0610_0201_d_02_TaskHaveAndReturnItems_5_AmmoPouch_undead_bastion_2_40122,TaskHaveAndReturnItems,,1,5,0610_0201_AmmunitionPouch,,,100,true,,undead_bastion_2_40122,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0201_shotacrossbow_p2_collect_item_from_POI,,,,,,,,,,,,,
0610_0201_d_03_transport_MusketParts,TaskGiveAndTakeItem,,1,1,0610_0201_MusketParts,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0610_0201_d_04_have_MusketParts,TaskHaveAndReturnItems,,1,1,0610_0201_MusketParts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,
0610_0201_d_00_container_shotacrossbow_p3,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610_0201_d_01_kill_emily_rose_undead_bastion_2_40122,0610_0201_d_02_kill_susanna_undead_bastion_2_40122,0610_0201_d_03_transport_MusketParts&Ammo,0610_0201_d_04_have_MusketParts&Ammo,
0610_0201_d_01_kill_emily_rose_undead_bastion_2_40122,TaskKillContribution,,1,1,,,,,true,,undead_bastion_2_40122,,,,,,,,,,,,,Undead_Pistoleer_Named_02,,,,,,,,,,,,,,,,,,,,@0610_0201_shotacrossbow_kill_unique_at_POITag,,10094.612 2823.832 39.498,,,,,,,,,,,
0610_0201_d_02_kill_susanna_undead_bastion_2_40122,TaskKillContribution,,1,1,,,,,true,,undead_bastion_2_40122,,,,,,,,,,,,,Alligator_Black_Named_00,,,,,,,,,,,,,,,,,,,,@0610_0201_shotacrossbow_kill_unique_at_POITag,,10094.612 2823.832 39.498,,,,,,,,,,,
0610_0201_d_03_transport_MusketParts&Ammo,TaskGiveAndTakeItem,,1,1,0610_0201_JinglingPouch,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_transport_generic,,,1,,,,,,,,,,
0610_0201_d_04_have_MusketParts&Ammo,TaskHaveAndReturnItems,,1,1,0610_0201_JinglingPouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,@06_task_transport_generic,,,1,,,,,,,,,,
0603_0302_d_00_container_predatorprey,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0603_0302_d_01_TaskGoToPOITag_eldergate,0603_0302_d_02_container_predatorprey_hunt,,,
0603_0302_d_01_TaskGoToPOITag_eldergate,TaskGoToPOITag,,1,,,,,,true,,southwindsward6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0603_0302_predatorprey_goto,,,,,,,,,,,,,
0603_0302_d_02_container_predatorprey_hunt,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0603_0302_d_02_01_TaskGatherItem_2_ElkAntlers_eldergate,0603_0302_d_02_02_kill_mountainlion_eldergate,,,
0603_0302_d_02_01_TaskGatherItem_2_ElkAntlers_eldergate,TaskHaveAndReturnItems,,1,2,0603_0302_ElkAntlers,Elk_Stag_13,100,,true,southwindsward6,southwindsward6,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0603_0302_predatorprey_task_retrieve_item_poi,,,,,,,,,,,,,
0603_0302_d_02_02_kill_mountainlion_eldergate,TaskKillContribution,,1,3,,,,,true,southwindsward6,southwindsward6,,,,,,,,,,,,,Mountain_Lion_14,,,,,,,,,,,,,,,,,,,,@0603_0302_predatorprey_task_cull_targets_poi,,,,,,,,,,,,,
0611_0101_d_00_container_ancientobservations,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0611_0101_d_01_TaskGatherAndReturnItems_1_EnergizedSphere_FallswatchOverlook,0611_0101_d_02_container_ancientobservations_valleyview,,,
0611_0101_d_01_TaskGatherAndReturnItems_1_EnergizedSphere_FallswatchOverlook,TaskGatherAndReturnItems,,1,1,0611_0101_EnergizedSphere,0604_AncientArtifactA,100,,true,,ancient_overlook_40152,,,true,,,,,,,IO_0604_AncientArtifactA,,,,,,,,,,,,,,,,,,,,,,,@0611_0101_ancientobservations_investigate_poi_items,,8864.3 2101.9 142.7,,,,,,,,,,,
0611_0101_d_02_container_ancientobservations_valleyview,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0611_0101_d_02_01_TaskGatherAndReturnItems_3_AncientOrb_ValleyViewMirador,,,,
0611_0101_d_02_01_TaskGatherAndReturnItems_3_AncientOrb_ValleyViewMirador,TaskGatherAndReturnItems,,1,3,0611_0101_AncientOrb,0605_AncientArtifactB,100,,true,,ancient_ruins_40153,,,true,,,,,,,IO_0605_AncientArtifactB,,,,,,,,,,,,,,,,,,,,,,,@0611_0101_ancientobservations_investigate_poi_items,,8536.5 2219.5 119.1,,,,,,,,,,,
0602_0503_d_00_container_warpandweft,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0602_0503_d_01_container_warpandweft_campbells,0602_0503_d_02_container_warpandweft_clearwater,,,
0602_0503_d_01_container_warpandweft_campbells,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0503_warpandweft_goto_campbells,,,,,,,,,0602_0503_d_01_01_TaskHaveAndReturnItems_8_HighQualityThread_abandoned_village_40001,0602_0503_d_02_01_ReadLore,,,
0602_0503_d_01_01_TaskHaveAndReturnItems_8_HighQualityThread_abandoned_village_40001,TaskHaveAndReturnItems,,1,6,0602_0503_HighQualityThread,,,100,true,,abandoned_village_40001,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0503_warpandweft_collect_item_from_container_at_POI,,,,,,,,,,,,,
0602_0503_d_02_01_ReadLore,TaskAchievement,,1,1,Lore_unlock_09_FirstLight_Title_16_02,,,,true,,abandoned_village_40001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0503_warpandweft_readLore_campbells,,8846.69 1916.2 133.88,,,,,,,,,,,
0602_0503_d_02_container_warpandweft_clearwater,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0503_warpandweft_goto_clearwater,,,,,,,,,0602_0503_d_02_01_TaskHaveAndReturnItems_5_HighQualityCloth_abandoned_village_40025,0602_0503_d_02_02_ReadLore,,,
0602_0503_d_02_01_TaskHaveAndReturnItems_5_HighQualityCloth_abandoned_village_40025,TaskHaveAndReturnItems,,1,5,0602_0503_HighQualityTextiles,Fellweave,100,,true,,abandoned_village_40025,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0503_warpandweft_retrieve_item_from_target_at_POI,,,,,,,,,,,,,
0602_0503_d_02_02_ReadLore,TaskAchievement,,1,1,Lore_unlock_09_FirstLight_Title_16_01,,,,true,,abandoned_village_40025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0602_0503_warpandweft_readLore_clearwater,,8486.20 1898.7 153.8,,,,,,,,,,,
0610_0103_d_00_container_thelonelyharvest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0610_0103_d_01_TaskGoToPOITag_moesfarm,0610_0103_d_02_container_thelonelyharvest_moes,0610_0103_d_03_01_TaskGoToPOITag_forellac,0610_0103_d_03_container_thelonelyharvest_forellac,
0610_0103_d_01_TaskGoToPOITag_moesfarm,TaskGoToPOITag,,1,,,,,,true,,witheredfarm_40159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0103_thelonelyharvest_goto_moes,,,,,,,,,,,,,
0610_0103_d_02_container_thelonelyharvest_moes,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0610_0103_d_02_01_TaskHaveAndReturnItems_2_SackOfCorn_witheredfarm_40159,0610_0103_d_02_02_TaskHaveAndReturnItems_2_BasketOfStrawberries_witheredfarm_40159,0610_0103_d_02_03_TaskKill_witheredfarm_40159,,
0610_0103_d_02_01_TaskHaveAndReturnItems_2_SackOfCorn_witheredfarm_40159,TaskHaveAndReturnItems,,1,2,0610_0103_SackOfCorn,,,100,true,,witheredfarm_40159,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0103_thelonelyharvest_collect_item_from_container_at_POI,,,,,,,,,,,,,
0610_0103_d_02_02_TaskHaveAndReturnItems_2_BasketOfStrawberries_witheredfarm_40159,TaskHaveAndReturnItems,,1,2,0610_0103_BasketStrawberries,,,100,true,,witheredfarm_40159,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0103_thelonelyharvest_collect_item_from_container_at_POI,,,,,,,,,,,,,
0610_0103_d_02_03_TaskKill_witheredfarm_40159,TaskKillContribution,,1,1,,,,,true,,witheredfarm_40159,,,,,,,,,,,,,Withered_Grunt_06SW07,,,,,,,,,,,,,,,,,,,,@0610_0103_thelonelyharvest_kill_moes,,,,,,,,,,,,,
0610_0103_d_03_01_TaskGoToPOITag_forellac,TaskGoToPOITag,,1,,,,,,true,,abandoned_fishing_village_40024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0610_0103_thelonelyharvest_goto_forellac,,,,,,,,,,,,,
0610_0103_d_03_container_thelonelyharvest_forellac,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0610_0103_d_03_02_TaskGatherAndReturnItems_3_FreshCaughtTrout_abandoned_fishing_village_40024,0610_0103_d_03_03_TaskKill_abandoned_fishing_village_40024,,,
0610_0103_d_03_02_TaskGatherAndReturnItems_3_FreshCaughtTrout_abandoned_fishing_village_40024,TaskGatherAndReturnItems,,1,3,0904_0201_FreshCaughtTrout,0904_FishTrap,100,,true,,abandoned_fishing_village_40024,,,true,,,,,,,IO_0904_FishTrap,,,,,,,,,,,,,,,,,,,,,,,@0610_0103_thelonelyharvest_gather_item_from_interact,,,,,,,,,,,,,
0610_0103_d_03_03_TaskKill_abandoned_fishing_village_40024,TaskKillContribution,,1,4,,,,,true,,abandoned_fishing_village_40024,,,,,,,,,,,,,withered,,,,,,,,,,,,,,,,,,,,@0610_0103_thelonelyharvest_kill_forellac,,,,,,,,,,,,,
0604_0202_d_00_container_buildingblocks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0604_0202_d_01_TaskHaveAndReturnItems_50_blockT2,,,,
0604_0202_d_01_TaskHaveAndReturnItems_50_blockT2,TaskHaveAndReturnItems,,,50,BlockT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0202_buildingblocks_acquire_craft_goods,,,,,,,,,,,,,
0602_0504_d_00_container_fabricnegotiation,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0602_0504_d_01_transport_windswardSampler,,,,
0602_0504_d_01_transport_windswardSampler,TaskGiveAndTakeItem,,1,1,0602_0504_WindswardSampler,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0602_0504_d_02_have_windswardSampler,,,,
0602_0504_d_02_have_windswardSampler,TaskHaveAndReturnItems,,1,1,0602_0504_WindswardSampler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0603_0204_d_00_container_bearscratchrock,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0603_0204_d_01_TaskGoToPOITag_eldergate,0603_0204_d_01_container_bearscratchrock_tracking,0603_0204_d_01_kill_bear_bear_den_40125,,
0603_0204_d_01_TaskGoToPOITag_eldergate,TaskGoToPOITag,,1,,,,,,true,,southwindsward6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0603_0204_bearscratchrock_goto_Area,,,,,,,,,,,,,
0603_0204_d_01_container_bearscratchrock_tracking,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0603_0204_d_01_01_TaskInteract_0607_ClothTrailA,0603_0204_d_01_02_TaskInteract_0607_ClothTrailB,0603_0204_d_01_03_TaskInteract_0607_ClothTrailC,0603_0204_d_01_04_TaskInteract_0607_ClothTrailD,0603_0204_d_01_05_TaskInteract_0607_ClothTrailE
0603_0204_d_01_01_TaskInteract_0607_ClothTrailA,TaskInteract,,,1,,,,,,,,,,,,,,,,,IO_0607_ClothTrailA,,,0607_ClothTrailA_interact,,,,,,,,,,,,,,,,,,,,@0603_0204_bearscratchrock_locate_first_IO,,9142 2199 128,,,,,,,,,,,
0603_0204_d_01_02_TaskInteract_0607_ClothTrailB,TaskInteract,,,1,,,,,,,,,,,,,,,,,IO_0607_ClothTrailB,,,0607_ClothTrailB_interact,,,,,,,,,,,,,,,,,,,,@0603_0204_bearscratchrock_track_bear_trail,,9163 2201 128,,,,,,,,,,,
