TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1002_0104_04_Gloves_task_03,TaskHaveItems,,,13,1002_0104_LayeredLeather,Ancient,100,,true,,ancient_ruins_hillside_60317,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@10_task_haveItem_enemy_plural,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_container_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1002_0104_04_Gloves_task_04,1002_0104_04_Gloves_task_05,,,
1002_0104_04_Gloves_task_04,TaskGoToPOITag,,,,,,,,true,,crater_feralcolony_50324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_04_Gloves_task_04,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_task_05,TaskHaveItems,,,11,1002_0104_SiphonedTwilight,AngryEarth,100,,true,,crater_feralcolony_50324,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@10_task_haveItem_enemy_plural,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_container_03,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1002_0104_04_Gloves_task_06,1002_0104_04_Gloves_task_07,,,
1002_0104_04_Gloves_task_06,TaskGoToPOITag,,,,,,,,true,morrowtide10,morrowtide10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_04_Gloves_task_06,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_task_07,TaskHaveItems,,,12,1002_0104_DuskfallDye,Corrupted,100,,true,morrowtide10,morrowtide10,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@10_task_haveItem_enemy_plural,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_container_04,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1002_0104_04_Gloves_task_08,1002_0104_04_Gloves_task_09,,,
1002_0104_04_Gloves_task_08,TaskInteract,,,1,,,,,,,,,,,,,,,,,SettlementOutfitting,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_04_Gloves_task_08,,,,,,,,,,,,,,,,
1002_0104_04_Gloves_task_09,TaskHaveItems,,,1,MediumHands_ShroudedIntentGlovesT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_04_Gloves_task_09,,,,,,,,,,,,,,,,
1002_0104_05_Hat_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002_0104_05_Hat_task_01,1002_0104_05_Hat_container_01,1002_0104_05_Hat_container_02,1002_0104_05_Hat_container_03,1002_0104_05_Hat_container_04
1002_0104_05_Hat_task_01,TaskGiveItem,,,1,WorkOrder_1002_0104_Hat_ShroudedIntent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_05_Hat_task_01,,,1,,,,,,,,,,,,,
1002_0104_05_Hat_container_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1002_0104_05_Hat_task_02,1002_0104_05_Hat_task_03,,,
1002_0104_05_Hat_task_02,TaskGoToPOITag,,,,,,,,true,,crater_corruptedminewest_50332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_05_Hat_task_02,,,,,,,,,,,,,,,,
1002_0104_05_Hat_task_03,TaskHaveItems,,,12,1002_0104_CorruptedThread,Corrupted,100,,true,,crater_corruptedminewest_50332,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@10_task_haveItem_enemy_plural,,,,,,,,,,,,,,,,
1002_0104_05_Hat_container_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1002_0104_05_Hat_task_04,1002_0104_05_Hat_task_05,,,
1002_0104_05_Hat_task_04,TaskGoToPOITag,,,,,,,,true,,ancientcrater9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_05_Hat_task_04,,,,,,,,,,,,,,,,
1002_0104_05_Hat_task_05,TaskHaveItems,,,15,1002_0104_SmudgedFeathers,AngryEarth,100,,true,,ancientcrater9,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@10_task_haveItem_enemy_plural,,,,,,,,,,,,,,,,
1002_0104_05_Hat_container_03,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1002_0104_05_Hat_task_06,1002_0104_05_Hat_task_07,,,
1002_0104_05_Hat_task_06,TaskGoToPOITag,,,,,,,,true,,crater_brutalthicket_50310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_05_Hat_task_06,,,,,,,,,,,,,,,,
1002_0104_05_Hat_task_07,TaskHaveItems,,,14,1002_0104_UmbralCloth,AngryEarth,100,,true,,crater_brutalthicket_50310,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@10_task_haveItem_enemy_plural,,,,,,,,,,,,,,,,
1002_0104_05_Hat_container_04,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1002_0104_05_Hat_task_08,1002_0104_05_Hat_task_09,,,
1002_0104_05_Hat_task_08,TaskInteract,,,1,,,,,,,,,,,,,,,,,SettlementOutfitting,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_05_Hat_task_08,,,,,,,,,,,,,,,,
1002_0104_05_Hat_task_09,TaskHaveItems,,,1,MediumHead_ShroudedIntentHatT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1002_0104_05_Hat_task_09,,,,,,,,,,,,,,,,
1004_0103_Weapon_Keen_Temper_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004_0103_HiltLeather_Quest_container,1004_0103_Grindstone_Quest_container,1004_0103_QuenchingOil_Quest_container,1004_0103_CaptainsBlade_Quest_container,
1004_0103_HiltLeather_Quest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_HiltLeather_Quest_objective_title,,,,,,,,,,,,1004_0103_giveWorkOrder,1004_0103_HiltLeather_container,,,
1004_0103_giveWorkOrder,TaskGiveItem,,,1,WorkOrder_1004_0103_Weapon_Keen_Temper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_Combine_Quest_task_03,,,1,,,,,,,,,,,,,
1004_0103_HiltLeather_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1004_0103_HiltLeather_Quest_task_01,1004_0103_HiltLeather_Quest_task_02,,,
1004_0103_HiltLeather_Quest_task_01,TaskGoToPOITag,,,,,,,,true,,cutthroatcavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_HiltLeather_Quest_task_01,,,,,,,,,,,,,,,,
1004_0103_HiltLeather_Quest_task_02,TaskHaveItems,,,15,1004_0103_HiltLeather,Lost,100,,true,,cutthroatcavern,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_HiltLeather_Quest_task_02,,,,,,,,,,,,,,,,
1004_0103_Grindstone_Quest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_Grindstone_Quest_objective_title,,,,,,,,,,,,1004_0103_Grindstone_container,,,,
1004_0103_Grindstone_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1004_0103_Grindstone_Quest_task_01,1004_0103_Grindstone_Quest_task_02,,,
1004_0103_Grindstone_Quest_task_01,TaskGoToPOITag,,,,,,,,true,greatcleave8,greatcleave8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_Grindstone_Quest_task_01,,,,,,,,,,,,,,,,
1004_0103_Grindstone_Quest_task_02,TaskHaveItems,,,16,1004_0103_Grindstone,Corrupted,100,,true,greatcleave8,greatcleave8,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_Grindstone_Quest_task_02,,,,,,,,,,,,,,,,
1004_0103_QuenchingOil_Quest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_QuenchingOil_Quest_objective_title,,,,,,,,,,,,1004_0103_QuenchingOil_container,,,,
1004_0103_QuenchingOil_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1004_0103_QuenchingOil_Quest_task_01,1004_0103_QuenchingOil_Quest_task_02,,,
1004_0103_QuenchingOil_Quest_task_01,TaskGoToPOITag,,,,,,,,true,,mine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_QuenchingOil_Quest_task_01,,,,,,,,,,,,,,,,
1004_0103_QuenchingOil_Quest_task_02,TaskHaveItems,,,14,1004_0103_QuenchingOil,Wardog,100,100,true,,mine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_QuenchingOil_Quest_task_02,,,,,,,,,,,,,,,,
1004_0103_CaptainsBlade_Quest_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_CaptainsBlade_Quest_objective_title,,,,,,,,,,,,1004_0103_CaptainsBlade_container,1004_0103_CaptainsBlade_combined_container,,,
1004_0103_CaptainsBlade_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1004_0103_CaptainsBlade_Quest_task_01,1004_0103_CaptainsBlade_Quest_task_02,,,
1004_0103_CaptainsBlade_Quest_task_01,TaskGoToPOITag,,,,,,,,true,,wrecked_galleon_60339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_CaptainsBlade_Quest_task_01,,,,,,,,,,,,,,,,
1004_0103_CaptainsBlade_Quest_task_02,TaskHaveItems,,,1,1004_0103_CaptainsBlade,Undead_Officer_Named_06,100,,true,,wrecked_galleon_60339,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_CaptainsBlade_Quest_task_02,,13994.0 7499.0 53.0,,,,,,,,,,,,,,
1004_0103_CaptainsBlade_combined_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1004_0103_Combine_Quest_task_04,1004_0103_Combine_Quest_task_05,,,
1004_0103_Combine_Quest_task_04,TaskInteract,,,1,,,,,,,,,,,,,,,,,SettlementBlacksmith,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_Combine_Quest_task_04,,,,,,,,,,,,,,,,
1004_0103_Combine_Quest_task_05,TaskHaveItems,,,1,1hLongsword_KeenTemperT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1004_0103_Combine_Quest_task_05,,,,,,,,,,,,,,,,
FM_10_PVP_Spy_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_10_PVP_Spy_Marauder_2_step_container,M_ReturnToGiver,,,
FM_10_PVP_Spy_Marauder_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,FM_10_PVP_Spy_Marauder_first_ordie,FM_10_PVP_Spy_Marauder_task_ordie,,,
FM_10_PVP_Spy_Marauder_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_10_PVP_Spy_Marauder_first,M_task_die_reset,,,
FM_10_PVP_Spy_Marauder_first,TaskGatherItems,,,1,FM_PVP_Marauders_item_1,PVP_0002_DeadDropGiveItem,100,,true,,poi_30036_factionarea,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,7653.2 1275.7 75.1,,,,,,,,,,,,,,
FM_10_PVP_Spy_Marauder_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_10_PVP_Spy_Marauder_turnin,M_task_die_reset,,,
FM_10_PVP_Spy_Marauder_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_10_PVP_Spy_Marauder_task,FM_10_PVP_Spy_Marauder_remove,,,
FM_10_PVP_Spy_Marauder_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Marauders_item_2,PVP_0001_DeadDropGiveItem,100,,true,,poi_30036_factionarea,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,7613.3 1531.7 72.9,,,,,,,,,,,,,,
FM_10_PVP_Spy_Marauder_remove,TaskRemoveItem,,,1,FM_PVP_Marauders_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
FM_10_PVP_Poach_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_10_PVP_Poach_Marauder_first,M_ReturnToGiver,,,
FM_10_PVP_Poach_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,FM_10_PVP_Poach_Marauder_task,M_task_die_reset,,,
FM_10_PVP_Poach_Marauder_task,TaskKillContribution,,,1,,,,,true,,poi_30035_factionarea,,,true,,,,,,,,,,Alligator_strange_10WS03,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,7343 1406.4 41.4,,,,,,,,,,,,,,
FM_10_PVP_Control_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_10_PVP_Control_Marauder_first,M_ReturnToGiver,,,
FM_10_PVP_Control_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,FM_10_PVP_Control_Marauder_task,M_task_die_reset,,,
FM_10_PVP_Control_Marauder_task,PatrolTask,,,,,,,,true,,poi_30035_factionarea,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,7343 1406.4 41.4,,,,,,,,,,,,,,
FM_10_PVP_Spy_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_10_PVP_Spy_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_10_PVP_Spy_Syndicate_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,FM_10_PVP_Spy_Syndicate_first_ordie,FM_10_PVP_Spy_Syndicate_task_ordie,,,
FM_10_PVP_Spy_Syndicate_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_10_PVP_Spy_Syndicate_first,M_task_die_reset,,,
FM_10_PVP_Spy_Syndicate_first,TaskGatherItems,,,1,FM_PVP_Syndicate_item_1,PVP_0003_DeadDropGiveItem,100,,,,poi_30035_factionarea,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,7297.3 1387.3 40.3,,,,,,,,,,,,,,
FM_10_PVP_Spy_Syndicate_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_10_PVP_Spy_Syndicate_turnin,M_task_die_reset,,,
FM_10_PVP_Spy_Syndicate_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_10_PVP_Spy_Syndicate_task,FM_10_PVP_Spy_Syndicate_remove,,,
FM_10_PVP_Spy_Syndicate_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Syndicate_item_2,PVP_0001_DeadDropGiveItem,100,,true,,poi_30036_factionarea,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,7613.3 1531.7 72.9,,,,,,,,,,,,,,
FM_10_PVP_Spy_Syndicate_remove,TaskRemoveItem,,,1,FM_PVP_Syndicate_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
FM_10_PVP_Poach_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_10_PVP_Poach_Syndicate_first,M_ReturnToGiver,,,
FM_10_PVP_Poach_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,FM_10_PVP_Poach_Syndicate_task,M_task_die_reset,,,
FM_10_PVP_Poach_Syndicate_task,TaskKillContribution,,,2,,,,,true,,poi_30036_factionarea,,,true,,,,,,,,,,Bobcat_10WS03,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,7595.4 1480 67.3,,,,,,,,,,,,,,
FM_10_PVP_Control_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_10_PVP_Control_Syndicate_first,M_ReturnToGiver,,,
FM_10_PVP_Control_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,FM_10_PVP_Control_Syndicate_task,M_task_die_reset,,,
FM_10_PVP_Control_Syndicate_task,PatrolTask,,,,,,,,true,,poi_30036_factionarea,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,7595.4 1480 67.3,,,,,,,,,,,,,,
FM_10_PVP_Spy_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_10_PVP_Spy_Covenant_2_step_container,M_ReturnToGiver,,,
FM_10_PVP_Spy_Covenant_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,FM_10_PVP_Spy_Covenant_first_ordie,FM_10_PVP_Spy_Covenant_task_ordie,,,
FM_10_PVP_Spy_Covenant_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_10_PVP_Spy_Covenant_first,M_task_die_reset,,,
FM_10_PVP_Spy_Covenant_first,TaskGatherItems,,,1,FM_PVP_Covenant_item_1,PVP_0003_DeadDropGiveItem,100,,true,,poi_30035_factionarea,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,7297.3 1387.3 40.3,,,,,,,,,,,,,,
FM_10_PVP_Spy_Covenant_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_10_PVP_Spy_Covenant_turnin,M_task_die_reset,,,
FM_10_PVP_Spy_Covenant_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_10_PVP_Spy_Covenant_task,FM_10_PVP_Spy_Covenant_remove,,,
FM_10_PVP_Spy_Covenant_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Covenant_item_2,PVP_0002_DeadDropGiveItem,100,,,,poi_30036_factionarea,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,7653.2 1275.7 75.1,,,,,,,,,,,,,,
FM_10_PVP_Spy_Covenant_remove,TaskRemoveItem,,,1,FM_PVP_Covenant_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
FM_10_PVP_Poach_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_10_PVP_Poach_Covenant_first,M_ReturnToGiver,,,
FM_10_PVP_Poach_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,FM_10_PVP_Poach_Covenant_task,M_task_die_reset,,,
FM_10_PVP_Poach_Covenant_task,TaskRequireGatherItems,,,80,WoodT1,,100,,true,,poi_30036_factionarea,,,true,,,,,,,WoodT1,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_poach_wood_at_POI,,7595.4 1480 67.3,,,,,,,,,,,,,,
FM_10_PVP_Control_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_10_PVP_Control_Covenant_first,M_ReturnToGiver,,,
FM_10_PVP_Control_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,FM_10_PVP_Control_Covenant_task,M_task_die_reset,,,
FM_10_PVP_Control_Covenant_task,PatrolTask,,,,,,,,true,,poi_30036_factionarea,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,7595.4 1480 67.3,,,,,,,,,,,,,,
FM_1001_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1001_tasks_first_container,M_ReturnToGiver,,,
FM_1001_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_1001_leg_A_task,FM_1001_leg_B_task,FM_1001_leg_C_task,,
FM_1001_leg_A_task,TaskKillContribution,,,3,,,,,true,,cave_30008,,,true,,,,,,,,,,Rothoard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1001_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_camp_30010,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1001_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_30013,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1002_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1002_tasks_first_container,M_ReturnToGiver,,,
FM_1002_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_1002_leg_A_task,FM_1002_leg_B_task,FM_1002_leg_C_task,,
FM_1002_leg_A_task,TaskKillContribution,,,1,,,,,true,,wolf_den_30006,,,true,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1002_leg_B_task,TaskKillContribution,,,8,,,,,true,,cave_30008,,,true,,,,,,,,,,Rothoard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1002_leg_C_task,TaskKillContribution,,,8,,,,,true,,bear_den_30005,,,true,,,,,,,,,,Lushhills,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1003_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1003_tasks_first_container,M_ReturnToGiver,,,
FM_1003_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_1003_leg_A_task,FM_1003_leg_B_task,FM_1003_leg_C_task,,
FM_1003_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_30011,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1003_leg_B_task,TaskKillContribution,,,8,,,,,true,,cave_30004,,,true,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1003_leg_C_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30007,,,true,,,,,,,,,,Alligator_Strange,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1004_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1004_tasks_first_container,M_ReturnToGiver,,,
FM_1004_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_1004_leg_A_task,FM_1004_leg_B_task,FM_1004_leg_C_task,,
