TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
9904_0029_d_00_container_thestormwall,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,IO_MSQ_0027_StormwallBarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9904_0029_d_01_GoToPOI_Stormwall,9904_0029_d_02_container_thestormwall_lorepages,9904_0029_d_03_InvestigateStormwall,9904_0029_d_04_container_thestormwall_insidetemple,9904_0029_d_05_SliceSwap_FtWardenConstance_On
9904_0029_d_01_GoToPOI_Stormwall,TaskGoToPOITag,,1,,,,,,1,,ancient_ruins_50236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_generic,,,,,,,,,,,,,,,,,,,
9904_0029_d_02_container_thestormwall_lorepages,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9904_0029_container_findpages,,,,,,,,,,,,,,,9904_0029_d_02a_LorePage_01,9904_0029_d_02b_LorePage_02,9904_0029_d_02c_LorePage_03,9904_0029_d_02d_LorePage_04,
9904_0029_d_02a_LorePage_01,TaskAchievement,,1,1,Lore_unlock_00_Aeternum_Title_25_01,,,,1,,ancient_ruins_50236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9904_0029_readpage_01,,12014.252 5100.243 40.653,,,false,,,,,,,,,,,,,,
9904_0029_d_02b_LorePage_02,TaskAchievement,,1,1,Lore_unlock_00_Aeternum_Title_25_02,,,,1,,ancient_ruins_50236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9904_0029_readpage_02,,12019.895 5071.937 39.895,,,false,,,,,,,,,,,,,,
9904_0029_d_02c_LorePage_03,TaskAchievement,,1,1,Lore_unlock_00_Aeternum_Title_25_03,,,,1,,ancient_ruins_50236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9904_0029_readpage_03,,12039.410 5103.446 42.529,,,false,,,,,,,,,,,,,,
9904_0029_d_02d_LorePage_04,TaskAchievement,,1,1,Lore_unlock_00_Aeternum_Title_25_04,,,,1,,ancient_ruins_50236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9904_0029_readpage_04,,12056.893 5080.276 40.385,,,false,,,,,,,,,,,,,,
9904_0029_d_03_InvestigateStormwall,TaskTriggerArea,,1,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_LilStormwall,@0900_task_investigateStormwall,,12099.167 5072.955 41.951,,,,,,,,,,,,,,,,,
9904_0029_d_04_container_thestormwall_insidetemple,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9904_0029_d_04a_InvestigateStormwall2,9904_0029_d_04b_LorePage_05,,,
9904_0029_d_04a_InvestigateStormwall2,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_MSQ_0026_StormwallBattery,,,MSQ_0026_StormwallBattery_interact,,,,,,,,,,,,,,,,,,,,@0900_task_investigateStormwall2,,12099.167 5072.955 41.951,,,,,,,,,,,,,,,,,
9904_0029_d_04b_LorePage_05,TaskAchievement,,1,1,Lore_unlock_00_Aeternum_Title_25_05,,,,1,,ancient_ruins_50236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9904_0029_readpage_05,,12097.762 5065.686 44.414,,,false,,,,,,,,,,,,,,
9904_0029_d_05_SliceSwap_FtWardenConstance_On,TaskUnlockAchievement,,1,1,SwapActive_WardenConstance_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0030_d_00_container_twodown,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9904_0030_d_01_GoToPOI_FortAlazar,9904_0030_d_02_SliceSwap_WeaversTheo_Off,9904_0031_d_03_SliceSwap_AlazarTheo_On,,
9904_0030_d_01_GoToPOI_FortAlazar,TaskGoToPOITag,,1,1,,,,,1,,soulwarden_camp_50392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_generic,,,,,,,,,,,,,,,,,,,
9904_0030_d_02_SliceSwap_WeaversTheo_Off,TaskUnlockAchievement,,1,1,SwapActive_WeaversTheo_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0031_d_03_SliceSwap_AlazarTheo_On,TaskUnlockAchievement,,1,1,SwapActive_AlazarTheo_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0031_d_00_container_themaraudersupport,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_0031_d_02_GoToPOI_FightingPit_Option,9901_0031_d_03_GoToPOI_FightingPit,,,
9901_0031_d_01_AttainLevel35,TaskHaveLevel,,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_attainlevel35,,,,,,,,,,,,,,,,,,,
9901_0031_d_02_GoToPOI_FightingPit_Option,TaskGoToPOITag,,1,1,,,,,1,,"spiritshrine_01_30038,proving_grounds_30034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToFightingPit_Option,,,,,,,,,,,,,,,,,,,
9901_0031_d_03_GoToPOI_FightingPit,TaskGoToPOITag,,1,1,,,,,1,,proving_grounds_30034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_generic,,7299.657227 1181.958374 60.903332,,,,,,,,,,,,,,,,,
9905_0032_d_00_container_invalhalla,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9905_0032_d_01_invalhalla_Enter,9905_0032_d_02_KillMarauders,9905_0032_d_03_SliceSwap_FtWardenElizaSamir_On,,
9905_0032_d_01_invalhalla_Enter,TaskTriggerArea,,1,1,,,,,,,,,,,,,,,,,IO_MSQ_0024_FightingPitDoor,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_invalhalla_Enter,@9905_0032_Enter,,7299.657227 1181.958374 60.903332,,,,,,,,,,,,,,,,,
9905_0032_d_02_KillMarauders,TaskKillContribution,,1,5,,,,,,,,,,,,,,,,,,,,Corruption_Heavy_MSQ,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,7299.657227 1181.958374 60.903332,,,,,,,,,,,,,,,,,
9905_0032_d_03_SliceSwap_FtWardenElizaSamir_On,TaskUnlockAchievement,,1,1,SwapActive_WardenElizaSamir_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9905_0033_d_00_container_stillwerise,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9905_0033_d_01_FindYrsa,9905_0033_d_02_TrailFollow,9905_0033_d_03_container_cave,,
9905_0033_d_01_FindYrsa,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_MSQ_0090_FindYrsa1_Proximity,,,MSQ_0090_FindYrsa1_interact,,,,,,,,,,,,,,,,,,,,@0900_task_FindYrsa1,,7293.002 1143.248 61.414,,,,,,,,,,,,,,,,,
9905_0033_d_02_TrailFollow,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9905_0033_d_02_FindYrsa,9905_0033_d_02b_FindYrsa_Optional,,,
9905_0033_d_02_FindYrsa,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,IO_MSQ_0090_FindYrsa2_Proximity,,,MSQ_0090_FindYrsa2_interact,,,,,,,,,,,,,,,,,,,,@0900_task_FindYrsa2,,7251.720 1116.255 68.410,,,,,,,,,,,,,,,,,
9905_0033_d_02b_FindYrsa_Optional,TaskGameEvent,,,8,,,,,,,,,,,,,,,,,IO_MSQ_0090_FindYrsa3_Optional_Proximity,,,MSQ_0090_FindYrsa2_optional_interact,,,,,,,,,,,,,,,,,,,,@0900_task_FindYrsa2,,,1,,,,,,,,,,,,,,,,
9905_0033_d_03_container_cave,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9905_0033_d_03_03_LorePage,9905_0033_d_03_01_Corrupted_IO,9905_0033_d_03_02_DefeatYrsa,,
9905_0033_d_03_01_Corrupted_IO,TaskGameEvent,,,2,,,,,1,,corrupted_fort_30033,,,,,,,,,,IO_CorruptedOrb,,,Gather3,,,,,,,,,,,,,,,,,,,,@9900_StillWeRise_Cleanse,,7205.482 1080.08 71.00,,,,,,,,,,,,,,,,,
9905_0033_d_03_02_DefeatYrsa,TaskKillContribution,,1,1,,,,,,,,,,,,,,,,,,,,Damned_Cultist_Named_04,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,7205.482 1080.08 71.00,,,,,,,,,,,,,,,,,
9905_0033_d_03_03_LorePage,TaskAchievement,,1,1,Lore_unlock_00_Aeternum_Title_27_01,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0900_task_FindYrsa3,,7222.482 1079.08 72,,,false,,,,,,,,,,,,,,
9905_0034_d_00_container_thealliance,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9905_0034_d_01_SliceSwap_MSQ_Lore_ThorpeChallenge,9905_0034_d_02_GoToPOI_FortAlazar,9905_0034_d_03_SliceSwap_CutlassRima_Off,9905_0034_d_04_UpdootAzothStaff2,9905_0034_d_05_SliceSwap_AlazarRima1_On
9905_0034_d_01_SliceSwap_MSQ_Lore_ThorpeChallenge,TaskUnlockAchievement,,,1,SwapActive_MSQ_Lore_ThorpeChallenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9905_0034_d_02_GoToPOI_FortAlazar,TaskGoToPOITag,,1,1,,,,,1,,soulwarden_camp_50392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_generic,,,,,,,,,,,,,,,,,,,
9905_0034_d_03_SliceSwap_CutlassRima_Off,TaskUnlockAchievement,,,1,SwapActive_CutlassRima_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9905_0034_d_04_UpdootAzothStaff2,TaskHaveAndReturnItems,,,1,Darkness_AzothStaff_T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_Alazar,,9158.00 6545.00 316.63,1,,,,,,,,,,,,,,,,
9905_0034_d_05_SliceSwap_AlazarRima1_On,TaskUnlockAchievement,,,1,SwapActive_AlazarRima1_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0035_d_00_container_herewestand,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_0035_d_01_Task_GiveAndTakeItem,9901_0035_d_02_Task_HaveAndReturnItem,,,
9901_0035_d_02_AttainLevel40,TaskHaveLevel,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_attainlevel40,,,,,,,,,,,,,,,,,,,
9901_0035_d_01_Task_GiveAndTakeItem,TaskGiveAndTakeItem,,1,1,MI_SummonsNote,,,100,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
9901_0035_d_02_Task_HaveAndReturnItem,TaskHaveAndReturnItems,,1,1,MI_SummonsNote,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
9901_035x_d_00_container_AsmallChange,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_035x_d_01_GoToPOI_Titus,,,,
9901_035x_d_01_GoToPOI_Titus,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Titus,@9901_035x_TravelToTitus,,13426.306 5361.72.2021,,,,,,,,,,,,,,,,,
9901_0036_d_03_container_AlazarMainSwaps,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_03_01_SliceSwap_AlazarYonas_Off,9901_0036_d_03_02_SliceSwap_AlazarRima1_Off,9901_0036_d_03_03_SliceSwap_AlazarEmile_Off,9901_0036_d_03_04_SliceSwap_AlazarTheo_Off,
9901_0036_d_03_01_SliceSwap_AlazarYonas_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_AlazarYonas_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_03_02_SliceSwap_AlazarRima1_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_AlazarRima1_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_03_03_SliceSwap_AlazarEmile_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_AlazarEmile_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_03_04_SliceSwap_AlazarTheo_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_AlazarTheo_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_04_container_AlazarSecondSwaps,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_04_01_SliceSwap_WardenWalker_Off,9901_0036_d_04_02_SliceSwap_WardenConstance_Off,9901_0036_d_04_03_SliceSwap_WardenWayne_Off,9901_0036_d_04_04_SliceSwap_WardenElizaSamir_Off,
9901_0036_d_04_01_SliceSwap_WardenWalker_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_WardenWalker_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_04_02_SliceSwap_WardenConstance_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_WardenConstance_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_04_03_SliceSwap_WardenWayne_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_WardenWayne_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_04_04_SliceSwap_WardenElizaSamir_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_WardenElizaSamir_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_00_container_masterofthetempest_v2,ConsecutiveTaskContainer,,,,,,,,,,DungeonEntrance_60238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_0036_d_00_container_partial_all,,,,
9901_0036_d_00_container_partial_all,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_00_container_partial_SoloQuest,9901_0036_d_00_container_partial_Expedition,9901_0036_d_02_TaskAchievement_Solo,,
9901_0036_d_00_container_partial_SoloQuest,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0036_d_00_container_partial_SoloQuest,,,,,,,,,,,,,,,9901_0036_d_00_container_CompleteSoloQuest,9901_0036_d_02_TaskAchievement_Solo,,,
9901_0036_d_00_container_CompleteSoloQuest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_00_container_partial_SoloQuest2,9901_0036_d_00_TempUnlockSolo,9901_0036_d_00_CompleteSolo,,
9901_0036_d_00_container_partial_SoloQuest2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_00_TalkToTitus,9901_0036_d_00_TaskAchievement_UnlockSolo,9901_0036_d_02_TaskAchievement_Solo,,
9901_0036_d_00_TalkToTitus,TaskConversationTopic,,,,9919_MSQ_WardenScout,,,,,,,,,,,,,,,,,9919_MSQ_DepthsSkip,,,,,,,,,,,,,,,,,,,,,,@9901_0036_d_00_TalkToTitus,,,,,,,,,,,,,,,,,,,
9901_0036_d_00_TempUnlockSolo,TaskLockAchievement,,,1,99_MSQ_36_b_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_00_TaskAchievement_UnlockSolo,TaskAchievement,,,1,99_MSQ_36_b_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
9901_0036_d_00_CompleteSolo,TaskObjective,,,,9901_0036_masterofthetempest_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0036_d_00_CompleteSolo,,,,,,,,,,,,,,,,,,,
9901_0036_d_00_container_partial_Expedition,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0036_d_00_container_partial_Expedition,,,,,,,,,,,,,,,9901_0036_d_00_container_Complete_Expedition,9901_0036_d_02_TaskAchievement_Solo,,,
9901_0036_d_00_container_Complete_Expedition,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_01_container_partial_GoTo_v2,9901_0036_d_02_container_DefeatThorpe_v2,9901_0036_d_03_container_AlazarMainSwaps,9901_0036_d_04_container_AlazarSecondSwaps,
9901_0036_d_01_container_partial_GoTo_v2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_01_GoToPOI_TheDepths_v2,9901_0036_d_01_GoToPOI2Hidden_TheDepths_v2,9901_0036_d_02_TaskAchievement_Solo,,
9901_0036_d_01_container_GoTo_v2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_01_GoToPOI_TheDepths_v2,9901_0036_d_01_GoToPOI2Hidden_TheDepths_v2,,,
9901_0036_d_01_GoToPOI_TheDepths_v2,TaskGameMode,,,1,,,,,,,,DungeonRestlessShores01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_MSQ_TravelToPOI_Depths,,,,,,,,,,,,,,,,,,,
9901_0036_d_01_GoToPOI2Hidden_TheDepths_v2,TaskGoToPOITag,,,1,,,,,,,DungeonEntrance_60238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_MSQ_TravelToPOI_Depths,,,1,,,,,,,,,,,,,,,,
9901_0036_d_02_container_DefeatThorpe_v2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_02_container_partial_DefeatThorpe_v2,9901_0036_d_02_TaskUnlockAchievement,,,
9901_0036_d_02_container_partial_DefeatThorpe_v2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_02_DefeatThorpe_v2,9901_0036_d_02_TaskAchievement_Solo,,,
9901_0036_d_02_DefeatThorpe_v2,TaskKillContribution,,,1,,,,,,,,DungeonRestlessShores01,,,,,,,,,,,,Damned_LongSwordsman_Commander_Named_DG_Restless_00,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,13426.306 5361.72.2021,,,,,,,,,,,,,,,,,
9901_0036_d_02_TaskUnlockAchievement,TaskUnlockAchievement,,,1,99_MSQ_36_End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
9901_0036_d_02_TaskAchievement_Solo,TaskAchievement,,,1,99_MSQ_36_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
9901_0036_d_00_container_masterofthetempest_solo,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901_0036_d_00_container_masterofthetempest_Failsafe,,,,
9901_0036_d_00_container_masterofthetempest_Failsafe,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_02_DefeatThorpe_Expedition,9901_0036_d_02_Do_Solo,9901_0036_d_02_TaskAchievement,,
9901_0036_d_02_DefeatThorpe_Expedition,TaskKillContribution,,1,1,,,,,,,,DungeonRestlessShores01,,,,,,,,,,,,Damned_LongSwordsman_Commander_Named_DG_Restless_00,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_02_Do_Solo,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_02_Do_SoloA,9901_0036_d_02_Thorpe_Encounter_Hidden,,,
9901_0036_d_02_Do_SoloA,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9901_0036_d_02_Do_Solo,,,,,,,,,,,,,,,9901_0036_d_02_Do_Solo1,9901_0036_d_02_Do_Solo3,,,
9901_0036_d_02_Do_Solo1,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_02_Do_Solo_TaskGoTo1,9901_0036_d_02_Thorpe_Encounter_Hidden,,,
9901_0036_d_02_Do_Solo_TaskGoTo1,TaskGoToPOITag,,,,,,,,1,,greatcleavesouthwall_40301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_generic,,,,,,,,,,,,,,,,,,,
9901_0036_d_02_Do_Solo3,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_02_container_DefeatThorpe_Solo,,,,
9901_0036_d_02_Thorpe_Encounter,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,,,,MSQ_0036_Thorpe_Interact,,,,,,,,,,,,,,,,,,,,@9901_0036_masterofthetempest_solo_all,,9440 7012 100,,,,,,,,,,,,,,,,,
9901_0036_d_02_Thorpe_Encounter_Hidden,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,,,,MSQ_0036_Thorpe_Interact,,,,,,,,,,,,,,,,,,,,@9901_0036_masterofthetempest_solo_all,,,1,,,,,,,,,,,,,,,,
9901_0036_d_02_container_DefeatThorpe_Solo,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9901_0036_d_02_Thorpe_Encounter,,,,
9901_0036_d_02_DefeatThorpe_Solo,TaskKillContribution,,1,1,,,,,,,,,,,,,,,,,,,,Damned_LongSwordsman_Commander_Named_DG_Restless_00,,,,,,,,,,,,,,,,,,,,@9901_0036_masterofthetempest_solo_all,,9440 7012 100,,,,,,,,,,,,,,,,,
9901_0036_d_02_DefeatThorpe_Solo_Hidden,TaskKillContribution,,1,1,,,,,,,,,,,,,,,,,,,,Damned_LongSwordsman_Commander_Named_DG_Restless_00,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9901_0036_d_02_TaskAchievement,TaskAchievement,,,1,99_MSQ_36_End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
9919_0037_d_00_container_planb,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9919_0037_d_00_container_SliceSwaps,9919_0037_d_01_ReturnToFort_TaskGoTo,9919_0037_d_02_container_RestoreFort,9919_0037_d_03_SliceSwap_SWCaveEmile_On,
9919_0037_d_00_container_SliceSwaps,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9919_0037_d_00a_SliceSwap_FtAlazarBurning_On,9919_0037_d_00b_SliceSwap_AlazarRima2_On,,,
9919_0037_d_00a_SliceSwap_FtAlazarBurning_On,TaskUnlockAchievement,,,1,SwapActive_FtAlazarBurning_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9919_0037_d_00b_SliceSwap_AlazarRima2_On,TaskUnlockAchievement,,,1,SwapActive_AlazarRima2_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9919_0037_d_01_ReturnToFort_TaskGoTo,TaskGoToPOITag,,,,,,,,1,,soulwarden_camp_50392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_generic,,,,,,,,,,,,,,,,,,,
9919_0037_d_02_container_RestoreFort,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,IO_MSQ_0037_Water,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9919_0037_d_02a_PutOutFires_General,9919_0037_d_02b_container_RescueRima,,,
