TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
04A_Side07_01_02_Task_KillLost,TaskKillContribution,,,,6,,,,,true,,undead_bastion_40227,,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@04A_Side07_01_02_Task_KillLost,,,,,,,,,,,,,,,,,,,
04A_Side07_01_03_Task_ChestMead,TaskHaveAndReturnItems,,,,3,04aSide07_01_Mead,,,100,true,,undead_bastion_40227,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side07_01_03_Task_ChestMead,,,,,,,,,,,,,,,,,,,
04A_Side07_02_GetWine_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side07_02_01_Task_GotoLongshadow,04A_Side07_02_02_Task_KillLostForWine,,,
04A_Side07_02_01_Task_GotoLongshadow,TaskGoToPOITag,,,,1,,,,,true,,undead_bastion_40207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side07_02_01_Task_GotoLongshadow,,,,,,,,,,,,,,,,,,,
04A_Side07_02_02_Task_KillLostForWine,TaskHaveAndReturnItems,,,,6,04aSide07_02_Wine,Lost,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side07_02_02_Task_KillLostForWine,,,,,,,,,,,,,,,,,,,
04A_Side07_03_GetPort_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side07_03_01_Task_GotoStonetooth,04A_Side07_03_GetPort_container2,,,
04A_Side07_03_01_Task_GotoStonetooth,TaskGoToPOITag,,,,1,,,,,true,,undead_bastion_50232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side07_03_01_Task_GotoStonetooth,,,,,,,,,,,,,,,,,,,
04A_Side07_03_GetPort_container2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side07_03_02_Task_CollectPortIOs,04A_Side07_03_03_Task_KillLost,04A_Side07_03_04_Task_KillLostBoss,04A_Side07_03_05_Task_DustyBottleIO,
04A_Side07_03_02_Task_CollectPortIOs,TaskGatherAndReturnItems,,,,6,04aSide07_03_Port,04A_Side07_01_PortBottle,100,,true,,undead_bastion_50232,,,1,,,,,,,IO_04A_Side07_01_PortBottle,,,,,,,,,,,,,,,,,,,,,,,@04A_Side07_03_02_Task_CollectPortIOs,,,,,true,,,,,,,,,,,,,,
04A_Side07_03_03_Task_KillLost,TaskKillContribution,,,,6,,,,,true,,undead_bastion_50232,,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@04A_Side07_03_03_Task_KillLost,,,,,,,,,,,,,,,,,,,
04A_Side07_03_04_Task_KillLostBoss,TaskKillContribution,,,,1,,,,,true,,undead_bastion_50232,,,,,,,,,,,,,Undead_Officer_Named_02,,,,,,,,,,,,,,,,,,,,@04A_Side07_03_04_Task_KillLostBoss,,10495 4289 125,,,,,,,,,,,,,,,,,
04A_Side07_03_05_Task_DustyBottleIO,TaskGatherAndReturnItems,,,,1,04aSide07_03_DustyBottle,04A_Side07_02_DustyBottle,100,,true,,undead_bastion_50232,,,1,,,,,,,IO_04A_Side07_02_DustyBottle,,,,,,,,,,,,,,,,,,,,,,,@04A_Side07_03_05_Task_DustyBottleIO,,10495 4289 125,,,,,,,,,,,,,,,,,
04A_Side07_04_SaveBar_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side07_04_04b_Swap_Jacob_01_On,04A_Side07_04_01_TalkToPolly,04A_Side07_04_04a_Swap_Jacob_00_Off,,
04A_Side07_04_04b_Swap_Jacob_01_On,TaskUnlockAchievement,,,,1,SwapActive_99A_JacobEvans_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side07_04_01_TalkToPolly,TaskConversationTopic,,,,1,0410a_BarkeepPolly,,,,,,,,,,,,,,,,,0410a_Barkeep_TaskTopic_SaveBar,,,,,,,,,,,,,,,,,,,,,,@04A_Side07_04_01_TalkToPolly,,,,,,,,,,,,,,,,,,,
04A_Side07_04_04a_Swap_Jacob_00_Off,TaskUnlockAchievement,,,,1,SwapActive_99A_JacobEvans_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04a_Side07_04_02_SummonsNote,TaskGiveAndTakeItem,,,,1,MI_SummonsNote,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04a_Side07_04_03_TakeSummonsNote,TaskHaveAndReturnItems,,,,1,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side08_01_GetReagents_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side08_01_01_Task_GotoWilderness,04A_Side08_01_02_Container_GetHornLiver,04A_Side08_01_04_Container_SliceSwap_Anwir,04A_Side08_01_05_Task_FindHughes,
04A_Side08_01_01_Task_GotoWilderness,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_Side08_GoatsAndCougars,@04A_Side08_01_01_Task_GotoWilderness,,10125.0459 3981.1616 180.9302,,,,,,,,,,,,,,,,,
04A_Side08_01_02_Container_GetHornLiver,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side08_01_02_Task_GetRamHorn,04A_Side08_01_03_Task_GetCougarLiver,,,
04A_Side08_01_02_Task_GetRamHorn,TaskHaveAndReturnItems,,,,1,04aSide08_01_RamHorn,sheep_eastern_20,100,,true,,northwindsward8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side08_01_02_Task_GetRamHorn,,9941.879883 3986.409424 147.405899,,,,,,,,,,,,,,,,,
04A_Side08_01_03_Task_GetCougarLiver,TaskHaveAndReturnItems,,,,1,04aSide08_01_Liver,mountain_lion_20,45,,true,,northwindsward8,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side08_01_03_Task_GetCougarLiver,,9983.371094 4061.901367 143.983429,,,,,,,,,,,,,,,,,
04A_Side08_01_04_Container_SliceSwap_Anwir,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side08_01_04a_Swap_AnwirHughes_00_Off,04A_Side08_01_04b_Swap_AnwirHughes_01_On,,,
04A_Side08_01_04a_Swap_AnwirHughes_00_Off,TaskUnlockAchievement,,,,1,SwapActive_99A_AnwirHughes_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side08_01_04b_Swap_AnwirHughes_01_On,TaskUnlockAchievement,,,,1,SwapActive_99A_AnwirHughes_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side08_01_05_Task_FindHughes,TaskTriggerArea,,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_Side08_FindHughes,@04A_Side08_01_05_Task_FindHughes,,9999.924805 3479.013428 135.036148,,,,,,,,,,,,,,,,,
04A_Side08_02_SecretIngredient_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side08_02_01_Task_GotoNettlerest,04A_Side08_02_02_Task_GetHydrangeas,,,
04A_Side08_02_01_Task_GotoNettlerest,TaskGoToPOITag,,,,1,,,,,true,,nettlerest_graveyard_40151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side08_02_01_Task_GotoNettlerest,,,,,,,,,,,,,,,,,,,
04A_Side08_02_02_Task_GetHydrangeas,TaskGatherAndReturnItems,,,,5,04aSide08_02_Hydrangea,04A_Side08_02_SecretIngredient,100,,true,,nettlerest_graveyard_40151,,,1,,,,,,,IO_04A_Side08_02_SecretIngredient,,,,,,,,,,,,,,,,,,,,,,,@04A_Side08_02_02_Task_GetHydrangeas,,,,,,,,,,,,,,,,,,,
04A_Side08_03_DeliverPotions_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side08_03_00_GivePotionCase,04A_Side08_03_01_GoToPOI_Settlement,04A_Side08_03_02_Container_SliceSwap_Anwir,04A_Side08_03_03_Container_GivePotions,
04A_Side08_03_00_GivePotionCase,TaskGiveItem,,,,1,04aSide08_03_PotionCase,,100,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side08_03_01_GoToPOI_Settlement,TaskGoToPOITag,,,,1,,,,,true,,northwindsward7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side08_03_01_GoToPOI_Settlement,,8899.840820 4227.262207 138.844345,,,,,,,,,,,,,,,,,
04A_Side08_03_02_Container_SliceSwap_Anwir,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side08_03_02A_Swap_AnwirHughes_01_Off,04A_Side08_03_02B_Swap_AnwirHughes_02_On,,,
04A_Side08_03_02A_Swap_AnwirHughes_01_Off,TaskLockAchievement,,,,1,SwapActive_99A_AnwirHughes_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side08_03_02B_Swap_AnwirHughes_02_On,TaskUnlockAchievement,,,,1,SwapActive_99A_AnwirHughes_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side08_03_03_Container_GivePotions,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,04A_Side08_03_03A_TalkToCaptain,04A_Side08_03_0B3_Container_TalktoAtticus,04A_Side08_03_03C_TalkToOdnell,,
04A_Side08_03_03A_TalkToCaptain,TaskConversationTopic,,,,,99A_Captain,,,,,,,,,,,,,,,,,GuardCaptain_TaskTopic_DeliverPotions,,,,,,,,,,,,,,,,,,,,,,@04A_Side08_03_03A_TalkToCaptain,,,,,,,,,,,,,,,,,,,
04A_Side08_03_0B3_Container_TalktoAtticus,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@04A_Side08_03_03B_TalkToAtticus,,,,,,,,,,,,,,,04A_Side08_03_03B_TalkToAtticus,04A_Side08_03_03B_TalkToAtticus_02_Hidden,,,
04A_Side08_03_03B_TalkToAtticus,TaskConversationTopic,,,,,0440a_AtticusDelphi,,,,,,,,,,,,,,,,,0440a_00_AtticusDelphi_TaskTopic_DeliverPotions,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side08_03_03B_TalkToAtticus_02_Hidden,TaskConversationTopic,,,,,0440a_AtticusDelphi_02,,,,,,,,,,,,,,,,,0440a_00_AtticusDelphi_TaskTopic_DeliverPotions,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
04A_Side08_03_03C_TalkToOdnell,TaskConversationTopic,,,,,0403a_HuntsmanLee,,,,,,,,,,,,,,,,,0403a_Huntsman_TaskTopic_DeliverPotions,,,,,,,,,,,,,,,,,,,,,,@04A_Side08_03_03C_TalkToOdnell,,,,,,,,,,,,,,,,,,,
04A_Side09_01_LostAlchemy_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side09_01_02_Task_CollectBottleIOs,,,,
04A_Side09_01_02_Task_CollectBottleIOs,TaskGatherAndReturnItems,,,,6,04aSide09_01_AlchemyBottle,04A_Side09_01_AlchemyBottle,100,,true,,abandoned_village_40266,,,1,,,,,,,IO_04A_Side09_01_AlchemyBottle,,,,,,,,,,,,,,,,,,,,,,,@04A_Side09_01_02_Task_CollectBottleIOs,,,,,true,,,,,,,,,,,,,,
04A_Side10_01_CopperSeam_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04A_Side10_01_01_Task_MineSeam,,,,
04A_Side10_01_01_Task_MineSeam,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_04A_Side10_01_CopperSeam,,,04A_Side10_01_CopperSeam_Interact,,,,,,,,,,,,,,,,,,,,@04A_Side10_01_01_Task_MineSeam,,8791.045898 4966.939453 176.379089,,,,,,,,,,,,,,,,,
FM_04_EXP_01a_container,ConsecutiveTaskContainer,,,,,,,,,,,shattered_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_EXP_01a_leg_A_task,,,,,,,,,,,,,,FM_04_EXP_01a_leg_A_task,M_ReturnToGiver,,,
FM_04_EXP_01a_leg_A_task,TaskKillContribution,,,,12,,,,,,,shattered_dungeon,DungeonShatteredObelisk,,1,,,,,,,,,,Skeleton_1H_Sword_DG_Everfall_00,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_04_EXP_02a_container,ConsecutiveTaskContainer,,,,,,,,,,,shattered_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_EXP_02a_tasks_first_container,FM_04_EXP_02a_tasks_sub_container,M_ReturnToGiver,,
FM_04_EXP_02a_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,shattered_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_EXP_02a_leg_A_task,,1,,,,,,,,,,,,FM_04_EXP_02a_leg_A_task,,,,
FM_04_EXP_02a_leg_A_task,TaskHaveAndReturnItems,,,,3,FM_loot_item_31,AncientGuardian_Reaver_DG_Everfall_00,100,,,,shattered_dungeon,DungeonShatteredObelisk,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_task_kill_have_X_items,,,,,,,,,,,,,,,,,,,
FM_04_EXP_02a_tasks_sub_container,SimpleTaskContainer,,,,,,,,,,,shattered_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_EXP_02a_leg_B_task,,1,,,,,,,,,,,,FM_04_EXP_02a_leg_B_task,,,,
FM_04_EXP_02a_leg_B_task,TaskHaveAndReturnItems,,,,3,FM_loot_item_32,AncientGuardian_Javelineer_DG_Everfall_00,100,,,,shattered_dungeon,DungeonShatteredObelisk,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_task_kill_have_X_items,,,,,,,,,,,,,,,,,,,
FM_04_EXP_03a_container,ConsecutiveTaskContainer,,,,,,,,,,,shattered_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_EXP_03a_leg_A_task,,,,,,,,,,,,,,FM_04_EXP_03a_leg_A_task,M_ReturnToGiver,,,
FM_04_EXP_03a_leg_A_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_33,,,100,,,shattered_dungeon,DungeonShatteredObelisk,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
