LoreID,Type,Title,Subtitle,Body,AchievementId,ParentID,Order,ImagePath,LocationName,LocationXY,AssociatedQuest,Writer,LocNotes,RecordingStatus,LoreNotesLocation
07_ShatteredMountain_Title_02_05,Default,@07_ShatteredMountain_Title_02_05,@07_ShatteredMountain_Subtitle_02_05,@07_ShatteredMountain_Body_02_05,Lore_unlock_07_ShatteredMountain_Title_02_05,07_ShatteredMountain_Chapter_02,5,,,,,,,,
07_ShatteredMountain_Title_02_06,Default,@07_ShatteredMountain_Title_02_06,@07_ShatteredMountain_Subtitle_02_06,@07_ShatteredMountain_Body_02_06,Lore_unlock_07_ShatteredMountain_Title_02_06,07_ShatteredMountain_Chapter_02,6,,,,,,,,
07_ShatteredMountain_Title_02_07,Default,@07_ShatteredMountain_Title_02_07,@07_ShatteredMountain_Subtitle_02_07,@07_ShatteredMountain_Body_02_07,Lore_unlock_07_ShatteredMountain_Title_02_07,07_ShatteredMountain_Chapter_02,7,,,,,,,,
00_Aeternum_Title_05_04,Default,@00_Aeternum_Title_05_04,@00_Aeternum_Subtitle_05_04,@00_Aeternum_Body_05_04,Lore_unlock_00_Aeternum_Title_05_04,Expedition_Chapter_01,4,,,,,,,,
00_Aeternum_Title_05_05,Default,@00_Aeternum_Title_05_05,@00_Aeternum_Subtitle_05_05,@00_Aeternum_Body_05_05,Lore_unlock_00_Aeternum_Title_05_05,Expedition_Chapter_01,5,,,,,,,,
00_Aeternum_Title_05_06,Default,@00_Aeternum_Title_05_06,@00_Aeternum_Subtitle_05_06,@00_Aeternum_Body_05_06,Lore_unlock_00_Aeternum_Title_05_06,Expedition_Chapter_01,6,,,,,,,,
00_Aeternum_Title_05_07,Default,@00_Aeternum_Title_05_07,@00_Aeternum_Subtitle_05_07,@00_Aeternum_Body_05_07,Lore_unlock_00_Aeternum_Title_05_07,Expedition_Chapter_01,7,,,,,,,,
00_Aeternum_Title_05_08,Default,@00_Aeternum_Title_05_08,@00_Aeternum_Subtitle_05_08,@00_Aeternum_Body_05_08,Lore_unlock_00_Aeternum_Title_05_08,Expedition_Chapter_01,8,,,,,,,,
00_Aeternum_Title_05_09,Default,@00_Aeternum_Title_05_09,@00_Aeternum_Subtitle_05_09,@00_Aeternum_Body_05_09,Lore_unlock_00_Aeternum_Title_05_09,Expedition_Chapter_01,9,,,,,,,,
00_Aeternum_Title_05_10,Default,@00_Aeternum_Title_05_10,@00_Aeternum_Subtitle_05_10,@00_Aeternum_Body_05_10,Lore_unlock_00_Aeternum_Title_05_10,Expedition_Chapter_01,10,,,,,,,,
00_Aeternum_Title_05_11,Default,@00_Aeternum_Title_05_11,@00_Aeternum_Subtitle_05_11,@00_Aeternum_Body_05_11,Lore_unlock_00_Aeternum_Title_05_11,Expedition_Chapter_01,11,,,,,,,,
00_Aeternum_Title_05_12,Default,@00_Aeternum_Title_05_12,@00_Aeternum_Subtitle_05_12,@00_Aeternum_Body_05_12,Lore_unlock_00_Aeternum_Title_05_12,Expedition_Chapter_01,12,,,,,,,,
00_Aeternum_Title_05_13,Default,@00_Aeternum_Title_05_13,@00_Aeternum_Subtitle_05_13,@00_Aeternum_Body_05_13,Lore_unlock_00_Aeternum_Title_05_13,Expedition_Chapter_01,13,,,,,,,,
00_Aeternum_Title_05_14,Default,@00_Aeternum_Title_05_14,@00_Aeternum_Subtitle_05_14,@00_Aeternum_Body_05_14,Lore_unlock_00_Aeternum_Title_05_14,Expedition_Chapter_01,14,,,,,,,,
00_Aeternum_Title_05_15,Default,@00_Aeternum_Title_05_15,@00_Aeternum_Subtitle_05_15,@00_Aeternum_Body_05_15,Lore_unlock_00_Aeternum_Title_05_15,Expedition_Chapter_01,15,,,,,,,,
00_Aeternum_Title_05_16,Default,@00_Aeternum_Title_05_16,@00_Aeternum_Subtitle_05_16,@00_Aeternum_Body_05_16,Lore_unlock_00_Aeternum_Title_05_16,Expedition_Chapter_01,16,,,,,,,,
00_Aeternum_Title_05_17,Default,@00_Aeternum_Title_05_17,@00_Aeternum_Subtitle_05_17,@00_Aeternum_Body_05_17,Lore_unlock_00_Aeternum_Title_05_17,Expedition_Chapter_01,17,,,,,,,,
00_Aeternum_Title_05_18,Default,@00_Aeternum_Title_05_18,@00_Aeternum_Subtitle_05_18,@00_Aeternum_Body_05_18,Lore_unlock_00_Aeternum_Title_05_18,Expedition_Chapter_01,18,,,,,,,,
00_Aeternum_Chapter_08,Chapter,@00_Aeternum_Chapter_08,,,,Topic_00_Aeternum,8,,,,,,,,
00_Aeternum_Title_08_01,Default,@00_Aeternum_Title_08_01,@00_Aeternum_Subtitle_08_01,@00_Aeternum_Body_08_01,Lore_unlock_00_Aeternum_Title_08_01,00_Aeternum_Chapter_08,1,,,,,,,,
00_Aeternum_Title_08_02,Default,@00_Aeternum_Title_08_02,@00_Aeternum_Subtitle_08_02,@00_Aeternum_Body_08_02,Lore_unlock_00_Aeternum_Title_08_02,00_Aeternum_Chapter_08,2,,,,,,,,
00_Aeternum_Chapter_09,Chapter,@00_Aeternum_Chapter_09,,,,Topic_00_Aeternum,9,,,,,,,,
00_Aeternum_Title_09_01,Default,@00_Aeternum_Title_09_01,@00_Aeternum_Subtitle_09_01,@00_Aeternum_Body_09_01,Lore_unlock_00_Aeternum_Title_09_01,00_Aeternum_Chapter_09,1,,,,,,,,
00_Aeternum_Chapter_10,Chapter,@00_Aeternum_Chapter_10,,,,Topic_00_Aeternum,10,,,,,,,,
00_Aeternum_Title_10_01,Default,@00_Aeternum_Title_10_01,@00_Aeternum_Subtitle_10_01,@00_Aeternum_Body_10_01,Lore_unlock_00_Aeternum_Title_10_01,00_Aeternum_Chapter_10,1,,,,,,,,
00_Aeternum_Title_10_02,Default,@00_Aeternum_Title_10_02,@00_Aeternum_Subtitle_10_02,@00_Aeternum_Body_10_02,Lore_unlock_00_Aeternum_Title_10_02,00_Aeternum_Chapter_10,2,,,,,,,,
00_Aeternum_Chapter_11,Chapter,@00_Aeternum_Chapter_11,,,,Topic_00_Aeternum,11,,,,,,,,
00_Aeternum_Title_11_01,Default,@00_Aeternum_Title_11_01,@00_Aeternum_Subtitle_11_01,@00_Aeternum_Body_11_01,Lore_unlock_00_Aeternum_Title_11_01,00_Aeternum_Chapter_11,1,,,,,,,,
00_Aeternum_Title_10_03,Default,@00_Aeternum_Title_10_03,@00_Aeternum_Subtitle_10_03,@00_Aeternum_Body_10_03,Lore_unlock_00_Aeternum_Title_10_03,00_Aeternum_Chapter_10,3,,,,,,,,
00_Aeternum_Title_11_02,Default,@00_Aeternum_Title_11_02,@00_Aeternum_Subtitle_11_02,@00_Aeternum_Body_11_02,Lore_unlock_00_Aeternum_Title_11_02,00_Aeternum_Chapter_11,2,,,,,,,,
00_Aeternum_Title_10_04,Default,@00_Aeternum_Title_10_04,@00_Aeternum_Subtitle_10_04,@00_Aeternum_Body_10_04,Lore_unlock_00_Aeternum_Title_10_04,00_Aeternum_Chapter_10,4,,,,,,,,
00_Aeternum_Title_10_05,Default,@00_Aeternum_Title_10_05,@00_Aeternum_Subtitle_10_05,@00_Aeternum_Body_10_05,Lore_unlock_00_Aeternum_Title_10_05,00_Aeternum_Chapter_10,5,,,,,,,,
00_Aeternum_Title_11_03,Default,@00_Aeternum_Title_11_03,@00_Aeternum_Subtitle_11_03,@00_Aeternum_Body_11_03,Lore_unlock_00_Aeternum_Title_11_03,00_Aeternum_Chapter_11,3,,,,,,,,
00_Aeternum_Title_10_06,Default,@00_Aeternum_Title_10_06,@00_Aeternum_Subtitle_10_06,@00_Aeternum_Body_10_06,Lore_unlock_00_Aeternum_Title_10_06,00_Aeternum_Chapter_10,6,,,,,,,,
00_Aeternum_Title_10_07,Default,@00_Aeternum_Title_10_07,@00_Aeternum_Subtitle_10_07,@00_Aeternum_Body_10_07,Lore_unlock_00_Aeternum_Title_10_07,00_Aeternum_Chapter_10,7,,,,,,,,
00_Aeternum_Title_10_08,Default,@00_Aeternum_Title_10_08,@00_Aeternum_Subtitle_10_08,@00_Aeternum_Body_10_08,Lore_unlock_00_Aeternum_Title_10_08,00_Aeternum_Chapter_10,8,,,,,,,,
00_Aeternum_Title_10_09,Default,@00_Aeternum_Title_10_09,@00_Aeternum_Subtitle_10_09,@00_Aeternum_Body_10_09,Lore_unlock_00_Aeternum_Title_10_09,00_Aeternum_Chapter_10,9,,,,,,,,
00_Aeternum_Title_10_10,Default,@00_Aeternum_Title_10_10,@00_Aeternum_Subtitle_10_10,@00_Aeternum_Body_10_10,Lore_unlock_00_Aeternum_Title_10_10,00_Aeternum_Chapter_10,10,,,,,,,,
00_Aeternum_Title_10_11,Default,@00_Aeternum_Title_10_11,@00_Aeternum_Subtitle_10_11,@00_Aeternum_Body_10_11,Lore_unlock_00_Aeternum_Title_10_11,00_Aeternum_Chapter_10,11,,,,,,,,
00_Aeternum_Title_10_12,Default,@00_Aeternum_Title_10_12,@00_Aeternum_Subtitle_10_12,@00_Aeternum_Body_10_12,Lore_unlock_00_Aeternum_Title_10_12,00_Aeternum_Chapter_10,12,,,,,,,,
00_Aeternum_Title_10_13,Default,@00_Aeternum_Title_10_13,@00_Aeternum_Subtitle_10_13,@00_Aeternum_Body_10_13,Lore_unlock_00_Aeternum_Title_10_13,00_Aeternum_Chapter_10,13,,,,,,,,
00_Aeternum_Title_10_14,Default,@00_Aeternum_Title_10_14,@00_Aeternum_Subtitle_10_14,@00_Aeternum_Body_10_14,Lore_unlock_00_Aeternum_Title_10_14,00_Aeternum_Chapter_10,14,,,,,,,,
00_Aeternum_Chapter_12,Chapter,@00_Aeternum_Chapter_12,,,,Topic_00_Aeternum,12,,,,,,,,
00_Aeternum_Title_12_01,Default,@00_Aeternum_Title_12_01,@00_Aeternum_Subtitle_12_01,@00_Aeternum_Body_12_01,Lore_unlock_00_Aeternum_Title_12_01,00_Aeternum_Chapter_12,1,,,,,,,,
00_Aeternum_Title_12_02,Default,@00_Aeternum_Title_12_02,@00_Aeternum_Subtitle_12_02,@00_Aeternum_Body_12_02,Lore_unlock_00_Aeternum_Title_12_02,00_Aeternum_Chapter_12,2,,,,,,,,
00_Aeternum_Title_12_03,Default,@00_Aeternum_Title_12_03,@00_Aeternum_Subtitle_12_03,@00_Aeternum_Body_12_03,Lore_unlock_00_Aeternum_Title_12_03,00_Aeternum_Chapter_12,3,,,,,,,,
00_Aeternum_Chapter_13,Chapter,@00_Aeternum_Chapter_13,,,,Topic_00_Aeternum,13,,,,,,,,
00_Aeternum_Title_13_01,Default,@00_Aeternum_Title_13_01,@00_Aeternum_Subtitle_13_01,@00_Aeternum_Body_13_01,Lore_unlock_00_Aeternum_Title_13_01,00_Aeternum_Chapter_13,1,,,,,,,,
00_Aeternum_Title_13_02,Default,@00_Aeternum_Title_13_02,@00_Aeternum_Subtitle_13_02,@00_Aeternum_Body_13_02,Lore_unlock_00_Aeternum_Title_13_02,00_Aeternum_Chapter_13,2,,,,,,,,
00_Aeternum_Title_13_03,Default,@00_Aeternum_Title_13_03,@00_Aeternum_Subtitle_13_03,@00_Aeternum_Body_13_03,Lore_unlock_00_Aeternum_Title_13_03,00_Aeternum_Chapter_13,3,,,,,,,,
00_Aeternum_Title_13_04,Default,@00_Aeternum_Title_13_04,@00_Aeternum_Subtitle_13_04,@00_Aeternum_Body_13_04,Lore_unlock_00_Aeternum_Title_13_04,00_Aeternum_Chapter_13,4,,,,,,,,
00_Aeternum_Title_13_05,Default,@00_Aeternum_Title_13_05,@00_Aeternum_Subtitle_13_05,@00_Aeternum_Body_13_05,Lore_unlock_00_Aeternum_Title_13_05,00_Aeternum_Chapter_13,5,,,,,,,,
00_Aeternum_Title_13_06,Default,@00_Aeternum_Title_13_06,@00_Aeternum_Subtitle_13_06,@00_Aeternum_Body_13_06,Lore_unlock_00_Aeternum_Title_13_06,00_Aeternum_Chapter_13,6,,,,,,,,
00_Aeternum_Title_09_02,Default,@00_Aeternum_Title_09_02,@00_Aeternum_Subtitle_09_02,@00_Aeternum_Body_09_02,Lore_unlock_00_Aeternum_Title_09_02,00_Aeternum_Chapter_09,2,,,,,,,,
00_Aeternum_Title_09_03,Default,@00_Aeternum_Title_09_03,@00_Aeternum_Subtitle_09_03,@00_Aeternum_Body_09_03,Lore_unlock_00_Aeternum_Title_09_03,00_Aeternum_Chapter_09,3,,,,,,,,
00_Aeternum_Title_09_04,Default,@00_Aeternum_Title_09_04,@00_Aeternum_Subtitle_09_04,@00_Aeternum_Body_09_04,Lore_unlock_00_Aeternum_Title_09_04,00_Aeternum_Chapter_09,4,,,,,,,,
00_Aeternum_Title_09_05,Default,@00_Aeternum_Title_09_05,@00_Aeternum_Subtitle_09_05,@00_Aeternum_Body_09_05,Lore_unlock_00_Aeternum_Title_09_05,00_Aeternum_Chapter_09,5,,,,,,,,
00_Aeternum_Title_09_06,Default,@00_Aeternum_Title_09_06,@00_Aeternum_Subtitle_09_06,@00_Aeternum_Body_09_06,Lore_unlock_00_Aeternum_Title_09_06,00_Aeternum_Chapter_09,6,,,,,,,,
00_Aeternum_Title_09_07,Default,@00_Aeternum_Title_09_07,@00_Aeternum_Subtitle_09_07,@00_Aeternum_Body_09_07,Lore_unlock_00_Aeternum_Title_09_07,00_Aeternum_Chapter_09,7,,,,,,,,
00_Aeternum_Title_09_08,Default,@00_Aeternum_Title_09_08,@00_Aeternum_Subtitle_09_08,@00_Aeternum_Body_09_08,Lore_unlock_00_Aeternum_Title_09_08,00_Aeternum_Chapter_09,8,,,,,,,,
00_Aeternum_Title_09_09,Default,@00_Aeternum_Title_09_09,@00_Aeternum_Subtitle_09_09,@00_Aeternum_Body_09_09,Lore_unlock_00_Aeternum_Title_09_09,00_Aeternum_Chapter_09,9,,,,,,,,
00_Aeternum_Title_09_10,Default,@00_Aeternum_Title_09_10,@00_Aeternum_Subtitle_09_10,@00_Aeternum_Body_09_10,Lore_unlock_00_Aeternum_Title_09_10,00_Aeternum_Chapter_09,10,,,,,,,,
00_Aeternum_Title_09_11,Default,@00_Aeternum_Title_09_11,@00_Aeternum_Subtitle_09_11,@00_Aeternum_Body_09_11,Lore_unlock_00_Aeternum_Title_09_11,00_Aeternum_Chapter_09,11,,,,,,,,
00_Aeternum_Title_09_12,Default,@00_Aeternum_Title_09_12,@00_Aeternum_Subtitle_09_12,@00_Aeternum_Body_09_12,Lore_unlock_00_Aeternum_Title_09_12,00_Aeternum_Chapter_09,12,,,,,,,,
00_Aeternum_Title_09_13,Default,@00_Aeternum_Title_09_13,@00_Aeternum_Subtitle_09_13,@00_Aeternum_Body_09_13,Lore_unlock_00_Aeternum_Title_09_13,00_Aeternum_Chapter_09,13,,,,,,,,
00_Aeternum_Title_09_14,Default,@00_Aeternum_Title_09_14,@00_Aeternum_Subtitle_09_14,@00_Aeternum_Body_09_14,Lore_unlock_00_Aeternum_Title_09_14,00_Aeternum_Chapter_09,14,,,,,,,,
00_Aeternum_Title_06_03,Default,@00_Aeternum_Title_06_03,@00_Aeternum_Subtitle_06_03,@00_Aeternum_Body_06_03,Lore_unlock_00_Aeternum_Title_06_03,Expedition_Chapter_02,3,,,,,,,,
00_Aeternum_Title_06_04,Default,@00_Aeternum_Title_06_04,@00_Aeternum_Subtitle_06_04,@00_Aeternum_Body_06_04,Lore_unlock_00_Aeternum_Title_06_04,Expedition_Chapter_02,4,,,,,,,,
00_Aeternum_Title_06_05,Default,@00_Aeternum_Title_06_05,@00_Aeternum_Subtitle_06_05,@00_Aeternum_Body_06_05,Lore_unlock_00_Aeternum_Title_06_05,Expedition_Chapter_02,5,,,,,,,,
00_Aeternum_Title_06_06,Default,@00_Aeternum_Title_06_06,@00_Aeternum_Subtitle_06_06,@00_Aeternum_Body_06_06,Lore_unlock_00_Aeternum_Title_06_06,Expedition_Chapter_02,6,,,,,,,,
00_Aeternum_Title_06_07,Default,@00_Aeternum_Title_06_07,@00_Aeternum_Subtitle_06_07,@00_Aeternum_Body_06_07,Lore_unlock_00_Aeternum_Title_06_07,Expedition_Chapter_02,7,,,,,,,,
00_Aeternum_Title_06_08,Default,@00_Aeternum_Title_06_08,@00_Aeternum_Subtitle_06_08,@00_Aeternum_Body_06_08,Lore_unlock_00_Aeternum_Title_06_08,Expedition_Chapter_02,8,,,,,,,,
00_Aeternum_Title_09_15,Default,@00_Aeternum_Title_09_15,@00_Aeternum_Subtitle_09_15,@00_Aeternum_Body_09_15,Lore_unlock_00_Aeternum_Title_09_15,00_Aeternum_Chapter_09,15,,,,,,,,
08_EbonscaleReach_Chapter_02,Chapter,@08_EbonscaleReach_Chapter_02,,,,Topic_08_EbonscaleReach,2,,,,,,,,
08_EbonscaleReach_Title_02_01,Default,@08_EbonscaleReach_Title_02_01,@08_EbonscaleReach_Subtitle_02_01,@08_EbonscaleReach_Body_02_01,Lore_unlock_08_EbonscaleReach_Title_02_01,08_EbonscaleReach_Chapter_02,1,,,,,,,,
08_EbonscaleReach_Title_02_02,Default,@08_EbonscaleReach_Title_02_02,@08_EbonscaleReach_Subtitle_02_02,@08_EbonscaleReach_Body_02_02,Lore_unlock_08_EbonscaleReach_Title_02_02,08_EbonscaleReach_Chapter_02,2,,,,,,,,
08_EbonscaleReach_Chapter_03,Chapter,@08_EbonscaleReach_Chapter_03,,,,Topic_08_EbonscaleReach,3,,,,,,,,
08_EbonscaleReach_Title_03_01,Default,@08_EbonscaleReach_Title_03_01,@08_EbonscaleReach_Subtitle_03_01,@08_EbonscaleReach_Body_03_01,Lore_unlock_08_EbonscaleReach_Title_03_01,08_EbonscaleReach_Chapter_03,1,,,,,,,,
08_EbonscaleReach_Title_03_02,Default,@08_EbonscaleReach_Title_03_02,@08_EbonscaleReach_Subtitle_03_02,@08_EbonscaleReach_Body_03_02,Lore_unlock_08_EbonscaleReach_Title_03_02,08_EbonscaleReach_Chapter_03,2,,,,,,,,
08_EbonscaleReach_Chapter_04,Chapter,@08_EbonscaleReach_Chapter_04,,,,Topic_08_EbonscaleReach,4,,,,,,,,
08_EbonscaleReach_Title_04_01,Default,@08_EbonscaleReach_Title_04_01,@08_EbonscaleReach_Subtitle_04_01,@08_EbonscaleReach_Body_04_01,Lore_unlock_08_EbonscaleReach_Title_04_01,08_EbonscaleReach_Chapter_04,1,,,,,,,,
08_EbonscaleReach_Title_04_02,Default,@08_EbonscaleReach_Title_04_02,@08_EbonscaleReach_Subtitle_04_02,@08_EbonscaleReach_Body_04_02,Lore_unlock_08_EbonscaleReach_Title_04_02,08_EbonscaleReach_Chapter_04,2,,,,,,,,
08_EbonscaleReach_Chapter_05,Chapter,@08_EbonscaleReach_Chapter_05,,,,Topic_08_EbonscaleReach,5,,,,,,,,
08_EbonscaleReach_Title_05_01,Default,@08_EbonscaleReach_Title_05_01,@08_EbonscaleReach_Subtitle_05_01,@08_EbonscaleReach_Body_05_01,Lore_unlock_08_EbonscaleReach_Title_05_01,08_EbonscaleReach_Chapter_05,1,,,,,,,,
08_EbonscaleReach_Title_05_02,Default,@08_EbonscaleReach_Title_05_02,@08_EbonscaleReach_Subtitle_05_02,@08_EbonscaleReach_Body_05_02,Lore_unlock_08_EbonscaleReach_Title_05_02,08_EbonscaleReach_Chapter_05,2,,,,,,,,
08_EbonscaleReach_Title_05_03,Default,@08_EbonscaleReach_Title_05_03,@08_EbonscaleReach_Subtitle_05_03,@08_EbonscaleReach_Body_05_03,Lore_unlock_08_EbonscaleReach_Title_05_03,08_EbonscaleReach_Chapter_05,3,,,,,,,,
08_EbonscaleReach_Title_05_04,Default,@08_EbonscaleReach_Title_05_04,@08_EbonscaleReach_Subtitle_05_04,@08_EbonscaleReach_Body_05_04,Lore_unlock_08_EbonscaleReach_Title_05_04,08_EbonscaleReach_Chapter_05,4,,,,,,,,
08_EbonscaleReach_Chapter_06,Chapter,@08_EbonscaleReach_Chapter_06,,,,Topic_08_EbonscaleReach,6,,,,,,,,
08_EbonscaleReach_Title_06_01,Default,@08_EbonscaleReach_Title_06_01,@08_EbonscaleReach_Subtitle_06_01,@08_EbonscaleReach_Body_06_01,Lore_unlock_08_EbonscaleReach_Title_06_01,08_EbonscaleReach_Chapter_06,1,,,,,,,,
08_EbonscaleReach_Title_06_02,Default,@08_EbonscaleReach_Title_06_02,@08_EbonscaleReach_Subtitle_06_02,@08_EbonscaleReach_Body_06_02,Lore_unlock_08_EbonscaleReach_Title_06_02,08_EbonscaleReach_Chapter_06,2,,,,,,,,
08_EbonscaleReach_Chapter_07,Chapter,@08_EbonscaleReach_Chapter_07,,,,Topic_08_EbonscaleReach,7,,,,,,,,
08_EbonscaleReach_Title_07_01,Default,@08_EbonscaleReach_Title_07_01,@08_EbonscaleReach_Subtitle_07_01,@08_EbonscaleReach_Body_07_01,Lore_unlock_08_EbonscaleReach_Title_07_01,08_EbonscaleReach_Chapter_07,1,,,,,,,,
08_EbonscaleReach_Title_07_02,Default,@08_EbonscaleReach_Title_07_02,@08_EbonscaleReach_Subtitle_07_02,@08_EbonscaleReach_Body_07_02,Lore_unlock_08_EbonscaleReach_Title_07_02,08_EbonscaleReach_Chapter_07,2,,,,,,,,
08_EbonscaleReach_Chapter_08,Chapter,@08_EbonscaleReach_Chapter_08,,,,Topic_08_EbonscaleReach,8,,,,,,,,
08_EbonscaleReach_Title_08_01,Default,@08_EbonscaleReach_Title_08_01,@08_EbonscaleReach_Subtitle_08_01,@08_EbonscaleReach_Body_08_01,Lore_unlock_08_EbonscaleReach_Title_08_01,08_EbonscaleReach_Chapter_08,1,,,,,,,,
08_EbonscaleReach_Title_08_02,Default,@08_EbonscaleReach_Title_08_02,@08_EbonscaleReach_Subtitle_08_02,@08_EbonscaleReach_Body_08_02,Lore_unlock_08_EbonscaleReach_Title_08_02,08_EbonscaleReach_Chapter_08,2,,,,,,,,
08_EbonscaleReach_Chapter_09,Chapter,@08_EbonscaleReach_Chapter_09,,,,Topic_08_EbonscaleReach,9,,,,,,,,
08_EbonscaleReach_Title_09_01,Default,@08_EbonscaleReach_Title_09_01,@08_EbonscaleReach_Subtitle_09_01,@08_EbonscaleReach_Body_09_01,Lore_unlock_08_EbonscaleReach_Title_09_01,08_EbonscaleReach_Chapter_09,1,,,,,,,,
08_EbonscaleReach_Title_09_02,Default,@08_EbonscaleReach_Title_09_02,@08_EbonscaleReach_Subtitle_09_02,@08_EbonscaleReach_Body_09_02,Lore_unlock_08_EbonscaleReach_Title_09_02,08_EbonscaleReach_Chapter_09,2,,,,,,,,
08_EbonscaleReach_Chapter_10,Chapter,@08_EbonscaleReach_Chapter_10,,,,Topic_08_EbonscaleReach,10,,,,,,,,
08_EbonscaleReach_Title_10_01,Default,@08_EbonscaleReach_Title_10_01,@08_EbonscaleReach_Subtitle_10_01,@08_EbonscaleReach_Body_10_01,Lore_unlock_08_EbonscaleReach_Title_10_01,08_EbonscaleReach_Chapter_10,1,,,,,,,,
08_EbonscaleReach_Title_10_02,Default,@08_EbonscaleReach_Title_10_02,@08_EbonscaleReach_Subtitle_10_02,@08_EbonscaleReach_Body_10_02,Lore_unlock_08_EbonscaleReach_Title_10_02,08_EbonscaleReach_Chapter_10,2,,,,,,,,
08_EbonscaleReach_Title_08_03,Default,@08_EbonscaleReach_Title_08_03,@08_EbonscaleReach_Subtitle_08_03,@08_EbonscaleReach_Body_08_03,Lore_unlock_08_EbonscaleReach_Title_08_03,08_EbonscaleReach_Chapter_08,3,,,,,,,,
08_EbonscaleReach_Title_08_04,Default,@08_EbonscaleReach_Title_08_04,@08_EbonscaleReach_Subtitle_08_04,@08_EbonscaleReach_Body_08_04,Lore_unlock_08_EbonscaleReach_Title_08_04,08_EbonscaleReach_Chapter_08,4,,,,,,,,
06_Windsward_Chapter_11,Chapter,@06_Windsward_Chapter_11,,,,Topic_06_Windsward,11,,,,,,,,
06_Windsward_Title_11_01,Default,@06_Windsward_Title_11_01,@06_Windsward_Subtitle_11_01,@06_Windsward_Body_11_01,Lore_unlock_06_Windsward_Title_11_01,06_Windsward_Chapter_11,1,,,,,,,,
06_Windsward_Title_11_02,Default,@06_Windsward_Title_11_02,@06_Windsward_Subtitle_11_02,@06_Windsward_Body_11_02,Lore_unlock_06_Windsward_Title_11_02,06_Windsward_Chapter_11,2,,,,,,,,
06_Windsward_Title_11_03,Default,@06_Windsward_Title_11_03,@06_Windsward_Subtitle_11_03,@06_Windsward_Body_11_03,Lore_unlock_06_Windsward_Title_11_03,06_Windsward_Chapter_11,3,,,,,,,,
04_Everfall_Chapter_16,Chapter,@04_Everfall_Chapter_16,,,,Topic_04_Everfall,16,,,,,,,,
04_Everfall_Title_16_01,Default,@04_Everfall_Title_16_01,@04_Everfall_Subtitle_16_01,@04_Everfall_Body_16_01,Lore_unlock_04_Everfall_Title_16_01,04_Everfall_Chapter_16,1,,,,,,,,
04_Everfall_Title_16_02,Default,@04_Everfall_Title_16_02,@04_Everfall_Subtitle_16_02,@04_Everfall_Body_16_02,Lore_unlock_04_Everfall_Title_16_02,04_Everfall_Chapter_16,2,,,,,,,,
04_Everfall_Title_16_03,Default,@04_Everfall_Title_16_03,@04_Everfall_Subtitle_16_03,@04_Everfall_Body_16_03,Lore_unlock_04_Everfall_Title_16_03,04_Everfall_Chapter_16,3,,,,,,,,
04_Everfall_Title_16_04,Default,@04_Everfall_Title_16_04,@04_Everfall_Subtitle_16_04,@04_Everfall_Body_16_04,Lore_unlock_04_Everfall_Title_16_04,04_Everfall_Chapter_16,4,,,,,,,,
09_FirstLight_Chapter_10,Chapter,@09_FirstLight_Chapter_10,,,,Topic_09_FirstLight,10,,,,,,,,
09_FirstLight_Title_10_01,Default,@09_FirstLight_Title_10_01,@09_FirstLight_Subtitle_10_01,@09_FirstLight_Body_10_01,Lore_unlock_09_FirstLight_Title_10_01,09_FirstLight_Chapter_10,1,,,,,,,,
09_FirstLight_Title_10_02,Default,@09_FirstLight_Title_10_02,@09_FirstLight_Subtitle_10_02,@09_FirstLight_Body_10_02,Lore_unlock_09_FirstLight_Title_10_02,09_FirstLight_Chapter_10,2,,,,,,,,
09_FirstLight_Title_10_03,Default,@09_FirstLight_Title_10_03,@09_FirstLight_Subtitle_10_03,@09_FirstLight_Body_10_03,Lore_unlock_09_FirstLight_Title_10_03,09_FirstLight_Chapter_10,3,,,,,,,,
12_MonarchsBluffs_Chapter_12,Chapter,@12_MonarchsBluffs_Chapter_12,,,,Topic_12_MonarchsBluffs,12,,,,,,,,
12_MonarchsBluffs_Title_12_01,Default,@12_MonarchsBluffs_Title_12_01,@12_MonarchsBluffs_Subtitle_12_01,@12_MonarchsBluffs_Body_12_01,Lore_unlock_12_MonarchsBluffs_Title_12_01,12_MonarchsBluffs_Chapter_12,1,,,,,,,,
12_MonarchsBluffs_Title_12_02,Default,@12_MonarchsBluffs_Title_12_02,@12_MonarchsBluffs_Subtitle_12_02,@12_MonarchsBluffs_Body_12_02,Lore_unlock_12_MonarchsBluffs_Title_12_02,12_MonarchsBluffs_Chapter_12,2,,,,,,,,
10_CutlassKeys_Chapter_02,Chapter,@10_CutlassKeys_Chapter_02,,,,Topic_10_CutlassKeys,2,,,,,,,,
10_CutlassKeys_Title_02_01,Default,@10_CutlassKeys_Title_02_01,@10_CutlassKeys_Subtitle_02_01,@10_CutlassKeys_Body_02_01,Lore_unlock_10_CutlassKeys_Title_02_01,10_CutlassKeys_Chapter_02,1,,,,,,,,
10_CutlassKeys_Title_02_02,Default,@10_CutlassKeys_Title_02_02,@10_CutlassKeys_Subtitle_02_02,@10_CutlassKeys_Body_02_02,Lore_unlock_10_CutlassKeys_Title_02_02,10_CutlassKeys_Chapter_02,2,,,,,,,,
10_CutlassKeys_Title_02_03,Default,@10_CutlassKeys_Title_02_03,@10_CutlassKeys_Subtitle_02_03,@10_CutlassKeys_Body_02_03,Lore_unlock_10_CutlassKeys_Title_02_03,10_CutlassKeys_Chapter_02,3,,,,,,,,
