GatherableID,DisplayName,GatheringAction,GatheringType,IdleFragment,GatheringFragment,FinalLootTable,LootTableDefaultMaterial,MinRespawnRate,MaxRespawnRate,Tradeskill,RequiredTradeskillLevel,ExpansionIdUnlock,DepletedGatherableID,BaseGatherTime,WaitForImpact,Restriction,AlignGatherer,GameEventID,ItemRestrictionId,ItemRestrictionQuantity,RequiredSongId,SongRewardId,ResetGatherTimeOnEndInteraction,IsLootContainer,IsElite,IsDynamicPoiTarget,RequireLootItems,IconTypeUnlock,IgnoreAllObstructions,ObstructBuildables,RequireControllingFaction,AddedStatusEffect,RequiredStatusEffect,ConsumedStatusEffect,NumRequiredToGather,UsableEmoteTags,RequirementDescription,DisplayDescription,IsLandmark,TooltipImage,LandmarkIconPath,RequiredWhisperId,MountGatherers
Hotspot_Broad_9,@Hotspot_Broad_9_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_10,@Hotspot_Broad_10_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_11,@Hotspot_Broad_11_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_12,@Hotspot_Broad_12_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_13,@Hotspot_Broad_13_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_14,@Hotspot_Broad_14_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_15,@Hotspot_Broad_15_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_16,@Hotspot_Broad_16_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_17,@Hotspot_Broad_17_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_18,@Hotspot_Broad_18_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_19,@Hotspot_Broad_19_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_20,@Hotspot_Broad_20_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_21,@Hotspot_Broad_21_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_22,@Hotspot_Broad_22_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_23,@Hotspot_Broad_23_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_24,@Hotspot_Broad_24_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_25,@Hotspot_Broad_25_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_26,@Hotspot_Broad_26_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_27,@Hotspot_Broad_27_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_28,@Hotspot_Rare_28_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_29,@Hotspot_Rare_29_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_30,@Hotspot_Rare_30_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_31,@Hotspot_Rare_31_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_32,@Hotspot_Rare_32_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_33,@Hotspot_Rare_33_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_34,@Hotspot_Rare_34_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_35,@Hotspot_Rare_35_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_36,@Hotspot_Rare_36_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_37,@Hotspot_Rare_37_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_38,@Hotspot_Rare_38_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_39,@Hotspot_Rare_39_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_40,@Hotspot_Rare_40_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_41,@Hotspot_Rare_41_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_42,@Hotspot_Rare_42_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_43,@Hotspot_Rare_43_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_44,@Hotspot_Rare_44_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_45,@Hotspot_Rare_45_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_46,@Hotspot_Rare_46_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_47,@Hotspot_Rare_47_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_48,@Hotspot_Rare_48_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_49,@Hotspot_Rare_49_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_50,@Hotspot_Rare_50_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_51,@Hotspot_Rare_51_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_52,@Hotspot_Rare_52_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_53,@Hotspot_Secret_53_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_54,@Hotspot_Secret_54_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_55,@Hotspot_Secret_55_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_56,@Hotspot_Secret_56_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_57,@Hotspot_Secret_57_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_58,@Hotspot_Secret_58_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_59,@Hotspot_Secret_59_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_60,@Hotspot_Secret_60_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_61,@Hotspot_Secret_61_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_62,@Hotspot_Secret_62_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_63,@Hotspot_Secret_63_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_64,@Hotspot_Secret_64_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_65,@Hotspot_Secret_65_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_66,@Hotspot_Secret_66_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_67,@Hotspot_Secret_67_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_68,@Hotspot_Secret_68_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_69,@Hotspot_Secret_69_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_70,@Hotspot_Secret_70_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_71,@Hotspot_Secret_71_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_72,@Hotspot_Secret_72_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_73,@Hotspot_Secret_73_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_74,@Hotspot_Secret_74_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_75,@Hotspot_Secret_75_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_76,@Hotspot_Secret_76_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_77,@Hotspot_Secret_77_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_78,@Hotspot_Secret_78_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_79,@Hotspot_Secret_79_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_80,@Hotspot_Secret_80_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_81,@Hotspot_Broad_81_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Broad_82,@Hotspot_Broad_82_DisplayName,None,Fishing,,,Empty,,1200,1800,Fishing,,,,30,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_83,@Hotspot_Rare_83_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Rare_84,@Hotspot_Rare_84_DisplayName,None,Fishing,,,Empty,,1800,2700,Fishing,,,,20,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_85,@Hotspot_Secret_85_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_86,@Hotspot_Secret_86_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Hotspot_Secret_87,@Hotspot_Secret_87_DisplayName,None,Fishing,,,Empty,,2700,5400,Fishing,,,,10,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
OutpostRush_Bear,@Bear_DisplayName,Dressing,Dressing,,,OutpostRush_Bear,,240,240,Skinning,0,,,10,false,ToolRequired,true,Gather_SkinningT2,,,,,,false,,,,,,,,,,,,,,,,,,,
OutpostRush_TreeHuge,@TreeHuge_Outpost_DisplayName,Chopping,Chopping,,,OutpostRush_TreeHuge,,85,95,Logging,0,,,10,true,ToolRequired,true,Gather_LoggingT2,,,,,,false,,,,,,,,,,,,,,,,,,,
OutpostRush_TreeLarge,@TreeLarge_Outpost_DisplayName,Chopping,Chopping,,,OutpostRush_TreeLarge,,70,80,Logging,0,,,10,true,ToolRequired,true,Gather_LoggingT2,,,,,,false,,,,,,,,,,,,,,,,,,,
OutpostRush_TreeMedium,@TreeMedium_Outpost_DisplayName,Chopping,Chopping,,,OutpostRush_TreeMedium,,54,66,Logging,0,,,10,true,ToolRequired,true,Gather_LoggingT2,,,,,,false,,,,,,,,,,,,,,,,,,,
OutpostRush_TreeSmall,@TreeSmall_Outpost_DisplayName,Chopping,Chopping,,,OutpostRush_TreeSmall,,54,66,Logging,0,,,10,true,ToolRequired,true,Gather_LoggingT2,,,,,,false,,,,,,,,,,,,,,,,,,,
OutpostRush_TreeTiny,@TreeTiny_Outpost_DisplayName,Chopping,Chopping,,,OutpostRush_TreeTiny,,54,66,Logging,0,,,10,true,ToolRequired,true,Gather_LoggingT2,,,,,,false,,,,,,,,,,,,,,,,,,,
OutpostRush_OreVeinSmall,@OreVeinSmall_Outpost_DisplayName,Mining,Mining,,,OutpostRush_OreVeinSmall,,85,95,Mining,0,,,10,true,ToolRequired,true,Gather_MiningT2,,,,,,false,,,,,,true,,,,,,,,,,,,,
OutpostRush_OreVeinMedium,@OreVeinMedium_Outpost_DisplayName,Mining,Mining,,,OutpostRush_OreVeinMedium,,114,126,Mining,0,,,10,true,ToolRequired,true,Gather_MiningT2,,,,,,false,,,,,,true,,,,,,,,,,,,,
OutpostRush_OreVeinLarge,@OreVeinLarge_Outpost_DisplayName,Mining,Mining,,,OutpostRush_OreVeinLarge,,130,140,Mining,0,,,10,true,ToolRequired,true,Gather_MiningT2,,,,,,false,,,,,,true,,,,,,,,,,,,,
OutpostRush_Wolf,@Wolf_DisplayName,Dressing,Dressing,,,OutpostRush_Wolf,,54,66,Skinning,0,,,10,false,ToolRequired,true,Gather_SkinningOutpostRush,,,,,,false,,,,,,,,,,,,,,,,,,,
OutpostRush_WolfAlpha,@Wolf_DisplayName,Dressing,Dressing,,,OutpostRush_WolfAlpha,,70,80,Skinning,0,,,10,false,ToolRequired,true,Gather_SkinningOutpostRush,,,,,,false,,,,,,,,,,,,,,,,,,,
OutpostRush_Withered,@Risen_DisplayName,None,None,,,OutpostRush_Lost_Medium,,54,66,None,0,,,2.1,false,ToolOptional,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
OutpostRush_Dryad,@Risen_DisplayName,None,None,,,OutpostRush_Dryad_Medium,,54,66,None,0,,,2.1,false,ToolOptional,true,,,,,,,false,,,,,,,,,,,,,,,,,,,
AzothWater,@AzothWater_Displayname,None,None,,,AzothWaterSpring,,630,1020,None,0,,,3,false,NoToolNecessary,false,,,,,,,false,,,,,,true,,,,,,,,,,,,,
AmrineDungeon_HallowedCandle,@dungeon_amrine_interact_hallowed_candle,Handcrafting,None,,,06_HallowedCandle,,3600,3600,None,,,,10,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
AmrineDungeon_SpectralShrine,@dungeon_amrine_interact_spectral_shrine,Dressing,None,,,Empty,,3600,3600,None,,,,1,false,ItemRequired,true,,CraterKey1,1,,,true,false,,,,,,,,,,,,,,,,,,,
Dungeon_AzothSeal,@AzothSeal_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,15,false,ToolRequired,false,Gather3,,,,,,false,,,,1,,,,,,,,,,,,,,,
Dungeon_AzothSealYonas,@AzothSealYonas_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,8,false,ToolRequired,false,99E_Dungeon_AzothSealYonas_interact,,,,,,false,,,,1,,,,,,,,,,,,,,,
Dungeon_ActivateShieldYonas,@ActivateShieldYonas_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,900,1800,AzothStaff,0,,,10,false,ToolRequired,true,Gather3,,,,,,false,,,,,true,,,,,,,,,,,,,,
Dungeon_MotherwellStaffPlace,@MotherwellStaffPlace_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,3,false,ToolRequired,false,Gather3,,,,,,false,,,,1,,,,,,,,,,,,,,,
Dungeon_MotherwellStaffPickup,@MotherwellStaffPickup_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,3,false,ToolRequired,false,Gather3,,,,,,false,,,,1,,,,,,,,,,,,,,,
Dungeon_FireSeal,@FireSeal_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,15,false,ToolRequired,false,Gather3,,,,,,false,,,,1,,,,,,,,,,,,,,,
PressurePlate_Ancient_LockDown,@PressurePlate_Ancient_DisplayName,None,None,,,Empty,,60480,60480,None,0,,,0.1,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
PressurePlate_Ancient,@PressurePlate_Ancient_DisplayName,None,None,,,Empty,,0.05,0.05,None,0,,,0.1,false,NoToolNecessary,false,PressurePlate_Ancient_interact,,,,,,false,,,,,,,,,,,,,,,,,,,
Gimmick_FallingRubble,@Gimmick_FallingRubble_DisplayName,None,None,,,Empty,,54,60,None,0,,,0.1,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Gimmick_Fire_Dropper_PoI,@Gimmick_Fire_Dropper_PoI_DisplayName,None,None,,,Empty,,20,20,None,0,,,0.1,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
DefendObject_TestEncounter,DefendObject_Encounter,None,None,,,QuestInteractable,,200,300,None,,,,4,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
Heartforge_Encounter_Battery,@HeartforgeEncounterBattery_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,9000,9000,AzothStaff,0,,,2,false,ToolRequired,false,Gather3,,,,,,false,,,,,true,,,,,,,,,,,,,,
Anubian_Horus_Power_Source,@Anubian_Horus_Power_Source_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,3,false,ToolRequired,false,Gather3,,,,,,false,,,,1,,,,,,,,,,,,,,,
DungeonReekwater_AzothPool,@dungeon_reekwater_interact_azoth_pool,LootContainer,None,,,Empty,,60480,60480,None,0,,,1,false,NoToolNecessary,true,,,,,,true,true,,,,,,,,,,,,,,,,,,,
Dungeon_Reekwater_Teleporter,@dungeon_reekwater_interact_teleporter,None,None,,,Empty,,1,1.1,None,0,,,3,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
Dungeon_Reekwater_Gate,@dungeon_reekwater_interact_gate,AzothStaffLow,None,,,Empty,,1,1.1,None,0,,,0.1,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
Dungeon_Reekwater_Ancient_Device,@dungeon_reekwater_ancient_device,None,None,,,Empty,,3600,3600,None,0,,,3,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
Dungeon_Reekwater_Monster_Closet,@dungeon_reekwater_monster_closet,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,15,false,ToolRequired,false,Gather3,,,,,true,false,,,,,true,,,,,,,,,,,,,,
Dungeon_Reekwater_Ancient_Guardian Heart,@dungeon_reekwater_ancient_guardian_heart,Handcrafting,None,,,Empty,,86400,86400,None,0,,,5,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
Dungeon_Reekwater_TorsoBoss_ArcaneOrb,,None,None,,,,,1,1.1,None,,,,0.1,false,NoToolNecessary,false,,,,,,,false,,,,,,,,AI_Torso_Boss_ArcaneOrb,,,,,,,,,,,
Dungeon_Reekwater_TorsoBoss_ArcaneConduit,,None,None,,,,,1,1.1,None,,,,0.1,false,NoToolNecessary,false,,,,,,true,false,,,,,,,,,AI_Torso_Boss_ArcaneOrb,AI_Torso_Boss_ArcaneOrb,,,,,,,,,
Season_1_Trial_Flamekeeper_Kindling,,None,None,,,,,1,1.1,None,,,,0.1,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Dungeon_Reekwater_Naga_ArcaneConduit,@dungeon_reekwater_naga_arcaneconduit,Dressing,None,,,,,86400,86400,None,,,,0.1,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Dungeon_CutlassKeys00_PirateBooty,@dungeon_cutlasskeys00_interact_pirate_booty,None,None,,,Empty,,3600,3600,None,0,,0,10,false,NoToolNecessary,false,,,1,,,true,false,,,,,,,,,,,,,,,,,,,
Dungeon_CutlassKeys00_GunpowderCask,@Dungeon_CutlassKeys00_GunpowderCask,None,None,,,Empty,,86400,86400,None,,,,10,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
Dungeon_CutlassKeys00_CannonBall,@Dungeon_CutlassKeys00_CannonBall,None,None,,,,,86400,86400,None,,,,1,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,Dungeon_AdmiralCannonBall,,,,,,,,,,,
DungeonRestlessShores_MinorMonolith,@DungeonRestlessShores_MinorMonolith,AzothStaffLow,AzothStaff,,,Empty,,64000,64001,AzothStaff,0,,,10,false,ToolRequired,false,,,,,,,false,,,,,true,,,,,,3,,,,,,,,
DungeonEdengrove_ConcentratedBlight,@DungeonEdengrove_Interact_ConcentratedBlight,Mining,Mining,,,DungeonEdengrove_ConcentratedBlight,,30,60,Mining,0,,,15,false,ToolRequired,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
DungeonEdengrove_ImbuedShrine,@DungeonEdengrove_Interact_ImbuedShrine,Handcrafting,None,,,DungeonEdengrove_AzothSeed,,120,121,None,,,,2,false,ItemRequired,true,,DungeonEdengrove_ConcentratedBlight,1,,,true,false,,,,,,,,,,,,,,,,,,,
DungeonEdengrove_AzothSapling,@DungeonEdengrove_AzothSapling,Cutting,Cutting,,,DungeonEdengrove_AzothSaplingBranch,,64000,64002,Harvesting,0,,,15,false,ToolRequired,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
DungeonEdengrove_ImbuedFont,@DungeonEdengrove_Interact_ImbuedFont,None,None,,,Empty,,64000,64002,None,,,,2,false,ItemRequired,true,,DungeonEdengrove_AzothSeed,1,,,true,false,,,,,,,,,,,,,,,,,,,
DungeonEdengrove_PurifyingFlame,@DungeonEdengrove_Interact_PurifyingFlame,None,None,,,Empty,,64000,64002,None,,,,2,false,ItemRequired,true,,DungeonEdengrove_AzothSaplingBranch,1,,,true,false,,,,,,,,,,,,,,,,,,,
