StatusID,DisplayName,Description,Notes,WindowHeader,RankSorting,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,PotencyPerLevel,HideHudDurationNumbers,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,IsTrueDamage,DamageSkipsDeathsDoor,Health,HealthMin,HealthMinPercent,HealthModifierPercent,HealthModifierDamageBased,UseHealScalingValue,HealScalingValueMultiplier,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,DontApplyOnEndEffectOnRemove,CastSpell,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,PhysicalArmor,ElementalArmor,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction,LocTextTagForDeathRecap,ExpansionForDeathRecap,ObjectiveLocTextTagForDeathRecap,SourceRuneChargeOnHealthChangeOnly,PreventMirrorBeams,LinkedBeamStackThreshold,LinkedBeamName,IsServerOnly
AI_Fulgoris_Gas,@AI_Fulgoris_Gas_DisplayName,@AI_Fulgoris_Gas_Tooltip,,,,Debuff+Poison+Dot+BossDebuff+CC,lyshineui/images/status/SE_PoisonT2.png,true,true,StatFX_Poison_ON,StatFX_Poison_OFF,,,,,,,,20,0.5,,,,,,,,,,,,,,,,,,,,-0.03,-0.05,,,,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,AfflictionBlight=5,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,-0.3,-0.3,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_UndeadShamanChainDamage,,,,,,,,false,false,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,-0.16,,,,,Lightning,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_UndeadShamanCastChain,@AI_ChainLightning_DisplayName,,,,,,lyshineui/images/status/SE_ShockT2.png,false,true,,,,,,,,,,0.25,0.25,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Undead_Shaman_Chain_Lightning,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Barkimedes_Buff,Lonely,,,,,Buff+Haste,,false,false,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0.5,0.5,,,,,,,,,true,,,,,,,,,,,,,,,,,,
AI_Thorpe_Burn,@AI_Thorpe_Burn_DisplayName,@AI_Thorpe_Burn_Tooltip,,,,Debuff+Burn+Dot+BossDebuff,lyshineui/images/status/SE_BurnT4.png,true,true,StatFX_Burn_ON,StatFX_Burn_OFF,,,,,,,,10,0.65,1,,,,,,,,,,,,,,,,,,,,-0.03,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,3,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Thorpe_Wall_Burn,,,,,,,,false,false,StatFX_Burn_ON,StatFX_Burn_OFF,,,,,,,,10,0.65,1,,,,,,,,,,,,,,,,,,,,-0.115,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
AI_Thorpe_Burn_Apply,,,,,,,,,false,,,,,,,,,,0,0.65,,,AI_Thorpe_Burn,,0,,,,,,,,,,,,,,,,-0.115,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Thorpe_Force_Grab_Attach,,,,,,,,,false,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_Thorpe_Force_Grab,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,false,,,,,,,,,,true,,,,,,,,,
AI_Thorpe_Force_Grab_Tracker,,,,,,,,,false,Thorpe_Force,Thorpe_Force_Pop,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,false,,,,,,,,,,true,,,,,,,,,
AI_Thorpe_Darkness_Calls_Tracker,,,,,,,,,false,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,false,,,,,,,,true,,true,,,,,,,,,
AI_Thorpe_Darkness_Calls_Corruption,,,,,,,,,false,AOE_Corruption,AOE_Corruption_Off,,,,,,,,0,0.3,0,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,AfflictionCurse=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Thorpe_Hunger_Of_The_Void_Corruption,,,,,,,,,false,AOE_Corruption,AOE_Corruption_Off,,,,,,,,0,0.05,0,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,AfflictionCurse=15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Thorpe_Phase_1_to_2_Transition,,,,,,,,,false,,,,,,,,,,-1,0.1,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,AI_Thorpe_Phase_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,0.6,0.3,0.6,0.6,,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,false,,,,,,,,,,true,,,,,,,,,
AI_Thorpe_Phase_2,Hollow Tempest,,,,,,,,false,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,0.1,5,,,,,true,,,,,,,,,
AI_Thorpe_Phase_1_MinHealth,,Sets Thorpe's minimum health to approx. 15% so he cannot be killed in Phase 1,,,,,,,false,,,,,,,,,,-1,,,,,,0,,,,,,,,,,,,0,,0.0145,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Mage_Miniboss_Heal,,,,,,Buff,lyshineui/images/status/SE_HealT3.png,true,false,,,,,,,,,,1,1,,,,,0,,,,,,0,,,,,,1,,,0.005,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,5,,1,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,
AI_Mage_Miniboss_BuffMinion,,,,,,Buff,lyshineui/images/status/SE_EmpowerT2.png,true,false,,,,,,,,,,-1,0,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,0,,,,,1,,1,,,,,,,,,,1,1,true,,,,0.5,1,,,,,,,,,,,,,,
AI_Mage_Miniboss_Orbs_StatusEffect,@AI_Mage_Miniboss_Orbs_StatusEffect_DisplayName,@AI_Mage_Miniboss_Orbs_StatusEffect_Tooltip,,,,,lyshineui/images/status/SE_PyroDot.png,true,true,AncientNaga_Bomb_Warning,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_AncientGuardian_Mage_Miniboss_Orbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_Mage_Miniboss_Orbs_StatusEffect_Cast,,,,,,,,,false,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI_Mage_Miniboss_Orbs_StatusEffect_Cast,,AI_AncientGuardian_Mage_Miniboss_Orbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlaguedGhost_Disease,@GhostDisease_DisplayName,@GhostDisease_Description,,,,Debuff+Disease+Debilitate,lyshineui/images/status/SE_DiseaseT2.png,true,true,StatFX_Disease_ON,StatFX_Disease_OFF,,,,,,,,5,1,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,0,-0.1,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,
PlaguedGhost_DiseaseSwarm,,,,,,Debuff,,false,false,,,,,,,,,,-1,0.25,,,,,,,,,,,,,,,,,,,,,-0.05,,,,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,
PlaguedGhost_AcidSpray,,,,,,Debuff,,false,false,,,,,,,,,,-1,0.1,,,,,,,,,,,,,,,,,,,,,-0.08,,,,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,
FrozenGhost_FrostAura,@GhostFrostAura_DisplayName,@GhostFrostAura_Description,,,,Debuff+Slow+CC,lyshineui/images/status/SE_SlowT3.png,true,true,StatFX_Slow_ON,,,,,,,,,4,1,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,-0.35,-0.35,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
ShackledGhost_Doom,@GhostDoom_DisplayName,@GhostDoom_Description,,,,Debuff+Stun+CC,lyshineui/images/status/SE_Stun.png,true,true,StatFX_Stun_ON,,,,,,,,,2.5,1,,,,,1,OnHitTaken,true,,,,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
CharredGhost_Burn,@GhostBurn_DisplayName,@GhostBurn_Description,,,,Debuff+Burn+Dot,lyshineui/images/status/SE_BurnT2.png,true,true,StatFX_Burn_ON,StatFX_Burn_OFF,,,,,,,,3,0.5,,,,,0,,,,,,,,,,,,0,,,0,-0.05,,,,,Fire,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
ShipwreckedGhost_Shock,@GhostShock_DisplayName,@GhostShock_Description,,,,Debuff+Shock+CC,lyshineui/images/status/SE_ShockT5.png,true,true,,,,,,,,,,5,0.25,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,-20,-0.3,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,
Waterlogged,@Waterlogged_DisplayName,@Waterlogged_Description,,,,Debuff+Slow+CC,lyshineui/images/status/SE_SlowT4.png,true,true,StatFX_Drown_ON,StatFX_Drown_OFF,,,,,,,,4,0,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,-0.4,-0.4,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
WaterShield,@WaterShield_DisplayName,@WaterShield_Description,,,,,,,false,,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead_Spew,@UndeadSpew_DisplayName,@UndeadSpew_Description,,,,Debuff+Slow+CC,,,false,,,,,,,,,,1,0.5,,,,,0,,,,,,,,,,,,0,,,0,-0.12,,,,,Corruption,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
BruteStun,@BruteStun_DisplayName,@BruteStun_Description,,,,Debuff+Stun+CC,lyshineui/images/status/SE_Stun.png,true,true,StatFX_Stun_ON,,,,,,,,,3,1,,,,,1,OnHitTaken,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
UndeadGrenadier_Burn,@UndeadBurn_DisplayName,@UndeadBurn_Description,,,,Debuff+Burn+Dot,lyshineui/images/status/SE_BurnT2.png,true,true,StatFX_Burn_ON,StatFX_Burn_OFF,,,,,,,,1.5,0.5,,,,,0,,,,,,,,,,,,0,,,0,-0.11,,,,,Fire,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
UndeadHunter_Burn,@UndeadHunter_Burn_DisplayName,@UndeadHunter_Burn_Description,,,,Debuff+Burn+Dot,lyshineui/images/status/SE_BurnT2.png,true,true,StatFX_Burn_ON,StatFX_Burn_OFF,,,,,,,,3,0.5,,,,,0,,,,,,,,,,,,0,,,0,-0.05,,,,,Fire,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
UndeadBrute_Consume,@UndeadBrute_Consume_DisplayName,@UndeadBrute_Consume_Description,,,,Buff+Recovery,lyshineui/images/status/SE_Hatchet_BerserkT1.png,true,true,Berserk,,,,,,,,,10,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,
