StatusID,DisplayName,Description,Notes,WindowHeader,RankSorting,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,PauseInGameModesList,PotencyPerLevel,HideHudDurationNumbers,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,IsTrueDamage,DamageSkipsDeathsDoor,Health,HealthMin,HealthMinPercent,HealthModifierPercent,HealthModifierDamageBased,UseHealScalingValue,HealScalingValueMultiplier,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,DontApplyOnEndEffectOnRemove,CastSpell,AlwaysCastSpellToDefaultTargets,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnDeathsDoorRevive,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,PhysicalArmor,ElementalArmor,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGAcid,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction,LocTextTagForDeathRecap,ExpansionForDeathRecap,ObjectiveLocTextTagForDeathRecap,SourceRuneChargeOnHealthChangeOnly,PreventMirrorBeams,LinkedBeamStackThreshold,LinkedBeamName,IsServerOnly,AlwaysReplicate,ApplicationCooldown
AI_PalatineArcher_Combo_Check,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_BurnT5.png,false,false,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineHalberd_Combo_Check,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_BurnT5.png,false,false,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineShield_Combo_Check,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_BurnT5.png,false,false,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineSwordsman_Combo_Check,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_BurnT5.png,false,false,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuard_ComboTargeting,@CommonBlank,@CommonBlank,,,,NonDispellableDebuff,lyshineui/images/status/SE_BurnT5.png,false,false,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuard_RallyTargeting,@CommonBlank,@CommonBlank,,,,NonDispellableDebuff,lyshineui/images/status/SE_BurnT5.png,false,false,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuard_Dahut_Signature_Check,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_Stun.png,false,false,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_PalatineGuard_Rally_Check,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_festering.png,false,false,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineGuard_ArcherRally_Check,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_festering.png,false,false,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineArcher_Death,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_Stun.png,false,false,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,2,2,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineHalberd_Death,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_Stun.png,false,false,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,2,2,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineShield_Death,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_Stun.png,false,false,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,2,2,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineSwordsman_Death,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_Stun.png,false,false,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,2,2,false,,,,,,,,,,,,,,,,,,,,,
AI_Palatine_RemoveStamina,@CommonBlank,@CommonBlank,,,,NonDispellableDebuff,,,,,,,,,,,,,,0.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_PalatineHalberd_Smite_Slow,@AI_PalatineHalberd_Smite_Slow_DisplayName,@AI_PalatineHalberd_Smite_Slow_Tooltip,,,,Debuff+CC,lyshineui/images/status/SE_SlowT1.png,true,true,StatFX_Slow_ON,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,1,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,-0.3,-0.3,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineHalberd_DecimateJail_Exhaust,@AI_PalatineHalberd_DecimateJail_Exhaust_DisplayName,@AI_PalatineHalberd_DecimateJail_Exhaust_Tooltip,,,,Debuff+Exhaust+Debilitate,lyshineui/images/status/SE_ExhaustT2.png,true,true,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,2,2,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineHalberd_DecimateJail_Prison,@AI_PalatineHalberd_DecimateJail_Prison_DisplayName,@AI_PalatineHalberd_DecimateJail_Prison_Tooltip,,,,Debuff+Stun+CC,lyshineui/images/status/SE_Stun.png,true,true,StatFX_Stun_ON,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineHalberd_LostPullHit,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,,false,false,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI_PalatineHalberd_LostPull,@CommonBlank,@CommonBlank,,,,CC,,false,false,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,true,,,0,0,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineHalberd_LostPull_Empower,@CommonBlank,@CommonBlank,,,,UnclampedEmpower,lyshineui/images/status/SE_EmpowerT5.png,true,true,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,10,,true,,,,,,,,,,1,1,true,,,,,,,,,,,,,,,,,,,,,
AI_PalatineArcher_StrandedTether_Root,@AI_PalatineArcher_StrandedTether_Root_DisplayName,@AI_PalatineArcher_StrandedTether_Root_Tooltip,,,,Debuff+Root+CC,lyshineui/images/status/SE_Root.png,true,true,Player_StrandedTether_Root,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,1,1,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineArcher_Meteor_Flare_Trigger,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_PoisonT2.png,false,false,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,2,2,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineArcher_Lost_Fission,@CommonBlank,@CommonBlank,,,,Debuff+Burn+Dot,lyshineui/images/status/SE_BurnT3.png,false,false,,,,,,,,,,,0.5,0.4,1,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,true,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_PalatineArcher_Blazzing_Fission_Impact,@CommonBlank,@CommonBlank,,,,Debuff+Burn+Dot,lyshineui/images/status/SE_BurnT3.png,false,false,,,,,,,,,,,0.5,0.4,1,,,,,,,,,,,,,,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_PalatineArcher_Blazzing_Fission_Ground,@AI_PalatineArcher_Blazzing_Fission_Ground_DisplayName,@AI_PalatineArcher_Blazzing_Fission_Ground_Tooltip,,,,Debuff+Burn+Dot,lyshineui/images/status/SE_BurnT3.png,true,true,StatFX_Burn_ON,StatFX_Burn_OFF,,,,,,,,,10,1.1,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,true,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_PalatineSwordsman_Relentless,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_EmpowerT5.png,true,true,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,10,,true,,,,,,,,,,0,0,true,,,,,,,,,,true,,,,,,,,,,,
AI_PalatineSwordsman_Rend,@AI_PalatineSwordsman_Rend_DisplayName,@AI_PalatineSwordsman_Rend_Tooltip,,,,NonDispellableDebuff,lyshineui/images/status/SE_RendT3.png,true,true,StatFX_Rend_ON,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,true,,,,,,,,,,2,2,true,,,,,,,,,,,,,,,,,,,,,
AI_PalatineSwordsman_OnHitCleanse,@CommonBlank,@CommonBlank,,,,NonDispellableDebuff,lyshineui/images/status/SE_BurnT5.png,false,false,,,,,,,,,,,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,AI_OnHit_Tag+AI_OnHit_Checker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,true,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineSwordsman_Lost_Breaker,@CommonBlank,@CommonBlank,,,,NonDispellableDebuff,lyshineui/images/status/SE_BurnT3.png,false,false,,,,,,,,,,,0.5,0.4,1,,,,,,,,,,,,,,,,-12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,true,,,,,,,,,,1,1,false,,,,,,,,,,true,,,,,,,,,,,
AI_PalatineShield_LostGong_Disease,@AI_PalatineShield_LostGong_Disease_DisplayName,@AI_PalatineShield_LostGong_Disease_Tooltip,,,,NonDispellableDebuff,lyshineui/images/status/SE_festering.png,true,true,StatFX_Disease_ON,StatFX_Disease_OFF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,AI_PalatineShield_GongImmunity,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,true,,,,,,,,,,1,1,true,,,,,,,,,,true,,,,,,,,,,,
AI_PalatineShield_Unflinching_Tenasity_Fortify,@CommonBlank,@CommonBlank,,,,NonDispellableBuff+Unflinching,lyshineui/images/status/SE_festering.png,false,false,Palatine_Shield_Unflinching,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,true,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineShield_Unflinching_Tenasity_Cleanse,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,lyshineui/images/status/SE_BurnT5.png,false,false,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Stun+Slow+Root+Silence+Rend+Weaken+Disease+Debuff+Dot+ArmorRend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,true,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,
AI_PalatineShield_HeroicRush_Immunity,@CommonBlank,@CommonBlank,,,,NonDispellableBuff,,false,false,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,AI_PalatineShield_HeroicRushImmunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,false,,,,,,,,,,true,,,,,,,,,,,
