VitalsID,DisplayName,Level,ScheduleVitalsIds,BaseVitalsId
Hercyne_Boar,@Hercyne_Boar_VitalsName,66,,Hercyne_Boar
Hercyne_Boar_Alpha,@Hercyne_Boar_Alpha_VitalsName,66,,Hercyne_Boar_Alpha
Hercyne_Boar_WaveEvent,@Hercyne_Boar_WaveEvent_VitalsName,68,,Hercyne_Boar_WaveEvent
Hercyne_Corvid,@Hercyne_Corvid_VitalsName,60,,Hercyne_Corvid
Hercyne_Gorilla,@Hercyne_Gorilla_VitalsName,70,,Hercyne_Gorilla
Hercyne_Corvid_Alpha,@Hercyne_Corvid_Alpha_VitalsName,60,,Hercyne_Corvid_Alpha
Hercyne_Reindeer_Briar_Turret,@Hercyne_Reindeer_Briar_Turret_VitalsName,66,,Hercyne_Reindeer_Briar_Turret
Hercyne_Reindeer_Briar_Turret_Alpha,@Hercyne_Reindeer_Briar_Turret_Alpha_VitalsName,66,,Hercyne_Reindeer_Briar_Turret_Alpha
Hercyne_Reindeer_Briar_Tangle,@Hercyne_Reindeer_Briar_Tangle_VitalsName,66,,Hercyne_Reindeer_Briar_Tangle
Hercyne_Reindeer,@Hercyne_Reindeer_VitalsName,66,,Hercyne_Reindeer
Hercyne_Reindeer_Alpha,@Hercyne_Reindeer_Alpha_VitalsName,66,,Hercyne_Reindeer_Alpha
Hercyne_Spider,@Hercyne_Spider_VitalsName,66,,Hercyne_Spider
Hercyne_Wolf,@Hercyne_Wolf_VitalsName,70,,Hercyne_Wolf
Hercyne_Wolf_Alpha,@Hercyne_Wolf_Alpha_VitalsName,70,,Hercyne_Wolf_Alpha
Horse,@Horse_VitalsName,,,Horse
IceDryad_Fiend_Shivers,@IceDryad_Fiend_Shivers_VitalsName,60,,IceDryad_Fiend_Shivers
IceDryad_Fiend_Shivers_25,@IceDryad_Fiend_Shivers_25_VitalsName,25,,IceDryad_Fiend_Shivers_25
IceDryad_Fiend_Shivers_60,@IceDryad_Fiend_Shivers_60_VitalsName,60,,IceDryad_Fiend_Shivers_60
IceDryad_Fiend_Shivers_Frostgrip,@IceDryad_Fiend_Shivers_Frostgrip_VitalsName,60,,IceDryad_Fiend_Shivers_Frostgrip
IceDryad_Fiend_Shivers_Frostgrip_25,@IceDryad_Fiend_Shivers_Frostgrip_25_VitalsName,25,,IceDryad_Fiend_Shivers_Frostgrip_25
IceDryad_Fiend_Shivers_Frostgrip_60,@IceDryad_Fiend_Shivers_Frostgrip_60_VitalsName,60,,IceDryad_Fiend_Shivers_Frostgrip_60
IceDryad_Melee_Frostfang,@IceDryad_Melee_Frostfang_VitalsName,65,,IceDryad_Melee_Frostfang
IceDryad_Melee_Frostfang_25,@IceDryad_Melee_Frostfang_25_VitalsName,25,,IceDryad_Melee_Frostfang_25
IceDryad_Melee_Frostfang_61,@IceDryad_Melee_Frostfang_61_VitalsName,61,,IceDryad_Melee_Frostfang_61
IceDryad_Melee_Frostfang_62,@IceDryad_Melee_Frostfang_62_VitalsName,62,,IceDryad_Melee_Frostfang_62
IceDryad_Melee_Frostfang_65_ELITE,@IceDryad_Melee_Frostfang_65_ELITE_VitalsName,65,,IceDryad_Melee_Frostfang_65_ELITE
IceDryad_Range_Frostgrip,@IceDryad_Range_Frostgrip_VitalsName,65,,IceDryad_Range_Frostgrip
IceDryad_Range_Frostgrip_25,@IceDryad_Range_Frostgrip_25_VitalsName,25,,IceDryad_Range_Frostgrip_25
IceDryad_Range_Frostgrip_61,@IceDryad_Range_Frostgrip_61_VitalsName,61,,IceDryad_Range_Frostgrip_61
IceDryad_Range_Frostgrip_62,@IceDryad_Range_Frostgrip_62_VitalsName,62,,IceDryad_Range_Frostgrip_62
IceDryad_Range_Frostgrip_65_ELITE,@IceDryad_Range_Frostgrip_65_ELITE_VitalsName,65,,IceDryad_Range_Frostgrip_65_ELITE
IceGolem,@IceGolem_VitalsName,67,,IceGolem
IceMagicBeast,@IceMagicBeast_VitalsName,20,,IceMagicBeast
Imhotep,@Imhotep_VitalsName,63,,Imhotep
Inert_Remnant,@Inert_Remnant_VitalsName,20,,Inert_Remnant
Invasion_Bear,@Invasion_Bear_VitalsName,68,,Invasion_Bear
Invasion_Bomber,@Invasion_Bomber_VitalsName,60,,Invasion_Bomber
Invasion_Brute,@Invasion_Brute_VitalsName,63,,Invasion_Brute
Invasion_Commander,@Invasion_Commander_VitalsName,68,,Invasion_Commander
Invasion_CowLauncher,@Invasion_CowLauncher_VitalsName,65,,Invasion_CowLauncher
Invasion_FireCannon,@Invasion_FireCannon_VitalsName,65,,Invasion_FireCannon
Invasion_Grunt,@Invasion_Grunt_VitalsName,60,,Invasion_Grunt
Invasion_Hound,@Invasion_Hound_VitalsName,60,,Invasion_Hound
Invasion_Priest,@Invasion_Priest_VitalsName,68,,Invasion_Priest
Invasion_Sniper,@Invasion_Sniper_VitalsName,63,,Invasion_Sniper
Invasion_Spearman,@Invasion_Spearman_VitalsName,65,,Invasion_Spearman
Invasion_Spriggan,@Invasion_Spriggan_VitalsName,68,,Invasion_Spriggan
Invasion_Swordsman,@Invasion_Swordsman_VitalsName,65,,Invasion_Swordsman
Invasion_VoidDestroyer,@Invasion_VoidDestroyer_VitalsName,68,,Invasion_VoidDestroyer
Invasion_VoidDestroyer_Eye,@Invasion_VoidDestroyer_Eye_VitalsName,68,,Invasion_VoidDestroyer_Eye
Isabella_MSQ2,@Isabella_MSQ2_VitalsName,60,,Isabella_MSQ2
Isabella_DG_Ebonscale_00,@Isabella_DG_Ebonscale_00_VitalsName,55,,Isabella_DG_Ebonscale_00
Isabella_DG_ShatterMtn_Phase0_00,@Isabella_DG_ShatterMtn_Phase0_00_VitalsName,60,,Isabella_DG_ShatterMtn_Phase0_00
Isabella_DG_ShatterMtn_Phase1_00,@Isabella_DG_ShatterMtn_Phase1_00_VitalsName,60,,Isabella_DG_ShatterMtn_Phase1_00
Isabella_DG_ShatterMtn_Phase2_00,@Isabella_DG_ShatterMtn_Phase2_00_VitalsName,60,,Isabella_DG_ShatterMtn_Phase2_00
Isabella_DG_ShatterMtn_Phase2_Pylon,@Isabella_DG_ShatterMtn_Phase2_Pylon_VitalsName,60,,Isabella_DG_ShatterMtn_Phase2_Pylon
Jackrabbit_60,@Jackrabbit_60_VitalsName,1,RabbitSeason=Jackrabbit_60_Event,Jackrabbit_60
Jackrabbit_60_Event,@Jackrabbit_60_VitalsName,1,,Jackrabbit_60_Event
Jackrabbit_61,@Jackrabbit_61_VitalsName,1,RabbitSeason=Jackrabbit_61_Event,Jackrabbit_60
Jackrabbit_61_Event,@Jackrabbit_61_VitalsName,1,,Jackrabbit_60_Event
Jackrabbit_62,@Jackrabbit_62_VitalsName,1,RabbitSeason=Jackrabbit_62_Event,Jackrabbit_60
Jackrabbit_62_Event,@Jackrabbit_62_VitalsName,1,,Jackrabbit_60_Event
Jackrabbit_63,@Jackrabbit_63_VitalsName,1,RabbitSeason=Jackrabbit_63_Event,Jackrabbit_60
Jackrabbit_63_Event,@Jackrabbit_63_VitalsName,1,,Jackrabbit_60_Event
Jackrabbit_64,@Jackrabbit_64_VitalsName,1,RabbitSeason=Jackrabbit_64_Event,Jackrabbit_60
Jackrabbit_64_Event,@Jackrabbit_64_VitalsName,1,,Jackrabbit_60_Event
Jackrabbit_65,@Jackrabbit_65_VitalsName,1,RabbitSeason=Jackrabbit_65_Event,Jackrabbit_60
Jackrabbit_65_Event,@Jackrabbit_65_VitalsName,1,,Jackrabbit_60_Event
Jackrabbit_66,@Jackrabbit_66_VitalsName,1,RabbitSeason=Jackrabbit_66_Event,Jackrabbit_60
Jackrabbit_66_Event,@Jackrabbit_66_VitalsName,1,,Jackrabbit_60_Event
Jackrabbit_67,@Jackrabbit_67_VitalsName,1,RabbitSeason=Jackrabbit_67_Event,Jackrabbit_60
Jackrabbit_67_Event,@Jackrabbit_67_VitalsName,1,,Jackrabbit_60_Event
Jackrabbit_Named_00,@Jackrabbit_Named_00_VitalsName,66,,Jackrabbit_Named_00
Legion_AxeThrower_M-F_62,@Legion_AxeThrower_M-F_62_VitalsName,62,,Legion_AxeThrower_M-F_62
Legion_AxeThrower_M-F_62_Spawn,@Legion_AxeThrower_M-F_62_Spawn_VitalsName,62,,Legion_AxeThrower_M-F_62_Spawn
Legion_AxeThrower_M-F_63,@Legion_AxeThrower_M-F_63_VitalsName,63,,Legion_AxeThrower_M-F_63
Legion_AxeThrower_M-F_64,@Legion_AxeThrower_M-F_64_VitalsName,64,,Legion_AxeThrower_M-F_64
Legion_AxeThrower_M-F_65,@Legion_AxeThrower_M-F_65_VitalsName,65,,Legion_AxeThrower_M-F_65
Legion_AxeThrower_M-F_66,@Legion_AxeThrower_M-F_66_VitalsName,66,,Legion_AxeThrower_M-F_66
Legion_AxeThrower_M-F_DG_BrimstoneSands_00,@Legion_AxeThrower_M-F_DG_BrimstoneSands_00_VitalsName,62,,Legion_AxeThrower_M-F_DG_BrimstoneSands_00
Legion_AxeThrower_M-F_ELITE,@Legion_AxeThrower_M-F_ELITE_VitalsName,66,,Legion_AxeThrower_M-F_ELITE
Legion_AxeThrower_M-F_Named_00,@Legion_AxeThrower_M-F_Named_00_VitalsName,66,,Legion_AxeThrower_M-F_Named_00
Legion_Damned_Hound_ELITE,@Legion_Damned_Hound_ELITE_VitalsName,66,,Legion_Damned_Hound_ELITE
Legion_Damned_Hound_Named_00,@Legion_Damned_Hound_Named_00_VitalsName,64,,Legion_Damned_Hound_Named_00
Legion_Desert_Coyote_Named_00,@Legion_Desert_Coyote_Named_00_VitalsName,66,,Legion_Desert_Coyote_Named_00
Legion_Desert_Coyote_ELITE,@Legion_Desert_Coyote_ELITE_VitalsName,66,,Legion_Desert_Coyote_ELITE
Legion_GeneralCrassus,@Legion_GeneralCrassus_VitalsName,62,,Legion_GeneralCrassus
Legion_Legionnaire,@Legion_Legionnaire_VitalsName,58,,Legion_Legionnaire
Legion_Legionnaire_FTUE,@Legion_Legionnaire_FTUE_VitalsName,1,,Legion_Legionnaire_FTUE
Legion_Legionnaire_60,@Legion_Legionnaire_60_VitalsName,60,,Legion_Legionnaire_60
Legion_Legionnaire_61,@Legion_Legionnaire_61_VitalsName,61,,Legion_Legionnaire_61
Legion_Legionnaire_62,@Legion_Legionnaire_62_VitalsName,62,,Legion_Legionnaire_62
Legion_Legionnaire_62_Spawn,@Legion_Legionnaire_62_Spawn_VitalsName,62,,Legion_Legionnaire_62_Spawn
Legion_Legionnaire_63,@Legion_Legionnaire_63_VitalsName,63,,Legion_Legionnaire_63
Legion_Legionnaire_64,@Legion_Legionnaire_64_VitalsName,64,,Legion_Legionnaire_64
Legion_Legionnaire_65,@Legion_Legionnaire_65_VitalsName,65,,Legion_Legionnaire_65
Legion_Legionnaire_66,@Legion_Legionnaire_66_VitalsName,66,,Legion_Legionnaire_66
Legion_Legionnaire_67,@Legion_Legionnaire_67_VitalsName,66,,Legion_Legionnaire_67
Legion_Legionnaire_DG_BrimstoneSands_00,@Legion_Legionnaire_DG_BrimstoneSands_00_VitalsName,62,,Legion_Legionnaire_DG_BrimstoneSands_00
Legion_Legionnaire_DG_BrimstoneSands_Minion,@Legion_Legionnaire_DG_BrimstoneSands_Minion_VitalsName,62,,Legion_Legionnaire_DG_BrimstoneSands_Minion
Legion_Legionnaire_DG_BrimstoneSands_Crassus_Minion,@Legion_Legionnaire_DG_BrimstoneSands_Crassus_Minion_VitalsName,62,,Legion_Legionnaire_DG_BrimstoneSands_Crassus_Minion
Legion_Legionnaire_DG_BrimstoneSands_Named_00,@Legion_Legionnaire_DG_BrimstoneSands_Named_00_VitalsName,62,,Legion_Legionnaire_DG_BrimstoneSands_Named_00
Legion_Legionnaire_Ethereal,@Legion_Legionnaire_Ethereal_VitalsName,58,,Legion_Legionnaire_Ethereal
Legion_Legionnaire_Ethereal_ELITE,@Legion_Legionnaire_Ethereal_ELITE_VitalsName,66,,Legion_Legionnaire_Ethereal_ELITE
Legion_Legionnaire_Ethereal_Named_05_ELITE,@Legion_Legionnaire_Ethereal_Named_05_ELITE_VitalsName,66,,Legion_Legionnaire_Ethereal_Named_05_ELITE
Legion_Legionnaire_Ethereal_LOC_BOSS,@Legion_Legionnaire_Ethereal_LOC_BOSS_VitalsName,68,,Legion_Legionnaire_Ethereal_LOC_BOSS
Legion_Legionnaire_LOC_BOSS,@Legion_Legionnaire_LOC_BOSS_VitalsName,68,,Legion_Legionnaire_LOC_BOSS
Legion_Legionnaire_Named_00,@Legion_Legionnaire_Named_00_VitalsName,64,,Legion_Legionnaire_Named_00
Legion_Legionnaire_Named_01,@Legion_Legionnaire_Named_01_VitalsName,65,,Legion_Legionnaire_Named_01
Legion_Legionnaire_Named_02,@Legion_Legionnaire_Named_02_VitalsName,64,,Legion_Legionnaire_Named_02
Legion_Legionnaire_Named_03,@Legion_Legionnaire_Named_03_VitalsName,64,,Legion_Legionnaire_Named_03
Legion_Legionnaire_Named_04_16BS06c,@Legion_Legionnaire_Named_04_16BS06c_VitalsName,64,,Legion_Legionnaire_Named_04_16BS06c
Legion_Legionnaire_Named_05_04NW10a,@Legion_Legionnaire_Named_05_04NW10a_VitalsName,25,,Legion_Legionnaire_Named_05_04NW10a
Legion_Legionnaire_Named_05_04NW10b,@Legion_Legionnaire_Named_05_04NW10b_VitalsName,25,,Legion_Legionnaire_Named_05_04NW10b
Legion_Legionnaire_NoShield,@Legion_Legionnaire_NoShield_VitalsName,58,,Legion_Legionnaire_NoShield
Legion_Legionnaire_NoShield_ELITE,@Legion_Legionnaire_NoShield_ELITE_VitalsName,66,,Legion_Legionnaire_NoShield_ELITE
Legion_Legionnaire_NoShield_DG_BrimstoneSands_00,@Legion_Legionnaire_NoShield_DG_BrimstoneSands_00_VitalsName,62,,Legion_Legionnaire_NoShield_DG_BrimstoneSands_00
Legion_Legionnaire_NoShield_DG_BrimstoneSands_Crassus_Minion,@Legion_Legionnaire_NoShield_DG_BrimstoneSands_Crassus_Minion_VitalsName,62,,Legion_Legionnaire_NoShield_DG_BrimstoneSands_Crassus_Minion
Legion_Legionnaire_NoShield_LOC_BOSS,@Legion_Legionnaire_NoShield_LOC_BOSS_VitalsName,68,,Legion_Legionnaire_NoShield_LOC_BOSS
Legion_Legionnaire_Physical,@Legion_Legionnaire_Physical_VitalsName,58,,Legion_Legionnaire_Physical
Legion_Legionnaire_Physical_ELITE,@Legion_Legionnaire_Physical_ELITE_VitalsName,66,,Legion_Legionnaire_Physical_ELITE
Legion_Sagittarii,@Legion_Sagittarii_VitalsName,58,,Legion_Sagittarii
Legion_Sagittarii_60,@Legion_Sagittarii_60_VitalsName,60,,Legion_Sagittarii_60
Legion_Sagittarii_61,@Legion_Sagittarii_61_VitalsName,61,,Legion_Sagittarii_60
Legion_Sagittarii_62,@Legion_Sagittarii_62_VitalsName,62,,Legion_Sagittarii_60
Legion_Sagittarii_62_Spawn,@Legion_Sagittarii_62_Spawn_VitalsName,62,,Legion_Sagittarii_62_Spawn
Legion_Sagittarii_63,@Legion_Sagittarii_63_VitalsName,63,,Legion_Sagittarii_60
Legion_Sagittarii_64,@Legion_Sagittarii_64_VitalsName,64,,Legion_Sagittarii_60
Legion_Sagittarii_65,@Legion_Sagittarii_65_VitalsName,65,,Legion_Sagittarii_60
Legion_Sagittarii_66,@Legion_Sagittarii_66_VitalsName,66,,Legion_Sagittarii_60
Legion_Sagittarii_67,@Legion_Sagittarii_67_VitalsName,66,,Legion_Sagittarii_60
Legion_Sagittarii_DG_BrimstoneSands_00,@Legion_Sagittarii_DG_BrimstoneSands_00_VitalsName,62,,Legion_Sagittarii_DG_BrimstoneSands_00
Legion_Sagittarii_DG_BrimstoneSands_Minion,@Legion_Sagittarii_DG_BrimstoneSands_Minion_VitalsName,62,,Legion_Sagittarii_DG_BrimstoneSands_Minion
Legion_Sagittarii_ELITE,@Legion_Sagittarii_ELITE_VitalsName,66,,Legion_Sagittarii_ELITE
Legion_Sagittarii_Named_00,@Legion_Sagittarii_Named_00_VitalsName,65,,Legion_Sagittarii_Named_00
Legion_Sagittarii_Named_01,@Legion_Sagittarii_Named_01_VitalsName,66,,Legion_Sagittarii_Named_01
Legion_Sagittarii_LOC_BOSS,@Legion_Sagittarii_LOC_BOSS_VitalsName,68,,Legion_Sagittarii_LOC_BOSS
Legion_Signifer,@Legion_Signifer_VitalsName,58,,Legion_Signifer
Legion_Signifer_60,@Legion_Signifer_60_VitalsName,60,,Legion_Signifer_60
Legion_Signifer_61,@Legion_Signifer_61_VitalsName,61,,Legion_Signifer_61
Legion_Signifer_62,@Legion_Signifer_62_VitalsName,62,,Legion_Signifer_62
Legion_Signifer_62_Spawn,@Legion_Signifer_62_Spawn_VitalsName,62,,Legion_Signifer_62_Spawn
Legion_Signifer_63,@Legion_Signifer_63_VitalsName,63,,Legion_Signifer_63
Legion_Signifer_64,@Legion_Signifer_64_VitalsName,64,,Legion_Signifer_64
Legion_Signifer_65,@Legion_Signifer_65_VitalsName,65,,Legion_Signifer_65
Legion_Signifer_66,@Legion_Signifer_66_VitalsName,66,,Legion_Signifer_66
Legion_Signifer_67,@Legion_Signifer_67_VitalsName,66,,Legion_Signifer_67
Legion_Signifer_DG_BrimstoneSands_00,@Legion_Signifer_DG_BrimstoneSands_00_VitalsName,62,,Legion_Signifer_DG_BrimstoneSands_00
Legion_Signifer_DG_BrimstoneSands_Minion,@Legion_Signifer_DG_BrimstoneSands_Minion_VitalsName,62,,Legion_Signifer_DG_BrimstoneSands_Minion
Legion_Signifer_DG_BrimstoneSands_Crassus_Minion,@Legion_Signifer_DG_BrimstoneSands_Crassus_Minion_VitalsName,62,,Legion_Signifer_DG_BrimstoneSands_Crassus_Minion
Legion_Signifer_DG_BrimstoneSands_Named_00,@Legion_Signifer_DG_BrimstoneSands_Named_00_VitalsName,62,,Legion_Signifer_DG_BrimstoneSands_Named_00
Legion_Signifer_ELITE,@Legion_Signifer_ELITE_VitalsName,66,,Legion_Signifer_ELITE
Legion_Signifer_LOC_BOSS,@Legion_Signifer_LOC_BOSS_VitalsName,70,,Legion_Signifer_LOC_BOSS
Legion_Signifer_Named_00,@Legion_Signifer_Named_00_VitalsName,64,,Legion_Signifer_Named_00
Legion_Signifer_Named_01,@Legion_Signifer_Named_01_VitalsName,64,,Legion_Signifer_Named_01
Legion_Signifer_Named_02,@Legion_Signifer_Named_02_VitalsName,64,,Legion_Signifer_Named_02
Legion_Signifer_Named_03,@Legion_Signifer_Named_03_VitalsName,64,,Legion_Signifer_Named_03
Legion_Signifer_Named_04_ELITE,@Legion_Signifer_Named_04_ELITE_VitalsName,66,,Legion_Signifer_Named_04_ELITE
Legion_Villager_Cleaver_62,@Legion_Villager_Cleaver_62_VitalsName,62,,Legion_Villager_Cleaver_62
Legion_Villager_Cleaver_63,@Legion_Villager_Cleaver_63_VitalsName,63,,Legion_Villager_Cleaver_63
Legion_Villager_Cleaver_64,@Legion_Villager_Cleaver_64_VitalsName,64,,Legion_Villager_Cleaver_64
Legion_Villager_Cleaver_65,@Legion_Villager_Cleaver_65_VitalsName,65,,Legion_Villager_Cleaver_65
Legion_Villager_Cleaver_66,@Legion_Villager_Cleaver_66_VitalsName,66,,Legion_Villager_Cleaver_66
Legion_Villager_Cleaver_67,@Legion_Villager_Cleaver_67_VitalsName,66,,Legion_Villager_Cleaver_67
Legion_Villager_Cleaver_ELITE,@Legion_Villager_Cleaver_ELITE_VitalsName,66,,Legion_Villager_Cleaver_ELITE
Legion_Villager_Hammer_62,@Legion_Villager_Hammer_62_VitalsName,62,,Legion_Villager_Hammer_62
Legion_Villager_Hammer_63,@Legion_Villager_Hammer_63_VitalsName,63,,Legion_Villager_Hammer_63
Legion_Villager_Hammer_64,@Legion_Villager_Hammer_64_VitalsName,64,,Legion_Villager_Hammer_64
Legion_Villager_Hammer_65,@Legion_Villager_Hammer_65_VitalsName,65,,Legion_Villager_Hammer_65
Legion_Villager_Hammer_66,@Legion_Villager_Hammer_66_VitalsName,66,,Legion_Villager_Hammer_66
Legion_Villager_Hammer_67,@Legion_Villager_Hammer_67_VitalsName,66,,Legion_Villager_Hammer_67
Legion_Villager_Hammer_ELITE,@Legion_Villager_Hammer_ELITE_VitalsName,66,,Legion_Villager_Hammer_ELITE
Legion_Villager_KitchenKnife_62,@Legion_Villager_KitchenKnife_62_VitalsName,62,,Legion_Villager_KitchenKnife_62
Legion_Villager_KitchenKnife_63,@Legion_Villager_KitchenKnife_63_VitalsName,63,,Legion_Villager_KitchenKnife_62
Legion_Villager_KitchenKnife_64,@Legion_Villager_KitchenKnife_64_VitalsName,64,,Legion_Villager_KitchenKnife_62
Legion_Villager_KitchenKnife_65,@Legion_Villager_KitchenKnife_65_VitalsName,65,,Legion_Villager_KitchenKnife_62
Legion_Villager_KitchenKnife_66,@Legion_Villager_KitchenKnife_66_VitalsName,66,,Legion_Villager_KitchenKnife_62
Legion_Villager_KitchenKnife_67,@Legion_Villager_KitchenKnife_67_VitalsName,66,,Legion_Villager_KitchenKnife_62
Legion_Villager_KitchenKnife_ELITE,@Legion_Villager_KitchenKnife_ELITE_VitalsName,66,,Legion_Villager_KitchenKnife_ELITE
Legion_Villager_Ladel_62,@Legion_Villager_Ladel_62_VitalsName,62,,Legion_Villager_Ladel_62
Legion_Villager_Ladel_63,@Legion_Villager_Ladel_63_VitalsName,63,,Legion_Villager_Ladel_63
Legion_Villager_Ladel_64,@Legion_Villager_Ladel_64_VitalsName,64,,Legion_Villager_Ladel_64
Legion_Villager_Ladel_65,@Legion_Villager_Ladel_65_VitalsName,65,,Legion_Villager_Ladel_65
Legion_Villager_Ladel_66,@Legion_Villager_Ladel_66_VitalsName,66,,Legion_Villager_Ladel_66
Legion_Villager_Ladel_67,@Legion_Villager_Ladel_67_VitalsName,66,,Legion_Villager_Ladel_67
Legion_Villager_Ladel_ELITE,@Legion_Villager_Ladel_ELITE_VitalsName,66,,Legion_Villager_Ladel_ELITE
Legion_Villager_Pickaxe_62,@Legion_Villager_Pickaxe_62_VitalsName,62,,Legion_Villager_Pickaxe_62
Legion_Villager_Pickaxe_63,@Legion_Villager_Pickaxe_63_VitalsName,63,,Legion_Villager_Pickaxe_63
Legion_Villager_Pickaxe_64,@Legion_Villager_Pickaxe_64_VitalsName,64,,Legion_Villager_Pickaxe_64
Legion_Villager_Pickaxe_65,@Legion_Villager_Pickaxe_65_VitalsName,65,,Legion_Villager_Pickaxe_65
Legion_Villager_Pickaxe_66,@Legion_Villager_Pickaxe_66_VitalsName,66,,Legion_Villager_Pickaxe_66
Legion_Villager_Pickaxe_DG_BrimstoneSands_00,@Legion_Villager_Pickaxe_DG_BrimstoneSands_00_VitalsName,62,,Legion_Villager_Pickaxe_DG_BrimstoneSands_00
Legion_Villager_Pickaxe_ELITE,@Legion_Villager_Pickaxe_ELITE_VitalsName,66,,Legion_Villager_Pickaxe_ELITE
Legion_Villager_Pickaxe_Named_00,@Legion_Villager_Pickaxe_Named_00_VitalsName,64,,Legion_Villager_Pickaxe_Named_00
Legion_Villager_Prong,@Legion_Villager_Prong_VitalsName,60,,Legion_Villager_Prong
Legion_Villager_Pitchfork,@Legion_Villager_Pitchfork_VitalsName,60,,Legion_Villager_Pitchfork
Legion_Villager_LumberAxe,@Legion_Villager_LumberAxe_VitalsName,60,,Legion_Villager_LumberAxe
Legion_Villager_Rake,@Legion_Villager_Rake_VitalsName,60,,Legion_Villager_Rake
Legion_Villager_Sickle,@Legion_Villager_Sickle_VitalsName,62,,Legion_Villager_Sickle
Legion_Villager_Shovel,@Legion_Villager_Shovel_VitalsName,62,,Legion_Villager_Shovel
Legion_Villager_Skinning_Knife_62,@Legion_Villager_Skinning_Knife_62_VitalsName,62,,Legion_Villager_Skinning_Knife_62
Legion_Villager_Skinning_Knife_63,@Legion_Villager_Skinning_Knife_63_VitalsName,63,,Legion_Villager_Skinning_Knife_62
Legion_Villager_Skinning_Knife_64,@Legion_Villager_Skinning_Knife_64_VitalsName,64,,Legion_Villager_Skinning_Knife_62
Legion_Villager_Skinning_Knife_65,@Legion_Villager_Skinning_Knife_65_VitalsName,65,,Legion_Villager_Skinning_Knife_62
Legion_Villager_Skinning_Knife_66,@Legion_Villager_Skinning_Knife_66_VitalsName,66,,Legion_Villager_Skinning_Knife_62
Legion_Villager_Skinning_Knife_67,@Legion_Villager_Skinning_Knife_67_VitalsName,66,,Legion_Villager_Skinning_Knife_62
Legion_Villager_Skinning_Knife_ELITE,@Legion_Villager_Skinning_Knife_ELITE_VitalsName,66,,Legion_Villager_Skinning_Knife_ELITE
Loot_Goblin,@Loot_Goblin_VitalsName,25,,Loot_Goblin
Loot_Goblin_FOTB,@Loot_Goblin_VitalsName,66,,Loot_Goblin_FOTB
Loot_Goblin_60,@Loot_Goblin_60_VitalsName,70,,Loot_Goblin_60
Lost_Fencer,@Lost_Fencer_VitalsName,10,,Lost_Fencer
Lost_Fencer_06SW09,@Lost_Fencer_06SW09_VitalsName,14,,Lost_Fencer_06SW09
Lost_Fencer_12MB04,@Lost_Fencer_12MB04_VitalsName,15,,Lost_Fencer_12MB04
Lost_Fencer_12MB05,@Lost_Fencer_12MB05_VitalsName,17,,Lost_Fencer_12MB05
Lost_Fencer_Named_12MB04,@Lost_Fencer_Named_12MB04_VitalsName,15,,Lost_Fencer_Named_12MB04
Lost_Knight_Bow,@Lost_Knight_Bow_VitalsName,7,,Lost_Knight_Bow
Lost_Knight_Bow_06SW09,@Lost_Knight_Bow_06SW09_VitalsName,13,,Lost_Knight_Bow_06SW09
Lost_Knight_Bow_12MB03e,@Lost_Knight_Bow_12MB03e_VitalsName,14,,Lost_Knight_Bow_12MB03e
Lost_Knight_Bow_12MB04,@Lost_Knight_Bow_12MB04_VitalsName,15,,Lost_Knight_Bow_12MB04
Lost_Knight_Bow_12MB05,@Lost_Knight_Bow_12MB05_VitalsName,17,,Lost_Knight_Bow_12MB05
Lost_Knight_Bow_Named_12MB04,@Lost_Knight_Bow_Named_12MB04_VitalsName,15,,Lost_Knight_Bow_Named_12MB04
Lost_Knight_Tank,@Lost_Knight_Tank_VitalsName,7,,Lost_Knight_Tank
Lost_Knight_Tank_06SW09,@Lost_Knight_Tank_06SW09_VitalsName,14,,Lost_Knight_Tank_06SW09
Lost_Knight_Tank_12MB03e,@Lost_Knight_Tank_12MB03e_VitalsName,14,,Lost_Knight_Tank_12MB03e
Lost_Knight_Tank_12MB04,@Lost_Knight_Tank_12MB04_VitalsName,15,,Lost_Knight_Tank_12MB04
Lost_Knight_Tank_12MB05,@Lost_Knight_Tank_12MB05_VitalsName,17,,Lost_Knight_Tank_12MB05
Lost_Knight_Tank_Named_12MB04,@Lost_Knight_Tank_Named_12MB04_VitalsName,15,,Lost_Knight_Tank_Named_12MB04
Lost_Knight_Tank_Named_12MB05,@Lost_Knight_Tank_Named_12MB05_VitalsName,17,,Lost_Knight_Tank_Named_12MB05
Lost_Knight_Tank_Named_06SW08,@Lost_Knight_Tank_Named_06SW08_VitalsName,10,,Lost_Knight_Tank_Named_06SW08
Lost_Knight_Tank_Named_13WF05,@Lost_Knight_Tank_Named_13WF05_VitalsName,30,,Lost_Knight_Tank_Named_13WF05
Lost_Knight_Warhammer,@Lost_Knight_Warhammer_VitalsName,20,,Lost_Knight_Warhammer
Lost_Knight_Warhammer_named_06SW09,@Lost_Knight_Warhammer_named_06SW09_VitalsName,12,,Lost_Knight_Warhammer_named_06SW09
Lost_Merc_Bow,@Lost_Merc_Bow_VitalsName,7,,Lost_Merc_Bow
Lost_Merc_Fencer,@Lost_Merc_Fencer_VitalsName,10,,Lost_Merc_Fencer
Lost_Merc_Pikeman,@Lost_Merc_Pikeman_VitalsName,7,,Lost_Merc_Pikeman
Lost_Merc_Tank,@Lost_Merc_Tank_VitalsName,7,,Lost_Merc_Tank
