MissionID,MissionTier,ObjectiveID,IsCustomObjective,CategoricalProgressionId,IsPvpMission,AvailableTerritoryId,RequiredFaction,RequiredFortControlStatus,ReturnToGiverOverride,IsSettlementValidDestination,IsOutpostValidDestination,TaskKillContributionOverride,TaskKillContributionQtyOverride,TerritoryIDOverride,POITagOverride,TaskGiveAndTakeItemOverride,TaskHaveAndReturnItemsOverride,TaskHaveAndReturnItemsQtyOverride,TaskHaveAndReturnItemsDropProbabilityOverride,TaskHaveAndReturnChestDropProbabilityOverride,TaskHaveAndReturnItemsItemsDropVCOverride,LootTagOverride,PauseAndClearLootOnTaskCompleteOverride,TurninDistance,TaskTimerOverride,SuccessGameEventIdOverride,FailureGameEventIdOverride,TitleOverride,DescriptionOverride,ImagePath,MissionGoalType,ProviderDistanceLimit,MinLevel,MaxLevel,RequiredTradeskill,TradeskillLevel,Enabled,DevName,VCLevelRange,RecommendedGroupSize,PatrolDuration,PatrolPoi1,PatrolPoi2,PatrolPoi3,PatrolPoi4,GrantRewardsToOriginTerritory,ReleaseVersionOverride,ORMReleaseEventTagsOverride,OverrideLocation
FM_S_Ass_0707,1,FM_killx_location,,,,7,Syndicate,,true,false,false,Damned_Priest_Named_07SM06a_ELITE,1,,myrkgardnorth,,,,,,,,true,,,Faction+V2_65,FactionMission_Failure,@FactionMission_S_ASSASSINATE_ELITE_title,@FactionMission_S_ASSASSINATE_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,60,60,,,1,,65,3,,,,,,,,,9754 9575 618
FM_S_Ass_0708,1,FM_killx_location,,,,7,Syndicate,,true,false,false,Ancient_Guardian_Javelineer_Named_07SM07,1,,ancientcave,,,,,,,,true,,,FactionV2_62,FactionMission_Failure,@FactionMission_S_ASSASSINATE_title,@FactionMission_S_ASSASSINATE_desc,LyShineUI\Images\MissionImages\missionImage_ancient1.png,Raid,,60,60,,,1,,62,,,,,,,,,,9918 8633 662
FM_S_Ass_0709,1,FM_killx_location,,,,7,Syndicate,,true,false,false,Ancient_Guardian_Mage_Named_07SM07,1,,ancientcave,,,,,,,,true,,,FactionV2_62,FactionMission_Failure,@FactionMission_S_ASSASSINATE_title,@FactionMission_S_ASSASSINATE_desc,LyShineUI\Images\MissionImages\missionImage_ancient1.png,Raid,,60,60,,,1,,62,,,,,,,,,,10112 8799 678
FM_S_Raid_0801,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Beast,8,,alligator_habitat_40275,,,,,,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,Beast,Raid,,50,55,,,0,,52,,,,,,,,,,
FM_S_Raid_0802,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,Dynasty_EarthShrine_30231,,,,,,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,50,55,,,1,,52,,,,,,,,,,
FM_S_Raid_0803,1,FM_killx_location,,,,8,Syndicate,,true,false,false,AngryEarth,8,,Dryad_Ruins_30233,,,,,,,,true,,,FactionV2_51,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_angryEarth2.png,Raid,,49,54,,,1,,51,,,,,,,,,,
FM_S_Raid_0804,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,4,,Dynasty_Wall_30243,,,,,,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,49,55,,,1,,52,,,,,,,,,,
FM_S_Raid_0805,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,Dynasty_MountainTemple_30235,,,,,,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,50,55,,,1,,52,,,,,,,,,,
FM_S_Raid_0806,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Lost,8,,Pirate_Harbor_30239,,,,,,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_withered1.png,Raid,,50,55,,,1,,52,,,,,,,,,,
FM_S_Raid_0807,1,FM_killx_location,,,,8,Syndicate,,true,false,false,AngryEarth,8,,Dryad_Ruins_30229,,,,,,,,true,,,FactionV2_54,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_angryEarth2.png,Raid,,52,57,,,1,,54,,,,,,,,,,
FM_S_Raid_0808,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,Dynasty_Shipwreck_30227,,,,,,,,true,,,FactionV2_54,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,52,57,,,1,,54,,,,,,,,,,
FM_S_Raid_0809,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,Dynasty_FireShrine_30228,,,,,,,,true,,,FactionV2_54,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,52,57,,,1,,54,,,,,,,,,,
FM_S_Raid_0810,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Beast,8,,Tiger_Cave_30236,,,,,,,,true,,,FactionV2_54,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,Beast,Raid,,52,57,,,0,,54,,,,,,,,,,
FM_S_Raid_0811,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,Dynasty_Wall_30242,,,,,,,,true,,,FactionV2_54,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,52,57,,,1,,54,,,,,,,,,,
FM_S_Raid_0812,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,Dynasty_WaterShrine_30234,,,,,,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,50,55,,,1,,52,,,,,,,,,,
FM_S_Raid_0813,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,dynasty_temple_40339,,,,,,,,true,,,FactionV2_58,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,56,60,,,1,,58,,,,,,,,,,
FM_S_Raid_0814,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,dynasty_shrine_30312,,,,,,,,true,,,FactionV2_58,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,56,60,,,1,,58,,,,,,,,,,
FM_S_Raid_0815,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,dynasty_shrine_30302,,,,,,,,true,,,FactionV2_56,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,54,59,,,1,,56,,,,,,,,,,
FM_S_Raid_0816,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Lost,8,,graveyard_40338,,,,,,,,true,,,FactionV2_59,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_withered1.png,Raid,,57,60,,,1,,59,,,,,,,,,,
FM_S_Raid_0817,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,Dynasty_Cavern_30241,,,,,,,,true,,,FactionV2_60,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,58,60,,,1,,60,,,,,,,,,,
FM_S_Raid_0818,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,Dynasty_Monastery_30240,,,,,,,,true,,,FactionV2_60,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,58,60,,,1,,60,,,,,,,,,,
FM_S_Raid_0819,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,dynasty_bridge_20202,,,,,,,,true,,,FactionV2_60,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,58,60,,,0,,60,,,,,,,,,,
FM_S_Raid_0820,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,dynasty_shrine_20203,,,,,,,,true,,,Faction+V2_65,FactionMission_Failure,@FactionMission_S_RAID_ELITE_title,@FactionMission_S_RAID_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,60,60,,,1,,66,3,,,,,,,,,
FM_S_Raid_0821,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Corrupted,8,,empressfortress_20201,,,,,,,,true,,,Faction+V2_65,FactionMission_Failure,@FactionMission_S_RAID_ELITE_title,@FactionMission_S_RAID_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,60,60,,,1,,66,3,,,,,,,,,
FM_S_Raid_0822,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Pirate,8,,Pirate_Shipwreck_30226,,,,,,,,true,,,FactionV2_57,FactionMission_Failure,@FactionMission_S_RAID_title,@FactionMission_S_RAID_desc,LyShineUI\Images\MissionImages\missionImage_undead1.png,Raid,,55,60,,,1,,57,,,,,,,,,,
FM_S_Loot_0801,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Dryad_Ruins_30233,,FM_loot_item_S_1_08,4,,100,,,true,,,FactionV2_51,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,49,54,,,1,,51,,,,,,,,,,
FM_S_Loot_0802,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Dynasty_EarthShrine_30231,,FM_loot_item_S_2_08,5,,100,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,50,55,,,1,,52,,,,,,,,,,
FM_S_Loot_0803,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Dynasty_WaterShrine_30234,,FM_loot_item_S_3_08,3,,100,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,50,55,,,1,,52,,,,,,,,,,
FM_S_Loot_0804,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Dynasty_MountainTemple_30235,,FM_loot_item_S_5_08,8,,100,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,49,55,,,1,,52,,,,,,,,,,
FM_S_Loot_0805,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Pirate_Harbor_30239,,FM_loot_item_S_6_08,5,,100,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,50,55,,,1,,52,,,,,,,,,,
FM_S_Loot_0806,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Dynasty_EarthShrine_30231,,FM_loot_item_S_8_08,5,,100,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,50,55,,,1,,52,,,,,,,,,,
FM_S_Loot_0807,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Dynasty_Wall_30242,,FM_loot_item_S_11_08,3,,100,,,true,,,FactionV2_54,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,52,57,,,1,,54,,,,,,,,,,
FM_S_Loot_0808,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Tiger_Cave_30236,,FM_loot_item_S_12_08,3,,100,,,true,,,FactionV2_54,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,52,57,,,1,,54,,,,,,,,,,
FM_S_Loot_0809,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Dynasty_FireShrine_30228,,FM_loot_item_S_14_08,3,,100,,,true,,,FactionV2_54,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,52,57,,,1,,54,,,,,,,,,,
FM_S_Loot_0810,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Dynasty_Shipwreck_30227,,FM_loot_item_S_15_08,3,,100,,,true,,,FactionV2_54,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,52,57,,,1,,54,,,,,,,,,,
FM_S_Loot_0811,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,dynasty_temple_40339,,FM_loot_item_S_16_08,8,,100,,,true,,,FactionV2_58,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,56,60,,,1,,58,,,,,,,,,,
FM_S_Loot_0812,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,dynasty_shrine_30302,,FM_loot_item_S_17_08,8,,100,,,true,,,FactionV2_56,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,54,59,,,1,,56,,,,,,,,,,
FM_S_Loot_0813,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,dynasty_shrine_30312,,FM_loot_item_S_18_08,8,,100,,,true,,,FactionV2_58,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,56,60,,,1,,58,,,,,,,,,,
FM_S_Loot_0814,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,graveyard_40338,,FM_loot_item_S_21_08,8,,100,,,true,,,FactionV2_59,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,57,60,,,1,,59,,,,,,,,,,
FM_S_Loot_0815,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,empressfortress_20201,,FM_loot_item_S_22_08,8,,100,,,true,,,Faction+V2_65,FactionMission_Failure,@FactionMission_S_LOOT_ELITE_title,@FactionMission_S_LOOT_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,60,60,,,1,,66,3,,,,,,,,,
FM_S_Loot_0816,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,dynasty_shrine_20203,,FM_loot_item_S_23_08,7,,100,,,true,,,Faction+V2_65,FactionMission_Failure,@FactionMission_S_LOOT_ELITE_title,@FactionMission_S_LOOT_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,60,60,,,1,,66,3,,,,,,,,,
FM_S_Loot_0817,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Dynasty_Monastery_30240,,FM_loot_item_S_24_08,8,,100,,,true,,,FactionV2_60,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,58,60,,,1,,60,,,,,,,,,,
FM_S_Loot_0818,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Dryad_Ruins_30229,,FM_loot_item_S_27_08,6,,100,,,true,,,FactionV2_54,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,52,57,,,1,,54,,,,,,,,,,
FM_S_Loot_0819,1,FM_loot_location,,,,8,Syndicate,,true,false,false,,,,Pirate_Shipwreck_30226,,FM_loot_item_S_28_08,5,,100,,,true,,,FactionV2_57,FactionMission_Failure,@FactionMission_S_LOOT_title,@FactionMission_S_LOOT_desc,LyShineUI\Images\MissionImages\missionImage_mine1.png,Loot,,55,60,,,1,,57,,,,,,,,,,
FM_S_Hunt_0801,1,FM_huntx_location,,,,8,Syndicate,,true,false,false,Alligator_Black_60_08QP01,3,,ebonscalereach1,,FM_hunt_item_1_08,3,100,,Alligator_Black_60_08QP01,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_HUNT_title,@FactionMission_S_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_alligator.png,Hunt,,50,55,Skinning,130,1,,52,,,,,,,,,,7569 5631 72
FM_S_Hunt_0802,1,FM_huntx_location,,,,8,Syndicate,,true,false,false,Goat_Mountain_08QP02,3,,ebonscalereach2,,FM_hunt_item_2_08,3,100,,Goat_Mountain_08QP02,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_HUNT_title,@FactionMission_S_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_goat.png,Hunt,,50,55,Skinning,130,1,,52,,,,,,,,,,7125 5762 223
FM_S_Hunt_0803,1,FM_huntx_location,,,,8,Syndicate,,true,false,false,Wolf_Elemental_Earth_08QP01,3,,ebonscalereach1,,FM_hunt_item_3_08,3,100,,Wolf_Elemental_Earth_08QP01,,true,,,FactionV2_51,FactionMission_Failure,@FactionMission_S_HUNT_title,@FactionMission_S_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_wolf.png,Hunt,,49,54,Logging,100,1,,51,,,,,,,,,,8041 5504 53
FM_S_Hunt_0804,1,FM_huntx_location,,,,8,Syndicate,,true,false,false,Elk_Strange_Named_08QP04,1,,ebonscalereach4,,FM_hunt_item_4_08,1,100,,Elk_Strange_Named_08QP04,,true,,,FactionV2_57,FactionMission_Failure,@FactionMission_S_TROPHYHUNT_title,@FactionMission_S_TROPHYHUNT_desc,LyShineUI\Images\MissionImages\missionImage_elk.png,Hunt,,55,60,Skinning,145,1,,57,,,,,,,,,,7355.74 6294.65 232.51
FM_S_Hunt_0805,1,FM_huntx_location,,,,8,Syndicate,,true,false,false,Wolf_Black_08QP07a,3,,ebonscalereach7,,FM_hunt_item_5_08,3,100,,Wolf_Black_08QP07a,,true,,,FactionV2_58,FactionMission_Failure,@FactionMission_S_HUNT_title,@FactionMission_S_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_wolf.png,Hunt,,56,60,Skinning,145,1,,58,,,,,,,,,,8061 6335 181
FM_S_Hunt_0807,1,FM_huntx_location,,,,8,Syndicate,,true,false,false,Bear_Black_08QP06b,3,,ebonscalereach6,,FM_hunt_item_7_08,3,100,,Bear_Black_08QP06b,,true,,,FactionV2_60,FactionMission_Failure,@FactionMission_S_HUNT_title,@FactionMission_S_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_bear.png,Hunt,,58,60,Skinning,145,1,,60,,,,,,,,,,6564 4845 225
FM_S_Hunt_0808,1,FM_huntx_location,,,,8,Syndicate,,true,false,false,Tiger_08QP02,3,,ebonscalereach5,,FM_hunt_item_8_08,3,100,,Tiger_08QP02,,true,,,FactionV2_57,FactionMission_Failure,@FactionMission_S_HUNT_title,@FactionMission_S_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_lynx.png,Hunt,,55,60,Skinning,145,1,,57,,,,,,,,,,6818 4450 76
FM_S_Hunt_0809,1,FM_huntx_location,,,,8,Syndicate,,true,false,false,Bison_60,3,,ebonscalereach6,,FM_hunt_item_9_08,3,100,,Bison_60,,true,,,FactionV2_60,FactionMission_Failure,@FactionMission_S_HUNT_title,@FactionMission_S_HUNT_desc,LyShineUI\Images\MissionImages\missionImage_bison.png,Hunt,,58,60,Skinning,145,1,,60,,,,,,,,,,6239 5108 75
FM_S_Hunt_0810,1,FM_huntx_lootdrop_location,,,,8,Syndicate,,true,false,false,Wolf_Alpha_Named_08QP05,1,,Pirate_Shipwreck_30226,,FM_hunt_item_10_08,1,100,,Wolf_Alpha_Named_08QP05,,true,,,Faction+V2_59,FactionMission_Failure,@FactionMission_S_TROPHYHUNT_ELITE_title,@FactionMission_S_TROPHYHUNT_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_wolf.png,Hunt,,57,60,Skinning,145,1,,59,3,,,,,,,,,7146.5 4233 42
FM_S_Hunt_0811,1,FM_huntx_lootdrop_location,,,,8,Syndicate,,true,false,false,BearElemental_Named_08QP03,1,,Dryad_Ruins_30229,,FM_hunt_item_11_08,1,100,,BearElemental_Named_08QP03,,true,,,Faction+V2_54,FactionMission_Failure,@FactionMission_S_TROPHYHUNT_ELITE_title,@FactionMission_S_TROPHYHUNT_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_bear.png,Hunt,,52,60,,,1,,54,3,,,,,,,,,
FM_S_Hunt_0812,1,FM_huntx_lootdrop_location,,,,8,Syndicate,,true,false,false,Alligator_Strange_Named_08QP03,1,,ebonscalereach3,,FM_hunt_item_12_08,1,100,,Alligator_Strange_Named_08QP03,,true,,,Faction+V2_56,FactionMission_Failure,@FactionMission_S_TROPHYHUNT_ELITE_title,@FactionMission_S_TROPHYHUNT_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_alligator.png,Hunt,,54,60,,,1,,56,3,,,,,,,,,8047 5034 38
FM_S_Hunt_0813,1,FM_huntx_lootdrop_location,,,,8,Syndicate,,true,false,false,Lynx_Named_08QP04,1,,ebonscalereach4,,FM_hunt_item_13_08,1,100,,Lynx_Named_08QP04,,true,,,Faction+V2_56,FactionMission_Failure,@FactionMission_S_TROPHYHUNT_ELITE_title,@FactionMission_S_TROPHYHUNT_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_lynx.png,Hunt,,54,60,,,1,,56,3,,,,,,,,,8002.5 5877 123
FM_S_Hunt_0814,1,FM_huntx_lootdrop_location,,,,8,Syndicate,,true,false,false,Alligator_Strange_Named_08QP01,1,,alligator_habitat_40275,,FM_hunt_item_14_08,1,100,,Alligator_Strange_Named_08QP01,,true,,,Faction+V2_53,FactionMission_Failure,@FactionMission_S_TROPHYHUNT_ELITE_title,@FactionMission_S_TROPHYHUNT_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_alligator.png,Hunt,,51,60,,,1,,53,3,,,,,,,,,8297 5164 68
FM_S_Hunt_0815,1,FM_huntx_lootdrop_location,,,,8,Syndicate,,true,false,false,Bear_Grizzly_Named_08QP08,1,,empressfortress_20201,,FM_hunt_item_15_08,1,100,,Bear_Grizzly_Named_08QP08,,true,,,Faction+V2_65,FactionMission_Failure,@FactionMission_S_TROPHYHUNT_ELITE_title,@FactionMission_S_TROPHYHUNT_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_bear.png,Hunt,,60,60,,,1,,66,3,,,,,,,,,
FM_S_Hunt_0816,1,FM_huntx_lootdrop_location,,,,8,Syndicate,,true,false,false,Corrupted_Tiger_Named_08QP08,1,,dynasty_shrine_20203,,FM_hunt_item_16_08,1,100,,Corrupted_Tiger_Named_08QP08,,true,,,Faction+V2_65,FactionMission_Failure,@FactionMission_S_TROPHYHUNT_ELITE_title,@FactionMission_S_TROPHYHUNT_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_lynx.png,Hunt,,60,60,,,1,,66,3,,,,,,,,,
FM_S_Ass_0801,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Dynasty_Spearman_Named_08QP07,1,,dynasty_temple_40339,,,,,,,,true,,,Faction+V2_59,FactionMission_Failure,@FactionMission_S_ASSASSINATE_ELITE_title,@FactionMission_S_ASSASSINATE_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,57,60,,,1,,59,3,,,,,,,,,8361.099 6629.425 173.196
FM_S_Ass_0802,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Dynasty_Warrior_Named_08QP01,1,,Dynasty_EarthShrine_30231,,,,,,,,true,,,FactionV2_52,FactionMission_Failure,@FactionMission_S_ASSASSINATE_title,@FactionMission_S_ASSASSINATE_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,50,55,,,1,,52,,,,,,,,,,7875.365 5375.784 52.917
FM_S_Ass_0803,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Dynasty_Heavy_Named_08QP08,1,,dynasty_bridge_20202,,,,,,,,true,,,Faction+V2_62,FactionMission_Failure,@FactionMission_S_ASSASSINATE_ELITE_title,@FactionMission_S_ASSASSINATE_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,60,60,,,1,,62,3,,,,,,,,,5540.516 4248.368 41.969
FM_S_Ass_0804,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Undead_Gravedigger_Named_03_08QP07,1,,graveyard_40338,,,,,,,,true,,,FactionV2_60,FactionMission_Failure,@FactionMission_S_ASSASSINATE_title,@FactionMission_S_ASSASSINATE_desc,LyShineUI\Images\MissionImages\missionImage_undead1.png,Raid,,58,60,,,1,,60,,,,,,,,,,8348.116 7143.290 208.138
FM_S_Ass_0805,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Undead_Hunter_Named_04_08QP07,1,,graveyard_40338,,,,,,,,true,,,FactionV2_60,FactionMission_Failure,@FactionMission_S_ASSASSINATE_title,@FactionMission_S_ASSASSINATE_desc,LyShineUI\Images\MissionImages\missionImage_undead1.png,Raid,,58,60,,,1,,60,,,,,,,,,,8392.818 7177.258 215.816
FM_S_Ass_0806,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Dynasty_Spearman_Named_08QP03,1,,Dynasty_FireShrine_30228,,,,,,,,true,,,Faction+V2_56,FactionMission_Failure,@FactionMission_S_ASSASSINATE_ELITE_title,@FactionMission_S_ASSASSINATE_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,54,59,,,1,,56,3,,,,,,,,,7776.109 5111.312 56.751
FM_S_Ass_0807,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Dynasty_Heavy_Named_08QP06,1,,Dynasty_Monastery_30240,,,,,,,,true,,,Faction+V2_60,FactionMission_Failure,@FactionMission_S_ASSASSINATE_ELITE_title,@FactionMission_S_ASSASSINATE_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_corrupted2.png,Raid,,58,60,,,1,,60,3,,,,,,,,,6382.825 4679.819 440.929
FM_S_Ass_0808,1,FM_killx_location,,,,8,Syndicate,,true,false,false,Dynasty_Summoner_Named_08QP08,1,,dynasty_shrine_20203,,,,,,,,true,,,Faction+V2_65,FactionMission_Failure,@FactionMission_S_ASSASSINATE_ELITE_title,@FactionMission_S_ASSASSINATE_ELITE_desc,LyShineUI\Images\MissionImages\missionImage_withered1.png,Raid,,60,60,,,1,,66,3,,,,,,,,,5814.375 5019.797 122.901
