ItemID,Name,Description,AppearanceName,Gender,ItemClass,HairChop,HideHair,HideFacialHair,HideLegs,HideHead,MaskRColor,MaskROverride,MaskR,MaskRDyeOverride,MaskRDye,MaskGColor,MaskGOverride,MaskG,MaskGDyeOverride,MaskGDye,MaskBColor,MaskBOverride,MaskB,MaskBDyeOverride,MaskBDye,MaskASpecColor,MaskASpec,MaskASpecDye,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,Skin1,Material1,IsSkin1,Mask1,Skin2,Material2,IsSkin2,Mask2,Left/On,Right/Off,ForceShortsleeves,ShortsleeveChestSkin,ForceHideForearms,HandsNoForearmsSkin,AttachmentOffsets,LeftHandOnlySkin,RightHandOnlySkin,LeftSleeveOnlyChestSkin,RightSleeveOnlyChestSkin,AppearanceCDF,RDyeSlotDisabled,GDyeSlotDisabled,BDyeSlotDisabled,ADyeSlotDisabled,IconPath,HiResIconPath,IconCaptureGroup
m_etherealheavyhelmett4_head,,,etherealheavyhelmett4_head,Male,EquippableHead+Armor+Heavy,NONE,1,1,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_helmet.skin,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_00_helmet_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,1,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett4_head.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett4_head.png,Head
m_etherealheavyhelmett4_legs,,,etherealheavyhelmett4_legs,Male,EquippableLegs+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_thighs.skin,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_00_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett4_legs.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett4_legs.png,Legs
m_etherealheavyhelmett4_feet,,,etherealheavyhelmett4_feet,Male,EquippableFeet+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_calves.skin,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_00_calves_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett4_feet.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett4_feet.png,Feet
m_etherealheavyhelmett4_hands,,,etherealheavyhelmett4_hands,Male,EquippableHands+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_forearms.skin,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_00_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_left_forearm.skin,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_right_forearm.skin,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett4_hands.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett4_hands.png,Arms
f_etherealheavyhelmett4_chest,,,etherealheavyhelmett4_chest,Female,EquippableChest+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealheavyhelmett4/female_etherealheavyhelmett4_forearms_hands.skin,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_00_chest_matgroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/female/etherealheavyhelmett4/female_etherealheavyhelmett4_chest.skin,,,,,,objects/characters/player/female/etherealheavyhelmett4/female_etherealheavyhelmett4_forearms_left.skin,objects/characters/player/female/etherealheavyhelmett4/female_etherealheavyhelmett4_forearms_right.skin,,0,0,0,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett4_chest.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett4_chest.png,Chest
f_etherealheavyhelmett4_head,,,etherealheavyhelmett4_head,Female,EquippableHead+Armor+Heavy,NONE,1,1,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealheavyhelmett4/female_etherealheavyhelmett4_helmet.skin,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_00_helmet_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,1,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett4_head.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett4_head.png,Head
f_etherealheavyhelmett4_legs,,,etherealheavyhelmett4_legs,Female,EquippableLegs+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealheavyhelmett4/female_etherealheavyhelmett4_thighs.skin,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_00_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett4_legs.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett4_legs.png,Legs
f_etherealheavyhelmett4_feet,,,etherealheavyhelmett4_feet,Female,EquippableFeet+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealheavyhelmett4/female_etherealheavyhelmett4_calves.skin,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_00_calves_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett4_feet.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett4_feet.png,Feet
f_etherealheavyhelmett4_hands,,,etherealheavyhelmett4_hands,Female,EquippableHands+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealheavyhelmett4/female_EtherealHeavyHelmetT4_forearms.skin,objects/characters/player/male/etherealheavyhelmett4/male_etherealheavyhelmett4_00_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/female/etherealheavyhelmett4/female_EtherealHeavyHelmetT4_left_forearm.skin,objects/characters/player/female/etherealheavyhelmett4/female_EtherealHeavyHelmetT4_right_forearm.skin,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett4_hands.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett4_hands.png,Arms
m_etherealheavyhelmett3_chest,,,etherealheavyhelmett3_chest,Male,EquippableChest+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_forearms_hands.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_00_chest_matgroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_chest.skin,,,,,,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_forearms_left.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_forearms_right.skin,,0,0,0,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett3_chest.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett3_chest.png,Chest
m_etherealheavyhelmett3_head,,,etherealheavyhelmett3_head,Male,EquippableHead+Armor+Heavy,NONE,1,1,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_helmet.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_00_helmet_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,1,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett3_head.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett3_head.png,Head
m_etherealheavyhelmett3_legs,,,etherealheavyhelmett3_legs,Male,EquippableLegs+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_thighs.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_00_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett3_legs.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett3_legs.png,Legs
m_etherealheavyhelmett3_feet,,,etherealheavyhelmett3_feet,Male,EquippableFeet+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_calves.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_00_calves_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett3_feet.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett3_feet.png,Feet
m_etherealheavyhelmett3_hands,,,etherealheavyhelmett3_hands,Male,EquippableHands+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealHeavyhelmett3/male_etherealHeavyhelmett3_forearms.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_00_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/male/ethereallighthelmett3/male_ethereallighthelmett3_left_forearm.skin,objects/characters/player/male/ethereallighthelmett3/male_ethereallighthelmett3_right_forearm.skin,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett3_hands.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett3_hands.png,Arms
f_etherealheavyhelmett3_chest,,,etherealheavyhelmett3_chest,Female,EquippableChest+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealheavyhelmett3/female_etherealheavyhelmett3_forearms_hands.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_00_chest_matgroup.mtl,0,,,,1,,FLY_ClothLight_Arm_L,FLY_ClothLight_Arm_R,0,objects/characters/player/female/etherealheavyhelmett3/female_etherealheavyhelmett3_chest.skin,,,,,,objects/characters/player/female/etherealheavyhelmett3/female_etherealheavyhelmett3_forearms_left.skin,objects/characters/player/female/etherealheavyhelmett3/female_etherealheavyhelmett3_forearms_right.skin,,0,0,0,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett3_chest.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett3_chest.png,Chest
f_etherealheavyhelmett3_head,,,etherealheavyhelmett3_head,Female,EquippableHead+Armor+Heavy,NONE,1,1,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealheavyhelmett3/female_etherealheavyhelmett3_helmet.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_00_chest_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett3_head.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett3_head.png,Head
f_etherealheavyhelmett3_legs,,,etherealheavyhelmett3_legs,Female,EquippableLegs+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealheavyhelmett3/female_etherealheavyhelmett3_thighs.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_00_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett3_legs.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett3_legs.png,Legs
f_etherealheavyhelmett3_feet,,,etherealheavyhelmett3_feet,Female,EquippableFeet+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealheavyhelmett3/female_etherealheavyhelmett3_calves.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_00_calves_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett3_feet.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett3_feet.png,Feet
f_etherealheavyhelmett3_hands,,,etherealheavyhelmett3_hands,Female,EquippableHands+Armor+Heavy,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealHeavyhelmett3/female_etherealHeavyhelmett3_forearms.skin,objects/characters/player/male/etherealheavyhelmett3/male_etherealheavyhelmett3_00_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/female/ethereallighthelmett3/female_ethereallighthelmett3_left_forearm.skin,objects/characters/player/female/ethereallighthelmett3/female_ethereallighthelmett3_right_forearm.skin,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_etherealheavyhelmett3_hands.png,lyshineui/images/icons/items_hires/m_etherealheavyhelmett3_hands.png,Arms
m_LostEthereal_Medium_T5_chest,,,LostEthereal_Medium_T5_chest,Male,EquippableChest+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_forearms_hands.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_00_chest_matgroup.mtl,0,,,,1,,FLY_LeatherLight_Arm_L,FLY_LeatherLight_Arm_R,0,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_chest.skin,1,objects/characters/player/male/naked_caucasian/male_naked_forearms_hands.skin,,objects/characters/player/male/naked_caucasian/male_naked_forearms_hand_left.skin,objects/characters/player/male/naked_caucasian/male_naked_forearms_hand_right.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_forearms_left.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_forearms_right.skin,,,,,,lyshineui/images/icons/items/Armor/m_LostEthereal_Medium_T5_chest.png,lyshineui/images/icons/items_hires/m_LostEthereal_Medium_T5_chest.png,Chest
m_LostEthereal_Medium_T5_head,,,LostEthereal_Medium_T5_head,Male,EquippableHead+Armor+Medium,HELMBACK,1,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_helmet.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_00_helmet_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,1,1,1,0,lyshineui/images/icons/items/Armor/m_LostEthereal_Medium_T5_head.png,lyshineui/images/icons/items_hires/m_LostEthereal_Medium_T5_head.png,Head
m_LostEthereal_Medium_T5_legs,,,LostEthereal_Medium_T5_legs,Male,EquippableLegs+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_thighs.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_00_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,1,1,0,lyshineui/images/icons/items/Armor/m_LostEthereal_Medium_T5_legs.png,lyshineui/images/icons/items_hires/m_LostEthereal_Medium_T5_legs.png,Legs
m_LostEthereal_Medium_T5_feet,,,LostEthereal_Medium_T5_feet,Male,EquippableFeet+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_calves.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_00_calves_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,,,,,lyshineui/images/icons/items/Armor/m_LostEthereal_Medium_T5_feet.png,lyshineui/images/icons/items_hires/m_LostEthereal_Medium_T5_feet.png,Feet
m_LostEthereal_Medium_T5_hands,,,LostEthereal_Medium_T5_hands,Male,EquippableHands+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_forearms.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_00_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/male/etherealmediumhelmet/male_EtherealMediumHelmet_left_forearm.skin,objects/characters/player/male/etherealmediumhelmet/male_EtherealMediumHelmet_right_forearm.skin,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_LostEthereal_Medium_T5_hands.png,lyshineui/images/icons/items_hires/m_LostEthereal_Medium_T5_hands.png,Arms
f_LostEthereal_Medium_T5_chest,,,LostEthereal_Medium_T5_chest,Female,EquippableChest+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealmediumhelmet/female_etherealmediumhelmet_forearms_hands.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_00_chest_matgroup.mtl,0,,,,1,,FLY_LeatherLight_Arm_L,FLY_LeatherLight_Arm_R,0,objects/characters/player/female/etherealmediumhelmet/female_etherealmediumhelmet_chest.skin,1,objects/characters/player/female/naked_caucasian/female_naked_forearms_hands.skin,,objects/characters/player/female/naked_caucasian/female_naked_forearms_hand_left.skin,objects/characters/player/female/naked_caucasian/female_naked_forearms_hand_right.skin,objects/characters/player/female/etherealmediumhelmet/female_etherealmediumhelmet_forearms_left.skin,objects/characters/player/female/etherealmediumhelmet/female_etherealmediumhelmet_forearms_right.skin,,,,,,lyshineui/images/icons/items/Armor/m_LostEthereal_Medium_T5_chest.png,lyshineui/images/icons/items_hires/m_LostEthereal_Medium_T5_chest.png,Chest
f_LostEthereal_Medium_T5_head,,,LostEthereal_Medium_T5_head,Female,EquippableHead+Armor+Medium,HELMBACK,1,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealmediumhelmet/female_etherealmediumhelmet_helmet.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_00_helmet_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,1,1,1,0,lyshineui/images/icons/items/Armor/m_LostEthereal_Medium_T5_head.png,lyshineui/images/icons/items_hires/m_LostEthereal_Medium_T5_head.png,Head
f_LostEthereal_Medium_T5_legs,,,LostEthereal_Medium_T5_legs,Female,EquippableLegs+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealmediumhelmet/female_etherealmediumhelmet_thighs.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_00_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,1,1,0,lyshineui/images/icons/items/Armor/m_LostEthereal_Medium_T5_legs.png,lyshineui/images/icons/items_hires/m_LostEthereal_Medium_T5_legs.png,Legs
f_LostEthereal_Medium_T5_feet,,,LostEthereal_Medium_T5_feet,Female,EquippableFeet+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealmediumhelmet/female_etherealmediumhelmet_calves.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_00_calves_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,,,,,lyshineui/images/icons/items/Armor/m_LostEthereal_Medium_T5_feet.png,lyshineui/images/icons/items_hires/m_LostEthereal_Medium_T5_feet.png,Feet
f_LostEthereal_Medium_T5_hands,,,LostEthereal_Medium_T5_hands,Female,EquippableHands+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/female/etherealmediumhelmet/female_etherealmediumhelmet_forearms.skin,objects/characters/player/male/etherealmediumhelmet/male_etherealmediumhelmet_00_forearms_matgroup.mtl,0,,,,1,,,,1,,,,,objects/characters/player/female/etherealmediumhelmet/female_EtherealMediumHelmet_left_forearm.skin,objects/characters/player/female/etherealmediumhelmet/female_EtherealMediumHelmet_right_forearm.skin,,,,0,0,0,0,lyshineui/images/icons/items/Armor/m_LostEthereal_Medium_T5_hands.png,lyshineui/images/icons/items_hires/m_LostEthereal_Medium_T5_hands.png,Arms
m_etherealMediumhelmett4_chest,,,etherealMediumhelmett4_chest,Male,EquippableChest+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealmediumhelmett4/male_etherealmediumhelmett4_forearms_hands.skin,objects/characters/player/male/etherealMediumhelmett4/male_etherealMediumhelmett4_00_chest_matgroup.mtl,0,,,,1,,FLY_LeatherLight_Arm_L,FLY_LeatherLight_Arm_R,0,objects/characters/player/male/etherealmediumhelmett4/male_etherealmediumhelmett4_chest.skin,1,objects/characters/player/male/naked_caucasian/male_naked_forearms_hands.skin,,objects/characters/player/male/naked_caucasian/male_naked_forearms_hand_left.skin,objects/characters/player/male/naked_caucasian/male_naked_forearms_hand_right.skin,objects/characters/player/male/etherealmediumhelmett4/male_etherealmediumhelmett4_forearms_left.skin,objects/characters/player/male/etherealmediumhelmett4/male_etherealmediumhelmett4_forearms_right.skin,,0,0,0,0,lyshineui/images/icons/items/Armor/m_etherealMediumhelmett4_chest.png,lyshineui/images/icons/items_hires/m_etherealMediumhelmett4_chest.png,Chest
m_etherealMediumhelmett4_head,,,etherealMediumhelmett4_head,Male,EquippableHead+Armor+Medium,HELMBACK,1,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealMediumhelmett4/male_etherealMediumhelmett4_helmet.skin,objects/characters/player/male/etherealmediumhelmett4/male_etherealmediumhelmett4_00_helmet_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,1,1,1,0,lyshineui/images/icons/items/Armor/m_etherealMediumhelmett4_head.png,lyshineui/images/icons/items_hires/m_etherealMediumhelmett4_head.png,Head
m_etherealMediumhelmett4_legs,,,etherealMediumhelmett4_legs,Male,EquippableLegs+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealMediumhelmett4/male_etherealMediumhelmett4_thighs.skin,objects/characters/player/male/etherealMediumhelmett4/male_etherealMediumhelmett4_00_thighs_matgroup.mtl,0,,,,,,FLY_ClothLight_Leg_L,FLY_ClothLight_Leg_R,0,,,,,,,,,,0,1,1,0,lyshineui/images/icons/items/Armor/m_etherealMediumhelmett4_legs.png,lyshineui/images/icons/items_hires/m_etherealMediumhelmett4_legs.png,Legs
m_etherealMediumhelmett4_feet,,,etherealMediumhelmett4_feet,Male,EquippableFeet+Armor+Medium,NONE,0,0,0,,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0,0.05,1,#b8b8b8,0,0.3,0.5,0,,,objects/characters/player/male/etherealMediumhelmett4/male_etherealMediumhelmett4_calves.skin,objects/characters/player/male/etherealMediumhelmett4/male_etherealMediumhelmett4_00_calves_matgroup.mtl,0,,,,,,,,0,,,,,,,,,,0,0,1,0,lyshineui/images/icons/items/Armor/m_etherealMediumhelmett4_feet.png,lyshineui/images/icons/items_hires/m_etherealMediumhelmett4_feet.png,Feet
