WeaponID,BaseWeaponID,DEV Prio,PrimaryUse,IconPath,MaxStackSize,EquipType,DamageStatMultiplier,WeaponMasteryCategoryId,TierNumber,BaseDamage,CritChance,CritDamageMultiplier,BaseStaggerDamage,CritStaggerDamageMultiplier,ReticleName,ReticleTargetName,ReticleRayCastDistance,AmmoType,MaxLoadedAmmo,AutoReloadAmmoSeconds,AmmoMesh,MannequinTag,OffHandMannequinTag,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,FireJoint,DamageTableRow,TooltipPrimaryAttackData,TooltipAlternateAttackData,AnimDbPath,GatheringTypes,GatheringMultiplier,GatheringEfficiency,MinGatherEFF,MaxGatherEFF,AudioPickup,AudioPlace,Primary Hand,EquipmentCategories,RequiredStrength,RequiredDexterity,RequiredIntelligence,RequiredFocus,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingFocus,Resistances,Weaknesses,StatBonuses,StatMultipliers,EquipmentCategoryMultiplier,AttackGameEventID,PhysicalArmorSetScaleFactor,ElementalArmorSetScaleFactor,ArmorRatingScaleFactor,WeightOverride,BlockStaminaDamage,BlockStability,DeflectionRating,DisablePerksOnSheathe,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLANature,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,RangedAttackProfile,AttachedSpellData,Appearance,FemaleAppearance,CanBlockRanged,ManaCostId,WeaponEffectId,BaseAccuracy,SoundTableID
BowT3,,3,Combat Ranged,LoggingAxe,1,Bow,BowDamage,BowAbilityTable,2,64,0.05,1.3,38,1.5,bow,bowHaveTarget,3,Arrow,,,objects\weapons\ranged\projectiles\arrowa\jav_wep_gear_arrowa.cgf,"Bow,LongBow",,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_bowa_t3.cdf,,,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_BowA_T1_string.skin,,,,,,arrowAttach_tip_jnt,,BowAttack1,BowAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_BowAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.01,0,0,,,,,,WeaponHit3,,,,,38,0,0,,,,,,,,,,,,,,,,,,Bow,,,,,,Bow,90,2H_Bow
BowBT3,,3,Combat Ranged,LoggingAxe,1,Bow,BowDamage,BowAbilityTable,2,64,0.05,1.3,38,1.5,bow,bowHaveTarget,3,Arrow,,,objects\weapons\ranged\projectiles\arrowa\jav_wep_gear_arrowa.cgf,"Bow,LongBow",,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_bowa_t3.cdf,,,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_BowA_T1_string.skin,,,,,,arrowAttach_tip_jnt,,BowAttack1,BowAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_BowAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.01,0,0,,,,,,WeaponHit3,,,,,38,0,0,,,,,,,,,,,,,,,,,,Bow,,,,,,Bow,90,2H_Bow
BowT4,,3,Combat Ranged,LoggingAxe,1,Bow,BowDamage,BowAbilityTable,2,64,0.05,1.3,40,1.5,bow,bowHaveTarget,3,Arrow,,,objects\weapons\ranged\projectiles\arrowa\jav_wep_gear_arrowa.cgf,"Bow,LongBow",,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_bowa_t4.cdf,,,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_BowA_T1_string.skin,,,,,,arrowAttach_tip_jnt,,BowAttack1,BowAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_BowAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.01,0,0,,,,,,WeaponHit4,,,,,40,0,0,,,,,,,,,,,,,,,,,,Bow,,,,,,Bow,91,2H_Bow
BowT5,,3,Combat Ranged,LoggingAxe,1,Bow,BowDamage,BowAbilityTable,2,64,0.05,1.3,42,1.5,bow,bowHaveTarget,3,Arrow,,,objects\weapons\ranged\projectiles\arrowa\jav_wep_gear_arrowa.cgf,"Bow,LongBow",,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_bowa_t5.cdf,,,Objects/Weapons/Ranged/Bows/BowA/wep_ran2h_BowA_T1_string.skin,,,,,,arrowAttach_tip_jnt,,BowAttack1,BowAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_BowAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.01,0,0,,,,,,WeaponHit5,,,,,42,0,0,,,,,,,,,,,,,,,,,,Bow,,,,,,Bow,91,2H_Bow
MusketT2,,1,Combat Ranged,LoggingAxe,1,Rifle,RifleDamage,MusketAbilityTable,0,82,0.02,1.3,48,1.5,rifle,rifleHaveTarget,3,Shot,1,,,"2H_Ranged, Rifle",,Objects/Weapons/Ranged/Rifles/musketT2/wep_ran2h_musketT2_lookBase.cdf,,,,,,,,,musketA_muzzle,,MusketAttack1,MusketAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.009,0.0065,0,,,,,,WeaponHit3,,,,,48,0,0,,,,,,,,,,,,,,,,,,Musket,,,,,,Musket,90,2H_Rifle
MusketT3,,1,Combat Ranged,LoggingAxe,1,Rifle,RifleDamage,MusketAbilityTable,0,82,0.02,1.3,50,1.5,rifle,rifleHaveTarget,3,Shot,1,,,"2H_Ranged, Rifle",,Objects/Weapons/Ranged/Rifles/musketT3/wep_ran2h_musketT3_lookBase.cdf,,,,,,,,,musketA_muzzle,,MusketAttack1,MusketAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.009,0.0065,0,,,,,,WeaponHit3,,,,,50,0,0,,,,,,,,,,,,,,,,,,Musket,,,,,,Musket,90,2H_Rifle
MusketT4,,1,Combat Ranged,LoggingAxe,1,Rifle,RifleDamage,MusketAbilityTable,1,82,0.02,1.3,53,1.5,rifle,rifleHaveTarget,3,Shot,1,,,"2H_Ranged, Rifle",,Objects/Weapons/Ranged/Rifles/musketT4/wep_ran2h_musketT4_lookBase.cdf,,,,,,,,,musketA_muzzle,,MusketAttack1,MusketAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.009,0.0065,0,,,,,,WeaponHit4,,,,,53,0,0,,,,,,,,,,,,,,,,,,Musket,,,,,,Musket,91,2H_Rifle
MusketT5,,1,Combat Ranged,LoggingAxe,1,Rifle,RifleDamage,MusketAbilityTable,1,82,0.02,1.3,56,1.5,rifle,rifleHaveTarget,3,Shot,1,,,"2H_Ranged, Rifle",,Objects/Weapons/Ranged/Rifles/musketT5/wep_ran2h_musketT5_lookBase.cdf,,,,,,,,,musketA_muzzle,,MusketAttack1,MusketAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.009,0.0065,0,,,,,,WeaponHit5,,,,,56,0,0,,,,,,,,,,,,,,,,,,Musket,,,,,,Musket,91,2H_Rifle
BlunderbussT2,,1,Combat Ranged,LoggingAxe,1,Rifle,RifleDamage,BlunderbussAbilityTable,0,75,0.02,1.15,48,1.5,blunderbuss,blunderbussHaveTarget,3,Shot,2,2,,"2H_Ranged, Blunderbuss",,Objects\Weapons\Ranged\Blunderbuss\2h\blunderbussVT3\wep_ran_bus_2h_blunderbussVT3.cdf,,,,,,,,,musketA_muzzle,,Blunderbuss_Primary_Attack_TooltipValue,Blunderbuss_Primary_Attack_TooltipValue,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0,0.0065,0,,,,,,WeaponHit3,,,,,48,0,0,,,,,,,,,,,,,,,,,,Blunderbuss,,,,,,Blunderbuss,90,2H_Blunderbuss
BlunderbussT3,,1,Combat Ranged,LoggingAxe,1,Rifle,RifleDamage,BlunderbussAbilityTable,0,75,0.02,1.15,50,1.5,blunderbuss,blunderbussHaveTarget,3,Shot,2,2,,"2H_Ranged, Blunderbuss",,Objects\Weapons\Ranged\Blunderbuss\2h\blunderbussVT3\wep_ran_bus_2h_blunderbussVT3.cdf,,,,,,,,,musketA_muzzle,,Blunderbuss_Primary_Attack_TooltipValue,Blunderbuss_Primary_Attack_TooltipValue,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0,0.0065,0,,,,,,WeaponHit3,,,,,50,0,0,,,,,,,,,,,,,,,,,,Blunderbuss,,,,,,Blunderbuss,90,2H_Blunderbuss
BlunderbussT4,,1,Combat Ranged,LoggingAxe,1,Rifle,RifleDamage,BlunderbussAbilityTable,1,75,0.02,1.15,53,1.5,blunderbuss,blunderbussHaveTarget,3,Shot,2,2,,"2H_Ranged, Blunderbuss",,Objects\Weapons\Ranged\Blunderbuss\2h\blunderbussVT3\wep_ran_bus_2h_blunderbussVT3.cdf,,,,,,,,,musketA_muzzle,,Blunderbuss_Primary_Attack_TooltipValue,Blunderbuss_Primary_Attack_TooltipValue,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0,0.0065,0,,,,,,WeaponHit4,,,,,53,0,0,,,,,,,,,,,,,,,,,,Blunderbuss,,,,,,Blunderbuss,91,2H_Blunderbuss
BlunderbussT5,,1,Combat Ranged,LoggingAxe,1,Rifle,RifleDamage,BlunderbussAbilityTable,1,75,0.02,1.15,56,1.5,blunderbuss,blunderbussHaveTarget,3,Shot,2,2,,"2H_Ranged, Blunderbuss",,Objects\Weapons\Ranged\Blunderbuss\2h\blunderbussVT3\wep_ran_bus_2h_blunderbussVT3.cdf,,,,,,,,,musketA_muzzle,,Blunderbuss_Primary_Attack_TooltipValue,Blunderbuss_Primary_Attack_TooltipValue,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0,0.0065,0,,,,,,WeaponHit5,,,,,56,0,0,,,,,,,,,,,,,,,,,,Blunderbuss,,,,,,Blunderbuss,91,2H_Blunderbuss
FireStaffT2,,1,Combat Melee,placeholder,1,Bow,,FireMagicAbilityTable,2,57,0.04,1.25,26,1.5,melee,meleeHaveTarget,3,,,,,"MagicStaff, Fire",,Objects\Weapons\Melee\Staffs\2h\fireStaff\wep_mel2h_firestafft2.cdf,,,,,,,,,FXattach_A,,Firestaff_PrimaryAttackC1,Firestaff_PrimaryAttackC2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0,0.01,0,,,,,,WeaponHit2,,,,,26,15,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,FireBall,Elemental_Fire_AoE,,,,SpecialAttack,FireStaff,90,Staff_Fire
FireStaffT3,,1,Combat Melee,placeholder,1,Bow,,FireMagicAbilityTable,3,57,0.04,1.25,28,1.5,melee,meleeHaveTarget,3,,,,,"MagicStaff, Fire",,Objects\Weapons\Melee\Staffs\2h\fireStaff\wep_mel2h_firestafft3.cdf,,,,,,,,,FXattach_A,,Firestaff_PrimaryAttackC1,Firestaff_PrimaryAttackC2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0,0.01,0,,,,,,WeaponHit2,,,,,28,15,1,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,FireBall,Elemental_Fire_AoE,,,,SpecialAttack,FireStaff,90,Staff_Fire
FireStaffT4,,1,Combat Melee,placeholder,1,Bow,,FireMagicAbilityTable,4,57,0.04,1.25,31,1.5,melee,meleeHaveTarget,3,,,,,"MagicStaff, Fire",,Objects\Weapons\Melee\Staffs\2h\fireStaff\wep_mel2h_firestafft4.cdf,,,,,,,,,FXattach_A,,Firestaff_PrimaryAttackC1,Firestaff_PrimaryAttackC2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0,0.01,0,,,,,,WeaponHit2,,,,,31,15,1,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,FireBall,Elemental_Fire_AoE,,,,SpecialAttack,FireStaff,91,Staff_Fire
FireStaffT5,,1,Combat Melee,placeholder,1,Bow,,FireMagicAbilityTable,5,57,0.04,1.25,34,1.5,melee,meleeHaveTarget,3,,,,,"MagicStaff, Fire",,Objects\Weapons\Melee\Staffs\2h\fireStaff\wep_mel2h_firestafft5.cdf,,,,,,,,,FXattach_A,,Firestaff_PrimaryAttackC1,Firestaff_PrimaryAttackC2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0,0.01,0,,,,,,WeaponHit2,,,,,34,15,1,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,FireBall,Elemental_Fire_AoE,,,,SpecialAttack,FireStaff,91,Staff_Fire
LifeStaffT2,,1,Combat Melee,placeholder,1,Bow,,LifeMagicAbilityTable,2,52,0.02,1.2,24,1.5,spear,meleeHaveTarget,3,,,,,"MagicStaff, Heal",,Objects\Weapons\Melee\Staffs\2h\stafflifet2\wep_mel2h_stafflifet2_lookbase.cdf,,,,,,,,,siphon_attachment_point,,LifeStaff_PrimaryAttackC1,LifeStaff_PrimaryAttackC2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0,0,0.01,,,,,,WeaponHit2,,,,,24,20,1,,1,1,1,1,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,LifeStaff,Celestial_Heal_AoE,,,,SpecialAttack,LifeStaff,90,Staff_Life
LifeStaffT3,,1,Combat Melee,placeholder,1,Bow,,LifeMagicAbilityTable,3,52,0.02,1.2,26,1.5,spear,meleeHaveTarget,3,,,,,"MagicStaff, Heal",,Objects\Weapons\Melee\Staffs\2h\stafflifet3\wep_mel2h_stafflifet3_lookbase.cdf,,,,,,,,,siphon_attachment_point,,LifeStaff_PrimaryAttackC1,LifeStaff_PrimaryAttackC2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0,0,0.01,,,,,,WeaponHit2,,,,,26,20,1,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,LifeStaff,Celestial_Heal_AoE,,,,SpecialAttack,LifeStaff,90,Staff_Life
LifeStaffT4,,1,Combat Melee,placeholder,1,Bow,,LifeMagicAbilityTable,4,52,0.02,1.2,29,1.5,spear,meleeHaveTarget,3,,,,,"MagicStaff, Heal",,Objects\Weapons\Melee\Staffs\2h\stafflifet4\wep_mel2h_stafflifet4_lookbase.cdf,,,,,,,,,siphon_attachment_point,,LifeStaff_PrimaryAttackC1,LifeStaff_PrimaryAttackC2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0,0,0.01,,,,,,WeaponHit2,,,,,29,20,1,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,LifeStaff,Celestial_Heal_AoE,,,,SpecialAttack,LifeStaff,91,Staff_Life
LifeStaffT5,,1,Combat Melee,placeholder,1,Bow,,LifeMagicAbilityTable,5,52,0.02,1.2,32,1.5,spear,meleeHaveTarget,3,,,,,"MagicStaff, Heal",,Objects\Weapons\Melee\Staffs\2h\stafflifet5\wep_mel2h_stafflifet5_lookbase.cdf,,,,,,,,,siphon_attachment_point,,LifeStaff_PrimaryAttackC1,LifeStaff_PrimaryAttackC2,Animations/Mannequin/ADB/PlayerMaleAnims_2H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0,0,0.01,,,,,,WeaponHit2,,,,,32,20,1,,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,LifeStaff,Celestial_Heal_AoE,,,,SpecialAttack,LifeStaff,91,Staff_Life
1hPistolT2,,1,Combat Ranged,LoggingAxe,1,RPistol_LeftHolster,PistolDamage,,0,172,0.03,1.3,25,1.5,pistol,pistolHaveTarget,3,Shot,10,,,"1H_Ranged, Pistol",Ranged_OH,Objects/Weapons/Ranged/Pistols/DragonPistolA/jav_wep_rng1h_dragonpistola_t1a.cdf,,,,,,,,,FXattach_A,,PistolAttack1,PistolAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_1H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.01,0,0,,,,,,WeaponHit3,,,,,25,15,0,,,,,,,,,,,,,,,,,,Pistol,,,,,,,90,1H_Pistol
1hPistolT3,,1,Combat Ranged,LoggingAxe,1,RPistol_LeftHolster,PistolDamage,,1,176,0.03,1.3,27,1.5,pistol,pistolHaveTarget,3,Shot,10,,,"1H_Ranged, Pistol",Ranged_OH,Objects/Weapons/Ranged/Pistols/DragonPistolA/jav_wep_rng1h_dragonpistola_t1a.cdf,,,,,,,,,FXattach_A,,PistolAttack1,PistolAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_1H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.01,0,0,,,,,,WeaponHit4,,,,,27,15,0,,,,,,,,,,,,,,,,,,Pistol,,,,,,,90,1H_Pistol
1hPistolT4,,1,Combat Ranged,LoggingAxe,1,RPistol_LeftHolster,PistolDamage,,1,180,0.03,1.3,29,1.5,pistol,pistolHaveTarget,3,Shot,10,,,"1H_Ranged, Pistol",Ranged_OH,Objects/Weapons/Ranged/Pistols/DragonPistolA/jav_wep_rng1h_dragonpistola_t1a.cdf,,,,,,,,,FXattach_A,,PistolAttack1,PistolAttack2,Animations/Mannequin/ADB/PlayerMaleAnims_1H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0.01,0,0,,,,,,WeaponHit5,,,,,29,15,0,,,,,,,,,,,,,,,,,,Pistol,,,,,,,91,1H_Pistol
1hShieldAT2,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,1,63,0.03,1.3,61,1.5,melee,meleeHaveTarget,3,,,,,,Shield_OH,Objects/Weapons/Shields/A_RoundTarges/RoundTargeA/wep_shld_roundtargea_t2.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit2,0.055,0.055,0.25,27.225,61,25,2,1,1,1,1,1,1,1,1,1,1,1,1,0.7,0.7,0.7,0.7,0.7,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_wood
1hShieldAT3,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,2,63,0.03,1.3,58,1.5,melee,meleeHaveTarget,3,,,,,,Shield_OH,Objects/Weapons/Shields/A_RoundTarges/RoundTargeA/wep_shld_roundtargea_t3.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit3,0.055,0.055,0.25,27.225,58,27,2,1,1,1,1,1,1,1,1,1,1,1,1,0.73,0.73,0.73,0.73,0.73,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_metal
1hShieldAT4,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,3,63,0.03,1.3,55,1.5,melee,meleeHaveTarget,3,,,,,,Shield_OH,Objects/Weapons/Shields/A_RoundTarges/RoundTargeA/wep_shld_roundtargea_t4.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit4,0.055,0.055,0.25,27.225,55,29,2,1,1,1,1,1,1,1,1,1,1,1,1,0.76,0.76,0.76,0.76,0.76,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_metal
1hShieldAT5,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,4,63,0.03,1.3,55,1.5,melee,meleeHaveTarget,3,,,,,,Shield_OH,Objects/Weapons/Shields/A_RoundTarges/RoundTargeA/wep_shld_roundtargea_t5.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit5,0.055,0.055,0.25,27.225,55,30,2,1,1,1,1,1,1,1,1,1,1,1,1,0.79,0.79,0.79,0.79,0.79,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_metal
1hShieldBT3,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,2,60,0.03,1.3,52,1.5,melee,meleeHaveTarget,3,,,,,,Shield_OH,Objects/Weapons/Shields/B_Kite/KiteA/wep_shld_kitea_t3.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit3,0.11,0.11,0.25,54.45,52,30,3,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_metal
1hShieldBT4,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,3,60,0.03,1.3,52,1.5,melee,meleeHaveTarget,3,,,,,,Shield_OH,Objects/Weapons/Shields/B_Kite/KiteA/wep_shld_kitea_t4.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit4,0.11,0.11,0.25,54.45,52,35,3,1,1,1,1,1,1,1,1,1,1,1,1,0.83,0.83,0.83,0.83,0.83,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_metal
1hShieldBT5,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,4,60,0.03,1.3,52,1.5,melee,meleeHaveTarget,3,,,,,,Shield_OH,Objects/Weapons/Shields/B_Kite/KiteA/wep_shld_kitea_t5.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit5,0.11,0.11,0.25,54.45,52,40,3,1,1,1,1,1,1,1,1,1,1,1,1,0.86,0.86,0.86,0.86,0.86,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_metal
1hShieldCT4,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,3,61,0.03,1.3,49,1.5,melee,meleeHaveTarget,3,,,,,,Shield_OH,Objects/Weapons/Shields/C_Tower/TowerA/wep_shld_towera_t4.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit4,,,,,49,46,4,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_metal
1hShieldCT5,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,4,61,0.03,1.3,49,1.5,melee,meleeHaveTarget,3,,,,,,Shield_OH,Objects/Weapons/Shields/C_Tower/TowerA/wep_shld_towera_t5.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit5,,,,,49,50,4,1,1,1,1,1,1,1,1,1,1,1,1,0.93,0.93,0.93,0.93,0.93,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_metal
1hShieldDT4,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,3,56,0.03,1.3,46,1.5,melee,meleeHaveTarget,3,,,,,,"Shield_OH, TowerShield",Objects/Weapons/Shields/C_Tower/TowerA/wep_shld_towera_proxy.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit5,0.22,0.22,0.25,110,46,45,3,1,1,1,1,1,1,1,1,1,1,1,1,0.89,0.89,0.89,0.89,0.89,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_metal
1hShieldDT5,,1,Combat Melee,LoggingAxe,1,Shield,,SwordAbilityTable,4,56,0.03,1.3,43,1.5,melee,meleeHaveTarget,3,,,,,,"Shield_OH, TowerShield",Objects/Weapons/Shields/C_Tower/TowerA/wep_shld_towera_proxy.cdf,,,,,,,,,,,,,Animations/Mannequin/ADB/PlayerMaleAnims_1H_MeleeAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0.009,0.0065,0,0,,,,,,WeaponHit5,0.22,0.22,0.25,110,43,50,3,1,1,1,1,1,1,1,1,1,1,1,1,0.93,0.93,0.93,0.93,0.93,,,,,true,SpecialAttack,Shield,89,1H_ShieldA_metal
1hElementalGauntlet_IceT2,,1,Combat Melee,placeholder,1,RSword_LeftHolster,,IceMagicAbilityTable,2,56,0.03,1.3,36,1.5,melee,meleeHaveTarget,3,,,,,"MagicGauntlet, Ice",,,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntletT2.skin,Objects/Weapons/Magic/Gauntlets/1h/icegauntlett2/wep_mag_gaunt_1h_icegauntlett2_matgroup.mtl,,,,,,,aim_direction,,IceMagic_Primary,IceMagic_Heavy,Animations/Mannequin/ADB/PlayerMaleAnims_1H_RangedAttach.adb,None,1,0,,,Play_Beep1_2D,Play_Beep3_2D,Main,,0,0,0,0,0,0,0.01,0,,,,,,WeaponHit1,,,,,36,30,2,,1,1,1,1,1,1,1,1,1,1,1,0.7,0.7,0.7,0.7,0.7,IceMagic,Elemental_Fire_AoE,Elemental_Gauntlet_T2_Ice,F_Elemental_Gauntlet_T2_Ice,,,IceGauntlet,90,Gauntlet_Ice
