PerkID,PerkType,ConditionEvent,ItemClass,ExcludeItemClass,Channel,ExclusiveLabels,DeprecatedPerkId,ScalingPerGearScore,ItemClassGSBonus,DisplayName,Description,GroupName,Tier,ExcludeFromTradingPost,AppliedPrefix,AppliedSuffix,NamePriority,IconPath,Affix,EquipAbility,DayPhases,FishingWaterType,TerritoryId,CombatStatus,Category
ArmorOccultist2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorOccultist3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorOccultist4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandOccultist1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandOccultist2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandOccultist3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandOccultist4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandOccultist1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandOccultist2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandOccultist3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandOccultist4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorMage1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorMage2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorMage3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorMage4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandMage1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandMage2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandMage3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandMage4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandMage1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandMage2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandMage3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandMage4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorKnight1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorKnight2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorKnight3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorKnight4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandKnight1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandKnight2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandKnight3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandKnight4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandKnight1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandKnight2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandKnight3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandKnight4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorWarden1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorWarden2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorWarden3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorWarden4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandWarden1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandWarden2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandWarden3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandWarden4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandWarden1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandWarden2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandWarden3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandWarden4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorDruid1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorDruid2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorDruid3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorDruid4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandDruid1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandDruid2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandDruid3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandDruid4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandDruid1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandDruid2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandDruid3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandDruid4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorSentry1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorSentry2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorSentry3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorSentry4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandSentry1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandSentry2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandSentry3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandSentry4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandSentry1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandSentry2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandSentry3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandSentry4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorNomad1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorNomad2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorNomad3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorNomad4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandNomad1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandNomad2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandNomad3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandNomad4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandNomad1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
