LeaderboardId,IsEnabled,Namespace,Rotation,LeaderboardDefinitionId,FactionLeaderboardDefinitionId,DataSheetCategory,DataSheetLBScope,CharacterLeaderboard,GroupLeaderboard,CompanyLeaderboard,FactionLeaderboard,GameMode,FirstLevelCategory,SecondLevelCategory,SecondLevelCategoryPriority,DisplayName,DisplayNamePriority,Category,CategoryPriority,Faction,Rewards,ItemRewards,EntitlementRewards,CategoryDescription,CategoryAdditionalHeader,RewardType,NameString,ValueString
WeekExpeditionMaxScoreDepthsM10,true,pc,Week,top-group-expedition-score.DungeonRestlessShores01.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_depths,,,"5:Leaderboard_DepthsScoreTop1,25:Leaderboard_DepthsScoreTop10",,"5:EntitlementSkin_Chest_Rank1_LBScore_Depths,25:EntitlementSkin_Chest_LBScore_Depths",,,DepthsScore,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreStarstoneM1,true,pc,Week,top-group-expedition-score.DungeonShatteredObelisk.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_starstone,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreStarstoneM2,true,pc,Week,top-group-expedition-score.DungeonShatteredObelisk.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_starstone,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreStarstoneM3,true,pc,Week,top-group-expedition-score.DungeonShatteredObelisk.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_starstone,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreStarstoneM4,true,pc,Week,top-group-expedition-score.DungeonShatteredObelisk.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_starstone,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreStarstoneM5,true,pc,Week,top-group-expedition-score.DungeonShatteredObelisk.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_starstone,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreStarstoneM6,true,pc,Week,top-group-expedition-score.DungeonShatteredObelisk.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_starstone,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreStarstoneM7,true,pc,Week,top-group-expedition-score.DungeonShatteredObelisk.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_starstone,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreStarstoneM8,true,pc,Week,top-group-expedition-score.DungeonShatteredObelisk.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_starstone,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreStarstoneM9,true,pc,Week,top-group-expedition-score.DungeonShatteredObelisk.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_starstone,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreStarstoneM10,true,pc,Week,top-group-expedition-score.DungeonShatteredObelisk.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_starstone,,,"5:Leaderboard_StarstoneScoreTop1,25:Leaderboard_StarstoneScoreTop10",,"5:EntitlementSkin_Chest_Rank1_LBScore_Starstone,25:EntitlementSkin_Chest_LBScore_Starstone",,,StarstoneScore,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEmpyreanM1,true,pc,Week,top-group-expedition-score.DungeonGreatCleave01.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_empyrean,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEmpyreanM2,true,pc,Week,top-group-expedition-score.DungeonGreatCleave01.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave02,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_empyrean,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEmpyreanM3,true,pc,Week,top-group-expedition-score.DungeonGreatCleave01.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave03,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_empyrean,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEmpyreanM4,true,pc,Week,top-group-expedition-score.DungeonGreatCleave01.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave04,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_empyrean,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEmpyreanM5,true,pc,Week,top-group-expedition-score.DungeonGreatCleave01.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave05,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_empyrean,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEmpyreanM6,true,pc,Week,top-group-expedition-score.DungeonGreatCleave01.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave06,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_empyrean,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEmpyreanM7,true,pc,Week,top-group-expedition-score.DungeonGreatCleave01.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave07,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_empyrean,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEmpyreanM8,true,pc,Week,top-group-expedition-score.DungeonGreatCleave01.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave08,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_empyrean,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEmpyreanM9,true,pc,Week,top-group-expedition-score.DungeonGreatCleave01.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave09,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_empyrean,,,,,,,,,,@ui_leaderboard_column_score
WeekExpeditionMaxScoreEmpyreanM10,true,pc,Week,top-group-expedition-score.DungeonGreatCleave01.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave10,Mutated Expeditions,@ui_leaderboard_display_expedition_max_score,1,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_empyrean,,,"5:Leaderboard_ForgeScoreTop5,25:Leaderboard_ForgeScoreTop25",,"5:Skin_Chest_Rank1_LBScore_Forge,25:Skin_Chest_LBScore_Forge",,,EmpyreanScore,,@ui_leaderboard_column_score
WeekExpeditionClearTimeDynastyM1,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEbonscale00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_dynasty,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDynastyM2,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEbonscale00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_dynasty,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDynastyM3,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEbonscale00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_dynasty,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDynastyM4,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEbonscale00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_dynasty,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDynastyM5,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEbonscale00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_dynasty,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDynastyM6,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEbonscale00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_dynasty,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDynastyM7,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEbonscale00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_dynasty,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDynastyM8,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEbonscale00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_dynasty,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDynastyM9,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEbonscale00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_dynasty,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDynastyM10,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEbonscale00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEbonscale00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_dynasty,,,"5:Leaderboard_DynastyShipyardTimeTop1,25:Leaderboard_DynastyShipyardTimeTop10",,"5:EntitlementSkin_Chest_Rank1_LBClear_Shipyard,25:EntitlementSkin_Chest_LBClear_Shipyard",,@ui_leaderboard_with_gold,DynastyTime,,@ui_leaderboard_column_time
WeekExpeditionClearTimeGenesisM1,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEdengrove00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_genesis,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeGenesisM2,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEdengrove00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_genesis,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeGenesisM3,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEdengrove00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_genesis,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeGenesisM4,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEdengrove00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_genesis,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeGenesisM5,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEdengrove00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_genesis,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeGenesisM6,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEdengrove00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_genesis,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeGenesisM7,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEdengrove00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_genesis,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeGenesisM8,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEdengrove00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_genesis,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeGenesisM9,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEdengrove00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_genesis,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeGenesisM10,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonEdengrove00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonEdengrove00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_genesis,,,"5:Leaderboard_GardenOfGenesisTimeTop1,25:Leaderboard_GardenOfGenesisTimeTop10",,"5:EntitlementSkin_Chest_Rank1_LBClear_GardenGenesis,25:EntitlementSkin_Chest_LBClear_GardenGenesis",,@ui_leaderboard_with_gold,GenesisTime,,@ui_leaderboard_column_time
WeekExpeditionClearTimeLazarusM1,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonReekwater00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_lazarus,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeLazarusM2,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonReekwater00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_lazarus,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeLazarusM3,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonReekwater00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_lazarus,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeLazarusM4,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonReekwater00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_lazarus,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeLazarusM5,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonReekwater00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_lazarus,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeLazarusM6,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonReekwater00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_lazarus,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeLazarusM7,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonReekwater00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_lazarus,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeLazarusM8,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonReekwater00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_lazarus,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeLazarusM9,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonReekwater00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_lazarus,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeLazarusM10,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonReekwater00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonReekwater00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_lazarus,,,"5:Leaderboard_LazarusInstrumentalityTimeTop1,25:Leaderboard_LazarusInstrumentalityTimeTop10",,"5:EntitlementSkin_Chest_Rank1_LBClear_LazarusInstrumentality,25:EntitlementSkin_Chest_LBClear_LazarusInstrumentality",,@ui_leaderboard_with_gold,LazarusTime,,@ui_leaderboard_column_time
WeekExpeditionClearTimeTempestM1,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatterMtn00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_tempest,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeTempestM2,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatterMtn00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_tempest,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeTempestM3,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatterMtn00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_tempest,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeTempestM4,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatterMtn00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_tempest,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeTempestM5,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatterMtn00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_tempest,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeTempestM6,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatterMtn00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_tempest,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeTempestM7,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatterMtn00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_tempest,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeTempestM8,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatterMtn00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_tempest,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeTempestM9,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatterMtn00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_tempest,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeTempestM10,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatterMtn00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatterMtn00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_tempest,,,"5:Leaderboard_TempestHeartTimeTop1,25:Leaderboard_TempestHeartTimeTop10",,"5:EntitlementSkin_Chest_Rank1_LBClear_TempestHeart,25:EntitlementSkin_Chest_LBClear_TempestHeart",,@ui_leaderboard_with_gold,TempestTime,,@ui_leaderboard_column_time
WeekExpeditionClearTimeBarnaclesM1,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonCutlassKeys00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_barnacles,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeBarnaclesM2,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonCutlassKeys00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_barnacles,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
