VitalsCategoryID,DisplayName,Icon,LocationHint,LocStringGenerationHelper,GroupVitalsCategoryId,IsNamed,IsDynamicPoiTarget,LootDropChanceOverride,MtlOverride,FemaleMtlOverride
Evil_Knight_Bow_24,@VC_Evil_Knight_Bow_24,,,"<string key=""VC_Evil_Knight_Bow_24"">Evil_Knight_Bow_24</string>",,,,,,
Evil_Knight_Bow_25,@VC_Evil_Knight_Bow_25,,,"<string key=""VC_Evil_Knight_Bow_25"">Evil_Knight_Bow_25</string>",,,,,,
Evil_Knight_Bow_26,@VC_Evil_Knight_Bow_26,,,"<string key=""VC_Evil_Knight_Bow_26"">Evil_Knight_Bow_26</string>",,,,,,
Evil_Knight_Bow_27,@VC_Evil_Knight_Bow_27,,,"<string key=""VC_Evil_Knight_Bow_27"">Evil_Knight_Bow_27</string>",,,,,,
Evil_Knight_Bow_28,@VC_Evil_Knight_Bow_28,,,"<string key=""VC_Evil_Knight_Bow_28"">Evil_Knight_Bow_28</string>",,,,,,
Evil_Knight_Bow_29,@VC_Evil_Knight_Bow_29,,,"<string key=""VC_Evil_Knight_Bow_29"">Evil_Knight_Bow_29</string>",,,,,,
Evil_Knight_Bow_30,@VC_Evil_Knight_Bow_30,,,"<string key=""VC_Evil_Knight_Bow_30"">Evil_Knight_Bow_30</string>",,,,,,
Evil_Knight_Bow_31,@VC_Evil_Knight_Bow_31,,,"<string key=""VC_Evil_Knight_Bow_31"">Evil_Knight_Bow_31</string>",,,,,,
Evil_Knight_Bow_32,@VC_Evil_Knight_Bow_32,,,"<string key=""VC_Evil_Knight_Bow_32"">Evil_Knight_Bow_32</string>",,,,,,
Evil_Knight_Bow_DG_GreatCleave_00_00,@VC_Evil_Knight_Bow_DG_GreatCleave_00_00,,,"<string key=""VC_Evil_Knight_Bow_DG_GreatCleave_00_00"">Evil_Knight_Bow_DG_GreatCleave_00_00</string>",,,,,,
Evil_Knight_Bow_DG_GreatCleave_00_01,@VC_Evil_Knight_Bow_DG_GreatCleave_00_01,,,"<string key=""VC_Evil_Knight_Bow_DG_GreatCleave_00_01"">Evil_Knight_Bow_DG_GreatCleave_00_01</string>",,,,,,
Evil_Knight_Bow_DG_GreatCleave01_00,@VC_Evil_Knight_Bow_DG_GreatCleave01_00,,,"<string key=""VC_Evil_Knight_Bow_DG_GreatCleave01_00"">Evil_Knight_Bow_DG_GreatCleave01_00</string>",,,,,,
Evil_Knight_Bow_DG_GreatCleave01_01,@VC_Evil_Knight_Bow_DG_GreatCleave01_01,,,"<string key=""VC_Evil_Knight_Bow_DG_GreatCleave01_01"">Evil_Knight_Bow_DG_GreatCleave01_01</string>",,,,,,
Evil_Knight_Bow_Elite,@VC_Evil_Knight_Bow_Elite,,,"<string key=""VC_Evil_Knight_Bow_Elite"">Evil_Knight_Bow_Elite</string>",,,,,,
Evil_Knight_Bow_Elite_08QP02,@VC_Evil_Knight_Bow_Elite_08QP02,,,"<string key=""VC_Evil_Knight_Bow_Elite_08QP02"">Evil_Knight_Bow_Elite_08QP02</string>",Drakongard,,,,,
Evil_Knight_Bow_Named_09FL07,@VC_Evil_Knight_Bow_Named_09FL07,,,"<string key=""VC_Evil_Knight_Bow_Named_09FL07"">Evil_Knight_Bow_Named_09FL07</string>",Las_Torres,true,,,,
Evil_Knight_Bow_Named_DG_GreatCleave_01,@VC_Evil_Knight_Bow_Named_DG_GreatCleave_01,,,"<string key=""VC_Evil_Knight_Bow_Named_DG_GreatCleave_01"">Evil_Knight_Bow_Named_DG_GreatCleave_01</string>",,true,,,,
Evil_Knight_Bow_Named_S4_1,@VC_Evil_Knight_Bow_Named_S4_1,,,"<string key=""VC_Evil_Knight_Bow_Named_S4_1"">Evil_Knight_Bow_Named_S4_1</string>",WinterKnight,true,,,,
Evil_Knight_Bow_S4,@VC_Evil_Knight_Bow_S4,,,"<string key=""VC_Evil_Knight_Bow_S4"">Evil_Knight_Bow_S4</string>",FrostKnight,,,,,
Evil_Knight_Bow_S4_B,@VC_Evil_Knight_Bow_S4_B,,,"<string key=""VC_Evil_Knight_Bow_S4_B"">Evil_Knight_Bow_S4_B</string>",WinterKnight,,,,,
Evil_Knight_Caster_02BW07,@VC_Evil_Knight_Caster_02BW07,,,"<string key=""VC_Evil_Knight_Caster_02BW07"">Evil_Knight_Caster_02BW07</string>",Sokolgard,,,,,
Evil_Knight_Caster_03GC08,@VC_Evil_Knight_Caster_03GC08,,,"<string key=""VC_Evil_Knight_Caster_03GC08"">Evil_Knight_Caster_03GC08</string>",ForgeRaider,,,,,
Evil_Knight_Caster_04NW04,@VC_Evil_Knight_Caster_04NW04,,,"<string key=""VC_Evil_Knight_Caster_04NW04"">Evil_Knight_Caster_04NW04</string>",Vorongard,,,,,
Evil_Knight_Caster_10WS04,@VC_Evil_Knight_Caster_10WS04,,,"<string key=""VC_Evil_Knight_Caster_10WS04"">Evil_Knight_Caster_10WS04</string>",Las_Torres,,,,,
Evil_Knight_Caster_14AC05,@VC_Evil_Knight_Caster_14AC05,,,"<string key=""VC_Evil_Knight_Caster_14AC05"">Evil_Knight_Caster_14AC05</string>",Kinjalgard,,,,,
Evil_Knight_Caster_14AC06,@VC_Evil_Knight_Caster_14AC06,,,"<string key=""VC_Evil_Knight_Caster_14AC06"">Evil_Knight_Caster_14AC06</string>",Vorongard,,,,,
Evil_Knight_Caster_14AC13,@VC_Evil_Knight_Caster_14AC13,,,"<string key=""VC_Evil_Knight_Caster_14AC13"">Evil_Knight_Caster_14AC13</string>",Sokolgard,,,,,
Evil_Knight_Caster_25,@VC_Evil_Knight_Caster_25,,,"<string key=""VC_Evil_Knight_Caster_25"">Evil_Knight_Caster_25</string>",,,,,,
Evil_Knight_Caster_26,@VC_Evil_Knight_Caster_26,,,"<string key=""VC_Evil_Knight_Caster_26"">Evil_Knight_Caster_26</string>",,,,,,
Evil_Knight_Caster_27,@VC_Evil_Knight_Caster_27,,,"<string key=""VC_Evil_Knight_Caster_27"">Evil_Knight_Caster_27</string>",,,,,,
Evil_Knight_Caster_28,@VC_Evil_Knight_Caster_28,,,"<string key=""VC_Evil_Knight_Caster_28"">Evil_Knight_Caster_28</string>",,,,,,
Evil_Knight_Caster_29,@VC_Evil_Knight_Caster_29,,,"<string key=""VC_Evil_Knight_Caster_29"">Evil_Knight_Caster_29</string>",,,,,,
Evil_Knight_Caster_30,@VC_Evil_Knight_Caster_30,,,"<string key=""VC_Evil_Knight_Caster_30"">Evil_Knight_Caster_30</string>",,,,,,
Evil_Knight_Caster_31,@VC_Evil_Knight_Caster_31,,,"<string key=""VC_Evil_Knight_Caster_31"">Evil_Knight_Caster_31</string>",,,,,,
Evil_Knight_Caster_32,@VC_Evil_Knight_Caster_32,,,"<string key=""VC_Evil_Knight_Caster_32"">Evil_Knight_Caster_32</string>",,,,,,
Evil_Knight_Caster_DG_GreatCleave_00_00,@VC_Evil_Knight_Caster_DG_GreatCleave_00_00,,,"<string key=""VC_Evil_Knight_Caster_DG_GreatCleave_00_00"">Evil_Knight_Caster_DG_GreatCleave_00_00</string>",,,,,,
Evil_Knight_Caster_DG_GreatCleave_00_01,@VC_Evil_Knight_Caster_DG_GreatCleave_00_01,,,"<string key=""VC_Evil_Knight_Caster_DG_GreatCleave_00_01"">Evil_Knight_Caster_DG_GreatCleave_00_01</string>",,,,,,
Evil_Knight_Caster_DG_GreatCleave01_00,@VC_Evil_Knight_Caster_DG_GreatCleave01_00,,,"<string key=""VC_Evil_Knight_Caster_DG_GreatCleave01_00"">Evil_Knight_Caster_DG_GreatCleave01_00</string>",,,,,,
Evil_Knight_Caster_DG_GreatCleave01_01,@VC_Evil_Knight_Caster_DG_GreatCleave01_01,,,"<string key=""VC_Evil_Knight_Caster_DG_GreatCleave01_01"">Evil_Knight_Caster_DG_GreatCleave01_01</string>",,,,,,
Evil_Knight_Caster_Elite,@VC_Evil_Knight_Caster_Elite,,,"<string key=""VC_Evil_Knight_Caster_Elite"">Evil_Knight_Caster_Elite</string>",,,,,,
Evil_Knight_Caster_Elite_08QP02,@VC_Evil_Knight_Caster_Elite_08QP02,,,"<string key=""VC_Evil_Knight_Caster_Elite_08QP02"">Evil_Knight_Caster_Elite_08QP02</string>",Drakongard,,,,,
Evil_Knight_Caster_Named_04NW04,@VC_Evil_Knight_Caster_Named_04NW04,,,"<string key=""VC_Evil_Knight_Caster_Named_04NW04"">Evil_Knight_Caster_Named_04NW04</string>",Vorongard,true,,,,
Evil_Knight_Caster_Named_14AC06,@VC_Evil_Knight_Caster_Named_14AC06,,,"<string key=""VC_Evil_Knight_Caster_Named_14AC06"">Evil_Knight_Caster_Named_14AC06</string>",Vorongard,,,,,
Evil_Knight_Caster_Named_DG_GreatCleave_01,@VC_Evil_Knight_Caster_Named_DG_GreatCleave_01,,,"<string key=""VC_Evil_Knight_Caster_Named_DG_GreatCleave_01"">Evil_Knight_Caster_Named_DG_GreatCleave_01</string>",,true,,,,
Evil_Knight_Commander,@VC_Evil_Knight_Commander,,,"<string key=""VC_Evil_Knight_Commander"">Evil_Knight_Commander</string>",,,,,,
Evil_Knight_Commander_Named_08QP02,@VC_Evil_Knight_Commander_Named_08QP02,,,"<string key=""VC_Evil_Knight_Commander_Named_08QP02"">Evil_Knight_Commander_Named_08QP02</string>",Drakongard,,,,,
Evil_Knight_Commander_Named_DG_GreatCleave_01,@VC_Evil_Knight_Commander_Named_DG_GreatCleave_01,,,"<string key=""VC_Evil_Knight_Commander_Named_DG_GreatCleave_01"">Evil_Knight_Commander_Named_DG_GreatCleave_01</string>",,true,,,,
Evil_Knight_Fire_Champion_DG_GreatCleave_01,@VC_Evil_Knight_Fire_Champion_DG_GreatCleave_01,,,"<string key=""VC_Evil_Knight_Fire_Champion_DG_GreatCleave_01"">Evil_Knight_Fire_Champion_DG_GreatCleave_01</string>",,,,,,
Evil_Knight_Flamekeeper_Boss,@VC_Evil_Knight_Flamekeeper_Boss,,,"<string key=""VC_Evil_Knight_Flamekeeper_Boss"">Evil_Knight_Flamekeeper_Boss</string>",,,,,,
Evil_Knight_Greataxe,@VC_Evil_Knight_Greataxe,,,"<string key=""VC_Evil_Knight_Greataxe"">Evil_Knight_Greataxe</string>",,,,,,
Evil_Knight_Greataxe_02BW07,@VC_Evil_Knight_Greataxe_02BW07,,,"<string key=""VC_Evil_Knight_Greataxe_02BW07"">Evil_Knight_Greataxe_02BW07</string>",Sokolgard,,,,,
Evil_Knight_Greataxe_03GC01,@VC_Evil_Knight_Greataxe_03GC01,,,"<string key=""VC_Evil_Knight_Greataxe_03GC01"">Evil_Knight_Greataxe_03GC01</string>",Misty,,,,,
Evil_Knight_GreatAxe_03GC08,@VC_Evil_Knight_GreatAxe_03GC08,,,"<string key=""VC_Evil_Knight_GreatAxe_03GC08"">Evil_Knight_GreatAxe_03GC08</string>",ForgeRaider,,,,,
Evil_Knight_Greataxe_04NW02,@VC_Evil_Knight_Greataxe_04NW02,,,"<string key=""VC_Evil_Knight_Greataxe_04NW02"">Evil_Knight_Greataxe_04NW02</string>",Stonereach,true,,,,
Evil_Knight_Greataxe_04NW04,@VC_Evil_Knight_Greataxe_04NW04,,,"<string key=""VC_Evil_Knight_Greataxe_04NW04"">Evil_Knight_Greataxe_04NW04</string>",Vorongard,,,,,
Evil_Knight_Greataxe_09FL07,@VC_Evil_Knight_Greataxe_09FL07,,,"<string key=""VC_Evil_Knight_Greataxe_09FL07"">Evil_Knight_Greataxe_09FL07</string>",Las_Torres,true,,,,
Evil_Knight_Greataxe_10WS04,@VC_Evil_Knight_Greataxe_10WS04,,,"<string key=""VC_Evil_Knight_Greataxe_10WS04"">Evil_Knight_Greataxe_10WS04</string>",Las_Torres,,,,,
Evil_Knight_Greataxe_12MB01,@VC_Evil_Knight_Greataxe_12MB01,,,"<string key=""VC_Evil_Knight_Greataxe_12MB01"">Evil_Knight_Greataxe_12MB01</string>",Porta_Maris,true,,,,
Evil_Knight_GreatAxe_14AC05,@VC_Evil_Knight_GreatAxe_14AC05,,,"<string key=""VC_Evil_Knight_GreatAxe_14AC05"">Evil_Knight_GreatAxe_14AC05</string>",Kinjalgard,,,,,
Evil_Knight_Greataxe_14AC06,@VC_Evil_Knight_Greataxe_14AC06,,,"<string key=""VC_Evil_Knight_Greataxe_14AC06"">Evil_Knight_Greataxe_14AC06</string>",Vorongard,,,,,
Evil_Knight_Greataxe_14AC13,@VC_Evil_Knight_Greataxe_14AC13,,,"<string key=""VC_Evil_Knight_Greataxe_14AC13"">Evil_Knight_Greataxe_14AC13</string>",Sokolgard,,,,,
Evil_Knight_Greataxe_16,@VC_Evil_Knight_Greataxe_16,,,"<string key=""VC_Evil_Knight_Greataxe_16"">Evil_Knight_Greataxe_16</string>",,,,,,
Evil_Knight_Greataxe_17,@VC_Evil_Knight_Greataxe_17,,,"<string key=""VC_Evil_Knight_Greataxe_17"">Evil_Knight_Greataxe_17</string>",,,,,,
Evil_Knight_Greataxe_18,@VC_Evil_Knight_Greataxe_18,,,"<string key=""VC_Evil_Knight_Greataxe_18"">Evil_Knight_Greataxe_18</string>",,,,,,
Evil_Knight_Greataxe_19,@VC_Evil_Knight_Greataxe_19,,,"<string key=""VC_Evil_Knight_Greataxe_19"">Evil_Knight_Greataxe_19</string>",,,,,,
Evil_Knight_Greataxe_20,@VC_Evil_Knight_Greataxe_20,,,"<string key=""VC_Evil_Knight_Greataxe_20"">Evil_Knight_Greataxe_20</string>",,,,,,
Evil_Knight_Greataxe_21,@VC_Evil_Knight_Greataxe_21,,,"<string key=""VC_Evil_Knight_Greataxe_21"">Evil_Knight_Greataxe_21</string>",,,,,,
Evil_Knight_Greataxe_22,@VC_Evil_Knight_Greataxe_22,,,"<string key=""VC_Evil_Knight_Greataxe_22"">Evil_Knight_Greataxe_22</string>",,,,,,
Evil_Knight_Greataxe_23,@VC_Evil_Knight_Greataxe_23,,,"<string key=""VC_Evil_Knight_Greataxe_23"">Evil_Knight_Greataxe_23</string>",,,,,,
Evil_Knight_Greataxe_24,@VC_Evil_Knight_Greataxe_24,,,"<string key=""VC_Evil_Knight_Greataxe_24"">Evil_Knight_Greataxe_24</string>",,,,,,
Evil_Knight_Greataxe_25,@VC_Evil_Knight_Greataxe_25,,,"<string key=""VC_Evil_Knight_Greataxe_25"">Evil_Knight_Greataxe_25</string>",,,,,,
Evil_Knight_Greataxe_26,@VC_Evil_Knight_Greataxe_26,,,"<string key=""VC_Evil_Knight_Greataxe_26"">Evil_Knight_Greataxe_26</string>",,,,,,
Evil_Knight_Greataxe_27,@VC_Evil_Knight_Greataxe_27,,,"<string key=""VC_Evil_Knight_Greataxe_27"">Evil_Knight_Greataxe_27</string>",,,,,,
Evil_Knight_Greataxe_28,@VC_Evil_Knight_Greataxe_28,,,"<string key=""VC_Evil_Knight_Greataxe_28"">Evil_Knight_Greataxe_28</string>",,,,,,
Evil_Knight_Greataxe_29,@VC_Evil_Knight_Greataxe_29,,,"<string key=""VC_Evil_Knight_Greataxe_29"">Evil_Knight_Greataxe_29</string>",,,,,,
Evil_Knight_Greataxe_30,@VC_Evil_Knight_Greataxe_30,,,"<string key=""VC_Evil_Knight_Greataxe_30"">Evil_Knight_Greataxe_30</string>",,,,,,
Evil_Knight_Greataxe_31,@VC_Evil_Knight_Greataxe_31,,,"<string key=""VC_Evil_Knight_Greataxe_31"">Evil_Knight_Greataxe_31</string>",,,,,,
Evil_Knight_Greataxe_DG_GreatCleave_00_00,@VC_Evil_Knight_Greataxe_DG_GreatCleave_00_00,,,"<string key=""VC_Evil_Knight_Greataxe_DG_GreatCleave_00_00"">Evil_Knight_Greataxe_DG_GreatCleave_00_00</string>",,,,,,
Evil_Knight_Greataxe_DG_GreatCleave_00_01,@VC_Evil_Knight_Greataxe_DG_GreatCleave_00_01,,,"<string key=""VC_Evil_Knight_Greataxe_DG_GreatCleave_00_01"">Evil_Knight_Greataxe_DG_GreatCleave_00_01</string>",,,,,,
Evil_Knight_Greataxe_Elite,@VC_Evil_Knight_Greataxe_Elite,,,"<string key=""VC_Evil_Knight_Greataxe_Elite"">Evil_Knight_Greataxe_Elite</string>",,,,,,
Evil_Knight_Greataxe_Elite_08QP02,@VC_Evil_Knight_Greataxe_Elite_08QP02,,,"<string key=""VC_Evil_Knight_Greataxe_Elite_08QP02"">Evil_Knight_Greataxe_Elite_08QP02</string>",Drakongard,,,,,
Evil_Knight_Greataxe_Named_12MB01,@VC_Evil_Knight_Greataxe_Named_12MB01,,,"<string key=""VC_Evil_Knight_Greataxe_Named_12MB01"">Evil_Knight_Greataxe_Named_12MB01</string>",,true,true,,,
Evil_Knight_Greataxe_Named_DG_GreatCleave_00,@VC_Evil_Knight_Greataxe_Named_DG_GreatCleave_00,,,"<string key=""VC_Evil_Knight_Greataxe_Named_DG_GreatCleave_00"">Evil_Knight_Greataxe_Named_DG_GreatCleave_00</string>",,true,,,,
Evil_Knight_Greataxe_Named_S4_1,@VC_Evil_Knight_Greataxe_Named_S4_1,,,"<string key=""VC_Evil_Knight_Greataxe_Named_S4_1"">Evil_Knight_Greataxe_Named_S4_1</string>",WinterKnight,true,true,,,
Evil_Knight_Greataxe_S4,@VC_Evil_Knight_Greataxe_S4,,,"<string key=""VC_Evil_Knight_Greataxe_S4"">Evil_Knight_Greataxe_S4</string>",FrostKnight,,,,,
Evil_Knight_Greataxe_S4_B,@VC_Evil_Knight_Greataxe_S4_B,,,"<string key=""VC_Evil_Knight_Greataxe_S4_B"">Evil_Knight_Greataxe_S4_B</string>",WinterKnight,,,,,
Evil_Knight_Heavy,@VC_Evil_Knight_Heavy,,,"<string key=""VC_Evil_Knight_Heavy"">Evil_Knight_Heavy</string>",,,,,,
Evil_Knight_Heavy_03GC01,@VC_Evil_Knight_Heavy_03GC01,,,"<string key=""VC_Evil_Knight_Heavy_03GC01"">Evil_Knight_Heavy_03GC01</string>",Misty,,,,,
Evil_Knight_Heavy_14AC06,@VC_Evil_Knight_Heavy_14AC06,,,"<string key=""VC_Evil_Knight_Heavy_14AC06"">Evil_Knight_Heavy_14AC06</string>",Vorongard,,,,,
Evil_Knight_Heavy_14AC13,@VC_Evil_Knight_Heavy_14AC13,,,"<string key=""VC_Evil_Knight_Heavy_14AC13"">Evil_Knight_Heavy_14AC13</string>",Sokolgard,,,,,
Evil_Knight_Heavy_CommanderLoth_Boss,@VC_Evil_Knight_Heavy_CommanderLoth_Boss,,,"<string key=""VC_Evil_Knight_Heavy_CommanderLoth_Boss"">Evil_Knight_Heavy_CommanderLoth_Boss</string>",,,,,,
Evil_Knight_Heavy_DG_GreatCleave_00,@VC_Evil_Knight_Heavy_DG_GreatCleave_00,,,"<string key=""VC_Evil_Knight_Heavy_DG_GreatCleave_00"">Evil_Knight_Heavy_DG_GreatCleave_00</string>",,,,,,
Evil_Knight_Heavy_DG_GreatCleave_01,@VC_Evil_Knight_Heavy_DG_GreatCleave_01,,,"<string key=""VC_Evil_Knight_Heavy_DG_GreatCleave_01"">Evil_Knight_Heavy_DG_GreatCleave_01</string>",,,,,,
Evil_Knight_Heavy_Elite,@VC_Evil_Knight_Heavy_Elite,,,"<string key=""VC_Evil_Knight_Heavy_Elite"">Evil_Knight_Heavy_Elite</string>",,,,,,
Evil_Knight_Heavy_Elite_08QP02,@VC_Evil_Knight_Heavy_Elite_08QP02,,,"<string key=""VC_Evil_Knight_Heavy_Elite_08QP02"">Evil_Knight_Heavy_Elite_08QP02</string>",Drakongard,,,,,
Evil_Knight_Heavy_Named_08QP02,@VC_Evil_Knight_Heavy_Named_08QP02,,,"<string key=""VC_Evil_Knight_Heavy_Named_08QP02"">Evil_Knight_Heavy_Named_08QP02</string>",Drakongard,,,,,
Evil_Knight_Heavy_Named_14AC13,@VC_Evil_Knight_Heavy_Named_14AC13,,,"<string key=""VC_Evil_Knight_Heavy_Named_14AC13"">Evil_Knight_Heavy_Named_14AC13</string>",Sokolgard,,,,,
Evil_Knight_Heavy_Named_DG_GreatCleave_00,@VC_Evil_Knight_Heavy_Named_DG_GreatCleave_00,,,"<string key=""VC_Evil_Knight_Heavy_Named_DG_GreatCleave_00"">Evil_Knight_Heavy_Named_DG_GreatCleave_00</string>",,true,,,,
Evil_Knight_Heavy_Named_DG_GreatCleave_01,@VC_Evil_Knight_Heavy_Named_DG_GreatCleave_01,,,"<string key=""VC_Evil_Knight_Heavy_Named_DG_GreatCleave_01"">Evil_Knight_Heavy_Named_DG_GreatCleave_01</string>",,true,,,,
Evil_Knight_Hound,@VC_Evil_Knight_Hound,,,"<string key=""VC_Evil_Knight_Hound"">Evil_Knight_Hound</string>",,,,,,
Evil_Knight_Hound_02BW07,@VC_Evil_Knight_Hound_02BW07,,,"<string key=""VC_Evil_Knight_Hound_02BW07"">Evil_Knight_Hound_02BW07</string>",Sokolgard,,,,,
Evil_Knight_Hound_03GC01,@VC_Evil_Knight_Hound_03GC01,,,"<string key=""VC_Evil_Knight_Hound_03GC01"">Evil_Knight_Hound_03GC01</string>",Misty,,,,,
Evil_Knight_Hound_03GC08,@VC_Evil_Knight_Hound_03GC08,,,"<string key=""VC_Evil_Knight_Hound_03GC08"">Evil_Knight_Hound_03GC08</string>",ForgeRaider,,,,,
Evil_Knight_Hound_04NW04,@VC_Evil_Knight_Hound_04NW04,,,"<string key=""VC_Evil_Knight_Hound_04NW04"">Evil_Knight_Hound_04NW04</string>",Vorongard,,,,,
Evil_Knight_Hound_10WS04,@VC_Evil_Knight_Hound_10WS04,,,"<string key=""VC_Evil_Knight_Hound_10WS04"">Evil_Knight_Hound_10WS04</string>",Las_Torres,,,,,
Evil_Knight_Hound_14AC05,@VC_Evil_Knight_Hound_14AC05,,,"<string key=""VC_Evil_Knight_Hound_14AC05"">Evil_Knight_Hound_14AC05</string>",Kinjalgard,,,,,
Evil_Knight_Hound_14AC06,@VC_Evil_Knight_Hound_14AC06,,,"<string key=""VC_Evil_Knight_Hound_14AC06"">Evil_Knight_Hound_14AC06</string>",Vorongard,,,,,
Evil_Knight_Hound_14AC13,@VC_Evil_Knight_Hound_14AC13,,,"<string key=""VC_Evil_Knight_Hound_14AC13"">Evil_Knight_Hound_14AC13</string>",Sokolgard,,,,,
Evil_Knight_Hound_25,@VC_Evil_Knight_Hound_25,,,"<string key=""VC_Evil_Knight_Hound_25"">Evil_Knight_Hound_25</string>",,,,,,
Evil_Knight_Hound_DG_GreatCleave_00_00,@VC_Evil_Knight_Hound_DG_GreatCleave_00_00,,,"<string key=""VC_Evil_Knight_Hound_DG_GreatCleave_00_00"">Evil_Knight_Hound_DG_GreatCleave_00_00</string>",,,,,,
Evil_Knight_Hound_DG_GreatCleave01_00,@VC_Evil_Knight_Hound_DG_GreatCleave01_00,,,"<string key=""VC_Evil_Knight_Hound_DG_GreatCleave01_00"">Evil_Knight_Hound_DG_GreatCleave01_00</string>",,,,,,
Evil_Knight_Hound_Elite,@VC_Evil_Knight_Hound_Elite,,,"<string key=""VC_Evil_Knight_Hound_Elite"">Evil_Knight_Hound_Elite</string>",,,,,,
Evil_Knight_Hound_Elite_08QP02,@VC_Evil_Knight_Hound_Elite_08QP02,,,"<string key=""VC_Evil_Knight_Hound_Elite_08QP02"">Evil_Knight_Hound_Elite_08QP02</string>",Drakongard,,,,,
Evil_Knight_Hound_Named_14AC06,@VC_Evil_Knight_Hound_Named_14AC06,,,"<string key=""VC_Evil_Knight_Hound_Named_14AC06"">Evil_Knight_Hound_Named_14AC06</string>",Vorongard,,,,,
Evil_Knight_IceStaff_Named_S4_1,@VC_Evil_Knight_IceStaff_Named_S4_1,,,"<string key=""VC_Evil_Knight_IceStaff_Named_S4_1"">Evil_Knight_IceStaff_Named_S4_1</string>",FrostKnight,true,true,,,
Evil_Knight_IceStaff_Named_S4_2,@VC_Evil_Knight_IceStaff_Named_S4_2,,,"<string key=""VC_Evil_Knight_IceStaff_Named_S4_2"">Evil_Knight_IceStaff_Named_S4_2</string>",FrostKnight,true,true,,,
Evil_Knight_IceStaff_S4,@VC_Evil_Knight_IceStaff_S4,,,"<string key=""VC_Evil_Knight_IceStaff_S4"">Evil_Knight_IceStaff_S4</string>",FrostKnight,,,,,
Evil_Knight_IceStaff_S4_B,@VC_Evil_Knight_IceStaff_S4_B,,,"<string key=""VC_Evil_Knight_IceStaff_S4_B"">Evil_Knight_IceStaff_S4_B</string>",WinterKnight,,,,,
Evil_Knight_Lifestaff_03GC08,@VC_Evil_Knight_Lifestaff_03GC08,,,"<string key=""VC_Evil_Knight_Lifestaff_03GC08"">Evil_Knight_Lifestaff_03GC08</string>",ForgeRaider,,,,,
Evil_Knight_Lifestaff_14AC05,@VC_Evil_Knight_Lifestaff_14AC05,,,"<string key=""VC_Evil_Knight_Lifestaff_14AC05"">Evil_Knight_Lifestaff_14AC05</string>",Kinjalgard,,,,,
Evil_Knight_LifeStaff_DG_GreatCleave_00_00,@VC_Evil_Knight_LifeStaff_DG_GreatCleave_00_00,,,"<string key=""VC_Evil_Knight_LifeStaff_DG_GreatCleave_00_00"">Evil_Knight_LifeStaff_DG_GreatCleave_00_00</string>",,,,,,
Evil_Knight_LifeStaff_DG_GreatCleave01_00,@VC_Evil_Knight_LifeStaff_DG_GreatCleave01_00,,,"<string key=""VC_Evil_Knight_LifeStaff_DG_GreatCleave01_00"">Evil_Knight_LifeStaff_DG_GreatCleave01_00</string>",,,,,,
Evil_Knight_LifeStaff_Elite_08QP02,@VC_Evil_Knight_LifeStaff_Elite_08QP02,,,"<string key=""VC_Evil_Knight_LifeStaff_Elite_08QP02"">Evil_Knight_LifeStaff_Elite_08QP02</string>",Drakongard,,,,,
Evil_Knight_LifeStaff_Named_DG_GreatCleave_01,@VC_Evil_Knight_LifeStaff_Named_DG_GreatCleave_01,,,"<string key=""VC_Evil_Knight_LifeStaff_Named_DG_GreatCleave_01"">Evil_Knight_LifeStaff_Named_DG_GreatCleave_01</string>",,true,,,,
Evil_Knight_LifeStaff_S4,@VC_Evil_Knight_LifeStaff_S4,,,"<string key=""VC_Evil_Knight_LifeStaff_S4"">Evil_Knight_LifeStaff_S4</string>",FrostKnight,,,,,
Evil_Knight_LifeStaff_S4_B,@VC_Evil_Knight_LifeStaff_S4_B,,,"<string key=""VC_Evil_Knight_LifeStaff_S4_B"">Evil_Knight_LifeStaff_S4_B</string>",WinterKnight,,,,,
Evil_Knight_Longsword,@VC_Evil_Knight_Longsword,,,"<string key=""VC_Evil_Knight_Longsword"">Evil_Knight_Longsword</string>",,,,,,
Evil_Knight_Longsword_02BW07,@VC_Evil_Knight_Longsword_02BW07,,,"<string key=""VC_Evil_Knight_Longsword_02BW07"">Evil_Knight_Longsword_02BW07</string>",Sokolgard,,,,,
Evil_Knight_Longsword_03GC08,@VC_Evil_Knight_Longsword_03GC08,,,"<string key=""VC_Evil_Knight_Longsword_03GC08"">Evil_Knight_Longsword_03GC08</string>",ForgeRaider,,,,,
Evil_Knight_Longsword_04NW02,@VC_Evil_Knight_Longsword_04NW02,,,"<string key=""VC_Evil_Knight_Longsword_04NW02"">Evil_Knight_Longsword_04NW02</string>",Stonereach,true,,,,
Evil_Knight_Longsword_04NW04,@VC_Evil_Knight_Longsword_04NW04,,,"<string key=""VC_Evil_Knight_Longsword_04NW04"">Evil_Knight_Longsword_04NW04</string>",Vorongard,,,,,
Evil_Knight_Longsword_09FL07,@VC_Evil_Knight_Longsword_09FL07,,,"<string key=""VC_Evil_Knight_Longsword_09FL07"">Evil_Knight_Longsword_09FL07</string>",Las_Torres,true,,,,
Evil_Knight_Longsword_10WS04,@VC_Evil_Knight_Longsword_10WS04,,,"<string key=""VC_Evil_Knight_Longsword_10WS04"">Evil_Knight_Longsword_10WS04</string>",Las_Torres,,,,,
