RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,AttributeOnlyPerkItemSlotCount,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
DyeB168,FC_DyeB168,,Dyes,DyeMagenta,@CategoryData_Dyes,,,true,true,true,true,false,,,,false,37,1,Cooking,107,cooking2,,,,1,DyeB168,,,,,,,,,,WaterT1,Item,PigmentMagenta,Item,PigmentRed,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB169,FC_DyeB169,,Dyes,DyeMagenta,@CategoryData_Dyes,,,true,true,true,true,false,,,,false,37,1,Cooking,137,cooking2,,,,1,DyeB169,,,,,,,,,,WaterT1,Item,PigmentMagenta,Item,PigmentBrown,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB170,FC_DyeB170,,Dyes,DyeMagenta,@CategoryData_Dyes,,,true,true,true,true,false,,,,false,37,1,Cooking,43,cooking2,,,,1,DyeB170,,,,,,,,,,WaterT1,Item,PigmentMagenta,Item,PigmentPurple,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB171,FC_DyeB171,,Dyes,DyeMagenta,@CategoryData_Dyes,,,true,true,true,true,false,,,,false,37,1,Cooking,65,cooking2,,,,1,DyeB171,,,,,,,,,,WaterT1,Item,PigmentMagenta,Item,PigmentBlack,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB172,FC_DyeB172,,Dyes,DyeMagenta,@CategoryData_Dyes,,,true,true,true,true,false,,,,false,37,1,Cooking,87,cooking2,,,,1,DyeB172,,,,,,,,,,WaterT1,Item,PigmentMagenta,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB173,FC_DyeB173,,Dyes,DyeCyan,@CategoryData_Dyes,,,true,true,true,true,false,,,,false,37,1,Cooking,87,cooking2,,,,1,DyeB173,,,,,,,,,,WaterT1,Item,PigmentGreen,Item,PigmentCyan,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB174,FC_DyeB174,,Dyes,DyeGreen,@CategoryData_Dyes,,,true,true,true,true,false,,,,false,37,1,Cooking,87,cooking2,,,,1,DyeB174,,,,,,,,,,WaterT1,Item,PigmentGreen,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB175,FC_DyeB175,,Dyes,DyeRed,@CategoryData_Dyes,,,true,true,true,true,false,,,,false,37,1,Cooking,87,cooking2,,,,1,DyeB175,,,,,,,,,,WaterT1,Item,PigmentRed,Item,PigmentGreen,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
FoodMinerT52,FC_FoodMinerT52,,Foods,FoodTradeskill,@ui_food,,,true,true,true,true,false,,,,false,2275,1,Cooking,235,cooking2,,,,3,FoodMinerT52,,,,,,,,,,TurkeyBreastT1,Item,TurkeyThighT1,Item,PotatoT1,Item,BroccoliT1,Item,ButterT1,Item,GarlicT1,Item,CookingOilT1,Item,10,10,15,15,20,10,15,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodHarvesterT52,FC_FoodHarvesterT52,,Foods,FoodTradeskill,@ui_food,,,true,true,true,true,false,,,,false,2275,1,Cooking,235,cooking2,,,,3,FoodHarvesterT52,,,,,,,,,,PorkBellyT1,Item,HamHockT1,Item,BreadT1,Item,FlourT1,Item,ButterT1,Item,MilkT1,Item,NutmegT1,Item,20,20,15,15,15,5,15,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodHunterT52,FC_FoodHunterT52,,Foods,FoodTradeskill,@ui_food,,,true,true,true,true,false,,,,false,2275,1,Cooking,235,cooking2,,,,3,FoodHunterT52,,,,,,,,,,VenisonTenderloinT1,Item,StringBeanT1,Item,CarrotT1,Item,PotatoT1,Item,OnionT1,Item,GarlicT1,Item,RosemaryT1,Item,15,20,10,10,10,15,15,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodLumberjackT52,FC_FoodLumberjackT52,,Foods,FoodTradeskill,@ui_food,,,true,true,true,true,false,,,,false,2275,1,Cooking,235,cooking2,,,,3,FoodLumberjackT52,,,,,,,,,,BearFlankT1,Item,CabbageT1,Item,OnionT1,Item,ButterT1,Item,GarlicT1,Item,PeppercornT1,Item,CookingOilT1,Item,15,15,10,10,10,15,10,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodSTRT52,FC_FoodSTRT52,,Foods,FoodSTR,@ui_food,,,true,true,true,true,false,,,,false,1150,1,Cooking,205,cooking2,,,,3,FoodSTRT52,,,,,,,,,,BananaT1,Item,EggT1,Item,SugarT1,Item,ButterT1,Item,FlourT1,Item,WaterT1,Item,CinnamonT1,Item,30,10,20,20,10,15,15,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodDEXT52,FC_FoodDEXT52,,Foods,FoodDEX,@ui_food,,,true,true,true,true,false,,,,false,1150,1,Cooking,205,cooking2,,,,3,FoodDEXT52,,,,,,,,,,BananaT1,Item,SugarT1,Item,MilkT1,Item,HoneyT1,Item,LemonT1,Item,BlueberryT1,Item,NutmegT1,Item,30,20,15,15,10,10,15,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodINTT52,FC_FoodINTT52,,Foods,FoodINT,@ui_food,,,true,true,true,true,false,,,,false,1150,1,Cooking,205,cooking2,,,,3,FoodINTT52,,,,,,,,,,BananaT1,Item,StrawberryT1,Item,BerryT1,Item,BlueberryT1,Item,AppleT1,Item,BasilT1,Item,SugarT1,Item,30,20,20,20,20,15,25,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodFOCT52,FC_FoodFOCT52,,Foods,FoodFOC,@ui_food,,,true,true,true,true,false,,,,false,1150,1,Cooking,205,cooking2,,,,3,FoodFOCT52,,,,,,,,,,BananaT1,Item,CookingOilT1,Item,SageT1,Item,BreadT1,Item,GarlicT1,Item,SaltT1,Item,WaterT1,Item,30,15,15,10,10,15,25,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodCONT52,FC_FoodCONT52,,Foods,FoodCON,@ui_food,,,true,true,true,true,false,,,,false,1150,1,Cooking,205,cooking2,,,,3,FoodCONT52,,,,,,,,,,BananaT1,Item,SugarT1,Item,MilkT1,Item,BlueberryT1,Item,CoconutT1,Item,MintT1,Item,CinnamonT1,Item,30,20,10,20,10,15,15,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodMAGT5,FC_FoodMAGT5,,Foods,FoodDefense,@ui_food,,,true,true,true,true,false,,,,false,4250,1,Cooking,250,cooking2,,,,3,FoodMAGT5,,,,,,,,,,FishingPrismaticT52,Item,CarrotT1,Item,PotatoT1,Item,SaltT1,Item,GarlicT1,Item,TarragonT1,Item,SeasoningBlendT1,Item,5,10,10,10,15,5,10,Craft_CookingT52_special,true,,,,,-0.07,,,,
