RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,MaxPerkItemsAllowed,PerkItemsBucketPush,ExpertiseBumpChanceOverride,IsExpertiseBasedGS,HWMProgressionID,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,CraftingTime,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,ProceduralTierID1,ProceduralTierID2,ProceduralTierID3,ProceduralTierID4,ProceduralTierID5,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,AttributeCost,PerkCost,GemSlotCost,RequiredExpansion
LightChest_MarauderRank3_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightChest_MarauderRank3_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_MarauderRank3_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightChest_MarauderRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_MarauderRank4_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightChest_MarauderRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_MarauderRank4_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightChest_MarauderRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_MarauderRank5_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightChest_MarauderRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_MarauderRank5_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightChest_MarauderRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_MarauderRank1_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightHands_MarauderRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_MarauderRank1_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightHands_MarauderRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_MarauderRank2_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightHands_MarauderRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_MarauderRank2_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightHands_MarauderRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_MarauderRank3_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightHands_MarauderRank3_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_MarauderRank3_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightHands_MarauderRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_MarauderRank4_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightHands_MarauderRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_MarauderRank4_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightHands_MarauderRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_MarauderRank5_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightHands_MarauderRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_MarauderRank5_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightHands_MarauderRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightLegs_MarauderRank1_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightLegs_MarauderRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightLegs_MarauderRank1_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightLegs_MarauderRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightLegs_MarauderRank2_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightLegs_MarauderRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightLegs_MarauderRank2_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightLegs_MarauderRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightLegs_MarauderRank3_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightLegs_MarauderRank3_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightLegs_MarauderRank3_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightLegs_MarauderRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightLegs_MarauderRank4_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightLegs_MarauderRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightLegs_MarauderRank4_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightLegs_MarauderRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightLegs_MarauderRank5_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightLegs_MarauderRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightLegs_MarauderRank5_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightLegs_MarauderRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightFeet_MarauderRank1_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightFeet_MarauderRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightFeet_MarauderRank1_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightFeet_MarauderRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightFeet_MarauderRank2_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightFeet_MarauderRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightFeet_MarauderRank2_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightFeet_MarauderRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightFeet_MarauderRank3_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightFeet_MarauderRank3_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightFeet_MarauderRank3_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightFeet_MarauderRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightFeet_MarauderRank4_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightFeet_MarauderRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightFeet_MarauderRank4_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightFeet_MarauderRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightFeet_MarauderRank5_Sage,,,Faction,PvPStatSwap,,,"MarauderSeal_Sage,LightFeet_MarauderRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightFeet_MarauderRank5_Sage_v2,,,,,,,,,,,,,,,MarauderSeal_Sage,Item,LightFeet_MarauderRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHead_CovenantRank1_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightHead_CovenantRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHead_CovenantRank1_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightHead_CovenantRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHead_CovenantRank2_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightHead_CovenantRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHead_CovenantRank2_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightHead_CovenantRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHead_CovenantRank3_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightHead_CovenantRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHead_CovenantRank3_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightHead_CovenantRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHead_CovenantRank4_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightHead_CovenantRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHead_CovenantRank4_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightHead_CovenantRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHead_CovenantRank5_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightHead_CovenantRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHead_CovenantRank5_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightHead_CovenantRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_CovenantRank1_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightChest_CovenantRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_CovenantRank1_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightChest_CovenantRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_CovenantRank2_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightChest_CovenantRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_CovenantRank2_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightChest_CovenantRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_CovenantRank3_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightChest_CovenantRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_CovenantRank3_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightChest_CovenantRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_CovenantRank4_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightChest_CovenantRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_CovenantRank4_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightChest_CovenantRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_CovenantRank5_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightChest_CovenantRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_CovenantRank5_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightChest_CovenantRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_CovenantRank1_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightHands_CovenantRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_CovenantRank1_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightHands_CovenantRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_CovenantRank2_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightHands_CovenantRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_CovenantRank2_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightHands_CovenantRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_CovenantRank3_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightHands_CovenantRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_CovenantRank3_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightHands_CovenantRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_CovenantRank4_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightHands_CovenantRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_CovenantRank4_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightHands_CovenantRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_CovenantRank5_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightHands_CovenantRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_CovenantRank5_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightHands_CovenantRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightLegs_CovenantRank1_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightLegs_CovenantRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightLegs_CovenantRank1_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightLegs_CovenantRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightLegs_CovenantRank2_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightLegs_CovenantRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightLegs_CovenantRank2_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightLegs_CovenantRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightLegs_CovenantRank3_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightLegs_CovenantRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightLegs_CovenantRank3_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightLegs_CovenantRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightLegs_CovenantRank4_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightLegs_CovenantRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightLegs_CovenantRank4_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightLegs_CovenantRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightLegs_CovenantRank5_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightLegs_CovenantRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightLegs_CovenantRank5_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightLegs_CovenantRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightFeet_CovenantRank1_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightFeet_CovenantRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightFeet_CovenantRank1_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightFeet_CovenantRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightFeet_CovenantRank2_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightFeet_CovenantRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightFeet_CovenantRank2_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightFeet_CovenantRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightFeet_CovenantRank3_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightFeet_CovenantRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightFeet_CovenantRank3_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightFeet_CovenantRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightFeet_CovenantRank4_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightFeet_CovenantRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightFeet_CovenantRank4_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightFeet_CovenantRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightFeet_CovenantRank5_Sage,,,Faction,PvPStatSwap,,,"CovenantSeal_Sage,LightFeet_CovenantRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightFeet_CovenantRank5_Sage_v2,,,,,,,,,,,,,,,CovenantSeal_Sage,Item,LightFeet_CovenantRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHead_SyndicateRank1_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightHead_SyndicateRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHead_SyndicateRank1_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightHead_SyndicateRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHead_SyndicateRank2_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightHead_SyndicateRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHead_SyndicateRank2_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightHead_SyndicateRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHead_SyndicateRank3_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightHead_SyndicateRank3_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHead_SyndicateRank3_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightHead_SyndicateRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHead_SyndicateRank4_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightHead_SyndicateRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHead_SyndicateRank4_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightHead_SyndicateRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHead_SyndicateRank5_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightHead_SyndicateRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHead_SyndicateRank5_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightHead_SyndicateRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_SyndicateRank1_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightChest_SyndicateRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_SyndicateRank1_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightChest_SyndicateRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_SyndicateRank2_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightChest_SyndicateRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_SyndicateRank2_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightChest_SyndicateRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_SyndicateRank3_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightChest_SyndicateRank3_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_SyndicateRank3_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightChest_SyndicateRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_SyndicateRank4_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightChest_SyndicateRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_SyndicateRank4_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightChest_SyndicateRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightChest_SyndicateRank5_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightChest_SyndicateRank5_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightChest_SyndicateRank5_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightChest_SyndicateRank5_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_SyndicateRank1_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightHands_SyndicateRank1_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_SyndicateRank1_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightHands_SyndicateRank1_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_SyndicateRank2_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightHands_SyndicateRank2_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_SyndicateRank2_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightHands_SyndicateRank2_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_SyndicateRank3_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightHands_SyndicateRank3_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_SyndicateRank3_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightHands_SyndicateRank3_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
LightHands_SyndicateRank4_Sage,,,Faction,PvPStatSwap,,,"SyndicateSeal_Sage,LightHands_SyndicateRank4_v2",false,true,false,false,false,,,,,,false,50,1,Armoring,0,outfitting2,,,,1,1,LightHands_SyndicateRank4_Sage_v2,,,,,,,,,,,,,,,SyndicateSeal_Sage,Item,LightHands_SyndicateRank4_v2,Item,Azoth_Currency,Currency,,,,,,,,,1,1,50,,,,,Craft_ArmoringT2,true,,,,,,,,,,,
